Time,aristocrat
2023-01-02,36.25714285714286
2023-01-03,30.88571428571429
2023-01-04,47.00000000000001
2023-01-05,51.02857142857143
2023-01-06,49.68571428571429
2023-01-07,47.00000000000001
2023-01-08,52.371428571428574
2023-01-09,53.71428571428572
2023-01-10,47.00000000000001
2023-01-11,49.68571428571429
2023-01-12,49.68571428571429
2023-01-13,52.371428571428574
2023-01-14,47.00000000000001
2023-01-15,36.25714285714286
2023-01-16,48.34285714285715
2023-01-17,48.34285714285715
2023-01-18,49.68571428571429
2023-01-19,47.00000000000001
2023-01-20,51.02857142857143
2023-01-21,44.31428571428572
2023-01-22,34.91428571428572
2023-01-23,47.00000000000001
2023-01-24,55.057142857142864
2023-01-25,44.31428571428572
2023-01-26,51.02857142857143
2023-01-27,48.34285714285715
2023-01-28,48.34285714285715
2023-01-29,49.68571428571429
2023-01-30,55.057142857142864
2023-01-31,60.42857142857143
2023-02-01,49.68571428571429
2023-02-02,59.08571428571429
2023-02-03,41.62857142857143
2023-02-04,42.971428571428575
2023-02-05,48.34285714285715
2023-02-06,51.02857142857143
2023-02-07,52.371428571428574
2023-02-08,57.74285714285715
2023-02-09,48.34285714285715
2023-02-10,49.68571428571429
2023-02-11,45.65714285714286
2023-02-12,41.62857142857143
2023-02-13,37.6
2023-02-14,53.71428571428572
2023-02-15,44.31428571428572
2023-02-16,48.34285714285715
2023-02-17,45.65714285714286
2023-02-18,38.94285714285714
2023-02-19,36.25714285714286
2023-02-20,45.65714285714286
2023-02-21,47.00000000000001
2023-02-22,48.34285714285715
2023-02-23,55.057142857142864
2023-02-24,47.00000000000001
2023-02-25,40.28571428571429
2023-02-26,51.02857142857143
2023-02-27,63.11428571428572
2023-02-28,120.85714285714286
2023-03-01,134.2857142857143
2023-03-02,71.17142857142858
2023-03-03,57.74285714285715
2023-03-04,40.28571428571429
2023-03-05,36.25714285714286
2023-03-06,47.00000000000001
2023-03-07,48.34285714285715
2023-03-08,49.68571428571429
2023-03-09,44.31428571428572
2023-03-10,44.31428571428572
2023-03-11,44.31428571428572
2023-03-12,29.542857142857144
2023-03-13,52.371428571428574
2023-03-14,51.02857142857143
2023-03-15,45.65714285714286
2023-03-16,51.02857142857143
2023-03-17,40.28571428571429
2023-03-18,38.94285714285714
2023-03-19,44.31428571428572
2023-03-20,51.02857142857143
2023-03-21,49.68571428571429
2023-03-22,42.971428571428575
2023-03-23,47.00000000000001
2023-03-24,45.65714285714286
2023-03-25,40.28571428571429
2023-03-26,37.6
2023-03-27,51.02857142857143
2023-03-28,40.28571428571429
2023-03-29,44.31428571428572
2023-03-30,51.02857142857143
2023-03-31,47.00000000000001
2023-04-01,38.94285714285714
2023-04-02,67.14285714285715
2023-04-03,89.97142857142858
2023-04-04,75.2
2023-04-05,67.14285714285715
2023-04-06,75.2
2023-04-07,65.80000000000001
2023-04-08,55.057142857142864
2023-04-09,53.71428571428572
2023-04-10,52.371428571428574
2023-04-11,55.057142857142864
2023-04-12,53.71428571428572
2023-04-13,47.00000000000001
2023-04-14,51.02857142857143
2023-04-15,49.68571428571429
2023-04-16,37.6
2023-04-17,53.71428571428572
2023-04-18,49.68571428571429
2023-04-19,47.00000000000001
2023-04-20,45.65714285714286
2023-04-21,44.31428571428572
2023-04-22,36.25714285714286
2023-04-23,51.02857142857143
2023-04-24,44.31428571428572
2023-04-25,48.34285714285715
2023-04-26,53.44571428571429
2023-04-27,53.84857142857143
2023-04-28,45.38857142857143
2023-04-29,48.34285714285715
2023-04-30,57.47428571428572
2023-05-01,60.02571428571429
2023-05-02,54.922857142857154
2023-05-03,44.31428571428572
2023-05-04,45.791428571428575
2023-05-05,53.44571428571429
2023-05-06,59.35428571428572
2023-05-07,43.24000000000001
2023-05-08,53.84857142857143
2023-05-09,45.791428571428575
2023-05-10,47.268571428571434
2023-05-11,49.41714285714286
2023-05-12,52.77428571428572
2023-05-13,41.36000000000001
2023-05-14,43.24000000000001
2023-05-15,72.91714285714286
2023-05-16,57.47428571428572
2023-05-17,40.28571428571429
2023-05-18,55.3257142857143
2023-05-19,44.71714285714286
2023-05-20,40.688571428571436
2023-05-21,42.837142857142865
2023-05-22,43.24000000000001
2023-05-23,42.837142857142865
2023-05-24,47.940000000000005
2023-05-25,46.73142857142858
2023-05-26,41.09142857142858
2023-05-27,45.92571428571429
2023-05-28,46.73142857142858
2023-05-29,53.17714285714286
2023-05-30,45.120000000000005
2023-05-31,41.09142857142858
2023-06-01,50.760000000000005
2023-06-02,45.120000000000005
2023-06-03,42.70285714285715
2023-06-04,33.034285714285716
2023-06-05,53.98285714285715
2023-06-06,35.45142857142858
2023-06-07,44.314285714285724
2023-06-08,42.70285714285715
2023-06-09,46.73142857142858
2023-06-10,41.89714285714286
2023-06-11,41.89714285714286
2023-06-12,46.73142857142858
2023-06-13,39.480000000000004
2023-06-14,43.508571428571436
2023-06-15,47.53714285714286
2023-06-16,37.868571428571435
2023-06-17,46.73142857142858
2023-06-18,45.120000000000005
2023-06-19,41.09142857142858
2023-06-20,48.34285714285715
2023-06-21,42.70285714285715
2023-06-22,41.09142857142858
2023-06-23,43.508571428571436
2023-06-24,40.28571428571429
2023-06-25,32.228571428571435
2023-06-26,42.70285714285715
2023-06-27,38.674285714285716
2023-06-28,42.70285714285715
2023-06-29,47.53714285714286
2023-06-30,28.200000000000003
2023-07-01,37.06285714285715
2023-07-02,43.508571428571436
2023-07-03,39.480000000000004
2023-07-04,33.034285714285716
2023-07-05,45.120000000000005
2023-07-06,44.314285714285724
2023-07-07,49.14857142857144
2023-07-08,45.120000000000005
2023-07-09,36.25714285714286
2023-07-10,41.89714285714286
2023-07-11,45.120000000000005
2023-07-12,41.89714285714286
2023-07-13,45.120000000000005
2023-07-14,43.508571428571436
2023-07-15,39.480000000000004
2023-07-16,45.120000000000005
2023-07-17,43.508571428571436
2023-07-18,52.37142857142858
2023-07-19,63.65142857142858
2023-07-20,49.954285714285724
2023-07-21,39.480000000000004
2023-07-22,52.37142857142858
2023-07-23,49.14857142857144
2023-07-24,45.92571428571429
2023-07-25,44.314285714285724
2023-07-26,38.674285714285716
2023-07-27,49.14857142857144
2023-07-28,45.92571428571429
2023-07-29,52.37142857142858
2023-07-30,41.89714285714286
2023-07-31,51.56571428571429
2023-08-01,34.64571428571429
2023-08-02,40.28571428571429
2023-08-03,39.480000000000004
2023-08-04,36.25714285714286
2023-08-05,35.45142857142858
2023-08-06,41.89714285714286
2023-08-07,37.868571428571435
2023-08-08,35.45142857142858
2023-08-09,42.70285714285715
2023-08-10,40.28571428571429
2023-08-11,33.84
2023-08-12,41.09142857142858
2023-08-13,38.674285714285716
2023-08-14,45.92571428571429
2023-08-15,39.480000000000004
2023-08-16,41.09142857142858
2023-08-17,43.508571428571436
2023-08-18,39.480000000000004
2023-08-19,38.674285714285716
2023-08-20,43.508571428571436
2023-08-21,45.92571428571429
2023-08-22,46.73142857142858
2023-08-23,44.314285714285724
2023-08-24,39.480000000000004
2023-08-25,33.034285714285716
2023-08-26,37.06285714285715
2023-08-27,36.25714285714286
2023-08-28,53.17714285714286
2023-08-29,36.25714285714286
2023-08-30,42.70285714285715
2023-08-31,49.954285714285724
2023-09-01,42.70285714285715
2023-09-02,46.73142857142858
2023-09-03,40.28571428571429
2023-09-04,33.84
2023-09-05,46.73142857142858
2023-09-06,44.314285714285724
2023-09-07,48.34285714285715
2023-09-08,46.73142857142858
2023-09-09,41.89714285714286
2023-09-10,39.480000000000004
2023-09-11,38.674285714285716
2023-09-12,47.53714285714286
2023-09-13,45.92571428571429
2023-09-14,48.34285714285715
2023-09-15,45.92571428571429
2023-09-16,33.034285714285716
2023-09-17,40.28571428571429
2023-09-18,54.78857142857144
2023-09-19,53.17714285714286
2023-09-20,45.92571428571429
2023-09-21,49.954285714285724
2023-09-22,41.89714285714286
2023-09-23,37.868571428571435
2023-09-24,37.06285714285715
2023-09-25,58.81714285714286
2023-09-26,53.17714285714286
2023-09-27,53.17714285714286
2023-09-28,46.73142857142858
2023-09-29,46.73142857142858
2023-09-30,32.228571428571435
2023-10-01,34.64571428571429
2023-10-02,47.53714285714286
2023-10-03,38.674285714285716
2023-10-04,49.954285714285724
2023-10-05,51.56571428571429
2023-10-06,42.70285714285715
2023-10-07,37.868571428571435
2023-10-08,37.06285714285715
2023-10-09,43.508571428571436
2023-10-10,52.37142857142858
2023-10-11,44.314285714285724
2023-10-12,50.760000000000005
2023-10-13,51.56571428571429
2023-10-14,43.508571428571436
2023-10-15,36.25714285714286
2023-10-16,37.06285714285715
2023-10-17,44.314285714285724
2023-10-18,44.314285714285724
2023-10-19,46.73142857142858
2023-10-20,41.89714285714286
2023-10-21,42.70285714285715
2023-10-22,35.45142857142858
2023-10-23,45.120000000000005
2023-10-24,42.70285714285715
2023-10-25,51.56571428571429
2023-10-26,49.954285714285724
2023-10-27,33.034285714285716
2023-10-28,41.09142857142858
2023-10-29,33.84
2023-10-30,46.73142857142858
2023-10-31,41.89714285714286
2023-11-01,77.34857142857143
2023-11-02,80.57142857142858
2023-11-03,48.34285714285715
2023-11-04,39.480000000000004
2023-11-05,37.06285714285715
2023-11-06,58.01142857142858
2023-11-07,49.14857142857144
2023-11-08,48.34285714285715
2023-11-09,52.37142857142858
2023-11-10,39.480000000000004
2023-11-11,45.120000000000005
2023-11-12,37.06285714285715
2023-11-13,54.78857142857144
2023-11-14,55.594285714285725
2023-11-15,45.92571428571429
2023-11-16,45.92571428571429
2023-11-17,43.508571428571436
2023-11-18,41.09142857142858
2023-11-19,41.89714285714286
2023-11-20,45.92571428571429
2023-11-21,38.674285714285716
2023-11-22,34.64571428571429
2023-11-23,39.480000000000004
2023-11-24,34.64571428571429
2023-11-25,38.674285714285716
2023-11-26,37.06285714285715
2023-11-27,41.89714285714286
2023-11-28,72.51428571428572
2023-11-29,49.14857142857144
2023-11-30,51.56571428571429
2023-12-01,42.70285714285715
2023-12-02,37.06285714285715
2023-12-03,43.508571428571436
2023-12-04,58.01142857142858
2023-12-05,49.14857142857144
2023-12-06,41.09142857142858
2023-12-07,45.120000000000005
2023-12-08,51.56571428571429
2023-12-09,49.14857142857144
2023-12-10,45.120000000000005
2023-12-11,40.28571428571429
2023-12-12,34.64571428571429
2023-12-13,49.14857142857144
2023-12-14,48.34285714285715
2023-12-15,47.53714285714286
2023-12-16,42.70285714285715
2023-12-17,37.06285714285715
2023-12-18,39.480000000000004
2023-12-19,44.314285714285724
2023-12-20,41.09142857142858
2023-12-21,45.120000000000005
2023-12-22,36.925296167247396
2023-12-23,32.208919860627184
2023-12-24,35.35317073170732
2023-12-25,31.422857142857147
2023-12-26,48.31337979094077
2023-12-27,40.06954703832753
2023-12-28,44.3830662020906
2023-12-29,39.28348432055749
2023-12-30,38.88062717770035
2023-12-31,41.23881533101046
2024-01-01,38.88062717770035
2024-01-02,35.736376306620215
2024-01-03,47.527317073170735
2024-01-04,47.527317073170735
2024-01-05,46.741254355400706
2024-01-06,39.28348432055749
2024-01-07,37.71135888501743
2024-01-08,35.736376306620215
2024-01-09,47.527317073170735
2024-01-10,47.12445993031359
2024-01-11,39.666689895470384
2024-01-12,48.31337979094077
2024-01-13,43.59700348432057
2024-01-14,35.736376306620215
2024-01-15,32.99498257839721
2024-01-16,45.16912891986063
2024-01-17,51.840836236933804
2024-01-18,52.24369337979095
2024-01-19,44.3830662020906
2024-01-20,43.68543554006969
2024-01-21,42.15261324041813
2024-01-22,52.115958188153314
2024-01-23,45.21825783972126
2024-01-24,47.51749128919861
2024-01-25,46.75108013937283
2024-01-26,43.68543554006969
2024-01-27,46.75108013937283
2024-01-28,44.451846689895476
2024-01-29,56.71442508710802
2024-01-30,62.07930313588851
2024-01-31,62.845714285714294
2024-02-01,46.75108013937283
2024-02-02,43.68543554006969
2024-02-03,47.51749128919861
2024-02-04,59.013658536585375
2024-02-05,46.75108013937283
2024-02-06,57.480836236933804
2024-02-07,55.948013937282234
2024-02-08,52.8823693379791
2024-02-09,49.816724738675966
2024-02-10,50.58313588850175
2024-02-11,39.086968641114986
2024-02-12,53.648780487804885
2024-02-13,68.97700348432056
2024-02-14,42.15261324041813
2024-02-15,55.181602787456455
2024-02-16,58.24724738675959
2024-02-17,45.984668989547046
2024-02-18,37.55414634146342
2024-02-19,49.05031358885018
2024-02-20,48.283902439024395
2024-02-21,54.41519163763067
2024-02-22,45.984668989547046
2024-02-23,51.34954703832753
2024-02-24,39.086968641114986
2024-02-25,49.05031358885018
2024-02-26,44.451846689895476
2024-02-27,46.75108013937283
2024-02-28,49.05031358885018
2024-02-29,49.816724738675966
2024-03-01,45.984668989547046
2024-03-02,46.75108013937283
2024-03-03,49.816724738675966
2024-03-04,59.78006968641116
2024-03-05,52.8823693379791
2024-03-06,72.80905923344949
2024-03-07,60.54648083623694
2024-03-08,45.984668989547046
2024-03-09,52.8823693379791
2024-03-10,62.845714285714294
2024-03-11,54.41519163763067
2024-03-12,49.05031358885018
2024-03-13,53.648780487804885
2024-03-14,45.21825783972126
2024-03-15,50.58313588850175
2024-03-16,53.648780487804885
2024-03-17,45.21825783972126
2024-03-18,62.07930313588851
2024-03-19,55.948013937282234
2024-03-20,45.21825783972126
2024-03-21,55.181602787456455
2024-03-22,39.85337979094077
2024-03-23,39.85337979094077
2024-03-24,36.02132404181185
2024-03-25,48.283902439024395
2024-03-26,50.58313588850175
2024-03-27,52.8823693379791
2024-03-28,47.51749128919861
2024-03-29,43.68543554006969
2024-03-30,54.41519163763067
2024-03-31,38.3205574912892
2024-04-01,48.283902439024395
2024-04-02,72.0426480836237
2024-04-03,76.6411149825784
2024-04-04,61.31289198606272
2024-04-05,52.8823693379791
2024-04-06,49.05031358885018
2024-04-07,60.54648083623694
2024-04-08,53.648780487804885
2024-04-09,54.41519163763067
2024-04-10,46.75108013937283
2024-04-11,52.115958188153314
2024-04-12,62.845714285714294
2024-04-13,47.51749128919861
2024-04-14,57.480836236933804
2024-04-15,55.181602787456455
2024-04-16,47.51749128919861
2024-04-17,52.8823693379791
2024-04-18,39.85337979094077
2024-04-19,45.984668989547046
2024-04-20,56.71442508710802
2024-04-21,51.34954703832753
2024-04-22,68.21059233449478
2024-04-23,49.05031358885018
2024-04-24,50.58313588850175
2024-04-25,56.71442508710802
2024-04-26,52.8823693379791
2024-04-27,46.75108013937283
2024-04-28,49.05031358885018
2024-04-29,59.78006968641116
2024-04-30,55.181602787456455
2024-05-01,54.41519163763067
2024-05-02,57.480836236933804
2024-05-03,46.75108013937283
2024-05-04,51.34954703832753
2024-05-05,52.8823693379791
2024-05-06,65.14494773519165
2024-05-07,40.619790940766556
2024-05-08,52.8823693379791
2024-05-09,42.15261324041813
2024-05-10,55.948013937282234
2024-05-11,46.75108013937283
2024-05-12,55.948013937282234
2024-05-13,44.451846689895476
2024-05-14,39.85337979094077
2024-05-15,45.21825783972126
2024-05-16,55.181602787456455
2024-05-17,52.115958188153314
2024-05-18,52.115958188153314
2024-05-19,55.948013937282234
2024-05-20,65.91135888501744
2024-05-21,47.51749128919861
2024-05-22,41.38620209059234
2024-05-23,45.984668989547046
2024-05-24,39.85337979094077
2024-05-25,40.619790940766556
2024-05-26,32.95567944250872
2024-05-27,51.34954703832753
2024-05-28,41.38620209059234
2024-05-29,37.55414634146342
2024-05-30,48.283902439024395
2024-05-31,49.816724738675966
2024-06-01,45.21825783972126
2024-06-02,52.8823693379791
2024-06-03,48.283902439024395
2024-06-04,49.05031358885018
2024-06-05,44.451846689895476
2024-06-06,35.254912891986066
2024-06-07,42.919024390243905
2024-06-08,37.55414634146342
2024-06-09,65.14494773519165
2024-06-10,50.58313588850175
2024-06-11,42.919024390243905
2024-06-12,48.283902439024395
2024-06-13,43.68543554006969
2024-06-14,38.3205574912892
2024-06-15,41.38620209059234
2024-06-16,42.15261324041813
2024-06-17,52.8823693379791
2024-06-18,48.283902439024395
2024-06-19,45.21825783972126
2024-06-20,43.68543554006969
2024-06-21,50.58313588850175
2024-06-22,48.283902439024395
2024-06-23,55.181602787456455
2024-06-24,63.61212543554008
2024-06-25,54.41519163763067
2024-06-26,47.51749128919861
2024-06-27,43.68543554006969
2024-06-28,48.283902439024395
2024-06-29,42.919024390243905
2024-06-30,36.78773519163764
2024-07-01,45.21825783972126
2024-07-02,45.21825783972126
2024-07-03,42.15261324041813
2024-07-04,48.283902439024395
2024-07-05,37.55414634146342
2024-07-06,42.919024390243905
2024-07-07,34.48850174216028
2024-07-08,47.51749128919861
2024-07-09,45.984668989547046
2024-07-10,47.51749128919861
2024-07-11,45.984668989547046
2024-07-12,47.51749128919861
2024-07-13,46.75108013937283
2024-07-14,52.8823693379791
2024-07-15,36.02132404181185
2024-07-16,43.68543554006969
2024-07-17,46.75108013937283
2024-07-18,42.919024390243905
2024-07-19,36.02132404181185
2024-07-20,38.3205574912892
2024-07-21,31.422857142857147
2024-07-22,39.85337979094077
2024-07-23,39.85337979094077
2024-07-24,34.48850174216028
2024-07-25,35.254912891986066
2024-07-26,43.68543554006969
2024-07-27,48.283902439024395
2024-07-28,42.919024390243905
2024-07-29,39.85337979094077
2024-07-30,47.51749128919861
2024-07-31,45.21825783972126
2024-08-01,44.451846689895476
2024-08-02,34.48850174216028
2024-08-03,42.919024390243905
2024-08-04,27.590801393728228
2024-08-05,48.283902439024395
2024-08-06,42.15261324041813
2024-08-07,46.75108013937283
2024-08-08,49.05031358885018
2024-08-09,39.85337979094077
2024-08-10,47.51749128919861
2024-08-11,29.123623693379795
2024-08-12,48.283902439024395
2024-08-13,41.38620209059234
2024-08-14,45.984668989547046
2024-08-15,42.919024390243905
2024-08-16,44.451846689895476
2024-08-17,47.51749128919861
2024-08-18,32.8896095157996
2024-08-19,43.60615162801875
2024-08-20,50.62277784452722
2024-08-21,42.866168448876614
2024-08-22,48.78603388201371
2024-08-23,42.866168448876614
2024-08-24,48.40282830710082
2024-08-25,44.70291241139013
2024-08-26,43.60615162801875
2024-08-27,46.1828787696744
2024-08-28,46.566084344587296
2024-08-29,50.62277784452722
2024-08-30,46.922861948816546
2024-08-31,34.36957587408387
2024-09-01,26.229760903520372
2024-09-02,40.28944130722096
2024-09-03,53.582710561095766
2024-09-04,39.16625255316593
2024-09-05,49.88279466538509
2024-09-06,42.12618526973448
2024-09-07,36.58952541151028
2024-09-08,39.16625255316593
2024-09-09,56.54264327766431
2024-09-10,38.426269374023796
2024-09-11,39.16625255316593
2024-09-12,45.08611798630302
2024-09-13,45.442895590532274
2024-09-14,41.38620209059235
2024-09-15,48.40282830710082
2024-09-16,48.521754175177236
2024-09-17,65.64707917818096
2024-09-18,53.516640634386654
2024-09-19,46.38108854980177
2024-09-20,52.80308542592817
2024-09-21,43.52686771596781
2024-09-22,46.38108854980177
2024-09-23,50.6624198005527
2024-09-24,60.65219271897154
2024-09-25,60.65219271897154
2024-09-26,50.6624198005527
