Time,charitable
2023-05-15,45.42481203007519
2023-05-16,42.952850877192986
2023-05-17,41.19486215538846
2023-05-18,43.66682330827068
2023-05-19,35.483082706766915
2023-05-20,20.213502506265662
2023-05-21,23.06939223057644
2023-05-22,37.625
2023-05-23,49.70864661654135
2023-05-24,44.710839598997495
2023-05-25,38.28508771929825
2023-05-26,32.344298245614034
2023-05-27,17.162280701754387
2023-05-28,15.842105263157894
2023-05-29,23.763157894736842
2023-05-30,35.64473684210526
2023-05-31,37.625
2023-06-01,38.94517543859649
2023-06-02,34.324561403508774
2023-06-03,23.103070175438596
2023-06-04,21.782894736842106
2023-06-05,40.925438596491226
2023-06-06,41.58552631578947
2023-06-07,39.60526315789474
2023-06-08,36.96491228070175
2023-06-09,34.98464912280702
2023-06-10,18.482456140350877
2023-06-11,16.50219298245614
2023-06-12,41.58552631578947
2023-06-13,39.60526315789474
2023-06-14,42.905701754385966
2023-06-15,42.24561403508772
2023-06-16,34.324561403508774
2023-06-17,18.482456140350877
2023-06-18,16.50219298245614
2023-06-19,34.98464912280702
2023-06-20,43.56578947368421
2023-06-21,42.24561403508772
2023-06-22,37.625
2023-06-23,35.64473684210526
2023-06-24,21.12280701754386
2023-06-25,19.80263157894737
2023-06-26,42.24561403508772
2023-06-27,44.8859649122807
2023-06-28,40.26535087719298
2023-06-29,41.58552631578947
2023-06-30,35.64473684210526
2023-07-01,23.103070175438596
2023-07-02,22.44298245614035
2023-07-03,24.42324561403509
2023-07-04,23.103070175438596
2023-07-05,35.64473684210526
2023-07-06,40.925438596491226
2023-07-07,33.66447368421053
2023-07-08,21.12280701754386
2023-07-09,18.482456140350877
2023-07-10,41.58552631578947
2023-07-11,38.94517543859649
2023-07-12,42.905701754385966
2023-07-13,40.925438596491226
2023-07-14,34.98464912280702
2023-07-15,21.782894736842106
2023-07-16,19.142543859649123
2023-07-17,38.94517543859649
2023-07-18,45.546052631578945
2023-07-19,46.20614035087719
2023-07-20,38.94517543859649
2023-07-21,31.024122807017545
2023-07-22,19.80263157894737
2023-07-23,20.462719298245613
2023-07-24,36.30482456140351
2023-07-25,44.22587719298246
2023-07-26,42.905701754385966
2023-07-27,40.925438596491226
2023-07-28,29.70394736842105
2023-07-29,23.763157894736842
2023-07-30,16.50219298245614
2023-07-31,39.60526315789474
2023-08-01,39.60526315789474
2023-08-02,38.28508771929825
2023-08-03,34.324561403508774
2023-08-04,30.364035087719298
2023-08-05,19.80263157894737
2023-08-06,17.162280701754387
2023-08-07,36.30482456140351
2023-08-08,38.94517543859649
2023-08-09,44.8859649122807
2023-08-10,40.26535087719298
2023-08-11,33.00438596491228
2023-08-12,24.42324561403509
2023-08-13,17.82236842105263
2023-08-14,38.28508771929825
2023-08-15,39.60526315789474
2023-08-16,34.98464912280702
2023-08-17,43.56578947368421
2023-08-18,36.96491228070175
2023-08-19,21.12280701754386
2023-08-20,16.50219298245614
2023-08-21,38.28508771929825
2023-08-22,42.24561403508772
2023-08-23,41.58552631578947
2023-08-24,36.96491228070175
2023-08-25,36.96491228070175
2023-08-26,23.763157894736842
2023-08-27,17.162280701754387
2023-08-28,41.58552631578947
2023-08-29,41.58552631578947
2023-08-30,41.58552631578947
2023-08-31,42.24561403508772
2023-09-01,35.64473684210526
2023-09-02,21.782894736842106
2023-09-03,22.44298245614035
2023-09-04,27.06359649122807
2023-09-05,40.925438596491226
2023-09-06,50.166666666666664
2023-09-07,44.8859649122807
2023-09-08,37.625
2023-09-09,24.42324561403509
2023-09-10,27.06359649122807
2023-09-11,45.546052631578945
2023-09-12,50.166666666666664
2023-09-13,50.166666666666664
2023-09-14,46.86622807017544
2023-09-15,42.24561403508772
2023-09-16,27.06359649122807
2023-09-17,27.06359649122807
2023-09-18,50.166666666666664
2023-09-19,48.84649122807018
2023-09-20,50.166666666666664
2023-09-21,49.50657894736842
2023-09-22,40.26535087719298
2023-09-23,21.12280701754386
2023-09-24,22.44298245614035
2023-09-25,48.84649122807018
2023-09-26,50.166666666666664
2023-09-27,57.42763157894737
2023-09-28,50.166666666666664
2023-09-29,35.64473684210526
2023-09-30,25.083333333333332
2023-10-01,22.44298245614035
2023-10-02,46.86622807017544
2023-10-03,54.12719298245614
2023-10-04,53.4671052631579
2023-10-05,52.146929824561404
2023-10-06,40.26535087719298
2023-10-07,26.403508771929825
2023-10-08,21.782894736842106
2023-10-09,48.84649122807018
2023-10-10,47.526315789473685
2023-10-11,55.44736842105263
2023-10-12,53.4671052631579
2023-10-13,48.84649122807018
2023-10-14,34.98464912280702
2023-10-15,29.70394736842105
2023-10-16,51.48684210526316
2023-10-17,49.50657894736842
2023-10-18,48.18640350877193
2023-10-19,47.526315789473685
2023-10-20,40.26535087719298
2023-10-21,25.74342105263158
2023-10-22,25.74342105263158
2023-10-23,52.80701754385965
2023-10-24,52.146929824561404
2023-10-25,47.526315789473685
2023-10-26,46.86622807017544
2023-10-27,40.925438596491226
2023-10-28,23.103070175438596
2023-10-29,27.723684210526315
2023-10-30,50.166666666666664
2023-10-31,52.80701754385965
2023-11-01,48.18640350877193
2023-11-02,50.82675438596491
2023-11-03,40.26535087719298
2023-11-04,29.04385964912281
2023-11-05,25.083333333333332
2023-11-06,56.10745614035088
2023-11-07,52.80701754385965
2023-11-08,52.146929824561404
2023-11-09,54.12719298245614
2023-11-10,45.546052631578945
2023-11-11,31.684210526315788
2023-11-12,24.42324561403509
2023-11-13,54.12719298245614
2023-11-14,57.42763157894737
2023-11-15,58.08771929824562
2023-11-16,51.48684210526316
2023-11-17,46.86622807017544
2023-11-18,27.723684210526315
2023-11-19,21.12280701754386
2023-11-20,49.50657894736842
2023-11-21,48.18640350877193
2023-11-22,32.344298245614034
2023-11-23,18.482456140350877
2023-11-24,16.50219298245614
2023-11-25,20.462719298245613
2023-11-26,26.403508771929825
2023-11-27,54.78728070175438
2023-11-28,66.00877192982456
2023-11-29,61.38815789473684
2023-11-30,56.76754385964912
2023-12-01,50.82675438596491
2023-12-02,34.324561403508774
2023-12-03,27.723684210526315
2023-12-04,54.78728070175438
2023-12-05,62.04824561403509
2023-12-06,62.04824561403509
2023-12-07,60.728070175438596
2023-12-08,59.4078947368421
2023-12-09,31.684210526315788
2023-12-10,29.70394736842105
2023-12-11,60.728070175438596
2023-12-12,63.368421052631575
2023-12-13,60.06798245614035
2023-12-14,54.78728070175438
2023-12-15,48.84649122807018
2023-12-16,32.344298245614034
2023-12-17,21.12280701754386
2023-12-18,58.747807017543856
2023-12-19,58.747807017543856
2023-12-20,56.10745614035088
2023-12-21,47.526315789473685
2023-12-22,38.78015350877193
2023-12-23,23.46611842105263
2023-12-24,21.287828947368418
2023-12-25,19.769627192982455
2023-12-26,42.90570175438596
2023-12-27,53.335087719298244
2023-12-28,51.48684210526315
2023-12-29,49.2095394736842
2023-12-30,36.93190789473684
2023-12-31,37.69100877192982
2024-01-01,27.26162280701754
2024-01-02,42.90570175438596
2024-01-03,47.79035087719298
2024-01-04,50.39769736842105
2024-01-05,42.90570175438596
2024-01-06,24.654276315789474
2024-01-07,23.89517543859649
2024-01-08,44.75394736842105
2024-01-09,51.48684210526315
2024-01-10,53.335087719298244
2024-01-11,55.61239035087719
2024-01-12,39.53925438596491
2024-01-13,26.50252192982456
2024-01-14,24.654276315789474
2024-01-15,31.7172149122807
2024-01-16,48.54945175438596
2024-01-17,53.335087719298244
2024-01-18,54.85328947368421
2024-01-19,52.24594298245614
2024-01-20,34.32456140350877
2024-01-21,30.89210526315789
2024-01-22,49.77061403508772
2024-01-23,58.35175438596491
2024-01-24,59.209868421052626
2024-01-25,58.35175438596491
2024-01-26,48.912499999999994
2024-01-27,40.3313596491228
2024-01-28,36.89890350877192
2024-01-29,64.35855263157895
2024-01-30,72.08157894736841
2024-01-31,68.64912280701753
2024-02-01,66.07478070175438
2024-02-02,61.78421052631578
2024-02-03,48.912499999999994
2024-02-04,36.89890350877192
2024-02-05,60.926096491228066
2024-02-06,71.22346491228069
2024-02-07,64.35855263157895
2024-02-08,61.78421052631578
2024-02-09,59.209868421052626
2024-02-10,45.48004385964912
2024-02-11,43.76381578947368
2024-02-12,58.35175438596491
2024-02-13,66.07478070175438
2024-02-14,57.493640350877186
2024-02-15,65.21666666666665
2024-02-16,57.493640350877186
2024-02-17,47.196271929824555
2024-02-18,41.189473684210526
2024-02-19,60.06798245614034
2024-02-20,63.50043859649122
2024-02-21,59.209868421052626
2024-02-22,68.64912280701753
2024-02-23,54.91929824561403
2024-02-24,47.196271929824555
2024-02-25,50.628728070175434
2024-02-26,63.50043859649122
2024-02-27,66.9328947368421
2024-02-28,62.642324561403505
2024-02-29,56.63552631578947
2024-03-01,59.209868421052626
2024-03-02,48.912499999999994
2024-03-03,44.6219298245614
2024-03-04,62.642324561403505
2024-03-05,71.22346491228069
2024-03-06,69.50723684210526
2024-03-07,61.78421052631578
2024-03-08,60.06798245614034
2024-03-09,42.04758771929824
2024-03-10,41.189473684210526
2024-03-11,64.35855263157895
2024-03-12,66.9328947368421
2024-03-13,64.35855263157895
2024-03-14,59.209868421052626
2024-03-15,54.061184210526314
2024-03-16,46.33815789473684
2024-03-17,41.189473684210526
2024-03-18,66.07478070175438
2024-03-19,65.21666666666665
2024-03-20,66.07478070175438
2024-03-21,54.91929824561403
2024-03-22,58.35175438596491
2024-03-23,57.493640350877186
2024-03-24,47.196271929824555
2024-03-25,65.21666666666665
2024-03-26,59.209868421052626
2024-03-27,67.79100877192982
2024-03-28,61.78421052631578
2024-03-29,50.628728070175434
2024-03-30,45.48004385964912
2024-03-31,36.89890350877192
2024-04-01,66.9328947368421
2024-04-02,68.64912280701753
2024-04-03,65.21666666666665
2024-04-04,65.21666666666665
2024-04-05,57.493640350877186
2024-04-06,52.344956140350874
2024-04-07,52.344956140350874
2024-04-08,62.642324561403505
2024-04-09,70.36535087719298
2024-04-10,69.50723684210526
2024-04-11,72.93969298245614
2024-04-12,70.36535087719298
2024-04-13,58.35175438596491
2024-04-14,63.50043859649122
2024-04-15,85.81140350877192
2024-04-16,66.07478070175438
2024-04-17,53.20307017543859
2024-04-18,54.91929824561403
2024-04-19,45.48004385964912
2024-04-20,30.03399122807017
2024-04-21,24.88530701754386
2024-04-22,49.77061403508772
2024-04-23,48.912499999999994
2024-04-24,45.48004385964912
2024-04-25,46.33815789473684
2024-04-26,37.75701754385965
2024-04-27,24.02719298245614
2024-04-28,21.45285087719298
2024-04-29,50.628728070175434
2024-04-30,45.48004385964912
2024-05-01,43.76381578947368
2024-05-02,50.628728070175434
2024-05-03,41.189473684210526
2024-05-04,24.88530701754386
2024-05-05,18.878508771929823
2024-05-06,48.05438596491228
2024-05-07,50.628728070175434
2024-05-08,51.48684210526315
2024-05-09,51.48684210526315
2024-05-10,41.189473684210526
2024-05-11,24.02719298245614
2024-05-12,18.020394736842103
2024-05-13,49.77061403508772
2024-05-14,46.33815789473684
2024-05-15,45.48004385964912
2024-05-16,45.48004385964912
2024-05-17,34.32456140350877
2024-05-18,21.45285087719298
2024-05-19,20.594736842105263
2024-05-20,44.6219298245614
2024-05-21,44.6219298245614
2024-05-22,41.189473684210526
2024-05-23,41.189473684210526
2024-05-24,32.60833333333333
2024-05-25,20.594736842105263
2024-05-26,15.446052631578945
2024-05-27,18.878508771929823
2024-05-28,42.04758771929824
2024-05-29,39.473245614035086
2024-05-30,42.04758771929824
2024-05-31,38.61513157894736
2024-06-01,19.736622807017543
2024-06-02,19.736622807017543
2024-06-03,41.189473684210526
2024-06-04,48.05438596491228
2024-06-05,45.48004385964912
2024-06-06,42.04758771929824
2024-06-07,39.473245614035086
2024-06-08,22.3109649122807
2024-06-09,20.594736842105263
2024-06-10,39.473245614035086
2024-06-11,46.33815789473684
2024-06-12,45.48004385964912
2024-06-13,39.473245614035086
2024-06-14,37.75701754385965
2024-06-15,20.594736842105263
2024-06-16,17.162280701754383
2024-06-17,44.6219298245614
2024-06-18,42.90570175438596
2024-06-19,29.175877192982455
2024-06-20,39.473245614035086
2024-06-21,38.61513157894736
2024-06-22,20.594736842105263
2024-06-23,20.594736842105263
2024-06-24,43.76381578947368
2024-06-25,41.189473684210526
2024-06-26,44.6219298245614
2024-06-27,39.473245614035086
2024-06-28,34.32456140350877
2024-06-29,20.594736842105263
2024-06-30,18.878508771929823
2024-07-01,40.3313596491228
2024-07-02,40.3313596491228
2024-07-03,35.18267543859649
2024-07-04,16.304166666666664
2024-07-05,22.3109649122807
2024-07-06,25.743421052631575
2024-07-07,19.736622807017543
2024-07-08,44.6219298245614
2024-07-09,47.196271929824555
2024-07-10,40.3313596491228
2024-07-11,45.48004385964912
2024-07-12,37.75701754385965
2024-07-13,22.3109649122807
2024-07-14,18.020394736842103
2024-07-15,43.76381578947368
2024-07-16,43.76381578947368
2024-07-17,38.61513157894736
2024-07-18,42.90570175438596
2024-07-19,30.03399122807017
2024-07-20,21.45285087719298
2024-07-21,21.45285087719298
2024-07-22,42.04758771929824
2024-07-23,42.04758771929824
2024-07-24,42.90570175438596
2024-07-25,41.189473684210526
2024-07-26,33.46644736842105
2024-07-27,22.3109649122807
2024-07-28,14.587938596491227
2024-07-29,38.61513157894736
2024-07-30,41.189473684210526
2024-07-31,42.04758771929824
2024-08-01,36.04078947368421
2024-08-02,32.60833333333333
2024-08-03,18.878508771929823
2024-08-04,18.878508771929823
2024-08-05,37.75701754385965
2024-08-06,36.89890350877192
2024-08-07,46.33815789473684
2024-08-08,54.91929824561403
2024-08-09,36.89890350877192
2024-08-10,22.3109649122807
2024-08-11,21.45285087719298
2024-08-12,43.76381578947368
2024-08-13,44.6219298245614
2024-08-14,42.90570175438596
2024-08-15,42.90570175438596
2024-08-16,36.04078947368421
2024-08-17,22.3109649122807
2024-08-18,21.02379385964912
2024-08-19,42.90570175438596
2024-08-20,50.938602582846
2024-08-21,45.38469785575049
2024-08-22,42.90570175438596
2024-08-23,41.880732212475635
2024-08-24,24.956816520467832
2024-08-25,17.948885233918126
2024-08-26,46.40966739766081
2024-08-27,43.930671296296296
2024-08-28,51.36765960038986
2024-08-29,40.8557626705653
2024-08-30,44.35972831384015
2024-08-31,19.40291179337232
2024-09-01,21.45285087719298
2024-09-02,21.45285087719298
2024-09-03,45.38469785575049
2024-09-04,48.88866349902534
2024-09-05,45.38469785575049
2024-09-06,42.90570175438596
2024-09-07,22.90687743664717
2024-09-08,24.956816520467832
2024-09-09,44.95564083820662
2024-09-10,55.89659478557505
2024-09-11,51.36765960038986
2024-09-12,52.392629142300194
2024-09-13,43.930671296296296
2024-09-14,27.435812621832355
2024-09-15,17.948885233918126
2024-09-16,50.05665204678362
2024-09-17,52.44030214424951
2024-09-18,53.63212719298245
2024-09-19,52.44030214424951
2024-09-20,42.90570175438596
2024-09-21,26.220151072124754
2024-09-22,28.60380116959064
2024-09-23,46.48117690058479
2024-09-24,53.63212719298245
2024-09-25,50.05665204678362
2024-09-26,48.86482699805068
2024-09-27,41.71387670565302
2024-09-28,22.644675925925924
