Time,expensive
2023-11-01,69.24420289855072
2023-11-02,77.33768115942028
2023-11-03,74.63985507246376
2023-11-04,71.0427536231884
2023-11-05,71.94202898550725
2023-11-06,75.5391304347826
2023-11-07,79.13623188405796
2023-11-08,76.43840579710144
2023-11-09,71.94202898550725
2023-11-10,75.5391304347826
2023-11-11,71.94202898550725
2023-11-12,75.5391304347826
2023-11-13,77.33768115942028
2023-11-14,77.33768115942028
2023-11-15,78.23695652173913
2023-11-16,73.74057971014493
2023-11-17,71.0427536231884
2023-11-18,71.0427536231884
2023-11-19,78.23695652173913
2023-11-20,74.63985507246376
2023-11-21,70.14347826086956
2023-11-22,68.34492753623188
2023-11-23,72.84130434782608
2023-11-24,72.84130434782608
2023-11-25,77.33768115942028
2023-11-26,80.93478260869564
2023-11-27,80.03550724637681
2023-11-28,80.93478260869564
2023-11-29,80.93478260869564
2023-11-30,81.83405797101449
2023-12-01,78.23695652173913
2023-12-02,76.43840579710144
2023-12-03,70.14347826086956
2023-12-04,79.13623188405796
2023-12-05,76.43840579710144
2023-12-06,77.33768115942028
2023-12-07,73.74057971014493
2023-12-08,83.63260869565217
2023-12-09,82.73333333333333
2023-12-10,82.73333333333333
2023-12-11,82.73333333333333
2023-12-12,81.83405797101449
2023-12-13,80.03550724637681
2023-12-14,82.73333333333333
2023-12-15,72.84130434782608
2023-12-16,75.5391304347826
2023-12-17,77.33768115942028
2023-12-18,74.63985507246376
2023-12-19,73.74057971014493
2023-12-20,73.74057971014493
2023-12-21,71.0427536231884
2023-12-22,75.58524712002973
2023-12-23,88.49791898922334
2023-12-24,73.74057971014494
2023-12-25,85.25822185061315
2023-12-26,80.64655332590115
2023-12-27,74.66291341508733
2023-12-28,76.95721850613155
2023-12-29,77.42991452991453
2023-12-30,77.42991452991453
2023-12-31,73.74057971014494
2024-01-01,70.97357859531773
2024-01-02,70.97357859531773
2024-01-03,82.49122073578596
2024-01-04,74.66291341508733
2024-01-05,75.58524712002973
2024-01-06,79.27458193979933
2024-01-07,78.35224823485694
2024-01-08,70.97357859531773
2024-01-09,73.74057971014494
2024-01-10,71.89591230026014
2024-01-11,80.64655332590115
2024-01-12,76.50758082497214
2024-01-13,76.50758082497214
2024-01-14,73.74057971014494
2024-01-15,73.74057971014494
2024-01-16,68.20657748049052
2024-01-17,82.49122073578596
2024-01-18,77.42991452991453
2024-01-19,74.66291341508733
2024-01-20,75.63136380527686
2024-01-21,76.57675585284282
2024-01-22,75.63136380527686
2024-01-23,75.63136380527686
2024-01-24,78.46753994797474
2024-01-25,81.30371609067262
2024-01-26,76.57675585284282
2024-01-27,75.63136380527686
2024-01-28,70.90440356744706
2024-01-29,83.19450018580454
2024-01-30,79.4129319955407
2024-01-31,74.6859717577109
2024-02-01,75.63136380527686
2024-02-02,75.63136380527686
2024-02-03,74.6859717577109
2024-02-04,80.35832404310666
2024-02-05,80.35832404310666
2024-02-06,72.79518766257898
2024-02-07,77.52214790040878
2024-02-08,82.24910813823858
2024-02-09,86.97606837606838
2024-02-10,84.1398922333705
2024-02-11,89.81224451876626
2024-02-12,94.53920475659608
2024-02-13,80.35832404310666
2024-02-14,72.79518766257898
2024-02-15,74.6859717577109
2024-02-16,74.6859717577109
2024-02-17,78.46753994797474
2024-02-18,80.35832404310666
2024-02-19,81.30371609067262
2024-02-20,78.46753994797474
2024-02-21,77.52214790040878
2024-02-22,80.35832404310666
2024-02-23,75.63136380527686
2024-02-24,77.52214790040878
2024-02-25,81.30371609067262
2024-02-26,83.19450018580454
2024-02-27,79.4129319955407
2024-02-28,81.30371609067262
2024-02-29,75.63136380527686
2024-03-01,76.57675585284282
2024-03-02,78.46753994797474
2024-03-03,77.52214790040878
2024-03-04,82.24910813823858
2024-03-05,77.52214790040878
2024-03-06,79.4129319955407
2024-03-07,72.79518766257898
2024-03-08,69.01361947231513
2024-03-09,73.74057971014494
2024-03-10,76.57675585284282
2024-03-11,71.84979561501302
2024-03-12,78.46753994797474
2024-03-13,70.90440356744706
2024-03-14,69.95901151988109
2024-03-15,69.95901151988109
2024-03-16,74.6859717577109
2024-03-17,75.63136380527686
2024-03-18,74.6859717577109
2024-03-19,75.63136380527686
2024-03-20,80.35832404310666
2024-03-21,68.06822742474917
2024-03-22,71.84979561501302
2024-03-23,70.90440356744706
2024-03-24,80.35832404310666
2024-03-25,70.90440356744706
2024-03-26,75.63136380527686
2024-03-27,78.46753994797474
2024-03-28,73.74057971014494
2024-03-29,72.79518766257898
2024-03-30,74.6859717577109
2024-03-31,72.79518766257898
2024-04-01,73.74057971014494
2024-04-02,71.84979561501302
2024-04-03,74.6859717577109
2024-04-04,71.84979561501302
2024-04-05,74.6859717577109
2024-04-06,74.6859717577109
2024-04-07,73.74057971014494
2024-04-08,67.12283537718321
2024-04-09,72.79518766257898
2024-04-10,71.84979561501302
2024-04-11,75.63136380527686
2024-04-12,74.6859717577109
2024-04-13,70.90440356744706
2024-04-14,71.84979561501302
2024-04-15,77.52214790040878
2024-04-16,80.35832404310666
2024-04-17,69.01361947231513
2024-04-18,73.74057971014494
2024-04-19,70.90440356744706
2024-04-20,67.12283537718321
2024-04-21,80.35832404310666
2024-04-22,77.52214790040878
2024-04-23,74.6859717577109
2024-04-24,70.90440356744706
2024-04-25,77.52214790040878
2024-04-26,72.79518766257898
2024-04-27,73.74057971014494
2024-04-28,70.90440356744706
2024-04-29,77.52214790040878
2024-04-30,77.52214790040878
2024-05-01,76.57675585284282
2024-05-02,75.63136380527686
2024-05-03,79.4129319955407
2024-05-04,75.63136380527686
2024-05-05,70.90440356744706
2024-05-06,75.63136380527686
2024-05-07,74.6859717577109
2024-05-08,69.95901151988109
2024-05-09,72.79518766257898
2024-05-10,72.79518766257898
2024-05-11,73.74057971014494
2024-05-12,68.06822742474917
2024-05-13,77.52214790040878
2024-05-14,71.84979561501302
2024-05-15,73.74057971014494
2024-05-16,71.84979561501302
2024-05-17,68.06822742474917
2024-05-18,75.63136380527686
2024-05-19,82.24910813823858
2024-05-20,73.74057971014494
2024-05-21,71.84979561501302
2024-05-22,70.90440356744706
2024-05-23,68.06822742474917
2024-05-24,75.63136380527686
2024-05-25,73.74057971014494
2024-05-26,73.74057971014494
2024-05-27,78.46753994797474
2024-05-28,70.90440356744706
2024-05-29,66.17744332961725
2024-05-30,69.01361947231513
2024-05-31,70.90440356744706
2024-06-01,72.79518766257898
2024-06-02,73.74057971014494
2024-06-03,68.06822742474917
2024-06-04,70.90440356744706
2024-06-05,69.01361947231513
2024-06-06,69.95901151988109
2024-06-07,63.34126718691937
2024-06-08,68.06822742474917
2024-06-09,78.46753994797474
2024-06-10,70.90440356744706
2024-06-11,71.84979561501302
2024-06-12,71.84979561501302
2024-06-13,67.12283537718321
2024-06-14,71.84979561501302
2024-06-15,71.84979561501302
2024-06-16,76.57675585284282
2024-06-17,72.79518766257898
2024-06-18,69.95901151988109
2024-06-19,66.17744332961725
2024-06-20,67.12283537718321
2024-06-21,70.90440356744706
2024-06-22,73.74057971014494
2024-06-23,69.01361947231513
2024-06-24,76.57675585284282
2024-06-25,71.84979561501302
2024-06-26,69.95901151988109
2024-06-27,89.81224451876626
2024-06-28,67.12283537718321
2024-06-29,73.74057971014494
2024-06-30,74.6859717577109
2024-07-01,69.01361947231513
2024-07-02,64.28665923448533
2024-07-03,69.95901151988109
2024-07-04,70.90440356744706
2024-07-05,70.90440356744706
2024-07-06,73.74057971014494
2024-07-07,78.46753994797474
2024-07-08,69.95901151988109
2024-07-09,74.6859717577109
2024-07-10,63.34126718691937
2024-07-11,71.84979561501302
2024-07-12,69.01361947231513
2024-07-13,76.57675585284282
2024-07-14,69.95901151988109
2024-07-15,69.01361947231513
2024-07-16,75.63136380527686
2024-07-17,72.79518766257898
2024-07-18,69.01361947231513
2024-07-19,68.06822742474917
2024-07-20,70.90440356744706
2024-07-21,73.74057971014494
2024-07-22,70.90440356744706
2024-07-23,68.06822742474917
2024-07-24,69.01361947231513
2024-07-25,64.28665923448533
2024-07-26,69.95901151988109
2024-07-27,76.57675585284282
2024-07-28,77.52214790040878
2024-07-29,69.95901151988109
2024-07-30,66.17744332961725
2024-07-31,65.23205128205129
2024-08-01,66.17744332961725
2024-08-02,68.06822742474917
2024-08-03,70.90440356744706
2024-08-04,75.63136380527686
2024-08-05,63.34126718691937
2024-08-06,66.17744332961725
2024-08-07,66.17744332961725
2024-08-08,68.06822742474917
2024-08-09,69.95901151988109
2024-08-10,73.74057971014494
2024-08-11,75.63136380527686
2024-08-12,70.90440356744706
2024-08-13,69.01361947231513
2024-08-14,71.84979561501302
2024-08-15,68.06822742474917
2024-08-16,70.90440356744706
2024-08-17,76.57675585284282
2024-08-18,80.65544725805596
2024-08-19,69.95901151988107
2024-08-20,72.37651404151404
2024-08-21,68.9866082709561
2024-08-22,72.87622126665605
2024-08-23,69.95901151988107
2024-08-24,75.79343101343102
2024-08-25,80.15574003291394
2024-08-26,67.04180177310613
2024-08-27,68.0142050220311
2024-08-28,74.82102776450603
2024-08-29,73.84862451558104
2024-08-30,68.9866082709561
2024-08-31,70.93141476880608
2024-09-01,80.15574003291394
2024-09-02,74.82102776450603
2024-09-03,69.95901151988107
2024-09-04,69.95901151988107
2024-09-05,66.06939852418114
2024-09-06,65.09699527525615
2024-09-07,72.87622126665605
2024-09-08,76.76583426235601
2024-09-09,69.95901151988107
2024-09-10,67.04180177310613
2024-09-11,69.45930429473907
2024-09-12,70.93141476880608
2024-09-13,67.04180177310613
2024-09-14,68.9866082709561
2024-09-15,72.87622126665605
2024-09-16,73.95666932101715
2024-09-17,69.95901151988107
2024-09-18,66.96076816902904
2024-09-19,71.95784042044912
2024-09-20,68.95959706959707
2024-09-21,77.9543271221532
2024-09-22,72.95725487073312
2024-09-23,72.95725487073312
2024-09-24,62.96311036789297
2024-09-25,72.95725487073312
2024-09-26,67.96018261931304
