Time,subsidize
2023-11-12,28.174521321913822
2023-11-13,0.0
2023-11-14,56.349042643827644
2023-11-15,49.640823281467206
2023-11-16,55.007398771355554
2023-11-17,53.66575489888347
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,53.66575489888347
2023-11-21,32.19945293933008
2023-11-22,29.51616519438591
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.0
2023-11-26,26.832877449441735
2023-11-27,56.349042643827644
2023-11-28,64.39890587866016
2023-11-29,63.057262006188076
2023-11-30,60.3739742612439
2023-12-01,53.66575489888347
2023-12-02,37.56602842921843
2023-12-03,25.49123357696965
2023-12-04,49.640823281467206
2023-12-05,63.057262006188076
2023-12-06,53.66575489888347
2023-12-07,68.42383749607642
2023-12-08,61.71561813371599
2023-12-09,46.95753553652303
2023-12-10,30.857809066857996
2023-12-11,49.640823281467206
2023-12-12,38.90767230169052
2023-12-13,50.9824671539393
2023-12-14,41.59096004663469
2023-12-15,41.59096004663469
2023-12-16,26.832877449441735
2023-12-17,0.0
2023-12-18,55.007398771355554
2023-12-19,24.14958970449756
2023-12-20,44.27424779157886
2023-12-21,29.51616519438591
2023-12-22,27.975759266732773
2023-12-23,28.50993229003184
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,37.47907003007672
2023-12-27,0.0
2023-12-28,44.038217851051364
2023-12-29,32.12491716863718
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,38.68406498961184
2024-01-03,38.68406498961184
2024-01-04,25.565769347662542
2024-01-05,33.3299121281723
2024-01-06,26.77076430719766
2024-01-07,25.565769347662542
2024-01-08,25.565769347662542
2024-01-09,32.12491716863718
2024-01-10,60.10067643536996
2024-01-11,40.423232972446016
2024-01-12,41.62822793198114
2024-01-13,33.86408515147137
2024-01-14,0.0
2024-01-15,0.0
2024-01-16,39.2182380129109
2024-01-17,57.69068651629973
2024-01-18,40.423232972446016
2024-01-19,45.77738583388555
2024-01-20,30.982035351346152
2024-01-21,29.913689304748008
2024-01-22,41.66549581732758
2024-01-23,45.93888000372016
2024-01-24,54.4856483765053
2024-01-25,51.28061023671087
2024-01-26,45.93888000372016
2024-01-27,34.18707349114058
2024-01-28,0.0
2024-01-29,41.66549581732758
2024-01-30,47.007226050318295
2024-01-31,48.07557209691644
2024-02-01,65.16910884248674
2024-02-02,38.46045767753316
2024-02-03,0.0
2024-02-04,41.66549581732758
2024-02-05,55.55399442310345
2024-02-06,38.46045767753316
2024-02-07,76.92091535506631
2024-02-08,79.05760744826259
2024-02-09,33.118727444542436
2024-02-10,40.59714977072944
2024-02-11,27.776997211551723
2024-02-12,51.28061023671087
2024-02-13,71.57918512207559
2024-02-14,40.59714977072944
2024-02-15,71.57918512207559
2024-02-16,50.21226419011273
2024-02-17,0.0
2024-02-18,40.59714977072944
2024-02-19,35.255419537738725
2024-02-20,51.28061023671087
2024-02-21,54.4856483765053
2024-02-22,39.52880372413129
2024-02-23,57.69068651629973
2024-02-24,42.733841863925726
2024-02-25,33.118727444542436
2024-02-26,71.57918512207559
2024-02-27,51.28061023671087
2024-02-28,61.964070702692304
2024-02-29,68.37414698228116
2024-03-01,51.28061023671087
2024-03-02,0.0
2024-03-03,45.93888000372016
2024-03-04,59.827378609496016
2024-03-05,74.78422326187003
2024-03-06,59.827378609496016
2024-03-07,61.964070702692304
2024-03-08,33.118727444542436
2024-03-09,0.0
2024-03-10,28.845343258149864
2024-03-11,60.89572465609416
2024-03-12,58.75903256289787
2024-03-13,55.55399442310345
2024-03-14,33.118727444542436
2024-03-15,36.32376558433687
2024-03-16,29.913689304748008
2024-03-17,32.05038139794429
2024-03-18,61.964070702692304
2024-03-19,59.827378609496016
2024-03-20,53.41730232990716
2024-03-21,38.46045767753316
2024-03-22,49.14391814351458
2024-03-23,0.0
2024-03-24,60.89572465609416
2024-03-25,47.007226050318295
2024-03-26,47.007226050318295
2024-03-27,67.30580093568302
2024-03-28,41.66549581732758
2024-03-29,0.0
2024-03-30,30.982035351346152
2024-03-31,0.0
2024-04-01,37.39211163093501
2024-04-02,59.827378609496016
2024-04-03,49.14391814351458
2024-04-04,52.348956283309015
2024-04-05,37.39211163093501
2024-04-06,0.0
2024-04-07,27.776997211551723
2024-04-08,49.14391814351458
2024-04-09,69.4424930288793
2024-04-10,65.16910884248674
2024-04-11,27.776997211551723
2024-04-12,49.14391814351458
2024-04-13,0.0
2024-04-14,29.913689304748008
2024-04-15,32.05038139794429
2024-04-16,97.21949024043103
2024-04-17,101.4928744268236
2024-04-18,106.83460465981432
2024-04-19,68.37414698228116
2024-04-20,34.18707349114058
2024-04-21,0.0
2024-04-22,58.75903256289787
2024-04-23,55.55399442310345
2024-04-24,41.66549581732758
2024-04-25,58.75903256289787
2024-04-26,30.982035351346152
2024-04-27,0.0
2024-04-28,50.21226419011273
2024-04-29,55.55399442310345
2024-04-30,44.870533957122014
2024-05-01,53.41730232990716
2024-05-02,58.75903256289787
2024-05-03,44.870533957122014
2024-05-04,30.982035351346152
2024-05-05,42.733841863925726
2024-05-06,33.118727444542436
2024-05-07,42.733841863925726
2024-05-08,54.4856483765053
2024-05-09,55.55399442310345
2024-05-10,44.870533957122014
2024-05-11,38.46045767753316
2024-05-12,0.0
2024-05-13,47.007226050318295
2024-05-14,66.23745488908487
2024-05-15,41.66549581732758
2024-05-16,53.41730232990716
2024-05-17,49.14391814351458
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,38.46045767753316
2024-05-21,45.93888000372016
2024-05-22,27.776997211551723
2024-05-23,41.66549581732758
2024-05-24,32.05038139794429
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,30.982035351346152
2024-05-30,28.845343258149864
2024-05-31,0.0
2024-06-01,27.776997211551723
2024-06-02,0.0
2024-06-03,32.05038139794429
2024-06-04,48.07557209691644
2024-06-05,36.32376558433687
2024-06-06,44.870533957122014
2024-06-07,30.982035351346152
2024-06-08,0.0
2024-06-09,28.845343258149864
2024-06-10,36.32376558433687
2024-06-11,30.982035351346152
2024-06-12,40.59714977072944
2024-06-13,32.05038139794429
2024-06-14,26.70865116495358
2024-06-15,35.255419537738725
2024-06-16,0.0
2024-06-17,40.59714977072944
2024-06-18,0.0
2024-06-19,32.05038139794429
2024-06-20,45.93888000372016
2024-06-21,43.80218791052387
2024-06-22,0.0
2024-06-23,43.80218791052387
2024-06-24,41.66549581732758
2024-06-25,36.32376558433687
2024-06-26,25.640305118355435
2024-06-27,27.776997211551723
2024-06-28,0.0
2024-06-29,28.845343258149864
2024-06-30,56.622340469701584
2024-07-01,40.59714977072944
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,51.28061023671087
2024-07-06,50.21226419011273
2024-07-07,43.80218791052387
2024-07-08,34.18707349114058
2024-07-09,43.80218791052387
2024-07-10,59.827378609496016
2024-07-11,45.93888000372016
2024-07-12,32.05038139794429
2024-07-13,33.118727444542436
2024-07-14,0.0
2024-07-15,0.0
2024-07-16,30.982035351346152
2024-07-17,0.0
2024-07-18,33.118727444542436
2024-07-19,40.59714977072944
2024-07-20,53.41730232990716
2024-07-21,39.52880372413129
2024-07-22,47.007226050318295
2024-07-23,30.982035351346152
2024-07-24,34.18707349114058
2024-07-25,37.39211163093501
2024-07-26,55.55399442310345
2024-07-27,32.05038139794429
2024-07-28,48.07557209691644
2024-07-29,26.70865116495358
2024-07-30,33.118727444542436
2024-07-31,36.32376558433687
2024-08-01,30.982035351346152
2024-08-02,0.0
2024-08-03,30.982035351346152
2024-08-04,28.845343258149864
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,49.14391814351458
2024-08-08,34.18707349114058
2024-08-09,36.32376558433687
2024-08-10,0.0
2024-08-11,28.845343258149864
2024-08-12,32.05038139794429
2024-08-13,48.07557209691644
2024-08-14,52.348956283309015
2024-08-15,73.71587721527187
2024-08-16,58.75903256289787
2024-08-17,39.52880372413129
2024-08-18,34.498560573780445
2024-08-19,35.03273359707951
2024-08-20,42.58902769392648
2024-08-21,0.0
2024-08-22,47.969693812247186
2024-08-23,47.969693812247186
2024-08-24,43.12320071722556
2024-08-25,51.747840860670664
2024-08-26,79.22428036090321
2024-08-27,47.969693812247186
2024-08-28,51.213667837371595
2024-08-29,49.03803985884532
2024-08-30,44.191546763823695
2024-08-31,0.0
2024-09-01,34.498560573780445
2024-09-02,0.0
2024-09-03,61.44082705071392
2024-09-04,44.72571978712277
2024-09-05,30.72041352535696
2024-09-06,51.213667837371595
2024-09-07,33.964387550481376
2024-09-08,26.408093453634407
2024-09-09,56.060160932393224
2024-09-10,52.28201388396974
2024-09-11,46.90134776564904
2024-09-12,64.68480107583832
2024-09-13,69.53129417085995
2024-09-14,39.87922669210114
2024-09-15,73.84361424258252
2024-09-16,73.97135126989316
2024-09-17,65.26883935578807
2024-09-18,56.566327441683
2024-09-19,69.62009531284062
2024-09-20,47.86381552757793
2024-09-21,30.458791699367772
2024-09-22,39.161303613472846
2024-09-23,47.86381552757793
2024-09-24,69.62009531284062
2024-09-25,65.26883935578807
2024-09-26,65.26883935578807
2024-09-27,60.917583398735545
2024-09-28,39.161303613472846
2024-09-29,0.0
2024-09-30,47.86381552757793
2024-10-01,30.458791699367772
2024-10-02,56.566327441683
2024-10-03,82.67386318399824
2024-10-04,39.161303613472846
2024-10-05,34.81004765642031
2024-10-06,39.161303613472846
2024-10-07,73.97135126989316
2024-10-08,65.26883935578807
2024-10-09,52.215071484630464
2024-10-10,65.26883935578807
2024-10-11,39.161303613472846
2024-10-12,0.0
2024-10-13,30.458791699367772
2024-10-14,52.215071484630464
2024-10-15,39.161303613472846
2024-10-16,52.215071484630464
2024-10-17,69.62009531284062
2024-10-18,73.97135126989316
2024-10-19,47.86381552757793
2024-10-20,52.215071484630464
2024-10-21,73.97135126989316
2024-10-22,65.26883935578807
2024-10-23,69.62009531284062
2024-10-24,65.26883935578807
2024-10-25,52.215071484630464
2024-10-26,0.0
2024-10-27,34.81004765642031
2024-10-28,60.917583398735545
2024-10-29,108.78139892631347
