Time,blackmail
2023-07-23,54.090909090909086
2023-07-24,53.03030303030303
2023-07-25,49.848484848484844
2023-07-26,44.54545454545455
2023-07-27,46.666666666666664
2023-07-28,61.515151515151516
2023-07-29,57.272727272727266
2023-07-30,61.515151515151516
2023-07-31,48.78787878787878
2023-08-01,40.3030303030303
2023-08-02,55.15151515151515
2023-08-03,53.03030303030303
2023-08-04,49.848484848484844
2023-08-05,65.75757575757575
2023-08-06,53.03030303030303
2023-08-07,47.72727272727273
2023-08-08,53.03030303030303
2023-08-09,43.484848484848484
2023-08-10,49.848484848484844
2023-08-11,55.15151515151515
2023-08-12,51.96969696969697
2023-08-13,54.090909090909086
2023-08-14,57.272727272727266
2023-08-15,47.72727272727273
2023-08-16,51.96969696969697
2023-08-17,55.15151515151515
2023-08-18,59.39393939393939
2023-08-19,57.272727272727266
2023-08-20,43.484848484848484
2023-08-21,53.03030303030303
2023-08-22,46.666666666666664
2023-08-23,49.848484848484844
2023-08-24,51.96969696969697
2023-08-25,48.78787878787878
2023-08-26,58.33333333333333
2023-08-27,61.515151515151516
2023-08-28,48.78787878787878
2023-08-29,48.78787878787878
2023-08-30,51.96969696969697
2023-08-31,49.848484848484844
2023-09-01,48.78787878787878
2023-09-02,60.45454545454545
2023-09-03,51.96969696969697
2023-09-04,55.15151515151515
2023-09-05,63.63636363636363
2023-09-06,56.21212121212121
2023-09-07,50.90909090909091
2023-09-08,54.090909090909086
2023-09-09,49.848484848484844
2023-09-10,58.33333333333333
2023-09-11,51.96969696969697
2023-09-12,59.39393939393939
2023-09-13,48.78787878787878
2023-09-14,41.36363636363636
2023-09-15,43.484848484848484
2023-09-16,53.03030303030303
2023-09-17,60.45454545454545
2023-09-18,48.78787878787878
2023-09-19,55.15151515151515
2023-09-20,51.96969696969697
2023-09-21,50.90909090909091
2023-09-22,46.666666666666664
2023-09-23,51.96969696969697
2023-09-24,66.81818181818181
2023-09-25,49.848484848484844
2023-09-26,49.848484848484844
2023-09-27,44.54545454545455
2023-09-28,48.78787878787878
2023-09-29,47.72727272727273
2023-09-30,46.666666666666664
2023-10-01,53.03030303030303
2023-10-02,49.848484848484844
2023-10-03,46.666666666666664
2023-10-04,46.666666666666664
2023-10-05,46.666666666666664
2023-10-06,48.78787878787878
2023-10-07,41.36363636363636
2023-10-08,51.96969696969697
2023-10-09,51.96969696969697
2023-10-10,41.36363636363636
2023-10-11,49.848484848484844
2023-10-12,58.33333333333333
2023-10-13,54.090909090909086
2023-10-14,57.272727272727266
2023-10-15,57.272727272727266
2023-10-16,47.72727272727273
2023-10-17,44.54545454545455
2023-10-18,53.03030303030303
2023-10-19,48.78787878787878
2023-10-20,49.848484848484844
2023-10-21,44.54545454545455
2023-10-22,42.42424242424242
2023-10-23,42.42424242424242
2023-10-24,54.090909090909086
2023-10-25,48.78787878787878
2023-10-26,44.54545454545455
2023-10-27,49.848484848484844
2023-10-28,47.72727272727273
2023-10-29,45.6060606060606
2023-10-30,46.666666666666664
2023-10-31,49.848484848484844
2023-11-01,48.78787878787878
2023-11-02,50.90909090909091
2023-11-03,47.72727272727273
2023-11-04,48.78787878787878
2023-11-05,39.24242424242424
2023-11-06,62.57575757575757
2023-11-07,49.848484848484844
2023-11-08,49.848484848484844
2023-11-09,50.90909090909091
2023-11-10,45.6060606060606
2023-11-11,41.36363636363636
2023-11-12,48.78787878787878
2023-11-13,48.78787878787878
2023-11-14,48.78787878787878
2023-11-15,45.6060606060606
2023-11-16,55.15151515151515
2023-11-17,42.42424242424242
2023-11-18,47.72727272727273
2023-11-19,49.848484848484844
2023-11-20,53.03030303030303
2023-11-21,46.666666666666664
2023-11-22,45.6060606060606
2023-11-23,50.90909090909091
2023-11-24,46.666666666666664
2023-11-25,42.42424242424242
2023-11-26,45.6060606060606
2023-11-27,45.6060606060606
2023-11-28,47.72727272727273
2023-11-29,53.03030303030303
2023-11-30,91.2121212121212
2023-12-01,73.18181818181817
2023-12-02,66.81818181818181
2023-12-03,51.96969696969697
2023-12-04,58.33333333333333
2023-12-05,51.96969696969697
2023-12-06,51.96969696969697
2023-12-07,49.848484848484844
2023-12-08,53.03030303030303
2023-12-09,50.90909090909091
2023-12-10,53.03030303030303
2023-12-11,53.03030303030303
2023-12-12,50.90909090909091
2023-12-13,48.78787878787878
2023-12-14,56.21212121212121
2023-12-15,51.96969696969697
2023-12-16,46.666666666666664
2023-12-17,54.090909090909086
2023-12-18,50.90909090909091
2023-12-19,43.484848484848484
2023-12-20,57.272727272727266
2023-12-21,59.39393939393939
2023-12-22,49.768576172685755
2023-12-23,60.45454545454545
2023-12-24,48.82420091324201
2023-12-25,38.13823163138231
2023-12-26,49.768576172685755
2023-12-27,53.42984640929846
2023-12-28,48.82420091324201
2023-12-29,45.57700290577003
2023-12-30,55.31859692818597
2023-12-31,57.207347447073474
2024-01-01,41.38542963885429
2024-01-02,49.768576172685755
2024-01-03,43.688252386882525
2024-01-04,64.11581569115816
2024-01-05,53.960149439601494
2024-01-06,54.90452469904524
2024-01-07,50.712951432129515
2024-01-08,53.960149439601494
2024-01-09,51.127023661270236
2024-01-10,46.521378165213775
2024-01-11,51.127023661270236
2024-01-12,52.07139892071399
2024-01-13,45.57700290577003
2024-01-14,49.768576172685755
2024-01-15,56.26297218762972
2024-01-16,46.521378165213775
2024-01-17,46.935450394354504
2024-01-18,49.238273142382724
2024-01-19,51.127023661270236
2024-01-20,57.141967621419674
2024-01-21,51.344956413449566
2024-01-22,55.48567870485679
2024-01-23,53.00124533001245
2024-01-24,43.891656288916565
2024-01-25,64.59526774595268
2024-01-26,48.86052303860523
2024-01-27,58.79825653798257
2024-01-28,49.68866749688667
2024-01-29,55.48567870485679
2024-01-30,52.17310087173101
2024-01-31,42.23536737235367
2024-02-01,43.891656288916565
2024-02-02,44.71980074719801
2024-02-03,53.00124533001245
2024-02-04,48.86052303860523
2024-02-05,53.829389788293895
2024-02-06,47.20423412204234
2024-02-07,35.61021170610211
2024-02-08,50.516811955168116
2024-02-09,50.516811955168116
2024-02-10,59.62640099626401
2024-02-11,44.71980074719801
2024-02-12,43.063511830635115
2024-02-13,49.68866749688667
2024-02-14,48.86052303860523
2024-02-15,46.376089663760894
2024-02-16,50.516811955168116
2024-02-17,48.86052303860523
2024-02-18,53.00124533001245
2024-02-19,50.516811955168116
2024-02-20,49.68866749688667
2024-02-21,44.71980074719801
2024-02-22,47.20423412204234
2024-02-23,48.03237858032379
2024-02-24,46.376089663760894
2024-02-25,48.03237858032379
2024-02-26,48.03237858032379
2024-02-27,45.54794520547945
2024-02-28,49.68866749688667
2024-02-29,47.20423412204234
2024-03-01,38.09464508094645
2024-03-02,43.891656288916565
2024-03-03,58.79825653798257
2024-03-04,44.71980074719801
2024-03-05,47.20423412204234
2024-03-06,46.376089663760894
2024-03-07,45.54794520547945
2024-03-08,48.86052303860523
2024-03-09,51.344956413449566
2024-03-10,56.31382316313823
2024-03-11,51.344956413449566
2024-03-12,47.20423412204234
2024-03-13,47.20423412204234
2024-03-14,55.48567870485679
2024-03-15,44.71980074719801
2024-03-16,52.17310087173101
2024-03-17,49.68866749688667
2024-03-18,45.54794520547945
2024-03-19,46.376089663760894
2024-03-20,48.03237858032379
2024-03-21,41.40722291407223
2024-03-22,43.891656288916565
2024-03-23,52.17310087173101
2024-03-24,54.65753424657534
2024-03-25,50.516811955168116
2024-03-26,51.344956413449566
2024-03-27,53.829389788293895
2024-03-28,53.829389788293895
2024-03-29,53.00124533001245
2024-03-30,50.516811955168116
2024-03-31,55.48567870485679
2024-04-01,49.68866749688667
2024-04-02,45.54794520547945
2024-04-03,45.54794520547945
2024-04-04,42.23536737235367
2024-04-05,38.09464508094645
2024-04-06,44.71980074719801
2024-04-07,50.516811955168116
2024-04-08,43.063511830635115
2024-04-09,43.891656288916565
2024-04-10,51.344956413449566
2024-04-11,56.31382316313823
2024-04-12,48.03237858032379
2024-04-13,44.71980074719801
2024-04-14,53.00124533001245
2024-04-15,47.20423412204234
2024-04-16,57.141967621419674
2024-04-17,46.376089663760894
2024-04-18,52.17310087173101
2024-04-19,46.376089663760894
2024-04-20,39.750933997509335
2024-04-21,50.516811955168116
2024-04-22,53.00124533001245
2024-04-23,38.09464508094645
2024-04-24,49.68866749688667
2024-04-25,46.376089663760894
2024-04-26,48.86052303860523
2024-04-27,53.829389788293895
2024-04-28,44.71980074719801
2024-04-29,43.891656288916565
2024-04-30,46.376089663760894
2024-05-01,43.891656288916565
2024-05-02,53.829389788293895
2024-05-03,53.00124533001245
2024-05-04,49.68866749688667
2024-05-05,48.86052303860523
2024-05-06,52.17310087173101
2024-05-07,51.344956413449566
2024-05-08,45.54794520547945
2024-05-09,48.86052303860523
2024-05-10,48.86052303860523
2024-05-11,44.71980074719801
2024-05-12,35.61021170610211
2024-05-13,44.71980074719801
2024-05-14,53.00124533001245
2024-05-15,48.03237858032379
2024-05-16,40.579078455790786
2024-05-17,44.71980074719801
2024-05-18,42.23536737235367
2024-05-19,49.68866749688667
2024-05-20,47.20423412204234
2024-05-21,47.20423412204234
2024-05-22,49.68866749688667
2024-05-23,61.282689912826896
2024-05-24,44.71980074719801
2024-05-25,47.20423412204234
2024-05-26,47.20423412204234
2024-05-27,43.891656288916565
2024-05-28,40.579078455790786
2024-05-29,49.68866749688667
2024-05-30,39.750933997509335
2024-05-31,38.09464508094645
2024-06-01,40.579078455790786
2024-06-02,46.376089663760894
2024-06-03,43.063511830635115
2024-06-04,50.516811955168116
2024-06-05,49.68866749688667
2024-06-06,39.750933997509335
2024-06-07,49.68866749688667
2024-06-08,51.344956413449566
2024-06-09,45.54794520547945
2024-06-10,42.23536737235367
2024-06-11,39.750933997509335
2024-06-12,52.17310087173101
2024-06-13,49.68866749688667
2024-06-14,39.750933997509335
2024-06-15,57.97011207970112
2024-06-16,48.86052303860523
2024-06-17,38.09464508094645
2024-06-18,52.17310087173101
2024-06-19,52.17310087173101
2024-06-20,36.43835616438356
2024-06-21,46.376089663760894
2024-06-22,45.54794520547945
2024-06-23,51.344956413449566
2024-06-24,37.266500622665006
2024-06-25,40.579078455790786
2024-06-26,39.750933997509335
2024-06-27,42.23536737235367
2024-06-28,50.516811955168116
2024-06-29,51.344956413449566
2024-06-30,47.20423412204234
2024-07-01,52.17310087173101
2024-07-02,45.54794520547945
2024-07-03,54.65753424657534
2024-07-04,48.86052303860523
2024-07-05,47.20423412204234
2024-07-06,40.579078455790786
2024-07-07,54.65753424657534
2024-07-08,41.40722291407223
2024-07-09,49.68866749688667
2024-07-10,45.54794520547945
2024-07-11,43.891656288916565
2024-07-12,43.063511830635115
2024-07-13,48.86052303860523
2024-07-14,41.40722291407223
2024-07-15,49.68866749688667
2024-07-16,37.266500622665006
2024-07-17,43.063511830635115
2024-07-18,40.579078455790786
2024-07-19,47.20423412204234
2024-07-20,41.40722291407223
2024-07-21,45.54794520547945
2024-07-22,42.23536737235367
2024-07-23,51.344956413449566
2024-07-24,38.09464508094645
2024-07-25,54.65753424657534
2024-07-26,53.829389788293895
2024-07-27,47.20423412204234
2024-07-28,47.20423412204234
2024-07-29,38.09464508094645
2024-07-30,40.579078455790786
2024-07-31,42.23536737235367
2024-08-01,51.344956413449566
2024-08-02,48.03237858032379
2024-08-03,49.68866749688667
2024-08-04,47.20423412204234
2024-08-05,47.20423412204234
2024-08-06,37.266500622665006
2024-08-07,40.579078455790786
2024-08-08,45.54794520547945
2024-08-09,54.65753424657534
2024-08-10,45.54794520547945
2024-08-11,48.86052303860523
2024-08-12,46.376089663760894
2024-08-13,37.266500622665006
2024-08-14,30.641344956413448
2024-08-15,40.579078455790786
2024-08-16,38.09464508094645
2024-08-17,48.03237858032379
2024-08-18,49.3819473271528
2024-08-19,40.90113463401134
2024-08-20,41.729279092292785
2024-08-21,44.934504866011714
2024-08-22,47.158226096582254
2024-08-23,37.69590886029242
2024-08-24,48.96787509801209
2024-08-25,41.729279092292785
2024-08-26,41.31520686315207
2024-08-27,36.86776440201098
2024-08-28,45.76264932429316
2024-08-29,43.12485586458189
2024-08-30,44.934504866011714
2024-08-31,48.55380286887136
2024-09-01,57.03461556201282
2024-09-02,61.06798579401319
2024-09-03,82.63041372630414
2024-09-04,60.23984133573175
2024-09-05,48.96787509801209
2024-09-06,59.258336792583364
2024-09-07,61.06798579401319
2024-09-08,53.00124533001245
2024-09-09,65.10135602601356
2024-09-10,63.29170702458374
2024-09-11,62.463562566302286
2024-09-12,44.934504866011714
2024-09-13,42.71078363544117
2024-09-14,48.96787509801209
2024-09-15,48.55380286887136
2024-09-16,54.96425441630921
2024-09-17,58.890272588902725
2024-09-18,58.890272588902725
2024-09-19,64.779299847793
2024-09-20,56.92726350260597
2024-09-21,54.96425441630921
2024-09-22,53.00124533001245
2024-09-23,54.96425441630921
2024-09-24,54.96425441630921
