Time,affluence
2023-12-12,46.92307692307692
2023-12-13,38.46153846153846
2023-12-14,49.99999999999999
2023-12-15,0.0
2023-12-16,0.0
2023-12-17,0.0
2023-12-18,0.0
2023-12-19,26.153846153846153
2023-12-20,0.0
2023-12-21,0.0
2023-12-22,0.0
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,27.755244755244753
2023-12-28,0.0
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,0.0
2024-01-03,39.230769230769226
2024-01-04,49.96503496503496
2024-01-05,0.0
2024-01-06,0.0
2024-01-07,0.0
2024-01-08,29.237762237762233
2024-01-09,26.272727272727273
2024-01-10,37.006993006993
2024-01-11,42.19580419580419
2024-01-12,28.496503496503493
2024-01-13,0.0
2024-01-14,0.0
2024-01-15,39.230769230769226
2024-01-16,31.46153846153846
2024-01-17,29.237762237762233
2024-01-18,29.979020979020977
2024-01-19,31.46153846153846
2024-01-20,0.0
2024-01-21,0.0
2024-01-22,42.79720279720279
2024-01-23,30.67132867132867
2024-01-24,28.53146853146853
2024-01-25,27.104895104895103
2024-01-26,36.37762237762237
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,56.34965034965035
2024-01-30,48.5034965034965
2024-01-31,42.79720279720279
2024-02-01,37.8041958041958
2024-02-02,26.39160839160839
2024-02-03,37.8041958041958
2024-02-04,0.0
2024-02-05,57.77622377622377
2024-02-06,54.92307692307692
2024-02-07,49.21678321678321
2024-02-08,39.230769230769226
2024-02-09,51.35664335664335
2024-02-10,38.51748251748251
2024-02-11,0.0
2024-02-12,50.64335664335664
2024-02-13,36.37762237762237
2024-02-14,29.958041958041957
2024-02-15,60.62937062937063
2024-02-16,34.951048951048946
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,41.370629370629366
2024-02-20,47.790209790209786
2024-02-21,26.39160839160839
2024-02-22,44.93706293706293
2024-02-23,43.510489510489506
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,39.230769230769226
2024-02-27,34.951048951048946
2024-02-28,67.04895104895104
2024-02-29,0.0
2024-03-01,40.65734265734265
2024-03-02,35.66433566433566
2024-03-03,36.37762237762237
2024-03-04,43.510489510489506
2024-03-05,44.22377622377622
2024-03-06,44.22377622377622
2024-03-07,71.32867132867132
2024-03-08,42.08391608391608
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,33.52447552447552
2024-03-12,26.39160839160839
2024-03-13,36.37762237762237
2024-03-14,0.0
2024-03-15,0.0
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,43.510489510489506
2024-03-19,31.384615384615383
2024-03-20,28.53146853146853
2024-03-21,58.48951048951049
2024-03-22,28.53146853146853
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,42.79720279720279
2024-03-26,38.51748251748251
2024-03-27,45.650349650349646
2024-03-28,57.06293706293706
2024-03-29,42.08391608391608
2024-03-30,39.230769230769226
2024-03-31,0.0
2024-04-01,39.230769230769226
2024-04-02,0.0
2024-04-03,42.79720279720279
2024-04-04,29.244755244755243
2024-04-05,28.53146853146853
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,37.090909090909086
2024-04-09,42.79720279720279
2024-04-10,47.07692307692307
2024-04-11,33.52447552447552
2024-04-12,55.63636363636363
2024-04-13,0.0
2024-04-14,44.22377622377622
2024-04-15,54.92307692307692
2024-04-16,39.230769230769226
2024-04-17,0.0
2024-04-18,50.64335664335664
2024-04-19,50.64335664335664
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,51.35664335664335
2024-04-23,32.09790209790209
2024-04-24,28.53146853146853
2024-04-25,27.104895104895103
2024-04-26,36.37762237762237
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,0.0
2024-04-30,49.930069930069926
2024-05-01,44.22377622377622
2024-05-02,0.0
2024-05-03,32.811188811188806
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,44.22377622377622
2024-05-07,36.37762237762237
2024-05-08,37.8041958041958
2024-05-09,0.0
2024-05-10,34.23776223776223
2024-05-11,33.52447552447552
2024-05-12,0.0
2024-05-13,39.230769230769226
2024-05-14,0.0
2024-05-15,30.67132867132867
2024-05-16,0.0
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.0
2024-05-21,41.370629370629366
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,32.811188811188806
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,39.94405594405594
2024-06-03,0.0
2024-06-04,44.93706293706293
2024-06-05,29.244755244755243
2024-06-06,37.8041958041958
2024-06-07,0.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,0.0
2024-06-11,34.951048951048946
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,0.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,0.0
2024-06-18,28.53146853146853
2024-06-19,0.0
2024-06-20,38.51748251748251
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,0.0
2024-06-25,0.0
2024-06-26,27.104895104895103
2024-06-27,0.0
2024-06-28,0.0
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,0.0
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,36.37762237762237
2024-07-16,0.0
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,0.0
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,0.0
2024-07-23,0.0
2024-07-24,0.0
2024-07-25,0.0
2024-07-26,0.0
2024-07-27,0.0
2024-07-28,31.384615384615383
2024-07-29,31.384615384615383
2024-07-30,0.0
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,27.818181818181817
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,0.0
2024-08-13,0.0
2024-08-14,28.53146853146853
2024-08-15,52.78321678321678
2024-08-16,0.0
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,0.0
2024-08-20,29.849968213604576
2024-08-21,35.46980292434837
2024-08-22,27.742530197075652
2024-08-23,27.742530197075652
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,0.0
2024-08-27,34.41068022886204
2024-08-28,42.840432294977745
2024-08-29,28.445009535918622
2024-08-30,0.0
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,41.43547361729179
2024-09-03,31.9574062301335
2024-09-04,37.92307692307692
2024-09-05,37.22059758423394
2024-09-06,45.650349650349646
2024-09-07,0.0
2024-09-08,38.6255562619199
2024-09-09,46.352828989192616
2024-09-10,42.13795295613477
2024-09-11,42.13795295613477
2024-09-12,45.99618563254926
2024-09-13,27.040050858232675
2024-09-14,31.254926891290523
2024-09-15,0.0
2024-09-16,69.1671964399237
2024-09-17,0.0
2024-09-18,44.26700572155117
2024-09-19,0.0
2024-09-20,40.11697393515575
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,35.27527018436109
2024-09-25,62.250476795931334
2024-09-26,31.816910362364904
2024-09-27,0.0
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,37.3502860775588
2024-10-01,42.8836617927527
2024-10-02,34.58359821996185
2024-10-03,29.741894469167192
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,33.200254291163375
2024-10-08,42.8836617927527
2024-10-09,39.425301970756514
2024-10-10,49.10870947234583
2024-10-11,38.733630006357274
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,0.0
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,28.358550540368718
2024-10-19,55.33375715193897
2024-10-20,31.816910362364904
2024-10-21,0.0
2024-10-22,40.11697393515575
2024-10-23,41.50031786395422
2024-10-24,38.733630006357274
2024-10-25,42.8836617927527
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,35.27527018436109
2024-10-29,54.64208518753973
2024-10-30,46.34202161474888
2024-10-31,43.57533375715194
2024-11-01,0.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,36.658614113159565
2024-11-05,40.11697393515575
2024-11-06,35.966942148760324
2024-11-07,44.958677685950406
2024-11-08,43.57533375715194
2024-11-09,35.966942148760324
2024-11-10,0.0
2024-11-11,36.658614113159565
2024-11-12,53.950413223140494
2024-11-13,46.34202161474888
2024-11-14,26.975206611570247
2024-11-15,47.03369357914812
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,33.891926255562616
2024-11-19,53.25874125874125
2024-11-20,40.80864589955499
2024-11-21,33.200254291163375
2024-11-22,27.666878575969484
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,36.658614113159565
2024-12-03,41.50031786395422
2024-12-04,35.966942148760324
2024-12-05,32.50858232676414
2024-12-06,0.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,38.733630006357274
2024-12-10,45.650349650349646
2024-12-11,0.0
2024-12-12,48.417037507946596
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,32.50858232676414
2024-12-17,45.650349650349646
2024-12-18,36.658614113159565
2024-12-19,0.0
2024-12-20,33.891926255562616
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,0.0
2025-01-07,35.27527018436109
