Time,treasure
2023-06-21,74.87681645428124
2023-06-22,73.85110663983903
2023-06-23,78.97965571205008
2023-06-24,85.13391459870333
2023-06-25,99.49385200089425
2023-06-26,73.85110663983903
2023-06-27,72.82539682539682
2023-06-28,75.90252626872345
2023-06-29,71.79968701095461
2023-06-30,75.90252626872345
2023-07-01,99.49385200089425
2023-07-02,95.39101274312542
2023-07-03,84.10820478426112
2023-07-04,96.41672255756762
2023-07-05,78.97965571205008
2023-07-06,73.85110663983903
2023-07-07,80.00536552649228
2023-07-08,91.28817348535658
2023-07-09,100.51956181533646
2023-07-10,85.13391459870333
2023-07-11,80.00536552649228
2023-07-12,73.85110663983903
2023-07-13,73.85110663983903
2023-07-14,84.10820478426112
2023-07-15,95.39101274312542
2023-07-16,94.3653029286832
2023-07-17,81.03107534093449
2023-07-18,78.97965571205008
2023-07-19,73.85110663983903
2023-07-20,70.7739771965124
2023-07-21,74.87681645428124
2023-07-22,80.00536552649228
2023-07-23,87.18533422758775
2023-07-24,73.85110663983903
2023-07-25,71.79968701095461
2023-07-26,78.97965571205008
2023-07-27,76.92823608316566
2023-07-28,76.92823608316566
2023-07-29,85.13391459870333
2023-07-30,87.18533422758775
2023-07-31,71.79968701095461
2023-08-01,69.7482673820702
2023-08-02,68.72255756762799
2023-08-03,67.69684775318578
2023-08-04,72.82539682539682
2023-08-05,84.10820478426112
2023-08-06,83.08249496981891
2023-08-07,70.7739771965124
2023-08-08,84.10820478426112
2023-08-09,65.64542812430136
2023-08-10,67.69684775318578
2023-08-11,69.7482673820702
2023-08-12,80.00536552649228
2023-08-13,82.0567851553767
2023-08-14,71.79968701095461
2023-08-15,71.79968701095461
2023-08-16,64.61971830985915
2023-08-17,68.72255756762799
2023-08-18,68.72255756762799
2023-08-19,80.00536552649228
2023-08-20,78.97965571205008
2023-08-21,64.61971830985915
2023-08-22,64.61971830985915
2023-08-23,63.594008495416944
2023-08-24,63.594008495416944
2023-08-25,66.67113793874357
2023-08-26,77.95394589760787
2023-08-27,80.00536552649228
2023-08-28,62.568298680974735
2023-08-29,68.72255756762799
2023-08-30,76.92823608316566
2023-08-31,67.69684775318578
2023-09-01,63.594008495416944
2023-09-02,70.7739771965124
2023-09-03,76.92823608316566
2023-09-04,76.92823608316566
2023-09-05,72.82539682539682
2023-09-06,70.7739771965124
2023-09-07,59.49116923764811
2023-09-08,62.568298680974735
2023-09-09,72.82539682539682
2023-09-10,73.85110663983903
2023-09-11,62.568298680974735
2023-09-12,70.7739771965124
2023-09-13,60.51687905209032
2023-09-14,63.594008495416944
2023-09-15,62.568298680974735
2023-09-16,73.85110663983903
2023-09-17,70.7739771965124
2023-09-18,60.51687905209032
2023-09-19,60.51687905209032
2023-09-20,59.49116923764811
2023-09-21,64.61971830985915
2023-09-22,61.542588866532526
2023-09-23,69.7482673820702
2023-09-24,71.79968701095461
2023-09-25,63.594008495416944
2023-09-26,61.542588866532526
2023-09-27,59.49116923764811
2023-09-28,57.43974960876369
2023-09-29,59.49116923764811
2023-09-30,77.95394589760787
2023-10-01,69.7482673820702
2023-10-02,59.49116923764811
2023-10-03,60.51687905209032
2023-10-04,63.594008495416944
2023-10-05,60.51687905209032
2023-10-06,61.542588866532526
2023-10-07,73.85110663983903
2023-10-08,70.7739771965124
2023-10-09,63.594008495416944
2023-10-10,56.41403979432148
2023-10-11,57.43974960876369
2023-10-12,59.49116923764811
2023-10-13,60.51687905209032
2023-10-14,64.61971830985915
2023-10-15,69.7482673820702
2023-10-16,56.41403979432148
2023-10-17,56.41403979432148
2023-10-18,59.49116923764811
2023-10-19,59.49116923764811
2023-10-20,58.4654594232059
2023-10-21,67.69684775318578
2023-10-22,69.7482673820702
2023-10-23,57.43974960876369
2023-10-24,59.49116923764811
2023-10-25,57.43974960876369
2023-10-26,56.41403979432148
2023-10-27,57.43974960876369
2023-10-28,60.51687905209032
2023-10-29,62.568298680974735
2023-10-30,57.43974960876369
2023-10-31,54.362620165437065
2023-11-01,56.41403979432148
2023-11-02,55.38832997987927
2023-11-03,55.38832997987927
2023-11-04,67.69684775318578
2023-11-05,85.13391459870333
2023-11-06,58.4654594232059
2023-11-07,62.568298680974735
2023-11-08,61.542588866532526
2023-11-09,59.49116923764811
2023-11-10,61.542588866532526
2023-11-11,77.95394589760787
2023-11-12,71.79968701095461
2023-11-13,58.4654594232059
2023-11-14,57.43974960876369
2023-11-15,61.542588866532526
2023-11-16,61.542588866532526
2023-11-17,69.7482673820702
2023-11-18,98.46814218645204
2023-11-19,95.39101274312542
2023-11-20,80.00536552649228
2023-11-21,75.90252626872345
2023-11-22,73.85110663983903
2023-11-23,83.08249496981891
2023-11-24,78.97965571205008
2023-11-25,76.92823608316566
2023-11-26,81.03107534093449
2023-11-27,63.594008495416944
2023-11-28,62.568298680974735
2023-11-29,60.51687905209032
2023-11-30,61.542588866532526
2023-12-01,63.594008495416944
2023-12-02,72.82539682539682
2023-12-03,71.79968701095461
2023-12-04,60.51687905209032
2023-12-05,62.568298680974735
2023-12-06,69.7482673820702
2023-12-07,59.49116923764811
2023-12-08,57.43974960876369
2023-12-09,74.87681645428124
2023-12-10,78.97965571205008
2023-12-11,59.49116923764811
2023-12-12,60.51687905209032
2023-12-13,60.51687905209032
2023-12-14,63.594008495416944
2023-12-15,62.568298680974735
2023-12-16,70.7739771965124
2023-12-17,73.85110663983903
2023-12-18,65.64542812430136
2023-12-19,62.568298680974735
2023-12-20,72.82539682539682
2023-12-21,69.7482673820702
2023-12-22,70.7739771965124
2023-12-23,72.31254191817573
2023-12-24,73.33825173261792
2023-12-25,72.31254191817573
2023-12-26,79.49251061927117
2023-12-27,81.03107534093449
2023-12-28,77.95394589760787
2023-12-29,80.5182204337134
2023-12-30,89.74960876369326
2023-12-31,81.03107534093449
2024-01-01,92.31388329979879
2024-01-02,72.82539682539682
2024-01-03,68.72255756762799
2024-01-04,70.26112228929131
2024-01-05,73.33825173261792
2024-01-06,82.56964006259781
2024-01-07,86.15962441314554
2024-01-08,65.64542812430136
2024-01-09,65.64542812430136
2024-01-10,67.18399284596467
2024-01-11,63.594008495416944
2024-01-12,70.26112228929131
2024-01-13,81.03107534093449
2024-01-14,77.95394589760787
2024-01-15,73.33825173261792
2024-01-16,67.69684775318578
2024-01-17,70.7739771965124
2024-01-18,62.05544377375363
2024-01-19,67.69684775318578
2024-01-20,80.00536552649228
2024-01-21,86.15962441314554
2024-01-22,67.69684775318578
2024-01-23,66.67113793874357
2024-01-24,68.72255756762799
2024-01-25,63.594008495416944
2024-01-26,65.64542812430136
2024-01-27,83.08249496981891
2024-01-28,86.15962441314554
2024-01-29,63.594008495416944
2024-01-30,67.69684775318578
2024-01-31,74.87681645428124
2024-02-01,62.568298680974735
2024-02-02,66.67113793874357
2024-02-03,78.97965571205008
2024-02-04,77.95394589760787
2024-02-05,59.49116923764811
2024-02-06,64.61971830985915
2024-02-07,66.67113793874357
2024-02-08,62.568298680974735
2024-02-09,66.67113793874357
2024-02-10,77.95394589760787
2024-02-11,75.90252626872345
2024-02-12,55.38832997987927
2024-02-13,63.594008495416944
2024-02-14,60.51687905209032
2024-02-15,60.51687905209032
2024-02-16,66.67113793874357
2024-02-17,76.92823608316566
2024-02-18,84.10820478426112
2024-02-19,74.87681645428124
2024-02-20,69.7482673820702
2024-02-21,70.7739771965124
2024-02-22,64.61971830985915
2024-02-23,65.64542812430136
2024-02-24,80.00536552649228
2024-02-25,87.18533422758775
2024-02-26,69.7482673820702
2024-02-27,60.51687905209032
2024-02-28,65.64542812430136
2024-02-29,61.542588866532526
2024-03-01,62.568298680974735
2024-03-02,73.85110663983903
2024-03-03,77.95394589760787
2024-03-04,62.568298680974735
2024-03-05,66.67113793874357
2024-03-06,68.72255756762799
2024-03-07,60.51687905209032
2024-03-08,68.72255756762799
2024-03-09,75.90252626872345
2024-03-10,75.90252626872345
2024-03-11,64.61971830985915
2024-03-12,65.64542812430136
2024-03-13,64.61971830985915
2024-03-14,65.64542812430136
2024-03-15,67.69684775318578
2024-03-16,91.28817348535658
2024-03-17,87.18533422758775
2024-03-18,64.61971830985915
2024-03-19,70.7739771965124
2024-03-20,67.69684775318578
2024-03-21,61.542588866532526
2024-03-22,66.67113793874357
2024-03-23,75.90252626872345
2024-03-24,80.00536552649228
2024-03-25,66.67113793874357
2024-03-26,66.67113793874357
2024-03-27,65.64542812430136
2024-03-28,64.61971830985915
2024-03-29,66.67113793874357
2024-03-30,73.85110663983903
2024-03-31,80.00536552649228
2024-04-01,63.594008495416944
2024-04-02,62.568298680974735
2024-04-03,64.61971830985915
2024-04-04,63.594008495416944
2024-04-05,72.82539682539682
2024-04-06,82.0567851553767
2024-04-07,76.92823608316566
2024-04-08,58.4654594232059
2024-04-09,59.49116923764811
2024-04-10,61.542588866532526
2024-04-11,61.542588866532526
2024-04-12,62.568298680974735
2024-04-13,72.82539682539682
2024-04-14,81.03107534093449
2024-04-15,65.64542812430136
2024-04-16,61.542588866532526
2024-04-17,62.568298680974735
2024-04-18,62.568298680974735
2024-04-19,65.64542812430136
2024-04-20,73.85110663983903
2024-04-21,74.87681645428124
2024-04-22,75.90252626872345
2024-04-23,62.568298680974735
2024-04-24,62.568298680974735
2024-04-25,66.67113793874357
2024-04-26,87.18533422758775
2024-04-27,92.31388329979879
2024-04-28,99.49385200089425
2024-04-29,83.08249496981891
2024-04-30,72.82539682539682
2024-05-01,70.7739771965124
2024-05-02,73.85110663983903
2024-05-03,89.23675385647216
2024-05-04,82.0567851553767
2024-05-05,98.46814218645204
2024-05-06,80.00536552649228
2024-05-07,75.90252626872345
2024-05-08,76.92823608316566
2024-05-09,70.7739771965124
2024-05-10,72.82539682539682
2024-05-11,82.0567851553767
2024-05-12,92.31388329979879
2024-05-13,77.95394589760787
2024-05-14,73.85110663983903
2024-05-15,72.82539682539682
2024-05-16,69.7482673820702
2024-05-17,69.7482673820702
2024-05-18,87.18533422758775
2024-05-19,95.39101274312542
2024-05-20,87.18533422758775
2024-05-21,70.7739771965124
2024-05-22,67.69684775318578
2024-05-23,71.79968701095461
2024-05-24,81.03107534093449
2024-05-25,90.26246367091437
2024-05-26,99.49385200089425
2024-05-27,90.26246367091437
2024-05-28,71.79968701095461
2024-05-29,70.7739771965124
2024-05-30,70.7739771965124
2024-05-31,78.97965571205008
2024-06-01,81.03107534093449
2024-06-02,86.15962441314554
2024-06-03,75.90252626872345
2024-06-04,66.67113793874357
2024-06-05,70.7739771965124
2024-06-06,71.79968701095461
2024-06-07,70.7739771965124
2024-06-08,80.00536552649228
2024-06-09,86.15962441314554
2024-06-10,70.7739771965124
2024-06-11,71.79968701095461
2024-06-12,71.79968701095461
2024-06-13,70.7739771965124
2024-06-14,72.82539682539682
2024-06-15,91.28817348535658
2024-06-16,88.21104404202995
2024-06-17,73.85110663983903
2024-06-18,80.00536552649228
2024-06-19,73.85110663983903
2024-06-20,70.7739771965124
2024-06-21,75.90252626872345
2024-06-22,83.08249496981891
2024-06-23,84.10820478426112
2024-06-24,69.7482673820702
2024-06-25,71.79968701095461
2024-06-26,67.69684775318578
2024-06-27,69.7482673820702
2024-06-28,72.82539682539682
2024-06-29,77.95394589760787
2024-06-30,84.10820478426112
2024-07-01,64.61971830985915
2024-07-02,68.72255756762799
2024-07-03,71.79968701095461
2024-07-04,89.23675385647216
2024-07-05,90.26246367091437
2024-07-06,90.26246367091437
2024-07-07,102.57098144422088
2024-07-08,74.87681645428124
2024-07-09,70.7739771965124
2024-07-10,68.72255756762799
2024-07-11,67.69684775318578
2024-07-12,70.7739771965124
2024-07-13,80.00536552649228
2024-07-14,77.95394589760787
2024-07-15,67.69684775318578
2024-07-16,69.7482673820702
2024-07-17,69.7482673820702
2024-07-18,66.67113793874357
2024-07-19,75.90252626872345
2024-07-20,85.13391459870333
2024-07-21,86.15962441314554
2024-07-22,71.79968701095461
2024-07-23,72.82539682539682
2024-07-24,66.67113793874357
2024-07-25,70.7739771965124
2024-07-26,70.7739771965124
2024-07-27,78.97965571205008
2024-07-28,85.13391459870333
2024-07-29,67.69684775318578
2024-07-30,66.67113793874357
2024-07-31,65.64542812430136
2024-08-01,64.61971830985915
2024-08-02,65.64542812430136
2024-08-03,78.97965571205008
2024-08-04,82.0567851553767
2024-08-05,64.61971830985915
2024-08-06,65.64542812430136
2024-08-07,62.568298680974735
2024-08-08,60.51687905209032
2024-08-09,73.85110663983903
2024-08-10,80.00536552649228
2024-08-11,82.0567851553767
2024-08-12,68.72255756762799
2024-08-13,64.61971830985915
2024-08-14,62.568298680974735
2024-08-15,61.542588866532526
2024-08-16,63.594008495416944
2024-08-17,78.97965571205008
2024-08-18,76.92823608316564
2024-08-19,61.22205454951933
2024-08-20,60.17497578060958
2024-08-21,61.75627841120799
2024-08-22,63.31621208733884
2024-08-23,63.85043594902749
2024-08-24,79.02239362098516
2024-08-25,80.06947238989491
2024-08-26,63.31621208733884
2024-08-27,63.31621208733884
2024-08-28,64.3632908562486
2024-08-29,61.22205454951933
2024-08-30,70.64576346970713
2024-08-31,77.9753148520754
2024-09-01,80.06947238989491
2024-09-02,81.11655115880467
2024-09-03,59.662120873388474
2024-09-04,61.22205454951933
2024-09-05,59.12789701169982
2024-09-06,59.662120873388474
2024-09-07,70.64576346970713
2024-09-08,69.59868470079738
2024-09-09,58.61504210447872
2024-09-10,57.56796333556896
2024-09-11,56.520884566659205
2024-09-12,66.45744839406811
2024-09-13,61.75627841120799
2024-09-14,69.59868470079738
2024-09-15,66.99167225575675
2024-09-16,58.764624785751536
2024-09-17,58.764624785751536
2024-09-18,63.03841567926074
2024-09-19,57.69617706237423
2024-09-20,60.90152023250614
2024-09-21,68.38065429614724
2024-09-22,72.65444518965644
2024-09-23,59.83307250912884
2024-09-24,58.764624785751536
