Time,warfare
2022-11-29,45.559999999999995
2022-11-30,45.559999999999995
2022-12-01,42.879999999999995
2022-12-02,45.559999999999995
2022-12-03,50.919999999999995
2022-12-04,50.919999999999995
2022-12-05,40.199999999999996
2022-12-06,40.199999999999996
2022-12-07,40.199999999999996
2022-12-08,42.879999999999995
2022-12-09,40.199999999999996
2022-12-10,42.879999999999995
2022-12-11,45.559999999999995
2022-12-12,37.519999999999996
2022-12-13,37.519999999999996
2022-12-14,42.879999999999995
2022-12-15,42.879999999999995
2022-12-16,40.199999999999996
2022-12-17,48.239999999999995
2022-12-18,45.559999999999995
2022-12-19,42.879999999999995
2022-12-20,40.199999999999996
2022-12-21,40.199999999999996
2022-12-22,40.199999999999996
2022-12-23,42.879999999999995
2022-12-24,42.879999999999995
2022-12-25,53.599999999999994
2022-12-26,56.279999999999994
2022-12-27,45.559999999999995
2022-12-28,40.199999999999996
2022-12-29,40.199999999999996
2022-12-30,37.519999999999996
2022-12-31,40.199999999999996
2023-01-01,37.519999999999996
2023-01-02,37.519999999999996
2023-01-03,32.16
2023-01-04,29.479999999999997
2023-01-05,29.479999999999997
2023-01-06,32.16
2023-01-07,32.16
2023-01-08,34.839999999999996
2023-01-09,26.799999999999997
2023-01-10,26.799999999999997
2023-01-11,29.479999999999997
2023-01-12,26.799999999999997
2023-01-13,26.799999999999997
2023-01-14,29.479999999999997
2023-01-15,29.479999999999997
2023-01-16,26.799999999999997
2023-01-17,26.799999999999997
2023-01-18,26.799999999999997
2023-01-19,29.479999999999997
2023-01-20,26.799999999999997
2023-01-21,26.799999999999997
2023-01-22,29.479999999999997
2023-01-23,26.799999999999997
2023-01-24,26.799999999999997
2023-01-25,26.799999999999997
2023-01-26,24.119999999999997
2023-01-27,24.119999999999997
2023-01-28,26.799999999999997
2023-01-29,26.799999999999997
2023-01-30,26.799999999999997
2023-01-31,26.799999999999997
2023-02-01,26.799999999999997
2023-02-02,26.799999999999997
2023-02-03,24.119999999999997
2023-02-04,26.799999999999997
2023-02-05,29.479999999999997
2023-02-06,24.119999999999997
2023-02-07,26.799999999999997
2023-02-08,26.799999999999997
2023-02-09,26.799999999999997
2023-02-10,24.119999999999997
2023-02-11,24.119999999999997
2023-02-12,26.799999999999997
2023-02-13,21.439999999999998
2023-02-14,26.799999999999997
2023-02-15,37.519999999999996
2023-02-16,34.839999999999996
2023-02-17,29.479999999999997
2023-02-18,29.479999999999997
2023-02-19,29.479999999999997
2023-02-20,26.799999999999997
2023-02-21,26.799999999999997
2023-02-22,26.799999999999997
2023-02-23,26.799999999999997
2023-02-24,26.799999999999997
2023-02-25,26.799999999999997
2023-02-26,26.799999999999997
2023-02-27,26.799999999999997
2023-02-28,24.119999999999997
2023-03-01,24.119999999999997
2023-03-02,24.119999999999997
2023-03-03,24.119999999999997
2023-03-04,24.119999999999997
2023-03-05,24.119999999999997
2023-03-06,26.799999999999997
2023-03-07,24.119999999999997
2023-03-08,24.119999999999997
2023-03-09,24.119999999999997
2023-03-10,24.119999999999997
2023-03-11,24.119999999999997
2023-03-12,24.119999999999997
2023-03-13,21.439999999999998
2023-03-14,24.119999999999997
2023-03-15,26.799999999999997
2023-03-16,26.799999999999997
2023-03-17,24.119999999999997
2023-03-18,26.799999999999997
2023-03-19,26.799999999999997
2023-03-20,26.799999999999997
2023-03-21,26.799999999999997
2023-03-22,24.119999999999997
2023-03-23,24.119999999999997
2023-03-24,24.119999999999997
2023-03-25,24.119999999999997
2023-03-26,24.119999999999997
2023-03-27,24.119999999999997
2023-03-28,24.119999999999997
2023-03-29,24.119999999999997
2023-03-30,21.439999999999998
2023-03-31,21.439999999999998
2023-04-01,24.119999999999997
2023-04-02,24.119999999999997
2023-04-03,21.439999999999998
2023-04-04,21.439999999999998
2023-04-05,21.439999999999998
2023-04-06,24.119999999999997
2023-04-07,21.439999999999998
2023-04-08,21.439999999999998
2023-04-09,24.119999999999997
2023-04-10,24.119999999999997
2023-04-11,24.119999999999997
2023-04-12,29.479999999999997
2023-04-13,24.119999999999997
2023-04-14,26.799999999999997
2023-04-15,24.119999999999997
2023-04-16,26.799999999999997
2023-04-17,24.119999999999997
2023-04-18,24.119999999999997
2023-04-19,24.119999999999997
2023-04-20,21.439999999999998
2023-04-21,21.439999999999998
2023-04-22,21.439999999999998
2023-04-23,24.119999999999997
2023-04-24,24.119999999999997
2023-04-25,24.119999999999997
2023-04-26,21.976
2023-04-27,21.439999999999998
2023-04-28,19.028
2023-04-29,20.903999999999996
2023-04-30,24.387999999999998
2023-05-01,21.439999999999998
2023-05-02,20.903999999999996
2023-05-03,20.903999999999996
2023-05-04,21.439999999999998
2023-05-05,18.491999999999997
2023-05-06,18.491999999999997
2023-05-07,19.028
2023-05-08,20.903999999999996
2023-05-09,18.491999999999997
2023-05-10,21.439999999999998
2023-05-11,20.903999999999996
2023-05-12,21.439999999999998
2023-05-13,19.028
2023-05-14,19.564
2023-05-15,21.439999999999998
2023-05-16,20.903999999999996
2023-05-17,20.903999999999996
2023-05-18,20.903999999999996
2023-05-19,18.491999999999997
2023-05-20,20.903999999999996
2023-05-21,19.028
2023-05-22,19.028
2023-05-23,17.955999999999996
2023-05-24,16.616
2023-05-25,17.151999999999997
2023-05-26,18.223999999999997
2023-05-27,18.223999999999997
2023-05-28,19.295999999999996
2023-05-29,20.368
2023-05-30,18.223999999999997
2023-05-31,18.223999999999997
2023-06-01,17.151999999999997
2023-06-02,17.151999999999997
2023-06-03,18.223999999999997
2023-06-04,20.368
2023-06-05,17.151999999999997
2023-06-06,18.223999999999997
2023-06-07,19.295999999999996
2023-06-08,17.151999999999997
2023-06-09,18.223999999999997
2023-06-10,17.151999999999997
2023-06-11,18.223999999999997
2023-06-12,17.151999999999997
2023-06-13,17.151999999999997
2023-06-14,21.439999999999998
2023-06-15,18.223999999999997
2023-06-16,17.151999999999997
2023-06-17,18.223999999999997
2023-06-18,20.368
2023-06-19,18.223999999999997
2023-06-20,18.223999999999997
2023-06-21,18.223999999999997
2023-06-22,17.151999999999997
2023-06-23,18.223999999999997
2023-06-24,20.368
2023-06-25,20.368
2023-06-26,20.368
2023-06-27,19.295999999999996
2023-06-28,18.223999999999997
2023-06-29,17.151999999999997
2023-06-30,17.151999999999997
2023-07-01,19.295999999999996
2023-07-02,20.368
2023-07-03,18.223999999999997
2023-07-04,19.295999999999996
2023-07-05,16.08
2023-07-06,18.223999999999997
2023-07-07,18.223999999999997
2023-07-08,19.295999999999996
2023-07-09,20.368
2023-07-10,18.223999999999997
2023-07-11,18.223999999999997
2023-07-12,18.223999999999997
2023-07-13,20.368
2023-07-14,19.295999999999996
2023-07-15,22.511999999999997
2023-07-16,25.727999999999994
2023-07-17,20.368
2023-07-18,22.511999999999997
2023-07-19,22.511999999999997
2023-07-20,21.439999999999998
2023-07-21,19.295999999999996
2023-07-22,22.511999999999997
2023-07-23,25.727999999999994
2023-07-24,22.511999999999997
2023-07-25,22.511999999999997
2023-07-26,22.511999999999997
2023-07-27,21.439999999999998
2023-07-28,20.368
2023-07-29,24.655999999999995
2023-07-30,21.439999999999998
2023-07-31,21.439999999999998
2023-08-01,20.368
2023-08-02,22.511999999999997
2023-08-03,22.511999999999997
2023-08-04,19.295999999999996
2023-08-05,22.511999999999997
2023-08-06,23.583999999999996
2023-08-07,26.799999999999997
2023-08-08,26.799999999999997
2023-08-09,30.015999999999995
2023-08-10,30.015999999999995
2023-08-11,25.727999999999994
2023-08-12,26.799999999999997
2023-08-13,26.799999999999997
2023-08-14,22.511999999999997
2023-08-15,23.583999999999996
2023-08-16,27.871999999999996
2023-08-17,50.38399999999999
2023-08-18,47.16799999999999
2023-08-19,37.519999999999996
2023-08-20,35.376
2023-08-21,30.015999999999995
2023-08-22,26.799999999999997
2023-08-23,25.727999999999994
2023-08-24,22.511999999999997
2023-08-25,22.511999999999997
2023-08-26,25.727999999999994
2023-08-27,26.799999999999997
2023-08-28,21.439999999999998
2023-08-29,20.368
2023-08-30,23.583999999999996
2023-08-31,21.439999999999998
2023-09-01,19.295999999999996
2023-09-02,20.368
2023-09-03,23.583999999999996
2023-09-04,23.583999999999996
2023-09-05,20.368
2023-09-06,20.368
2023-09-07,17.151999999999997
2023-09-08,17.151999999999997
2023-09-09,19.295999999999996
2023-09-10,19.295999999999996
2023-09-11,18.223999999999997
2023-09-12,17.151999999999997
2023-09-13,22.511999999999997
2023-09-14,22.511999999999997
2023-09-15,20.368
2023-09-16,23.583999999999996
2023-09-17,21.439999999999998
2023-09-18,21.439999999999998
2023-09-19,22.511999999999997
2023-09-20,23.583999999999996
2023-09-21,23.583999999999996
2023-09-22,23.583999999999996
2023-09-23,24.655999999999995
2023-09-24,24.655999999999995
2023-09-25,22.511999999999997
2023-09-26,21.439999999999998
2023-09-27,24.655999999999995
2023-09-28,24.655999999999995
2023-09-29,21.439999999999998
2023-09-30,22.511999999999997
2023-10-01,24.655999999999995
2023-10-02,23.583999999999996
2023-10-03,26.799999999999997
2023-10-04,27.871999999999996
2023-10-05,37.519999999999996
2023-10-06,43.95199999999999
2023-10-07,41.80799999999999
2023-10-08,41.80799999999999
2023-10-09,36.44799999999999
2023-10-10,34.303999999999995
2023-10-11,34.303999999999995
2023-10-12,38.59199999999999
2023-10-13,41.80799999999999
2023-10-14,42.879999999999995
2023-10-15,40.736
2023-10-16,36.44799999999999
2023-10-17,31.087999999999994
2023-10-18,27.871999999999996
2023-10-19,25.727999999999994
2023-10-20,26.799999999999997
2023-10-21,25.727999999999994
2023-10-22,25.727999999999994
2023-10-23,25.727999999999994
2023-10-24,26.799999999999997
2023-10-25,25.727999999999994
2023-10-26,24.655999999999995
2023-10-27,26.799999999999997
2023-10-28,23.583999999999996
2023-10-29,25.727999999999994
2023-10-30,28.943999999999996
2023-10-31,28.943999999999996
2023-11-01,36.44799999999999
2023-11-02,52.52799999999999
2023-11-03,55.74399999999999
2023-11-04,51.45599999999999
2023-11-05,46.096
2023-11-06,45.023999999999994
2023-11-07,45.023999999999994
2023-11-08,50.38399999999999
2023-11-09,69.67999999999999
2023-11-10,107.19999999999999
2023-11-11,77.18399999999998
2023-11-12,65.392
2023-11-13,51.45599999999999
2023-11-14,49.31199999999999
2023-11-15,43.95199999999999
2023-11-16,41.80799999999999
2023-11-17,41.80799999999999
2023-11-18,46.096
2023-11-19,48.239999999999995
2023-11-20,38.59199999999999
2023-11-21,38.59199999999999
2023-11-22,39.663999999999994
2023-11-23,46.096
2023-11-24,53.599999999999994
2023-11-25,47.16799999999999
2023-11-26,45.023999999999994
2023-11-27,40.736
2023-11-28,34.303999999999995
2023-11-29,34.303999999999995
2023-11-30,31.087999999999994
2023-12-01,34.303999999999995
2023-12-02,34.303999999999995
2023-12-03,33.23199999999999
2023-12-04,30.015999999999995
2023-12-05,31.087999999999994
2023-12-06,37.519999999999996
2023-12-07,36.44799999999999
2023-12-08,33.23199999999999
2023-12-09,34.303999999999995
2023-12-10,33.23199999999999
2023-12-11,30.015999999999995
2023-12-12,27.871999999999996
2023-12-13,28.943999999999996
2023-12-14,31.087999999999994
2023-12-15,31.087999999999994
2023-12-16,33.23199999999999
2023-12-17,33.23199999999999
2023-12-18,30.015999999999995
2023-12-19,28.943999999999996
2023-12-20,30.015999999999995
2023-12-21,28.943999999999996
2023-12-22,31.952516129032254
2023-12-23,31.952516129032254
2023-12-24,30.949677419354835
2023-12-25,40.90890322580645
2023-12-26,37.90038709677419
2023-12-27,33.42219354838709
2023-12-28,28.943999999999996
2023-12-29,28.943999999999996
2023-12-30,28.943999999999996
2023-12-31,28.943999999999996
2024-01-01,25.935483870967737
2024-01-02,24.4658064516129
2024-01-03,25.46864516129032
2024-01-04,24.4658064516129
2024-01-05,24.4658064516129
2024-01-06,24.4658064516129
2024-01-07,26.938322580645156
2024-01-08,22.92696774193548
2024-01-09,23.46296774193548
2024-01-10,23.929806451612897
2024-01-11,23.929806451612897
2024-01-12,23.929806451612897
2024-01-13,25.935483870967737
2024-01-14,25.935483870967737
2024-01-15,22.92696774193548
2024-01-16,22.46012903225806
2024-01-17,29.410838709677414
2024-01-18,26.938322580645156
2024-01-19,24.4658064516129
2024-01-20,24.275612903225802
2024-01-21,24.275612903225802
2024-01-22,23.341935483870966
2024-01-23,24.275612903225802
2024-01-24,24.275612903225802
2024-01-25,23.341935483870966
2024-01-26,22.408258064516126
2024-01-27,21.47458064516129
2024-01-28,23.341935483870966
2024-01-29,24.275612903225802
2024-01-30,38.28077419354838
2024-01-31,38.28077419354838
2024-02-01,32.67870967741935
2024-02-02,30.811354838709676
2024-02-03,28.943999999999996
2024-02-04,28.01032258064516
2024-02-05,26.142967741935482
2024-02-06,26.142967741935482
2024-02-07,28.01032258064516
2024-02-08,28.01032258064516
2024-02-09,25.209290322580642
2024-02-10,23.341935483870966
2024-02-11,23.341935483870966
2024-02-12,20.54090322580645
2024-02-13,24.275612903225802
2024-02-14,21.47458064516129
2024-02-15,22.408258064516126
2024-02-16,23.341935483870966
2024-02-17,20.54090322580645
2024-02-18,23.341935483870966
2024-02-19,22.408258064516126
2024-02-20,23.341935483870966
2024-02-21,22.408258064516126
2024-02-22,22.408258064516126
2024-02-23,26.142967741935482
2024-02-24,20.54090322580645
2024-02-25,21.47458064516129
2024-02-26,22.408258064516126
2024-02-27,22.408258064516126
2024-02-28,24.275612903225802
2024-02-29,23.341935483870966
2024-03-01,23.341935483870966
2024-03-02,19.60722580645161
2024-03-03,21.47458064516129
2024-03-04,24.275612903225802
2024-03-05,22.408258064516126
2024-03-06,23.341935483870966
2024-03-07,23.341935483870966
2024-03-08,20.54090322580645
2024-03-09,19.60722580645161
2024-03-10,20.54090322580645
2024-03-11,28.01032258064516
2024-03-12,19.60722580645161
2024-03-13,21.47458064516129
2024-03-14,21.47458064516129
2024-03-15,22.408258064516126
2024-03-16,28.01032258064516
2024-03-17,28.01032258064516
2024-03-18,26.142967741935482
2024-03-19,26.142967741935482
2024-03-20,24.275612903225802
2024-03-21,24.275612903225802
2024-03-22,23.341935483870966
2024-03-23,23.341935483870966
2024-03-24,24.275612903225802
2024-03-25,24.275612903225802
2024-03-26,25.209290322580642
2024-03-27,27.07664516129032
2024-03-28,26.142967741935482
2024-03-29,25.209290322580642
2024-03-30,22.408258064516126
2024-03-31,26.142967741935482
2024-04-01,21.47458064516129
2024-04-02,23.341935483870966
2024-04-03,30.811354838709676
2024-04-04,29.877677419354836
2024-04-05,27.07664516129032
2024-04-06,28.01032258064516
2024-04-07,28.01032258064516
2024-04-08,26.142967741935482
2024-04-09,29.877677419354836
2024-04-10,28.01032258064516
2024-04-11,29.877677419354836
2024-04-12,32.67870967741935
2024-04-13,38.28077419354838
2024-04-14,38.28077419354838
2024-04-15,35.479741935483865
2024-04-16,40.14812903225806
2024-04-17,40.14812903225806
2024-04-18,56.954322580645155
2024-04-19,76.56154838709676
2024-04-20,93.36774193548386
2024-04-21,84.03096774193547
2024-04-22,56.954322580645155
2024-04-23,49.48490322580645
2024-04-24,43.882838709677415
2024-04-25,42.015483870967735
2024-04-26,46.68387096774193
2024-04-27,61.62270967741935
2024-04-28,55.08696774193548
2024-04-29,52.285935483870965
2024-04-30,76.56154838709676
2024-05-01,80.29625806451612
2024-05-02,73.76051612903225
2024-05-03,60.68903225806451
2024-05-04,72.82683870967742
2024-05-05,76.56154838709676
2024-05-06,57.88799999999999
2024-05-07,48.551225806451605
2024-05-08,45.750193548387095
2024-05-09,48.551225806451605
2024-05-10,54.15329032258064
2024-05-11,71.89316129032257
2024-05-12,71.89316129032257
2024-05-13,51.35225806451612
2024-05-14,46.68387096774193
2024-05-15,39.21445161290322
2024-05-16,38.28077419354838
2024-05-17,37.347096774193545
2024-05-18,44.81651612903225
2024-05-19,46.68387096774193
2024-05-20,35.479741935483865
2024-05-21,31.745032258064512
2024-05-22,32.67870967741935
2024-05-23,33.61238709677419
2024-05-24,34.54606451612903
2024-05-25,41.0818064516129
2024-05-26,41.0818064516129
2024-05-27,40.14812903225806
2024-05-28,32.67870967741935
2024-05-29,29.877677419354836
2024-05-30,28.01032258064516
2024-05-31,26.142967741935482
2024-06-01,31.745032258064512
2024-06-02,34.54606451612903
2024-06-03,26.142967741935482
2024-06-04,25.209290322580642
2024-06-05,26.142967741935482
2024-06-06,26.142967741935482
2024-06-07,25.209290322580642
2024-06-08,29.877677419354836
2024-06-09,33.61238709677419
2024-06-10,28.01032258064516
2024-06-11,24.275612903225802
2024-06-12,22.408258064516126
2024-06-13,21.47458064516129
2024-06-14,23.341935483870966
2024-06-15,27.07664516129032
2024-06-16,29.877677419354836
2024-06-17,24.275612903225802
2024-06-18,21.47458064516129
2024-06-19,23.341935483870966
2024-06-20,23.341935483870966
2024-06-21,25.209290322580642
2024-06-22,31.745032258064512
2024-06-23,34.54606451612903
2024-06-24,26.142967741935482
2024-06-25,24.275612903225802
2024-06-26,24.275612903225802
2024-06-27,21.47458064516129
2024-06-28,21.47458064516129
2024-06-29,28.943999999999996
2024-06-30,30.811354838709676
2024-07-01,22.408258064516126
2024-07-02,20.54090322580645
2024-07-03,21.47458064516129
2024-07-04,28.943999999999996
2024-07-05,26.142967741935482
2024-07-06,28.943999999999996
2024-07-07,30.811354838709676
2024-07-08,22.408258064516126
2024-07-09,18.673548387096773
2024-07-10,19.60722580645161
2024-07-11,19.60722580645161
2024-07-12,19.60722580645161
2024-07-13,26.142967741935482
2024-07-14,27.07664516129032
2024-07-15,22.408258064516126
2024-07-16,20.54090322580645
2024-07-17,20.54090322580645
2024-07-18,18.673548387096773
2024-07-19,20.54090322580645
2024-07-20,25.209290322580642
2024-07-21,26.142967741935482
2024-07-22,20.54090322580645
2024-07-23,20.54090322580645
2024-07-24,25.209290322580642
2024-07-25,27.07664516129032
2024-07-26,26.142967741935482
2024-07-27,29.877677419354836
2024-07-28,32.67870967741935
2024-07-29,26.142967741935482
2024-07-30,24.275612903225802
2024-07-31,22.408258064516126
2024-08-01,20.54090322580645
2024-08-02,22.408258064516126
2024-08-03,28.01032258064516
2024-08-04,28.943999999999996
2024-08-05,23.341935483870966
2024-08-06,20.54090322580645
2024-08-07,20.54090322580645
2024-08-08,20.54090322580645
2024-08-09,21.47458064516129
2024-08-10,27.07664516129032
2024-08-11,31.745032258064512
2024-08-12,24.275612903225802
2024-08-13,25.209290322580642
2024-08-14,23.341935483870966
2024-08-15,21.47458064516129
2024-08-16,23.341935483870966
2024-08-17,26.142967741935482
2024-08-18,27.3211797235023
2024-08-19,19.584995391705064
2024-08-20,18.673548387096773
2024-08-21,19.584995391705064
2024-08-22,18.673548387096773
2024-08-23,21.407889400921658
2024-08-24,23.230783410138244
2024-08-25,25.053677419354834
2024-08-26,18.673548387096773
2024-08-27,17.762101382488474
2024-08-28,17.762101382488474
2024-08-29,17.762101382488474
2024-08-30,16.850654377880183
2024-08-31,19.584995391705064
2024-09-01,21.407889400921658
2024-09-02,22.319336405529953
2024-09-03,17.762101382488474
2024-09-04,18.673548387096773
2024-09-05,17.762101382488474
2024-09-06,16.850654377880183
2024-09-07,19.584995391705064
2024-09-08,20.496442396313363
2024-09-09,17.762101382488474
2024-09-10,17.762101382488474
2024-09-11,17.762101382488474
2024-09-12,16.850654377880183
2024-09-13,16.850654377880183
2024-09-14,20.496442396313363
2024-09-15,21.407889400921658
2024-09-16,17.78433179723502
2024-09-17,18.673548387096773
2024-09-18,21.341198156682026
2024-09-19,22.230414746543776
2024-09-20,20.451981566820272
2024-09-21,22.230414746543776
2024-09-22,23.119631336405526
2024-09-23,21.341198156682026
2024-09-24,18.673548387096773
2024-09-25,19.562764976958523
2024-09-26,19.562764976958523
2024-09-27,18.673548387096773
2024-09-28,20.451981566820272
2024-09-29,20.451981566820272
2024-09-30,18.673548387096773
2024-10-01,17.78433179723502
2024-10-02,18.673548387096773
2024-10-03,17.78433179723502
2024-10-04,18.673548387096773
2024-10-05,18.673548387096773
2024-10-06,18.673548387096773
2024-10-07,19.562764976958523
2024-10-08,19.562764976958523
2024-10-09,18.673548387096773
2024-10-10,17.78433179723502
2024-10-11,17.78433179723502
2024-10-12,18.673548387096773
2024-10-13,19.562764976958523
