Time,gallagher
2023-04-02,63.326315789473696
2023-04-03,63.326315789473696
2023-04-04,55.41052631578948
2023-04-05,55.41052631578948
2023-04-06,63.326315789473696
2023-04-07,55.41052631578948
2023-04-08,47.49473684210527
2023-04-09,55.41052631578948
2023-04-10,63.326315789473696
2023-04-11,63.326315789473696
2023-04-12,71.24210526315791
2023-04-13,63.326315789473696
2023-04-14,63.326315789473696
2023-04-15,71.24210526315791
2023-04-16,71.24210526315791
2023-04-17,71.24210526315791
2023-04-18,79.15789473684212
2023-04-19,79.15789473684212
2023-04-20,79.15789473684212
2023-04-21,63.326315789473696
2023-04-22,79.15789473684212
2023-04-23,63.326315789473696
2023-04-24,71.24210526315791
2023-04-25,71.24210526315791
2023-04-26,64.33149540517962
2023-04-27,64.8340852130326
2023-04-28,63.326315789473696
2023-04-29,64.33149540517962
2023-04-30,69.79715956558063
2023-05-01,70.2997493734336
2023-05-02,78.27836257309943
2023-05-03,69.79715956558063
2023-05-04,70.80233918128656
2023-05-05,61.8185463659148
2023-05-06,63.326315789473696
2023-05-07,62.32113617376776
2023-05-08,70.2997493734336
2023-05-09,63.82890559732666
2023-05-10,70.2997493734336
2023-05-11,70.2997493734336
2023-05-12,63.326315789473696
2023-05-13,70.2997493734336
2023-05-14,70.80233918128656
2023-05-15,65.33667502088556
2023-05-16,63.82890559732666
2023-05-17,64.33149540517962
2023-05-18,64.33149540517962
2023-05-19,63.82890559732666
2023-05-20,56.85547201336676
2023-05-21,70.2997493734336
2023-05-22,63.82890559732666
2023-05-23,64.8340852130326
2023-05-24,64.33149540517962
2023-05-25,65.33667502088556
2023-05-26,60.3107769423559
2023-05-27,53.274519632414375
2023-05-28,62.32113617376776
2023-05-29,63.32631578947369
2023-05-30,71.36775271512114
2023-05-31,68.35221386800335
2023-06-01,72.37293233082707
2023-06-02,70.36257309941521
2023-06-03,66.34185463659149
2023-06-04,69.35739348370929
2023-06-05,71.36775271512114
2023-06-06,69.35739348370929
2023-06-07,74.38329156223894
2023-06-08,67.34703425229742
2023-06-09,65.33667502088555
2023-06-10,75.38847117794487
2023-06-11,68.35221386800335
2023-06-12,73.37811194653301
2023-06-13,66.34185463659149
2023-06-14,67.34703425229742
2023-06-15,62.32113617376776
2023-06-16,64.33149540517962
2023-06-17,57.295238095238105
2023-06-18,58.30041771094403
2023-06-19,65.33667502088555
2023-06-20,61.31595655806183
2023-06-21,61.31595655806183
2023-06-22,63.32631578947369
2023-06-23,69.35739348370929
2023-06-24,54.27969924812031
2023-06-25,57.295238095238105
2023-06-26,65.33667502088555
2023-06-27,81.41954887218046
2023-06-28,75.38847117794487
2023-06-29,66.34185463659149
2023-06-30,63.32631578947369
2023-07-01,50.25898078529658
2023-07-02,53.274519632414375
2023-07-03,67.34703425229742
2023-07-04,65.33667502088555
2023-07-05,63.32631578947369
2023-07-06,64.33149540517962
2023-07-07,62.32113617376776
2023-07-08,54.27969924812031
2023-07-09,73.37811194653301
2023-07-10,72.37293233082707
2023-07-11,63.32631578947369
2023-07-12,66.34185463659149
2023-07-13,69.35739348370929
2023-07-14,73.37811194653301
2023-07-15,68.35221386800335
2023-07-16,63.32631578947369
2023-07-17,65.33667502088555
2023-07-18,68.35221386800335
2023-07-19,63.32631578947369
2023-07-20,65.33667502088555
2023-07-21,68.35221386800335
2023-07-22,56.29005847953217
2023-07-23,55.284878863826236
2023-07-24,65.33667502088555
2023-07-25,64.33149540517962
2023-07-26,62.32113617376776
2023-07-27,59.305597326649966
2023-07-28,53.274519632414375
2023-07-29,53.274519632414375
2023-07-30,49.25380116959065
2023-07-31,51.26416040100251
2023-08-01,61.31595655806183
2023-08-02,55.284878863826236
2023-08-03,55.284878863826236
2023-08-04,54.27969924812031
2023-08-05,49.25380116959065
2023-08-06,53.274519632414375
2023-08-07,56.29005847953217
2023-08-08,55.284878863826236
2023-08-09,52.26934001670844
2023-08-10,59.305597326649966
2023-08-11,54.27969924812031
2023-08-12,60.3107769423559
2023-08-13,56.29005847953217
2023-08-14,60.3107769423559
2023-08-15,59.305597326649966
2023-08-16,60.3107769423559
2023-08-17,62.32113617376776
2023-08-18,55.284878863826236
2023-08-19,53.274519632414375
2023-08-20,48.24862155388472
2023-08-21,59.305597326649966
2023-08-22,58.30041771094403
2023-08-23,53.274519632414375
2023-08-24,56.29005847953217
2023-08-25,71.36775271512114
2023-08-26,63.32631578947369
2023-08-27,60.3107769423559
2023-08-28,65.33667502088555
2023-08-29,58.30041771094403
2023-08-30,58.30041771094403
2023-08-31,59.305597326649966
2023-09-01,63.32631578947369
2023-09-02,56.29005847953217
2023-09-03,56.29005847953217
2023-09-04,57.295238095238105
2023-09-05,57.295238095238105
2023-09-06,55.284878863826236
2023-09-07,48.24862155388472
2023-09-08,45.23308270676692
2023-09-09,44.227903091060995
2023-09-10,44.227903091060995
2023-09-11,55.284878863826236
2023-09-12,56.29005847953217
2023-09-13,51.26416040100251
2023-09-14,67.34703425229742
2023-09-15,65.33667502088555
2023-09-16,100.51796157059316
2023-09-17,79.4091896407686
2023-09-18,70.36257309941521
2023-09-19,68.35221386800335
2023-09-20,60.3107769423559
2023-09-21,61.31595655806183
2023-09-22,53.274519632414375
2023-09-23,45.23308270676692
2023-09-24,47.24344193817878
2023-09-25,51.26416040100251
2023-09-26,51.26416040100251
2023-09-27,55.284878863826236
2023-09-28,51.26416040100251
2023-09-29,51.26416040100251
2023-09-30,48.24862155388472
2023-10-01,45.23308270676692
2023-10-02,53.274519632414375
2023-10-03,49.25380116959065
2023-10-04,50.25898078529658
2023-10-05,58.30041771094403
2023-10-06,50.25898078529658
2023-10-07,44.227903091060995
2023-10-08,44.227903091060995
2023-10-09,50.25898078529658
2023-10-10,51.26416040100251
2023-10-11,60.3107769423559
2023-10-12,60.3107769423559
2023-10-13,58.30041771094403
2023-10-14,49.25380116959065
2023-10-15,50.25898078529658
2023-10-16,58.30041771094403
2023-10-17,52.26934001670844
2023-10-18,60.3107769423559
2023-10-19,59.305597326649966
2023-10-20,54.27969924812031
2023-10-21,49.25380116959065
2023-10-22,50.25898078529658
2023-10-23,55.284878863826236
2023-10-24,60.3107769423559
2023-10-25,60.3107769423559
2023-10-26,58.30041771094403
2023-10-27,59.305597326649966
2023-10-28,47.24344193817878
2023-10-29,45.23308270676692
2023-10-30,58.30041771094403
2023-10-31,57.295238095238105
2023-11-01,50.25898078529658
2023-11-02,50.25898078529658
2023-11-03,50.25898078529658
2023-11-04,48.24862155388472
2023-11-05,49.25380116959065
2023-11-06,58.30041771094403
2023-11-07,59.305597326649966
2023-11-08,60.3107769423559
2023-11-09,57.295238095238105
2023-11-10,51.26416040100251
2023-11-11,51.26416040100251
2023-11-12,56.29005847953217
2023-11-13,57.295238095238105
2023-11-14,56.29005847953217
2023-11-15,55.284878863826236
2023-11-16,60.3107769423559
2023-11-17,58.30041771094403
2023-11-18,52.26934001670844
2023-11-19,53.274519632414375
2023-11-20,50.25898078529658
2023-11-21,50.25898078529658
2023-11-22,51.26416040100251
2023-11-23,46.238262322472856
2023-11-24,50.25898078529658
2023-11-25,49.25380116959065
2023-11-26,52.26934001670844
2023-11-27,55.284878863826236
2023-11-28,55.284878863826236
2023-11-29,57.295238095238105
2023-11-30,58.30041771094403
2023-12-01,57.295238095238105
2023-12-02,52.26934001670844
2023-12-03,51.26416040100251
2023-12-04,54.27969924812031
2023-12-05,57.295238095238105
2023-12-06,56.29005847953217
2023-12-07,50.25898078529658
2023-12-08,58.30041771094403
2023-12-09,48.24862155388472
2023-12-10,50.25898078529658
2023-12-11,57.295238095238105
2023-12-12,53.274519632414375
2023-12-13,57.295238095238105
2023-12-14,52.26934001670844
2023-12-15,50.25898078529658
2023-12-16,48.24862155388472
2023-12-17,49.25380116959065
2023-12-18,51.26416040100251
2023-12-19,48.24862155388472
2023-12-20,53.274519632414375
2023-12-21,51.26416040100251
2023-12-22,50.85462949799282
2023-12-23,49.127033066075825
2023-12-24,49.127033066075825
2023-12-25,48.62444325822286
2023-12-26,51.859809113698745
2023-12-27,54.08999535346871
2023-12-28,53.58740554561574
2023-12-29,53.084815737762774
2023-12-30,55.8175917853857
2023-12-31,46.394257018452905
2024-01-01,46.394257018452905
2024-01-02,49.127033066075825
2024-01-03,56.320181593238665
2024-01-04,59.05295764086159
2024-01-05,63.010740312548535
2024-01-06,56.82277140109163
2024-01-07,55.31500197753273
2024-01-08,58.55036783300862
2024-01-09,56.82277140109163
2024-01-10,65.74351636017145
2024-01-11,65.74351636017145
2024-01-12,59.05295764086159
2024-01-13,50.85462949799282
2024-01-14,54.08999535346871
2024-01-15,51.859809113698745
2024-01-16,61.28314388063154
2024-01-17,64.01591992825446
2024-01-18,55.8175917853857
2024-01-19,56.320181593238665
2024-01-20,56.82277140109163
2024-01-21,53.90029145881711
2024-01-22,63.70034445132931
2024-01-23,61.250331203201256
2024-01-24,61.250331203201256
2024-01-25,63.70034445132931
2024-01-26,71.05038419571346
2024-01-27,61.250331203201256
2024-01-28,51.450278210689056
2024-01-29,56.35030470694516
2024-01-30,56.35030470694516
2024-01-31,51.450278210689056
2024-02-01,63.70034445132931
2024-02-02,46.55025171443295
2024-02-03,46.55025171443295
2024-02-04,49.000264962561005
2024-02-05,49.000264962561005
2024-02-06,51.450278210689056
2024-02-07,98.00052992512201
2024-02-08,61.250331203201256
2024-02-09,49.000264962561005
2024-02-10,63.70034445132931
2024-02-11,245.00132481280502
2024-02-12,151.90082138393913
2024-02-13,66.15035769945736
2024-02-14,66.15035769945736
2024-02-15,53.90029145881711
2024-02-16,56.35030470694516
2024-02-17,49.000264962561005
2024-02-18,51.450278210689056
2024-02-19,53.90029145881711
2024-02-20,63.70034445132931
2024-02-21,58.80031795507321
2024-02-22,58.80031795507321
2024-02-23,49.000264962561005
2024-02-24,49.000264962561005
2024-02-25,61.250331203201256
2024-02-26,63.70034445132931
2024-02-27,58.80031795507321
2024-02-28,58.80031795507321
2024-02-29,58.80031795507321
2024-03-01,61.250331203201256
2024-03-02,56.35030470694516
2024-03-03,56.35030470694516
2024-03-04,61.250331203201256
2024-03-05,61.250331203201256
2024-03-06,56.35030470694516
2024-03-07,51.450278210689056
2024-03-08,53.90029145881711
2024-03-09,46.55025171443295
2024-03-10,51.450278210689056
2024-03-11,51.450278210689056
2024-03-12,53.90029145881711
2024-03-13,61.250331203201256
2024-03-14,53.90029145881711
2024-03-15,61.250331203201256
2024-03-16,56.35030470694516
2024-03-17,61.250331203201256
2024-03-18,61.250331203201256
2024-03-19,58.80031795507321
2024-03-20,53.90029145881711
2024-03-21,53.90029145881711
2024-03-22,112.70060941389032
2024-03-23,137.2007418951708
2024-03-24,88.20047693260982
2024-03-25,73.5003974438415
2024-03-26,63.70034445132931
2024-03-27,78.40042394009761
2024-03-28,75.95041069196957
2024-03-29,68.6003709475854
2024-03-30,63.70034445132931
2024-03-31,58.80031795507321
2024-04-01,71.05038419571346
2024-04-02,71.05038419571346
2024-04-03,78.40042394009761
2024-04-04,68.6003709475854
2024-04-05,63.70034445132931
2024-04-06,58.80031795507321
2024-04-07,58.80031795507321
2024-04-08,58.80031795507321
2024-04-09,68.6003709475854
2024-04-10,68.6003709475854
2024-04-11,66.15035769945736
2024-04-12,61.250331203201256
2024-04-13,49.000264962561005
2024-04-14,56.35030470694516
2024-04-15,61.250331203201256
2024-04-16,68.6003709475854
2024-04-17,61.250331203201256
2024-04-18,63.70034445132931
2024-04-19,63.70034445132931
2024-04-20,56.35030470694516
2024-04-21,53.90029145881711
2024-04-22,56.35030470694516
2024-04-23,51.450278210689056
2024-04-24,53.90029145881711
2024-04-25,51.450278210689056
2024-04-26,53.90029145881711
2024-04-27,53.90029145881711
2024-04-28,53.90029145881711
2024-04-29,51.450278210689056
2024-04-30,53.90029145881711
2024-05-01,51.450278210689056
2024-05-02,51.450278210689056
2024-05-03,49.000264962561005
2024-05-04,44.10023846630491
2024-05-05,51.450278210689056
2024-05-06,56.35030470694516
2024-05-07,49.000264962561005
2024-05-08,53.90029145881711
2024-05-09,61.250331203201256
2024-05-10,53.90029145881711
2024-05-11,58.80031795507321
2024-05-12,56.35030470694516
2024-05-13,56.35030470694516
2024-05-14,61.250331203201256
2024-05-15,51.450278210689056
2024-05-16,51.450278210689056
2024-05-17,53.90029145881711
2024-05-18,53.90029145881711
2024-05-19,66.15035769945736
2024-05-20,66.15035769945736
2024-05-21,66.15035769945736
2024-05-22,95.55051667699396
2024-05-23,68.6003709475854
2024-05-24,58.80031795507321
2024-05-25,56.35030470694516
2024-05-26,53.90029145881711
2024-05-27,51.450278210689056
2024-05-28,73.5003974438415
2024-05-29,66.15035769945736
2024-05-30,58.80031795507321
2024-05-31,56.35030470694516
2024-06-01,56.35030470694516
2024-06-02,53.90029145881711
2024-06-03,61.250331203201256
2024-06-04,63.70034445132931
2024-06-05,61.250331203201256
2024-06-06,58.80031795507321
2024-06-07,58.80031795507321
2024-06-08,56.35030470694516
2024-06-09,58.80031795507321
2024-06-10,63.70034445132931
2024-06-11,66.15035769945736
2024-06-12,63.70034445132931
2024-06-13,61.250331203201256
2024-06-14,53.90029145881711
2024-06-15,56.35030470694516
2024-06-16,63.70034445132931
2024-06-17,58.80031795507321
2024-06-18,66.15035769945736
2024-06-19,68.6003709475854
2024-06-20,68.6003709475854
2024-06-21,61.250331203201256
2024-06-22,58.80031795507321
2024-06-23,61.250331203201256
2024-06-24,66.15035769945736
2024-06-25,66.15035769945736
2024-06-26,63.70034445132931
2024-06-27,63.70034445132931
2024-06-28,53.90029145881711
2024-06-29,53.90029145881711
2024-06-30,56.35030470694516
2024-07-01,63.70034445132931
2024-07-02,63.70034445132931
2024-07-03,58.80031795507321
2024-07-04,53.90029145881711
2024-07-05,56.35030470694516
2024-07-06,56.35030470694516
2024-07-07,58.80031795507321
2024-07-08,63.70034445132931
2024-07-09,63.70034445132931
2024-07-10,66.15035769945736
2024-07-11,63.70034445132931
2024-07-12,63.70034445132931
2024-07-13,51.450278210689056
2024-07-14,51.450278210689056
2024-07-15,61.250331203201256
2024-07-16,58.80031795507321
2024-07-17,66.15035769945736
2024-07-18,68.6003709475854
2024-07-19,66.15035769945736
2024-07-20,58.80031795507321
2024-07-21,53.90029145881711
2024-07-22,56.35030470694516
2024-07-23,56.35030470694516
2024-07-24,56.35030470694516
2024-07-25,58.80031795507321
2024-07-26,73.5003974438415
2024-07-27,61.250331203201256
2024-07-28,51.450278210689056
2024-07-29,56.35030470694516
2024-07-30,56.35030470694516
2024-07-31,66.15035769945736
2024-08-01,63.70034445132931
2024-08-02,56.35030470694516
2024-08-03,53.90029145881711
2024-08-04,53.90029145881711
2024-08-05,68.6003709475854
2024-08-06,66.15035769945736
2024-08-07,68.6003709475854
2024-08-08,83.30045043635371
2024-08-09,95.55051667699396
2024-08-10,95.55051667699396
2024-08-11,112.70060941389032
2024-08-12,100.45054317325007
2024-08-13,100.45054317325007
2024-08-14,88.20047693260982
2024-08-15,85.75046368448176
2024-08-16,85.75046368448176
2024-08-17,80.85043718822565
2024-08-18,85.77707773280096
2024-08-19,73.42435730578663
2024-08-20,76.03329444244937
2024-08-21,83.16814059613823
2024-08-22,78.64223157911212
2024-08-23,70.8154201691239
2024-08-24,63.68057401543504
2024-08-25,86.46904298910033
2024-08-26,96.21282627945192
2024-08-27,139.02190320158508
2024-08-28,127.36114803087008
2024-08-29,107.8735814501669
2024-08-30,102.65570717684142
2024-08-31,95.52086102315256
2024-09-01,92.91192388648983
2024-09-02,81.25116871577484
2024-09-03,77.95026632281275
2024-09-04,76.03329444244937
2024-09-05,70.8154201691239
2024-09-06,70.8154201691239
2024-09-07,68.8984482887605
2024-09-08,62.98860875913569
2024-09-09,66.28951115209779
2024-09-10,63.68057401543504
2024-09-11,59.15466499840892
2024-09-12,66.28951115209779
2024-09-13,66.28951115209779
2024-09-14,61.76360213507166
2024-09-15,61.0716368787723
2024-09-16,65.59754589579842
2024-09-17,65.04473409213949
2024-09-18,66.4286646047382
2024-09-19,60.89294255434335
2024-09-20,55.3572205039485
2024-09-21,60.89294255434335
2024-09-22,60.89294255434335
