Time,google_calendar
2023-09-05,70.4819884798128
2023-09-06,64.074534981648
2023-09-07,60.069876545295
2023-09-08,50.458696298047805
2023-09-09,24.8288823053886
2023-09-10,32.037267490824
2023-09-11,70.4819884798128
2023-09-12,60.069876545295
2023-09-13,59.268944858024405
2023-09-14,56.065218108942005
2023-09-15,44.852174487153604
2023-09-16,23.2270189308474
2023-09-17,26.430745679929803
2023-09-18,61.671739919836206
2023-09-19,60.8708082325656
2023-09-20,56.8661497962126
2023-09-21,59.268944858024405
2023-09-22,47.254969548965406
2023-09-23,24.027950618118002
2023-09-24,27.2316773672004
2023-09-25,61.671739919836206
2023-09-26,60.069876545295
2023-09-27,55.2642864216714
2023-09-28,55.2642864216714
2023-09-29,45.6531061744242
2023-09-30,23.2270189308474
2023-10-01,28.032609054471003
2023-10-02,63.2736032943774
2023-10-03,56.065218108942005
2023-10-04,56.8661497962126
2023-10-05,52.060559672589
2023-10-06,41.648447738071205
2023-10-07,18.4214288072238
2023-10-08,23.2270189308474
2023-10-09,52.060559672589
2023-10-10,60.8708082325656
2023-10-11,54.4633547344008
2023-10-12,49.6577646107772
2023-10-13,41.648447738071205
2023-10-14,18.4214288072238
2023-10-15,24.027950618118002
2023-10-16,56.065218108942005
2023-10-17,54.4633547344008
2023-10-18,52.861491359859606
2023-10-19,48.8568329235066
2023-10-20,41.648447738071205
2023-10-21,19.222360494494403
2023-10-22,20.023292181765
2023-10-23,56.8661497962126
2023-10-24,52.861491359859606
2023-10-25,50.458696298047805
2023-10-26,44.852174487153604
2023-10-27,39.245652676259404
2023-10-28,18.4214288072238
2023-10-29,20.824223869035603
2023-10-30,56.065218108942005
2023-10-31,49.6577646107772
2023-11-01,53.662423047130204
2023-11-02,48.8568329235066
2023-11-03,42.4493794253418
2023-11-04,18.4214288072238
2023-11-05,24.8288823053886
2023-11-06,57.6670814834832
2023-11-07,56.065218108942005
2023-11-08,52.861491359859606
2023-11-09,48.055901236236004
2023-11-10,35.2409942399064
2023-11-11,18.4214288072238
2023-11-12,20.824223869035603
2023-11-13,53.662423047130204
2023-11-14,49.6577646107772
2023-11-15,50.458696298047805
2023-11-16,45.6531061744242
2023-11-17,39.245652676259404
2023-11-18,19.222360494494403
2023-11-19,19.222360494494403
2023-11-20,43.2503111126124
2023-11-21,39.245652676259404
2023-11-22,30.4354041162828
2023-11-23,14.4167703708708
2023-11-24,16.8195654326826
2023-11-25,17.6204971199532
2023-11-26,24.8288823053886
2023-11-27,58.46801317075381
2023-11-28,53.662423047130204
2023-11-29,53.662423047130204
2023-11-30,46.4540378616948
2023-12-01,40.8475160508006
2023-12-02,20.824223869035603
2023-12-03,24.027950618118002
2023-12-04,57.6670814834832
2023-12-05,52.060559672589
2023-12-06,49.6577646107772
2023-12-07,49.6577646107772
2023-12-08,48.055901236236004
2023-12-09,23.2270189308474
2023-12-10,23.2270189308474
2023-12-11,56.065218108942005
2023-12-12,53.662423047130204
2023-12-13,57.6670814834832
2023-12-14,40.8475160508006
2023-12-15,34.4400625526358
2023-12-16,18.4214288072238
2023-12-17,19.222360494494403
2023-12-18,43.2503111126124
2023-12-19,37.6437893017182
2023-12-20,38.444720988988806
2023-12-21,33.6391308653652
2023-12-22,25.27384435387227
2023-12-23,16.185494513593376
2023-12-24,13.026263969359343
2023-12-25,13.426729812994644
2023-12-26,28.032609054471003
2023-12-27,29.61222432658802
2023-12-28,32.771454870822055
2023-12-29,28.032609054471003
2023-12-30,20.134532693885916
2023-12-31,20.134532693885916
2024-01-01,28.822416690529508
2024-01-02,56.85502574500052
2024-01-03,57.24436753742372
2024-01-04,55.27541047288349
2024-01-05,49.357415228050726
2024-01-06,27.242801418412494
2024-01-07,29.61222432658802
2024-01-08,61.59387156135156
2024-01-09,59.22444865317604
2024-01-10,59.61379044559925
2024-01-11,56.065218108942005
2024-01-12,46.5875264762399
2024-01-13,24.873378510236968
2024-01-14,22.503955602061446
2024-01-15,41.45933886746565
2024-01-16,62.383679197410075
2024-01-17,62.383679197410075
2024-01-18,56.85502574500052
2024-01-19,48.167141748356926
2024-01-20,25.663186146295477
2024-01-21,28.032609054471003
2024-01-22,62.29468678771334
2024-01-23,58.401268863481256
2024-01-24,61.516003202866926
2024-01-25,52.95048376955634
2024-01-26,49.83574943017067
2024-01-27,26.47524188477817
2024-01-28,28.81129263931742
2024-01-29,63.07337037255976
2024-01-30,59.95863603317409
2024-01-31,59.95863603317409
2024-02-01,56.843901693788425
2024-02-02,49.83574943017067
2024-02-03,25.696558299931752
2024-02-04,29.589976224163838
2024-02-05,62.29468678771334
2024-02-06,59.95863603317409
2024-02-07,56.843901693788425
2024-02-08,52.95048376955634
2024-02-09,47.49969867563142
2024-02-10,22.581823960546085
2024-02-11,24.13919113023892
2024-02-12,53.729167354402755
2024-02-13,57.62258527863484
2024-02-14,54.507850939249174
2024-02-15,55.286534524095586
2024-02-16,47.49969867563142
2024-02-17,21.024456790853254
2024-02-18,24.917874715085336
2024-02-19,48.27838226047784
2024-02-20,63.07337037255976
2024-02-21,58.401268863481256
2024-02-22,54.507850939249174
2024-02-23,45.16364792109217
2024-02-24,24.917874715085336
2024-02-25,26.47524188477817
2024-02-26,59.95863603317409
2024-02-27,58.401268863481256
2024-02-28,52.17180018470992
2024-02-29,47.49969867563142
2024-03-01,44.38496433624576
2024-03-02,23.3605075453925
2024-03-03,24.917874715085336
2024-03-04,57.62258527863484
2024-03-05,52.17180018470992
2024-03-06,52.17180018470992
2024-03-07,46.721015090785
2024-03-08,40.49154641201367
2024-03-09,24.13919113023892
2024-03-10,21.80314037569967
2024-03-11,53.729167354402755
2024-03-12,50.61443301501709
2024-03-13,45.94233150593859
2024-03-14,43.60628075139934
2024-03-15,38.15549565747442
2024-03-16,21.024456790853254
2024-03-17,23.3605075453925
2024-03-18,55.286534524095586
2024-03-19,51.393116599863504
2024-03-20,49.83574943017067
2024-03-21,45.94233150593859
2024-03-22,37.376812072628006
2024-03-23,20.245773206006834
2024-03-24,22.581823960546085
2024-03-25,50.61443301501709
2024-03-26,51.393116599863504
2024-03-27,46.721015090785
2024-03-28,45.94233150593859
2024-03-29,31.92602697870309
2024-03-30,19.46708962116042
2024-03-31,19.46708962116042
2024-04-01,56.065218108942005
2024-04-02,53.729167354402755
2024-04-03,49.05706584532425
2024-04-04,45.16364792109217
2024-04-05,40.49154641201367
2024-04-06,20.245773206006834
2024-04-07,21.024456790853254
2024-04-08,48.27838226047784
2024-04-09,49.83574943017067
2024-04-10,49.83574943017067
2024-04-11,46.721015090785
2024-04-12,39.71286282716726
2024-04-13,19.46708962116042
2024-04-14,22.581823960546085
2024-04-15,52.17180018470992
2024-04-16,50.61443301501709
2024-04-17,46.721015090785
2024-04-18,47.49969867563142
2024-04-19,38.93417924232084
2024-04-20,18.688406036314003
2024-04-21,23.3605075453925
2024-04-22,54.507850939249174
2024-04-23,51.393116599863504
2024-04-24,48.27838226047784
2024-04-25,47.49969867563142
2024-04-26,37.376812072628006
2024-04-27,19.46708962116042
2024-04-28,23.3605075453925
2024-04-29,52.17180018470992
2024-04-30,49.83574943017067
2024-05-01,49.83574943017067
2024-05-02,44.38496433624576
2024-05-03,41.27022999686009
2024-05-04,20.245773206006834
2024-05-05,21.80314037569967
2024-05-06,49.83574943017067
2024-05-07,45.94233150593859
2024-05-08,45.94233150593859
2024-05-09,45.16364792109217
2024-05-10,35.81944490293517
2024-05-11,18.688406036314003
2024-05-12,21.024456790853254
2024-05-13,51.393116599863504
2024-05-14,46.721015090785
2024-05-15,46.721015090785
2024-05-16,44.38496433624576
2024-05-17,39.71286282716726
2024-05-18,20.245773206006834
2024-05-19,22.581823960546085
2024-05-20,50.61443301501709
2024-05-21,46.721015090785
2024-05-22,46.721015090785
2024-05-23,45.94233150593859
2024-05-24,38.15549565747442
2024-05-25,18.688406036314003
2024-05-26,19.46708962116042
2024-05-27,25.696558299931752
2024-05-28,52.95048376955634
2024-05-29,48.27838226047784
2024-05-30,47.49969867563142
2024-05-31,38.93417924232084
2024-06-01,21.024456790853254
2024-06-02,24.13919113023892
2024-06-03,55.286534524095586
2024-06-04,49.83574943017067
2024-06-05,49.05706584532425
2024-06-06,45.94233150593859
2024-06-07,37.376812072628006
2024-06-08,18.688406036314003
2024-06-09,21.80314037569967
2024-06-10,50.61443301501709
2024-06-11,49.05706584532425
2024-06-12,47.49969867563142
2024-06-13,41.27022999686009
2024-06-14,35.040761318088755
2024-06-15,18.688406036314003
2024-06-16,20.245773206006834
2024-06-17,48.27838226047784
2024-06-18,43.60628075139934
2024-06-19,35.81944490293517
2024-06-20,42.04891358170651
2024-06-21,36.59812848778159
2024-06-22,17.131038866621168
2024-06-23,19.46708962116042
2024-06-24,46.721015090785
2024-06-25,45.94233150593859
2024-06-26,43.60628075139934
2024-06-27,40.49154641201367
2024-06-28,35.81944490293517
2024-06-29,17.131038866621168
2024-06-30,19.46708962116042
2024-07-01,45.94233150593859
2024-07-02,41.27022999686009
2024-07-03,38.15549565747442
2024-07-04,17.909722451467584
2024-07-05,26.47524188477817
2024-07-06,17.909722451467584
2024-07-07,20.245773206006834
2024-07-08,49.83574943017067
2024-07-09,44.38496433624576
2024-07-10,45.16364792109217
2024-07-11,40.49154641201367
2024-07-12,35.040761318088755
2024-07-13,21.024456790853254
2024-07-14,18.688406036314003
2024-07-15,45.16364792109217
2024-07-16,44.38496433624576
2024-07-17,45.16364792109217
2024-07-18,42.04891358170651
2024-07-19,35.040761318088755
2024-07-20,19.46708962116042
2024-07-21,21.024456790853254
2024-07-22,49.83574943017067
2024-07-23,47.49969867563142
2024-07-24,45.94233150593859
2024-07-25,44.38496433624576
2024-07-26,35.81944490293517
2024-07-27,19.46708962116042
2024-07-28,21.80314037569967
2024-07-29,49.83574943017067
2024-07-30,49.83574943017067
2024-07-31,45.94233150593859
2024-08-01,47.49969867563142
2024-08-02,40.49154641201367
2024-08-03,22.581823960546085
2024-08-04,25.696558299931752
2024-08-05,52.95048376955634
2024-08-06,51.393116599863504
2024-08-07,51.393116599863504
2024-08-08,49.83574943017067
2024-08-09,43.60628075139934
2024-08-10,22.581823960546085
2024-08-11,27.253925469624587
2024-08-12,62.29468678771334
2024-08-13,59.95863603317409
2024-08-14,56.843901693788425
2024-08-15,54.507850939249174
2024-08-16,46.721015090785
2024-08-17,26.47524188477817
2024-08-18,35.040761318088755
2024-08-19,70.47086442860072
2024-08-20,66.96678829679185
2024-08-21,68.91349725890788
2024-08-22,62.68402858013655
2024-08-23,54.118509146825964
2024-08-24,29.589976224163838
2024-08-25,40.49154641201367
2024-08-26,77.86835848464167
2024-08-27,75.92164952252563
2024-08-28,66.96678829679185
2024-08-29,67.74547188163825
2024-08-30,50.61443301501709
2024-08-31,26.47524188477817
2024-09-01,28.032609054471003
2024-09-02,41.27022999686009
2024-09-03,73.97494056040959
2024-09-04,74.75362414525601
2024-09-05,69.6921808437543
2024-09-06,54.507850939249174
2024-09-07,26.47524188477817
2024-09-08,31.14734339385667
2024-09-09,70.86020622102393
2024-09-10,64.63073754225259
2024-09-11,59.179952448327676
2024-09-12,59.56929424075088
2024-09-13,49.05706584532425
2024-09-14,22.581823960546085
2024-09-15,28.032609054471003
2024-09-16,61.905344995290136
2024-09-17,59.179952448327676
2024-09-18,58.401268863481256
2024-09-19,53.729167354402755
2024-09-20,44.38496433624576
2024-09-21,25.696558299931752
2024-09-22,29.589976224163838
2024-09-23,62.29468678771334
2024-09-24,58.401268863481256
