Time,ulta
2022-09-27,51.46666666666667
2022-09-28,51.93333333333334
2022-09-29,57.4
2022-09-30,65.6
2022-10-01,79.26666666666667
2022-10-02,82.0
2022-10-03,62.86666666666667
2022-10-04,62.86666666666667
2022-10-05,60.13333333333333
2022-10-06,57.4
2022-10-07,68.33333333333333
2022-10-08,84.73333333333333
2022-10-09,82.0
2022-10-10,62.86666666666667
2022-10-11,60.13333333333333
2022-10-12,60.13333333333333
2022-10-13,57.4
2022-10-14,68.33333333333333
2022-10-15,73.8
2022-10-16,73.8
2022-10-17,60.13333333333333
2022-10-18,57.4
2022-10-19,68.33333333333333
2022-10-20,57.4
2022-10-21,65.6
2022-10-22,79.26666666666667
2022-10-23,82.0
2022-10-24,57.4
2022-10-25,54.66666666666667
2022-10-26,60.13333333333333
2022-10-27,62.86666666666667
2022-10-28,65.6
2022-10-29,82.0
2022-10-30,76.53333333333333
2022-10-31,54.66666666666667
2022-11-01,51.93333333333334
2022-11-02,57.4
2022-11-03,65.6
2022-11-04,73.8
2022-11-05,84.73333333333333
2022-11-06,82.0
2022-11-07,62.86666666666667
2022-11-08,57.4
2022-11-09,54.66666666666667
2022-11-10,65.6
2022-11-11,79.26666666666667
2022-11-12,87.46666666666667
2022-11-13,90.2
2022-11-14,71.06666666666666
2022-11-15,71.06666666666666
2022-11-16,68.33333333333333
2022-11-17,76.53333333333333
2022-11-18,79.26666666666667
2022-11-19,101.13333333333334
2022-11-20,147.6
2022-11-21,101.13333333333334
2022-11-22,101.13333333333334
2022-11-23,117.53333333333333
2022-11-24,125.73333333333333
2022-11-25,273.3333333333333
2022-11-26,172.20000000000002
2022-11-27,131.2
2022-11-28,133.93333333333334
2022-11-29,103.86666666666667
2022-11-30,79.26666666666667
2022-12-01,87.46666666666667
2022-12-02,90.2
2022-12-03,101.13333333333334
2022-12-04,112.06666666666666
2022-12-05,87.46666666666667
2022-12-06,84.73333333333333
2022-12-07,82.0
2022-12-08,92.93333333333334
2022-12-09,92.93333333333334
2022-12-10,117.53333333333333
2022-12-11,128.46666666666667
2022-12-12,92.93333333333334
2022-12-13,90.2
2022-12-14,90.2
2022-12-15,98.4
2022-12-16,117.53333333333333
2022-12-17,133.93333333333334
2022-12-18,136.66666666666666
2022-12-19,125.73333333333333
2022-12-20,128.46666666666667
2022-12-21,133.93333333333334
2022-12-22,147.6
2022-12-23,153.06666666666666
2022-12-24,169.46666666666667
2022-12-25,92.93333333333334
2022-12-26,153.06666666666666
2022-12-27,128.46666666666667
2022-12-28,117.53333333333333
2022-12-29,117.53333333333333
2022-12-30,123.0
2022-12-31,123.0
2023-01-01,106.60000000000001
2023-01-02,109.33333333333334
2023-01-03,82.0
2023-01-04,79.26666666666667
2023-01-05,79.26666666666667
2023-01-06,82.0
2023-01-07,103.86666666666667
2023-01-08,101.13333333333334
2023-01-09,71.06666666666666
2023-01-10,65.6
2023-01-11,68.33333333333333
2023-01-12,65.6
2023-01-13,76.53333333333333
2023-01-14,95.66666666666667
2023-01-15,95.66666666666667
2023-01-16,87.46666666666667
2023-01-17,65.6
2023-01-18,62.86666666666667
2023-01-19,62.86666666666667
2023-01-20,71.06666666666666
2023-01-21,87.46666666666667
2023-01-22,90.2
2023-01-23,65.6
2023-01-24,51.93333333333334
2023-01-25,57.4
2023-01-26,60.13333333333333
2023-01-27,71.06666666666666
2023-01-28,90.2
2023-01-29,87.46666666666667
2023-01-30,60.13333333333333
2023-01-31,60.13333333333333
2023-02-01,62.86666666666667
2023-02-02,65.6
2023-02-03,68.33333333333333
2023-02-04,95.66666666666667
2023-02-05,90.2
2023-02-06,60.13333333333333
2023-02-07,57.4
2023-02-08,57.4
2023-02-09,62.86666666666667
2023-02-10,71.06666666666666
2023-02-11,92.93333333333334
2023-02-12,87.46666666666667
2023-02-13,57.4
2023-02-14,65.6
2023-02-15,57.4
2023-02-16,68.33333333333333
2023-02-17,73.8
2023-02-18,95.66666666666667
2023-02-19,95.66666666666667
2023-02-20,79.26666666666667
2023-02-21,60.13333333333333
2023-02-22,57.4
2023-02-23,68.33333333333333
2023-02-24,73.8
2023-02-25,87.46666666666667
2023-02-26,90.2
2023-02-27,62.86666666666667
2023-02-28,57.4
2023-03-01,62.86666666666667
2023-03-02,65.6
2023-03-03,68.33333333333333
2023-03-04,90.2
2023-03-05,95.66666666666667
2023-03-06,65.6
2023-03-07,65.6
2023-03-08,76.53333333333333
2023-03-09,76.53333333333333
2023-03-10,76.53333333333333
2023-03-11,101.13333333333334
2023-03-12,106.60000000000001
2023-03-13,82.0
2023-03-14,73.8
2023-03-15,79.26666666666667
2023-03-16,76.53333333333333
2023-03-17,82.0
2023-03-18,101.13333333333334
2023-03-19,112.06666666666666
2023-03-20,73.8
2023-03-21,68.33333333333333
2023-03-22,62.86666666666667
2023-03-23,68.33333333333333
2023-03-24,79.26666666666667
2023-03-25,101.13333333333334
2023-03-26,98.4
2023-03-27,65.6
2023-03-28,65.6
2023-03-29,68.33333333333333
2023-03-30,68.33333333333333
2023-03-31,79.26666666666667
2023-04-01,98.4
2023-04-02,101.13333333333334
2023-04-03,65.6
2023-04-04,60.13333333333333
2023-04-05,60.13333333333333
2023-04-06,68.33333333333333
2023-04-07,84.73333333333333
2023-04-08,92.93333333333334
2023-04-09,92.93333333333334
2023-04-10,71.06666666666666
2023-04-11,65.6
2023-04-12,68.33333333333333
2023-04-13,68.33333333333333
2023-04-14,79.26666666666667
2023-04-15,90.2
2023-04-16,92.93333333333334
2023-04-17,57.4
2023-04-18,60.13333333333333
2023-04-19,60.13333333333333
2023-04-20,73.8
2023-04-21,71.06666666666666
2023-04-22,87.46666666666667
2023-04-23,84.73333333333333
2023-04-24,60.13333333333333
2023-04-25,57.4
2023-04-26,60.382707215265356
2023-04-27,60.382707215265356
2023-04-28,67.51431127012522
2023-04-29,84.80912343470483
2023-04-30,87.69159212880143
2023-05-01,64.63184257602862
2023-05-02,60.382707215265356
2023-05-03,60.382707215265356
2023-05-04,69.03011329755515
2023-05-05,70.39677996422182
2023-05-06,81.92665474060823
2023-05-07,84.80912343470483
2023-05-08,61.74937388193202
2023-05-09,61.74937388193202
2023-05-10,63.26517590936196
2023-05-11,73.27924865831842
2023-05-12,79.04418604651163
2023-05-13,94.82319618366131
2023-05-14,91.9407274895647
2023-05-15,64.63184257602862
2023-05-16,63.26517590936196
2023-05-17,66.14764460345856
2023-05-18,67.51431127012522
2023-05-19,76.16171735241502
2023-05-20,89.0582587954681
2023-05-21,81.92665474060823
2023-05-22,57.500238521168754
2023-05-23,58.86690518783542
2023-05-24,57.500238521168754
2023-05-25,66.14764460345856
2023-05-26,72.75849731663685
2023-05-27,84.88491353607633
2023-05-28,78.82170542635659
2023-05-29,84.88491353607633
2023-05-30,63.66368515205725
2023-05-31,60.63208109719738
2023-06-01,72.75849731663685
2023-06-02,75.79010137149672
2023-06-03,87.9165175909362
2023-06-04,81.85330948121646
2023-06-05,57.60047704233751
2023-06-06,60.63208109719738
2023-06-07,66.69528920691711
2023-06-08,66.69528920691711
2023-06-09,78.82170542635659
2023-06-10,78.82170542635659
2023-06-11,78.82170542635659
2023-06-12,63.66368515205725
2023-06-13,60.63208109719738
2023-06-14,63.66368515205725
2023-06-15,66.69528920691711
2023-06-16,72.75849731663685
2023-06-17,84.88491353607633
2023-06-18,72.75849731663685
2023-06-19,66.69528920691711
2023-06-20,60.63208109719738
2023-06-21,60.63208109719738
2023-06-22,63.66368515205725
2023-06-23,75.79010137149672
2023-06-24,81.85330948121646
2023-06-25,84.88491353607633
2023-06-26,75.79010137149672
2023-06-27,72.75849731663685
2023-06-28,69.72689326177698
2023-06-29,66.69528920691711
2023-06-30,78.82170542635659
2023-07-01,87.9165175909362
2023-07-02,81.85330948121646
2023-07-03,72.75849731663685
2023-07-04,75.79010137149672
2023-07-05,57.60047704233751
2023-07-06,66.69528920691711
2023-07-07,75.79010137149672
2023-07-08,87.9165175909362
2023-07-09,81.85330948121646
2023-07-10,63.66368515205725
2023-07-11,69.72689326177698
2023-07-12,69.72689326177698
2023-07-13,66.69528920691711
2023-07-14,72.75849731663685
2023-07-15,78.82170542635659
2023-07-16,81.85330948121646
2023-07-17,57.60047704233751
2023-07-18,60.63208109719738
2023-07-19,60.63208109719738
2023-07-20,60.63208109719738
2023-07-21,60.63208109719738
2023-07-22,72.75849731663685
2023-07-23,72.75849731663685
2023-07-24,54.56887298747764
2023-07-25,60.63208109719738
2023-07-26,60.63208109719738
2023-07-27,63.66368515205725
2023-07-28,69.72689326177698
2023-07-29,78.82170542635659
2023-07-30,75.79010137149672
2023-07-31,63.66368515205725
2023-08-01,66.69528920691711
2023-08-02,66.69528920691711
2023-08-03,72.75849731663685
2023-08-04,72.75849731663685
2023-08-05,78.82170542635659
2023-08-06,81.85330948121646
2023-08-07,57.60047704233751
2023-08-08,60.63208109719738
2023-08-09,57.60047704233751
2023-08-10,60.63208109719738
2023-08-11,69.72689326177698
2023-08-12,81.85330948121646
2023-08-13,81.85330948121646
2023-08-14,60.63208109719738
2023-08-15,66.69528920691711
2023-08-16,60.63208109719738
2023-08-17,60.63208109719738
2023-08-18,78.82170542635659
2023-08-19,84.88491353607633
2023-08-20,81.85330948121646
2023-08-21,57.60047704233751
2023-08-22,63.66368515205725
2023-08-23,66.69528920691711
2023-08-24,63.66368515205725
2023-08-25,75.79010137149672
2023-08-26,90.94812164579606
2023-08-27,103.07453786523554
2023-08-28,66.69528920691711
2023-08-29,63.66368515205725
2023-08-30,60.63208109719738
2023-08-31,69.72689326177698
2023-09-01,87.9165175909362
2023-09-02,90.94812164579606
2023-09-03,97.0113297555158
2023-09-04,100.04293381037567
2023-09-05,60.63208109719738
2023-09-06,57.60047704233751
2023-09-07,63.66368515205725
2023-09-08,63.66368515205725
2023-09-09,87.9165175909362
2023-09-10,81.85330948121646
2023-09-11,57.60047704233751
2023-09-12,54.56887298747764
2023-09-13,57.60047704233751
2023-09-14,66.69528920691711
2023-09-15,72.75849731663685
2023-09-16,90.94812164579606
2023-09-17,84.88491353607633
2023-09-18,51.53726893261777
2023-09-19,51.53726893261777
2023-09-20,54.56887298747764
2023-09-21,57.60047704233751
2023-09-22,63.66368515205725
2023-09-23,84.88491353607633
2023-09-24,84.88491353607633
2023-09-25,60.63208109719738
2023-09-26,57.60047704233751
2023-09-27,54.56887298747764
2023-09-28,57.60047704233751
2023-09-29,72.75849731663685
2023-09-30,90.94812164579606
2023-10-01,90.94812164579606
2023-10-02,60.63208109719738
2023-10-03,57.60047704233751
2023-10-04,57.60047704233751
2023-10-05,60.63208109719738
2023-10-06,69.72689326177698
2023-10-07,87.9165175909362
2023-10-08,78.82170542635659
2023-10-09,69.72689326177698
2023-10-10,60.63208109719738
2023-10-11,54.56887298747764
2023-10-12,57.60047704233751
2023-10-13,63.66368515205725
2023-10-14,72.75849731663685
2023-10-15,75.79010137149672
2023-10-16,48.5056648777579
2023-10-17,51.53726893261777
2023-10-18,54.56887298747764
2023-10-19,57.60047704233751
2023-10-20,60.63208109719738
2023-10-21,87.9165175909362
2023-10-22,87.9165175909362
2023-10-23,54.56887298747764
2023-10-24,57.60047704233751
2023-10-25,57.60047704233751
2023-10-26,60.63208109719738
2023-10-27,69.72689326177698
2023-10-28,78.82170542635659
2023-10-29,78.82170542635659
2023-10-30,54.56887298747764
2023-10-31,51.53726893261777
2023-11-01,54.56887298747764
2023-11-02,63.66368515205725
2023-11-03,75.79010137149672
2023-11-04,90.94812164579606
2023-11-05,93.97972570065593
2023-11-06,69.72689326177698
2023-11-07,72.75849731663685
2023-11-08,69.72689326177698
2023-11-09,72.75849731663685
2023-11-10,87.9165175909362
2023-11-11,103.07453786523554
2023-11-12,106.10614192009541
2023-11-13,75.79010137149672
2023-11-14,69.72689326177698
2023-11-15,78.82170542635659
2023-11-16,78.82170542635659
2023-11-17,87.9165175909362
2023-11-18,109.13774597495528
2023-11-19,142.48539057841384
2023-11-20,103.07453786523554
2023-11-21,106.10614192009541
2023-11-22,124.29576624925463
2023-11-23,136.4221824686941
2023-11-24,303.16040548598687
2023-11-25,187.95945140131187
2023-11-26,145.5169946332737
2023-11-27,139.45378652355396
2023-11-28,112.16935002981515
2023-11-29,84.88491353607633
2023-11-30,78.82170542635659
2023-12-01,97.0113297555158
2023-12-02,112.16935002981515
2023-12-03,109.13774597495528
2023-12-04,90.94812164579606
2023-12-05,87.9165175909362
2023-12-06,84.88491353607633
2023-12-07,87.9165175909362
2023-12-08,100.04293381037567
2023-12-09,118.23255813953489
2023-12-10,127.3273703041145
2023-12-11,97.0113297555158
2023-12-12,93.97972570065593
2023-12-13,93.97972570065593
2023-12-14,103.07453786523554
2023-12-15,115.20095408467502
2023-12-16,142.48539057841384
2023-12-17,145.5169946332737
2023-12-18,115.20095408467502
2023-12-19,121.26416219439476
2023-12-20,127.3273703041145
2023-12-21,139.45378652355396
2023-12-22,166.1802364104134
2023-12-23,199.8153734510588
2023-12-24,181.7410417188177
2023-12-25,96.39643590528581
2023-12-26,151.6171554984159
2023-12-27,127.51804652209447
2023-12-28,115.46849203393373
2023-12-29,130.03157294593123
2023-12-30,130.03157294593123
2023-12-31,124.00679570185088
2024-01-01,105.93246396960978
2024-01-02,91.36938305761228
2024-01-03,81.83335499328831
2024-01-04,84.34688141712509
2024-01-05,85.34460581353193
2024-01-06,93.88290948144905
2024-01-07,96.39643590528581
2024-01-08,69.7838005051276
2024-01-09,55.2207195931301
2024-01-10,62.7612988646404
2024-01-11,69.7838005051276
2024-01-12,74.81085335280113
2024-01-13,75.80857774920796
2024-01-14,94.88063387785587
2024-01-15,80.83563059688149
2024-01-16,57.734246016966864
2024-01-17,57.734246016966864
2024-01-18,57.734246016966864
2024-01-19,67.27027408129084
2024-01-20,92.88518508504222
2024-01-21,89.79519567661484
2024-01-22,65.84981016285089
2024-01-23,55.872566198782565
2024-01-24,57.868014991596226
2024-01-25,59.863463784409895
2024-01-26,65.84981016285089
2024-01-27,93.78609326224216
2024-01-28,89.79519567661484
2024-01-29,57.868014991596226
2024-01-30,53.8771174059689
2024-01-31,55.872566198782565
2024-02-01,59.863463784409895
2024-02-02,63.85436137003722
2024-02-03,91.7906444694285
2024-02-04,91.7906444694285
2024-02-05,53.8771174059689
2024-02-06,51.88166861315524
2024-02-07,57.868014991596226
2024-02-08,57.868014991596226
2024-02-09,69.84070774847821
2024-02-10,85.80429809098752
2024-02-11,77.82250291973286
2024-02-12,47.89077102752791
2024-02-13,61.858912577223556
2024-02-14,63.85436137003722
2024-02-15,59.863463784409895
2024-02-16,71.83615654129187
2024-02-17,91.7906444694285
2024-02-18,97.77699084786948
2024-02-19,81.81340050536018
2024-02-20,59.863463784409895
2024-02-21,55.872566198782565
2024-02-22,61.858912577223556
2024-02-23,71.83615654129187
2024-02-24,85.80429809098752
2024-02-25,87.79974688380118
2024-02-26,55.872566198782565
2024-02-27,51.88166861315524
2024-02-28,53.8771174059689
2024-02-29,57.868014991596226
2024-03-01,71.83615654129187
2024-03-02,93.78609326224216
2024-03-03,93.78609326224216
2024-03-04,61.858912577223556
2024-03-05,57.868014991596226
2024-03-06,59.863463784409895
2024-03-07,65.84981016285089
2024-03-08,83.80884929817385
2024-03-09,121.72237636163345
2024-03-10,111.74513239756513
2024-03-11,73.83160533410553
2024-03-12,73.83160533410553
2024-03-13,71.83615654129187
2024-03-14,71.83615654129187
2024-03-15,81.81340050536018
2024-03-16,95.78154205505582
2024-03-17,93.78609326224216
2024-03-18,61.858912577223556
2024-03-19,61.858912577223556
2024-03-20,57.868014991596226
2024-03-21,61.858912577223556
2024-03-22,67.84525895566455
2024-03-23,89.79519567661484
2024-03-24,93.78609326224216
2024-03-25,57.868014991596226
2024-03-26,59.863463784409895
2024-03-27,55.872566198782565
2024-03-28,67.84525895566455
2024-03-29,87.79974688380118
2024-03-30,91.7906444694285
2024-03-31,91.7906444694285
2024-04-01,63.85436137003722
2024-04-02,53.8771174059689
2024-04-03,59.863463784409895
2024-04-04,61.858912577223556
2024-04-05,69.84070774847821
2024-04-06,93.78609326224216
2024-04-07,87.79974688380118
2024-04-08,51.88166861315524
2024-04-09,55.872566198782565
2024-04-10,61.858912577223556
2024-04-11,63.85436137003722
2024-04-12,69.84070774847821
2024-04-13,85.80429809098752
2024-04-14,87.79974688380118
2024-04-15,57.868014991596226
2024-04-16,59.863463784409895
2024-04-17,59.863463784409895
2024-04-18,61.858912577223556
2024-04-19,71.83615654129187
2024-04-20,83.80884929817385
2024-04-21,85.80429809098752
2024-04-22,57.868014991596226
2024-04-23,55.872566198782565
2024-04-24,59.863463784409895
2024-04-25,57.868014991596226
2024-04-26,65.84981016285089
2024-04-27,79.81795171254652
2024-04-28,73.83160533410553
2024-04-29,49.88621982034157
2024-04-30,55.872566198782565
2024-05-01,57.868014991596226
2024-05-02,57.868014991596226
2024-05-03,65.84981016285089
2024-05-04,79.81795171254652
2024-05-05,75.8270541269192
2024-05-06,61.858912577223556
2024-05-07,53.8771174059689
2024-05-08,55.872566198782565
2024-05-09,63.85436137003722
2024-05-10,77.82250291973286
2024-05-11,93.78609326224216
2024-05-12,95.78154205505582
2024-05-13,57.868014991596226
2024-05-14,53.8771174059689
2024-05-15,53.8771174059689
2024-05-16,61.858912577223556
2024-05-17,63.85436137003722
2024-05-18,75.8270541269192
2024-05-19,77.82250291973286
2024-05-20,53.8771174059689
2024-05-21,51.88166861315524
2024-05-22,53.8771174059689
2024-05-23,55.872566198782565
2024-05-24,65.84981016285089
2024-05-25,73.83160533410553
2024-05-26,75.8270541269192
2024-05-27,73.83160533410553
2024-05-28,51.88166861315524
2024-05-29,53.8771174059689
2024-05-30,63.85436137003722
2024-05-31,63.85436137003722
2024-06-01,75.8270541269192
2024-06-02,75.8270541269192
2024-06-03,53.8771174059689
2024-06-04,55.872566198782565
2024-06-05,55.872566198782565
2024-06-06,61.858912577223556
2024-06-07,71.83615654129187
2024-06-08,75.8270541269192
2024-06-09,73.83160533410553
2024-06-10,57.868014991596226
2024-06-11,59.863463784409895
2024-06-12,57.868014991596226
2024-06-13,59.863463784409895
2024-06-14,67.84525895566455
2024-06-15,81.81340050536018
2024-06-16,73.83160533410553
2024-06-17,57.868014991596226
2024-06-18,59.863463784409895
2024-06-19,65.84981016285089
2024-06-20,61.858912577223556
2024-06-21,69.84070774847821
2024-06-22,79.81795171254652
2024-06-23,89.79519567661484
2024-06-24,63.85436137003722
2024-06-25,65.84981016285089
2024-06-26,59.863463784409895
2024-06-27,61.858912577223556
2024-06-28,71.83615654129187
2024-06-29,75.8270541269192
2024-06-30,79.81795171254652
2024-07-01,67.84525895566455
2024-07-02,61.858912577223556
2024-07-03,69.84070774847821
2024-07-04,77.82250291973286
2024-07-05,65.84981016285089
2024-07-06,69.84070774847821
2024-07-07,73.83160533410553
2024-07-08,59.863463784409895
2024-07-09,61.858912577223556
2024-07-10,59.863463784409895
2024-07-11,65.84981016285089
2024-07-12,69.84070774847821
2024-07-13,69.84070774847821
2024-07-14,63.85436137003722
2024-07-15,57.868014991596226
2024-07-16,59.863463784409895
2024-07-17,61.858912577223556
2024-07-18,57.868014991596226
2024-07-19,71.83615654129187
2024-07-20,71.83615654129187
2024-07-21,71.83615654129187
2024-07-22,55.872566198782565
2024-07-23,59.863463784409895
2024-07-24,57.868014991596226
2024-07-25,59.863463784409895
2024-07-26,61.858912577223556
2024-07-27,69.84070774847821
2024-07-28,69.84070774847821
2024-07-29,61.858912577223556
2024-07-30,57.868014991596226
2024-07-31,61.858912577223556
2024-08-01,61.858912577223556
2024-08-02,69.84070774847821
2024-08-03,71.83615654129187
2024-08-04,73.83160533410553
2024-08-05,53.8771174059689
2024-08-06,55.872566198782565
2024-08-07,59.863463784409895
2024-08-08,55.872566198782565
2024-08-09,63.85436137003722
2024-08-10,75.8270541269192
2024-08-11,81.81340050536018
2024-08-12,53.8771174059689
2024-08-13,57.868014991596226
2024-08-14,65.84981016285089
2024-08-15,73.83160533410553
2024-08-16,67.84525895566455
2024-08-17,83.80884929817385
2024-08-18,82.55084897226959
2024-08-19,59.8634637844099
2024-08-20,54.267531300215055
2024-08-21,58.865739388003064
2024-08-22,52.96615165272789
2024-08-23,67.75850031249874
2024-08-24,77.95264088448158
2024-08-25,80.25174492837559
2024-08-26,54.267531300215055
2024-08-27,51.96842725632106
2024-08-28,55.26525569662189
2024-08-29,59.8634637844099
2024-08-30,81.24946932478241
2024-08-31,93.74271394065926
2024-09-01,101.63775046874811
2024-09-02,96.04181798455326
2024-09-03,62.1625678283039
2024-09-04,57.56435974051589
2024-09-05,59.8634637844099
2024-09-06,65.45939626860473
2024-09-07,93.74271394065926
2024-09-08,90.44588550035843
2024-09-09,55.26525569662189
2024-09-10,54.267531300215055
2024-09-11,55.26525569662189
2024-09-12,57.56435974051589
2024-09-13,70.05760435639274
2024-09-14,90.44588550035843
2024-09-15,82.55084897226959
2024-09-16,55.26525569662189
2024-09-17,54.65794519446121
2024-09-18,52.05518589948687
2024-09-19,57.260704489435554
2024-09-20,70.27450096430728
2024-09-21,75.48001955425596
2024-09-22,75.48001955425596
2024-09-23,49.452426604512524
2024-09-24,44.246908014563836
2024-09-25,46.849667309538184
2024-09-26,52.05518589948687
2024-09-27,57.260704489435554
2024-09-28,75.48001955425596
2024-09-29,80.68553814420464
2024-09-30,49.452426604512524
2024-10-01,54.65794519446121
2024-10-02,57.260704489435554
2024-10-03,59.8634637844099
2024-10-04,65.06898237435858
2024-10-05,78.08277884923031
2024-10-06,83.28829743917899
2024-10-07,52.05518589948687
2024-10-08,52.05518589948687
2024-10-09,52.05518589948687
2024-10-10,54.65794519446121
2024-10-11,62.46622307938424
2024-10-12,83.28829743917899
2024-10-13,78.08277884923031
2024-10-14,59.8634637844099
