Time,electoral_votes
2024-10-01,0.0
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,0.0
2024-10-08,0.0
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,0.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,0.0
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,1.0
2024-10-22,1.0
2024-10-23,1.0
2024-10-24,1.0
2024-10-25,1.0
2024-10-26,1.0
2024-10-27,1.0
2024-10-28,1.0
2024-10-29,1.0
2024-10-30,1.0
2024-10-31,1.0
2024-11-01,1.0
2024-11-02,1.0
2024-11-03,3.0
2024-11-04,4.0
2024-11-05,12.0
2024-11-06,100.0
2024-11-07,8.0
2024-11-08,4.0
2024-11-09,3.0
2024-11-10,3.0
2024-11-11,1.0
2024-11-12,1.0
2024-11-13,1.0
2024-11-14,1.0
2024-11-15,0.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,0.0
2024-11-19,0.0
2024-11-20,0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,0.0
2024-12-03,0.0
2024-12-04,0.0
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,0.0
2024-12-10,0.0
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,0.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,0.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,0.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,0.0
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,0.0
2025-03-11,0.0
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,0.0
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,0.0
2025-03-27,0.0
2025-03-28,0.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,0.0
2025-04-01,0.0
2025-04-02,0.0
2025-04-03,0.0
2025-04-04,0.0
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,0.0
2025-04-08,0.0
2025-04-09,0.0
2025-04-10,0.0
2025-04-11,0.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,0.0
2025-04-15,16.0
2025-04-16,13.0
2025-04-17,14.0
2025-04-18,7.5
2025-04-19,5.0
2025-04-20,6.0
2025-04-21,11.5
2025-04-22,18.5
2025-04-23,16.5
2025-04-24,16.0
2025-04-25,15.0
2025-04-26,3.5
2025-04-27,5.0
2025-04-28,17.5
2025-04-29,19.0
2025-04-30,18.5
2025-05-01,19.0
2025-05-02,14.5
2025-05-03,8.0
2025-05-04,7.0
2025-05-05,15.0
2025-05-06,19.5
2025-05-07,18.0
2025-05-08,17.0
2025-05-09,11.0
2025-05-10,3.0
2025-05-11,3.0
2025-05-12,15.5
2025-05-13,12.5
2025-05-14,15.0
2025-05-15,29.0
2025-05-16,24.0
2025-05-17,9.0
2025-05-18,11.0
2025-05-19,23.0
2025-05-20,24.0
2025-05-21,24.0
2025-05-22,17.0
2025-05-23,19.0
2025-05-24,11.0
2025-05-25,11.0
2025-05-26,12.0
2025-05-27,17.0
2025-05-28,16.0
2025-05-29,21.0
2025-05-30,15.0
2025-05-31,6.0
2025-06-01,0.0
2025-06-02,16.0
2025-06-03,14.0
2025-06-04,14.0
2025-06-05,10.0
2025-06-06,13.0
2025-06-07,10.0
2025-06-08,16.0
2025-06-09,16.0
2025-06-10,15.0
2025-06-11,18.0
2025-06-12,20.0
2025-06-13,18.0
2025-06-14,16.0
2025-06-15,14.0
2025-06-16,14.0
2025-06-17,12.0
2025-06-18,9.0
2025-06-19,12.0
2025-06-20,9.0
2025-06-21,8.0
2025-06-22,10.0
2025-06-23,10.0
2025-06-24,10.0
2025-06-25,13.0
2025-06-26,13.0
2025-06-27,11.0
2025-06-28,9.0
2025-06-29,13.0
2025-06-30,12.0
2025-07-01,10.0
2025-07-02,9.0
2025-07-03,13.0
2025-07-04,14.0
2025-07-05,15.0
2025-07-06,17.0
2025-07-07,11.0
2025-07-08,10.0
2025-07-09,11.0
2025-07-10,10.0
2025-07-11,12.0
2025-07-12,10.0
2025-07-13,7.0
2025-07-14,7.0
2025-07-15,11.0
2025-07-16,7.0
2025-07-17,9.0
2025-07-18,13.0
2025-07-19,15.0
2025-07-20,14.0
2025-07-21,13.0
2025-07-22,12.0
2025-07-23,11.0
2025-07-24,10.0
2025-07-25,11.0
2025-07-26,10.0
2025-07-27,9.0
2025-07-28,20.0
2025-07-29,9.0
2025-07-30,19.0
2025-07-31,13.0
2025-08-01,14.0
2025-08-02,7.0
2025-08-03,11.0
2025-08-04,9.0
2025-08-05,16.0
2025-08-06,10.0
2025-08-07,13.0
2025-08-08,12.0
2025-08-09,12.0
2025-08-10,13.0
2025-08-11,12.0
2025-08-12,14.0
2025-08-13,17.0
2025-08-14,18.0
2025-08-15,15.0
2025-08-16,10.0
2025-08-17,10.0
2025-08-18,16.0
2025-08-19,11.0
2025-08-20,17.0
2025-08-21,21.0
2025-08-22,19.0
2025-08-23,9.0
2025-08-24,10.0
2025-08-25,16.0
2025-08-26,21.0
2025-08-27,19.0
2025-08-28,18.0
2025-08-29,19.0
2025-08-30,10.0
2025-08-31,13.0
2025-09-01,10.0
2025-09-02,19.0
2025-09-03,26.0
2025-09-04,23.0
2025-09-05,21.0
2025-09-06,10.0
2025-09-07,12.0
2025-09-08,26.0
2025-09-09,18.0
2025-09-10,19.0
2025-09-11,23.0
2025-09-12,24.0
2025-09-13,8.0
2025-09-14,10.0
2025-09-15,32.0
2025-09-16,26.0
2025-09-17,26.0
2025-09-18,25.0
2025-09-19,23.0
2025-09-20,10.0
2025-09-21,15.0
2025-09-22,26.0
2025-09-23,24.0
2025-09-24,32.0
2025-09-25,33.0
2025-09-26,23.0
2025-09-27,13.0
2025-09-28,14.0
2025-09-29,33.0
2025-09-30,27.0
2025-10-01,29.0
2025-10-02,33.0
2025-10-03,33.0
2025-10-04,12.0
2025-10-05,11.0
2025-10-06,30.0
2025-10-07,38.0
2025-10-08,31.0
2025-10-09,36.0
2025-10-10,29.0
2025-10-11,12.0
2025-10-12,10.0
2025-10-13,29.0
2025-10-14,38.0
2025-10-15,40.0
2025-10-16,50.0
2025-10-17,43.0
2025-10-18,18.0
2025-10-19,20.0
2025-10-20,40.0
2025-10-21,46.0
2025-10-22,47.0
2025-10-23,54.0
2025-10-24,43.0
2025-10-25,15.0
2025-10-26,18.0
2025-10-27,49.0
2025-10-28,48.0
2025-10-29,53.0
2025-10-30,54.0
2025-10-31,41.0
2025-11-01,15.0
2025-11-02,22.0
2025-11-03,48.0
2025-11-04,58.0
2025-11-05,100.0
2025-11-06,64.0
2025-11-07,53.0
2025-11-08,23.0
2025-11-09,19.0
2025-11-10,47.0
2025-11-11,32.0
2025-11-12,54.0
2025-11-13,59.0
2025-11-14,51.0
2025-11-15,15.0
2025-11-16,14.0
2025-11-17,43.0
2025-11-18,47.0
2025-11-19,48.0
2025-11-20,55.0
2025-11-21,40.0
2025-11-22,11.0
2025-11-23,13.0
2025-11-24,28.0
2025-11-25,30.0
2025-11-26,13.0
2025-11-27,10.0
2025-11-28,13.0
2025-11-29,7.0
2025-11-30,15.0
2025-12-01,39.0
2025-12-02,43.0
2025-12-03,44.0
2025-12-04,51.0
2025-12-05,45.0
2025-12-06,16.0
2025-12-07,20.0
2025-12-08,42.0
2025-12-09,47.0
2025-12-10,50.0
2025-12-11,51.10076775431862
2025-12-12,42.10940499040307
2025-12-13,14.186180422264876
2025-12-14,21.27927063339731
2025-12-15,38.812859884836854
2025-12-16,44.007677543186176
2025-12-17,37.3637236084453
2025-12-18,32.16890595009597
2025-12-19,30.270633397312857
2025-12-20,10.889635316698655
2025-12-21,12.787907869481765
2025-12-22,15.135316698656428
2025-12-23,8.042226487523992
2025-12-24,10.889635316698655
2025-12-25,8.991362763915546
2025-12-26,7.093090211132438
2025-12-27,12.287907869481765
2025-12-28,8.042226487523992
2025-12-29,11.838771593090211
2025-12-30,8.991362763915546
2025-12-31,9.940499040307103
2026-01-01,13.73704414587332
2026-01-02,8.542226487523992
2026-01-03,7.593090211132438
2026-01-04,9.940499040307103
2026-01-05,18.93186180422265
2026-01-06,26.024952015355083
2026-01-07,31.219769673704413
2026-01-08,31.719769673704413
2026-01-09,41.160268714011515
2026-01-10,17.067178502879077
2026-01-11,9.880998080614203
2026-01-12,29.642994241842608
2026-01-13,43.11708253358925
2026-01-14,51.201535508637235
2026-01-15,44.913627639155465
2026-01-16,37.727447216890596
2026-01-17,8.982725527831093
2026-01-18,15.270633397312858
2026-01-19,18.863723608445298
2026-01-20,40.42226487523992
2026-01-21,35.03262955854127
2026-01-22,43.11708253358925
2026-01-23,39.52399232245681
2026-01-24,30.541266794625717
2026-01-25,35.93090211132437
2026-01-26,32.33781190019194
2026-01-27,39.52399232245681
2026-01-28,37.727447216890596
2026-01-29,45.81190019193858
2026-01-30,42.21880998080614
2026-01-31,26.948176583493282
2026-02-01,39.52399232245681
2026-02-02,39.52399232245681
2026-02-03,52.09980806142034
2026-02-04,62.87907869481766
2026-02-05,77.2514395393474
2026-02-06,65.57389635316699
2026-02-07,74.55662188099808
2026-02-08,45.81190019193858
2026-02-09,53.896353166986565
2026-02-10,66.4721689059501
2026-02-11,42.21880998080614
2026-02-12,35.93090211132437
2026-02-13,39.52399232245681
2026-02-14,17.965451055662186
2026-02-15,28.7447216890595
2026-02-16,39.52399232245681
2026-02-17,47.608445297504794
2026-02-18,29.642994241842608
2026-02-19,44.913627639155465
2026-02-20,28.7447216890595
2026-02-21,22.456813819577732
2026-02-22,16.16890595009597
2026-02-23,37.727447216890596
2026-02-24,35.03262955854127
2026-02-25,38.6257197696737
2026-02-26,47.608445297504794
2026-02-27,37.727447216890596
2026-02-28,9.880998080614203
2026-03-01,13.474088291746641
2026-03-02,38.6257197696737
2026-03-03,42.21880998080614
2026-03-04,32.33781190019194
2026-03-05,41.32053742802303
2026-03-06,33.23608445297505
2026-03-07,9.880998080614203
2026-03-08,17.965451055662186
2026-03-09,39.52399232245681
2026-03-10,31.43953934740883
2026-03-11,35.03262955854127
2026-03-12,36.829174664107484
2026-03-13,29.642994241842608
2026-03-14,12.57581573896353
2026-03-15,17.067178502879077
2026-03-16,26.04990403071017
2026-03-17,39.52399232245681
2026-03-18,36.829174664107484
2026-03-19,34.134357005758154
2026-03-20,35.03262955854127
2026-03-21,13.474088291746641
2026-03-22,15.270633397312858
2026-03-23,44.01535508637236
2026-03-24,37.727447216890596
2026-03-25,34.134357005758154
2026-03-26,33.23608445297505
2026-03-27,33.23608445297505
2026-03-28,15.270633397312858
2026-03-29,11.677543186180422
2026-03-30,30.541266794625717
2026-03-31,28.7447216890595
2026-04-01,33.23608445297505
2026-04-02,25.15163147792706
2026-04-03,15.270633397312858
2026-04-04,10.779270633397312
2026-04-05,17.067178502879077
2026-04-06,23.355086372360844
2026-04-07,33.23608445297505
2026-04-08,30.541266794625717
2026-04-09,35.03262955854127
2026-04-10,31.43953934740883
2026-04-11,17.067178502879077
2026-04-12,17.965451055662186
2026-04-13,40.42226487523992
2026-04-14,48.506717850287906
2026-04-15,65.57389635316699
2026-04-16,54.79462571976967
2026-04-17,49.40499040307102
2026-04-18,17.965451055662186
2026-04-19,15.270633397312858
2026-04-20,36.829174664107484
2026-04-21,41.32053742802303
2026-04-22,50.30326295585412
2026-04-23,44.913627639155465
2026-04-24,33.23608445297505
2026-04-25,12.57581573896353
2026-04-26,20.660268714011515
2026-04-27,36.829174664107484
2026-04-28,37.727447216890596
2026-04-29,41.32053742802303
2026-04-30,38.6257197696737
2026-05-01,33.23608445297505
2026-05-02,17.965451055662186
2026-05-03,24.253358925143953
2026-05-04,35.03262955854127
2026-05-05,45.81190019193858
2026-05-06,37.727447216890596
2026-05-07,35.03262955854127
2026-05-08,35.93090211132437
2026-05-09,20.660268714011515
2026-05-10,21.558541266794624
2026-05-11,35.03262955854127
2026-05-12,89.82725527831093
2026-05-13,34.134357005758154
2026-05-14,26.948176583493282
2026-05-15,25.15163147792706
2026-05-16,13.474088291746641
2026-05-17,14.37236084452975
2026-05-18,26.04990403071017
2026-05-19,24.253358925143953
2026-05-20,23.355086372360844
2026-05-21,22.456813819577732
2026-05-22,14.37236084452975
2026-05-23,9.880998080614203
2026-05-24,10.779270633397312
2026-05-25,7.186180422264875
2026-05-26,15.270633397312858
2026-05-27,17.067178502879077
2026-05-28,16.16890595009597
2026-05-29,13.474088291746641
2026-05-30,18.863723608445298
2026-05-31,9.880998080614203
