Time,deadpool
2022-04-28,24.0
2022-04-29,24.0
2022-04-30,33.0
2022-05-01,38.0
2022-05-02,27.0
2022-05-03,27.0
2022-05-04,26.0
2022-05-05,27.0
2022-05-06,31.0
2022-05-07,56.0
2022-05-08,37.0
2022-05-09,28.0
2022-05-10,27.0
2022-05-11,38.0
2022-05-12,26.0
2022-05-13,23.0
2022-05-14,32.0
2022-05-15,35.0
2022-05-16,29.0
2022-05-17,31.0
2022-05-18,32.0
2022-05-19,31.0
2022-05-20,29.0
2022-05-21,38.0
2022-05-22,41.0
2022-05-23,32.0
2022-05-24,31.0
2022-05-25,40.0
2022-05-26,29.0
2022-05-27,27.0
2022-05-28,31.0
2022-05-29,40.0
2022-05-30,38.0
2022-05-31,29.0
2022-06-01,25.0
2022-06-02,24.0
2022-06-03,25.0
2022-06-04,30.0
2022-06-05,40.0
2022-06-06,26.0
2022-06-07,27.0
2022-06-08,33.0
2022-06-09,31.0
2022-06-10,33.0
2022-06-11,30.0
2022-06-12,34.0
2022-06-13,25.0
2022-06-14,23.0
2022-06-15,24.0
2022-06-16,25.0
2022-06-17,26.0
2022-06-18,31.0
2022-06-19,31.0
2022-06-20,27.0
2022-06-21,24.0
2022-06-22,24.0
2022-06-23,26.0
2022-06-24,25.0
2022-06-25,29.0
2022-06-26,39.0
2022-06-27,58.0
2022-06-28,29.0
2022-06-29,27.0
2022-06-30,25.0
2022-07-01,25.0
2022-07-02,27.0
2022-07-03,27.0
2022-07-04,31.0
2022-07-05,24.0
2022-07-06,26.0
2022-07-07,25.0
2022-07-08,25.0
2022-07-09,29.0
2022-07-10,36.0
2022-07-11,30.0
2022-07-12,24.0
2022-07-13,23.0
2022-07-14,24.0
2022-07-15,25.0
2022-07-16,29.0
2022-07-17,29.0
2022-07-18,24.0
2022-07-19,26.0
2022-07-20,34.0
2022-07-21,44.0
2022-07-22,55.0
2022-07-23,72.0
2022-07-24,82.0
2022-07-25,59.0
2022-07-26,50.0
2022-07-27,44.0
2022-07-28,49.0
2022-07-29,42.0
2022-07-30,44.0
2022-07-31,52.0
2022-08-01,39.0
2022-08-02,33.0
2022-08-03,35.0
2022-08-04,34.0
2022-08-05,36.0
2022-08-06,46.0
2022-08-07,58.0
2022-08-08,43.0
2022-08-09,33.0
2022-08-10,30.0
2022-08-11,30.0
2022-08-12,30.0
2022-08-13,33.0
2022-08-14,34.0
2022-08-15,30.0
2022-08-16,29.0
2022-08-17,25.0
2022-08-18,27.0
2022-08-19,26.0
2022-08-20,30.0
2022-08-21,32.0
2022-08-22,25.0
2022-08-23,26.0
2022-08-24,24.0
2022-08-25,35.0
2022-08-26,25.0
2022-08-27,30.0
2022-08-28,33.0
2022-08-29,23.166666666666668
2022-08-30,21.0
2022-08-31,19.333333333333336
2022-09-01,32.333333333333336
2022-09-02,21.0
2022-09-03,28.5
2022-09-04,35.0
2022-09-05,34.5
2022-09-06,23.166666666666668
2022-09-07,20.5
2022-09-08,18.833333333333336
2022-09-09,21.0
2022-09-10,28.0
2022-09-11,25.333333333333336
2022-09-12,21.0
2022-09-13,18.833333333333336
2022-09-14,19.333333333333336
2022-09-15,22.666666666666668
2022-09-16,21.0
2022-09-17,25.833333333333336
2022-09-18,25.333333333333336
2022-09-19,20.5
2022-09-20,18.833333333333336
2022-09-21,21.0
2022-09-22,30.166666666666668
2022-09-23,19.333333333333336
2022-09-24,25.833333333333336
2022-09-25,25.333333333333336
2022-09-26,18.333333333333336
2022-09-27,100.16666666666667
2022-09-28,233.33333333333334
2022-09-29,100.33333333333334
2022-09-30,88.66666666666667
2022-10-01,86.33333333333334
2022-10-02,72.33333333333334
2022-10-03,51.333333333333336
2022-10-04,46.66666666666667
2022-10-05,37.333333333333336
2022-10-06,35.0
2022-10-07,37.333333333333336
2022-10-08,51.333333333333336
2022-10-09,56.0
2022-10-10,37.333333333333336
2022-10-11,32.66666666666667
2022-10-12,32.66666666666667
2022-10-13,32.66666666666667
2022-10-14,32.66666666666667
2022-10-15,39.66666666666667
2022-10-16,37.333333333333336
2022-10-17,32.66666666666667
2022-10-18,30.333333333333336
2022-10-19,28.0
2022-10-20,28.0
2022-10-21,30.333333333333336
2022-10-22,37.333333333333336
2022-10-23,35.0
2022-10-24,28.0
2022-10-25,28.0
2022-10-26,30.333333333333336
2022-10-27,32.66666666666667
2022-10-28,28.0
2022-10-29,32.66666666666667
2022-10-30,49.0
2022-10-31,30.333333333333336
2022-11-01,23.333333333333336
2022-11-02,25.666666666666668
2022-11-03,21.0
2022-11-04,32.66666666666667
2022-11-05,30.333333333333336
2022-11-06,28.0
2022-11-07,23.333333333333336
2022-11-08,21.0
2022-11-09,23.333333333333336
2022-11-10,25.666666666666668
2022-11-11,28.0
2022-11-12,25.666666666666668
2022-11-13,35.0
2022-11-14,32.66666666666667
2022-11-15,28.0
2022-11-16,21.0
2022-11-17,32.66666666666667
2022-11-18,37.333333333333336
2022-11-19,32.66666666666667
2022-11-20,39.66666666666667
2022-11-21,32.66666666666667
2022-11-22,23.333333333333336
2022-11-23,23.333333333333336
2022-11-24,30.333333333333336
2022-11-25,28.0
2022-11-26,25.666666666666668
2022-11-27,25.666666666666668
2022-11-28,21.0
2022-11-29,21.0
2022-11-30,21.0
2022-12-01,21.0
2022-12-02,21.0
2022-12-03,25.666666666666668
2022-12-04,25.666666666666668
2022-12-05,21.0
2022-12-06,21.0
2022-12-07,21.0
2022-12-08,21.0
2022-12-09,21.0
2022-12-10,25.666666666666668
2022-12-11,28.0
2022-12-12,21.0
2022-12-13,18.666666666666668
2022-12-14,18.666666666666668
2022-12-15,21.0
2022-12-16,30.333333333333336
2022-12-17,25.666666666666668
2022-12-18,25.666666666666668
2022-12-19,23.333333333333336
2022-12-20,21.0
2022-12-21,23.333333333333336
2022-12-22,21.0
2022-12-23,28.0
2022-12-24,28.0
2022-12-25,32.66666666666667
2022-12-26,28.0
2022-12-27,25.666666666666668
2022-12-28,25.666666666666668
2022-12-29,23.333333333333336
2022-12-30,25.666666666666668
2022-12-31,28.0
2023-01-01,25.666666666666668
2023-01-02,25.666666666666668
2023-01-03,18.666666666666668
2023-01-04,21.0
2023-01-05,21.0
2023-01-06,21.0
2023-01-07,25.666666666666668
2023-01-08,25.666666666666668
2023-01-09,21.0
2023-01-10,18.666666666666668
2023-01-11,21.0
2023-01-12,18.666666666666668
2023-01-13,21.0
2023-01-14,23.333333333333336
2023-01-15,23.333333333333336
2023-01-16,21.0
2023-01-17,18.666666666666668
2023-01-18,21.0
2023-01-19,18.666666666666668
2023-01-20,18.666666666666668
2023-01-21,25.666666666666668
2023-01-22,25.666666666666668
2023-01-23,18.666666666666668
2023-01-24,18.666666666666668
2023-01-25,18.666666666666668
2023-01-26,23.333333333333336
2023-01-27,23.333333333333336
2023-01-28,23.333333333333336
2023-01-29,25.666666666666668
2023-01-30,18.666666666666668
2023-01-31,21.0
2023-02-01,18.666666666666668
2023-02-02,18.666666666666668
2023-02-03,18.666666666666668
2023-02-04,23.333333333333336
2023-02-05,42.0
2023-02-06,23.333333333333336
2023-02-07,18.666666666666668
2023-02-08,16.333333333333336
2023-02-09,18.666666666666668
2023-02-10,18.666666666666668
2023-02-11,23.333333333333336
2023-02-12,23.333333333333336
2023-02-13,16.333333333333336
2023-02-14,23.333333333333336
2023-02-15,35.0
2023-02-16,28.0
2023-02-17,23.333333333333336
2023-02-18,28.0
2023-02-19,28.0
2023-02-20,23.333333333333336
2023-02-21,21.0
2023-02-22,21.0
2023-02-23,21.0
2023-02-24,23.333333333333336
2023-02-25,28.0
2023-02-26,28.0
2023-02-27,21.0
2023-02-28,21.0
2023-03-01,21.0
2023-03-02,21.0
2023-03-03,23.333333333333336
2023-03-04,25.666666666666668
2023-03-05,28.0
2023-03-06,21.0
2023-03-07,21.0
2023-03-08,25.666666666666668
2023-03-09,30.333333333333336
2023-03-10,23.333333333333336
2023-03-11,21.0
2023-03-12,25.666666666666668
2023-03-13,18.666666666666668
2023-03-14,16.333333333333336
2023-03-15,18.666666666666668
2023-03-16,18.666666666666668
2023-03-17,18.666666666666668
2023-03-18,21.0
2023-03-19,23.333333333333336
2023-03-20,21.0
2023-03-21,18.666666666666668
2023-03-22,18.666666666666668
2023-03-23,18.666666666666668
2023-03-24,21.0
2023-03-25,23.333333333333336
2023-03-26,23.333333333333336
2023-03-27,16.333333333333336
2023-03-28,18.666666666666668
2023-03-29,18.666666666666668
2023-03-30,18.666666666666668
2023-03-31,16.333333333333336
2023-04-01,28.0
2023-04-02,51.333333333333336
2023-04-03,18.666666666666668
2023-04-04,18.666666666666668
2023-04-05,16.333333333333336
2023-04-06,18.666666666666668
2023-04-07,21.0
2023-04-08,23.333333333333336
2023-04-09,25.666666666666668
2023-04-10,21.0
2023-04-11,18.666666666666668
2023-04-12,18.666666666666668
2023-04-13,21.0
2023-04-14,21.0
2023-04-15,23.333333333333336
2023-04-16,23.333333333333336
2023-04-17,21.0
2023-04-18,16.333333333333336
2023-04-19,16.333333333333336
2023-04-20,18.666666666666668
2023-04-21,18.666666666666668
2023-04-22,25.666666666666668
2023-04-23,25.666666666666668
2023-04-24,21.0
2023-04-25,21.0
2023-04-26,18.752858399296393
2023-04-27,18.752858399296393
2023-04-28,21.02770448548813
2023-04-29,25.02330694810906
2023-04-30,25.02330694810906
2023-05-01,32.95602462620933
2023-05-02,21.02770448548813
2023-05-03,18.198768689533864
2023-05-04,18.752858399296393
2023-05-05,25.02330694810906
2023-05-06,25.02330694810906
2023-05-07,25.02330694810906
2023-05-08,20.473614775725594
2023-05-09,18.752858399296393
2023-05-10,18.752858399296393
2023-05-11,18.752858399296393
2023-05-12,18.752858399296393
2023-05-13,23.30255057167986
2023-05-14,32.95602462620933
2023-05-15,27.852242744063325
2023-05-16,21.02770448548813
2023-05-17,20.473614775725594
2023-05-18,21.58179419525066
2023-05-19,23.30255057167986
2023-05-20,26.131486367634125
2023-05-21,29.572999120492526
2023-05-22,21.02770448548813
2023-05-23,21.02770448548813
2023-05-24,25.577396657871596
2023-05-25,23.30255057167986
2023-05-26,22.16358839050132
2023-05-27,42.11081794195251
2023-05-28,53.19261213720317
2023-05-29,28.812664907651715
2023-05-30,48.75989445910291
2023-05-31,50.97625329815304
2023-06-01,22.16358839050132
2023-06-02,22.16358839050132
2023-06-03,26.596306068601585
2023-06-04,29.920844327176784
2023-06-05,22.16358839050132
2023-06-06,21.055408970976256
2023-06-07,22.16358839050132
2023-06-08,22.16358839050132
2023-06-09,21.055408970976256
2023-06-10,26.596306068601585
2023-06-11,26.596306068601585
2023-06-12,29.920844327176784
2023-06-13,29.920844327176784
2023-06-14,26.596306068601585
2023-06-15,37.678100263852244
2023-06-16,24.379947229551455
2023-06-17,33.24538258575198
2023-06-18,28.812664907651715
2023-06-19,26.596306068601585
2023-06-20,28.812664907651715
2023-06-21,25.48812664907652
2023-06-22,24.379947229551455
2023-06-23,25.48812664907652
2023-06-24,33.24538258575198
2023-06-25,42.11081794195251
2023-06-26,29.920844327176784
2023-06-27,25.48812664907652
2023-06-28,29.920844327176784
2023-06-29,26.596306068601585
2023-06-30,25.48812664907652
2023-07-01,27.70448548812665
2023-07-02,32.13720316622692
2023-07-03,52.084432717678105
2023-07-04,41.002638522427446
2023-07-05,23.271767810026386
2023-07-06,31.02902374670185
2023-07-07,46.54353562005277
2023-07-08,72.0316622691293
2023-07-09,66.49076517150397
2023-07-10,101.95250659630608
2023-07-11,110.8179419525066
2023-07-12,83.11345646437995
2023-07-13,62.0580474934037
2023-07-14,63.166226912928764
2023-07-15,57.62532981530343
2023-07-16,53.19261213720317
2023-07-17,43.21899736147758
2023-07-18,35.46174142480211
2023-07-19,35.46174142480211
2023-07-20,34.35356200527705
2023-07-21,33.24538258575198
2023-07-22,37.678100263852244
2023-07-23,37.678100263852244
2023-07-24,31.02902374670185
2023-07-25,28.812664907651715
2023-07-26,28.812664907651715
2023-07-27,27.70448548812665
2023-07-28,27.70448548812665
2023-07-29,29.920844327176784
2023-07-30,31.02902374670185
2023-07-31,24.379947229551455
2023-08-01,24.379947229551455
2023-08-02,22.16358839050132
2023-08-03,23.271767810026386
2023-08-04,23.271767810026386
2023-08-05,27.70448548812665
2023-08-06,44.32717678100264
2023-08-07,42.11081794195251
2023-08-08,24.379947229551455
2023-08-09,22.16358839050132
2023-08-10,22.16358839050132
2023-08-11,24.379947229551455
2023-08-12,34.35356200527705
2023-08-13,34.35356200527705
2023-08-14,29.920844327176784
2023-08-15,22.16358839050132
2023-08-16,21.055408970976256
2023-08-17,21.055408970976256
2023-08-18,22.16358839050132
2023-08-19,24.379947229551455
2023-08-20,27.70448548812665
2023-08-21,21.055408970976256
2023-08-22,23.271767810026386
2023-08-23,19.947229551451187
2023-08-24,19.947229551451187
2023-08-25,18.839050131926122
2023-08-26,23.271767810026386
2023-08-27,26.596306068601585
2023-08-28,19.947229551451187
2023-08-29,19.947229551451187
2023-08-30,17.730870712401057
2023-08-31,18.839050131926122
2023-09-01,18.839050131926122
2023-09-02,23.271767810026386
2023-09-03,25.48812664907652
2023-09-04,26.596306068601585
2023-09-05,16.62269129287599
2023-09-06,16.62269129287599
2023-09-07,18.839050131926122
2023-09-08,18.839050131926122
2023-09-09,23.271767810026386
2023-09-10,24.379947229551455
2023-09-11,19.947229551451187
2023-09-12,19.947229551451187
2023-09-13,18.839050131926122
2023-09-14,18.839050131926122
2023-09-15,19.947229551451187
2023-09-16,21.055408970976256
2023-09-17,22.16358839050132
2023-09-18,19.947229551451187
2023-09-19,17.730870712401057
2023-09-20,26.596306068601585
2023-09-21,19.947229551451187
2023-09-22,17.730870712401057
2023-09-23,23.271767810026386
2023-09-24,21.055408970976256
2023-09-25,17.730870712401057
2023-09-26,18.839050131926122
2023-09-27,16.62269129287599
2023-09-28,17.730870712401057
2023-09-29,19.947229551451187
2023-09-30,21.055408970976256
2023-10-01,23.271767810026386
2023-10-02,25.48812664907652
2023-10-03,22.16358839050132
2023-10-04,19.947229551451187
2023-10-05,18.839050131926122
2023-10-06,18.839050131926122
2023-10-07,21.055408970976256
2023-10-08,23.271767810026386
2023-10-09,19.947229551451187
2023-10-10,17.730870712401057
2023-10-11,18.839050131926122
2023-10-12,16.62269129287599
2023-10-13,17.730870712401057
2023-10-14,21.055408970976256
2023-10-15,21.055408970976256
2023-10-16,18.839050131926122
2023-10-17,18.839050131926122
2023-10-18,17.730870712401057
2023-10-19,19.947229551451187
2023-10-20,21.055408970976256
2023-10-21,22.16358839050132
2023-10-22,24.379947229551455
2023-10-23,18.839050131926122
2023-10-24,19.947229551451187
2023-10-25,17.730870712401057
2023-10-26,18.839050131926122
2023-10-27,18.839050131926122
2023-10-28,23.271767810026386
2023-10-29,33.24538258575198
2023-10-30,23.271767810026386
2023-10-31,22.16358839050132
2023-11-01,19.947229551451187
2023-11-02,19.947229551451187
2023-11-03,18.839050131926122
2023-11-04,21.055408970976256
2023-11-05,24.379947229551455
2023-11-06,19.947229551451187
2023-11-07,18.839050131926122
2023-11-08,29.920844327176784
2023-11-09,24.379947229551455
2023-11-10,36.56992084432718
2023-11-11,38.78627968337731
2023-11-12,34.35356200527705
2023-11-13,25.48812664907652
2023-11-14,22.16358839050132
2023-11-15,24.379947229551455
2023-11-16,26.596306068601585
2023-11-17,23.271767810026386
2023-11-18,27.70448548812665
2023-11-19,28.812664907651715
2023-11-20,24.379947229551455
2023-11-21,22.16358839050132
2023-11-22,23.271767810026386
2023-11-23,31.02902374670185
2023-11-24,33.24538258575198
2023-11-25,27.70448548812665
2023-11-26,28.812664907651715
2023-11-27,23.271767810026386
2023-11-28,19.947229551451187
2023-11-29,21.055408970976256
2023-11-30,21.055408970976256
2023-12-01,23.271767810026386
2023-12-02,26.596306068601585
2023-12-03,26.596306068601585
2023-12-04,33.24538258575198
2023-12-05,33.24538258575198
2023-12-06,36.56992084432718
2023-12-07,37.678100263852244
2023-12-08,31.02902374670185
2023-12-09,32.13720316622692
2023-12-10,33.24538258575198
2023-12-11,26.596306068601585
2023-12-12,23.271767810026386
2023-12-13,23.271767810026386
2023-12-14,23.271767810026386
2023-12-15,24.379947229551455
2023-12-16,26.596306068601585
2023-12-17,29.920844327176784
2023-12-18,24.379947229551455
2023-12-19,24.379947229551455
2023-12-20,25.48812664907652
2023-12-21,25.48812664907652
2023-12-22,27.976098090951417
2023-12-23,57.61446531119044
2023-12-24,29.63836722023902
2023-12-25,29.084277510476486
2023-12-26,26.867918671426352
2023-12-27,27.976098090951417
2023-12-28,27.976098090951417
2023-12-29,29.084277510476486
2023-12-30,27.976098090951417
2023-12-31,29.63836722023902
2024-01-01,30.192456930001555
2024-01-02,27.976098090951417
2024-01-03,27.42200838118889
2024-01-04,26.313828961663823
2024-01-05,30.192456930001555
2024-01-06,28.530187800713954
2024-01-07,30.746546639764084
2024-01-08,28.530187800713954
2024-01-09,26.867918671426352
2024-01-10,29.63836722023902
2024-01-11,26.313828961663823
2024-01-12,27.42200838118889
2024-01-13,30.746546639764084
2024-01-14,31.30063634952662
2024-01-15,27.42200838118889
2024-01-16,26.313828961663823
2024-01-17,26.313828961663823
2024-01-18,29.63836722023902
2024-01-19,50.41129908427751
2024-01-20,34.625174608101815
2024-01-21,56.495421387552376
2024-01-22,28.247710693776188
2024-01-23,28.247710693776188
2024-01-24,28.247710693776188
2024-01-25,28.247710693776188
2024-01-26,28.247710693776188
2024-01-27,28.247710693776188
2024-01-28,28.247710693776188
2024-01-29,28.247710693776188
2024-01-30,28.247710693776188
2024-01-31,28.247710693776188
2024-02-01,28.247710693776188
2024-02-02,28.247710693776188
2024-02-03,28.247710693776188
2024-02-04,28.247710693776188
2024-02-05,28.247710693776188
2024-02-06,28.247710693776188
2024-02-07,28.247710693776188
2024-02-08,28.247710693776188
2024-02-09,28.247710693776188
2024-02-10,56.495421387552376
2024-02-11,338.9725283253143
2024-02-12,451.963371100419
2024-02-13,197.73397485643332
2024-02-14,141.23855346888095
2024-02-15,112.99084277510475
2024-02-16,84.74313208132857
2024-02-17,84.74313208132857
2024-02-18,84.74313208132857
2024-02-19,84.74313208132857
2024-02-20,56.495421387552376
2024-02-21,56.495421387552376
2024-02-22,56.495421387552376
2024-02-23,56.495421387552376
2024-02-24,56.495421387552376
2024-02-25,56.495421387552376
2024-02-26,56.495421387552376
2024-02-27,28.247710693776188
2024-02-28,28.247710693776188
2024-02-29,28.247710693776188
2024-03-01,56.495421387552376
2024-03-02,56.495421387552376
2024-03-03,84.74313208132857
2024-03-04,56.495421387552376
2024-03-05,56.495421387552376
2024-03-06,56.495421387552376
2024-03-07,56.495421387552376
2024-03-08,56.495421387552376
2024-03-09,56.495421387552376
2024-03-10,56.495421387552376
2024-03-11,56.495421387552376
2024-03-12,28.247710693776188
2024-03-13,28.247710693776188
2024-03-14,28.247710693776188
2024-03-15,28.247710693776188
2024-03-16,56.495421387552376
2024-03-17,56.495421387552376
2024-03-18,28.247710693776188
2024-03-19,28.247710693776188
2024-03-20,28.247710693776188
2024-03-21,28.247710693776188
2024-03-22,28.247710693776188
2024-03-23,56.495421387552376
2024-03-24,84.74313208132857
2024-03-25,56.495421387552376
2024-03-26,28.247710693776188
2024-03-27,28.247710693776188
2024-03-28,28.247710693776188
2024-03-29,56.495421387552376
2024-03-30,56.495421387552376
2024-03-31,56.495421387552376
2024-04-01,28.247710693776188
2024-04-02,28.247710693776188
2024-04-03,28.247710693776188
2024-04-04,56.495421387552376
2024-04-05,28.247710693776188
2024-04-06,28.247710693776188
2024-04-07,28.247710693776188
2024-04-08,28.247710693776188
2024-04-09,28.247710693776188
2024-04-10,28.247710693776188
2024-04-11,28.247710693776188
2024-04-12,56.495421387552376
2024-04-13,84.74313208132857
2024-04-14,84.74313208132857
2024-04-15,56.495421387552376
2024-04-16,56.495421387552376
2024-04-17,56.495421387552376
2024-04-18,56.495421387552376
2024-04-19,56.495421387552376
2024-04-20,56.495421387552376
2024-04-21,84.74313208132857
2024-04-22,254.2293962439857
2024-04-23,225.9816855502095
2024-04-24,112.99084277510475
2024-04-25,84.74313208132857
2024-04-26,84.74313208132857
2024-04-27,84.74313208132857
2024-04-28,84.74313208132857
2024-04-29,84.74313208132857
2024-04-30,56.495421387552376
2024-05-01,56.495421387552376
2024-05-02,56.495421387552376
2024-05-03,56.495421387552376
2024-05-04,84.74313208132857
2024-05-05,84.74313208132857
2024-05-06,56.495421387552376
2024-05-07,56.495421387552376
2024-05-08,56.495421387552376
2024-05-09,56.495421387552376
2024-05-10,56.495421387552376
2024-05-11,56.495421387552376
2024-05-12,84.74313208132857
2024-05-13,56.495421387552376
2024-05-14,56.495421387552376
2024-05-15,56.495421387552376
2024-05-16,56.495421387552376
2024-05-17,56.495421387552376
2024-05-18,56.495421387552376
2024-05-19,112.99084277510475
2024-05-20,141.23855346888095
2024-05-21,112.99084277510475
2024-05-22,84.74313208132857
2024-05-23,84.74313208132857
2024-05-24,84.74313208132857
2024-05-25,84.74313208132857
2024-05-26,84.74313208132857
2024-05-27,84.74313208132857
2024-05-28,84.74313208132857
2024-05-29,56.495421387552376
2024-05-30,112.99084277510475
2024-05-31,112.99084277510475
2024-06-01,112.99084277510475
2024-06-02,112.99084277510475
2024-06-03,84.74313208132857
2024-06-04,84.74313208132857
2024-06-05,84.74313208132857
2024-06-06,84.74313208132857
2024-06-07,84.74313208132857
2024-06-08,112.99084277510475
2024-06-09,112.99084277510475
2024-06-10,112.99084277510475
2024-06-11,84.74313208132857
2024-06-12,84.74313208132857
2024-06-13,112.99084277510475
2024-06-14,84.74313208132857
2024-06-15,112.99084277510475
2024-06-16,112.99084277510475
2024-06-17,84.74313208132857
2024-06-18,84.74313208132857
2024-06-19,84.74313208132857
2024-06-20,84.74313208132857
2024-06-21,84.74313208132857
2024-06-22,84.74313208132857
2024-06-23,112.99084277510475
2024-06-24,84.74313208132857
2024-06-25,84.74313208132857
2024-06-26,84.74313208132857
2024-06-27,84.74313208132857
2024-06-28,112.99084277510475
2024-06-29,141.23855346888095
2024-06-30,141.23855346888095
2024-07-01,112.99084277510475
2024-07-02,112.99084277510475
2024-07-03,141.23855346888095
2024-07-04,141.23855346888095
2024-07-05,141.23855346888095
2024-07-06,141.23855346888095
2024-07-07,169.48626416265714
2024-07-08,112.99084277510475
2024-07-09,141.23855346888095
2024-07-10,141.23855346888095
2024-07-11,141.23855346888095
2024-07-12,169.48626416265714
2024-07-13,169.48626416265714
2024-07-14,169.48626416265714
2024-07-15,169.48626416265714
2024-07-16,169.48626416265714
2024-07-17,282.4771069377619
2024-07-18,367.22023901909046
2024-07-19,367.22023901909046
2024-07-20,423.7156604066428
2024-07-21,423.7156604066428
2024-07-22,423.7156604066428
2024-07-23,790.9358994257333
2024-07-24,932.1744528946142
2024-07-25,1412.3855346888095
2024-07-26,2514.0462517460805
2024-07-27,2824.771069377619
2024-07-28,2740.0279372962905
2024-07-29,1864.3489057892284
2024-07-30,1440.6332453825855
2024-07-31,1299.3946919137047
2024-08-01,1073.4130063634952
2024-08-02,1158.1561384448237
2024-08-03,1497.128666770138
2024-08-04,1581.8717988514666
2024-08-05,988.6698742821666
2024-08-06,875.6790315070618
2024-08-07,790.9358994257333
2024-08-08,706.1927673444047
2024-08-09,790.9358994257333
2024-08-10,932.1744528946142
2024-08-11,1016.9175849759428
2024-08-12,677.9450566506285
2024-08-13,536.7065031817476
2024-08-14,508.4587924879714
2024-08-15,451.963371100419
2024-08-16,480.2110817941952
2024-08-17,706.1927673444047
2024-08-18,738.9006428845667
2024-08-19,431.14926848395237
2024-08-20,347.8928580180857
2024-08-21,336.7424459021214
2024-08-22,311.4681784392691
2024-08-23,318.90178651657857
2024-08-24,485.41460744831187
2024-08-25,510.68887491116425
2024-08-26,286.19391097641665
2024-08-27,257.2028394749095
2024-08-28,253.48603543625475
2024-08-29,253.48603543625475
2024-08-30,278.76030289910716
2024-08-31,362.01671336497384
2024-09-01,423.7156604066428
2024-09-02,402.15819698244525
2024-09-03,224.4949639347476
2024-09-04,170.2296249703881
2024-09-05,170.2296249703881
2024-09-06,170.2296249703881
2024-09-07,282.4771069377619
2024-09-08,260.91964351356427
2024-09-09,162.79601689307856
2024-09-10,141.23855346888095
2024-09-11,137.52174943022618
2024-09-12,137.52174943022618
2024-09-13,166.51282093173333
2024-09-14,228.21176797340237
2024-09-15,220.77815989609286
2024-09-16,141.23855346888095
2024-09-17,126.37133731426191
2024-09-18,133.80494539157144
2024-09-19,133.80494539157144
2024-09-20,141.23855346888095
2024-09-21,208.14102616466667
2024-09-22,200.70741808735713
2024-09-23,126.37133731426191
2024-09-24,111.50412115964285
2024-09-25,133.80494539157144
2024-09-26,133.80494539157144
2024-09-27,141.23855346888095
2024-09-28,193.2738100100476
2024-09-29,193.2738100100476
2024-09-30,133.80494539157144
2024-10-01,245.30906655121427
2024-10-02,275.04349886045236
2024-10-03,230.44185039659524
2024-10-04,237.87545847390476
2024-10-05,327.07875540161905
2024-10-06,304.7779311696905
2024-10-07,163.53937770080952
2024-10-08,126.37133731426191
2024-10-09,126.37133731426191
2024-10-10,118.93772923695238
2024-10-11,148.67216154619047
2024-10-12,215.57463424197618
2024-10-13,200.70741808735713
2024-10-14,141.23855346888095
