Time,krill
2023-06-22,63.80616590532736
2023-06-23,63.80616590532736
2023-06-24,72.09268095796727
2023-06-25,73.74998396849526
2023-06-26,59.6629083790074
2023-06-27,77.06458998955122
2023-06-28,57.176953863215424
2023-06-29,53.86234784215946
2023-06-30,59.6629083790074
2023-07-01,72.09268095796727
2023-07-02,72.92133246323127
2023-07-03,56.34830235795143
2023-07-04,74.57863547375925
2023-07-05,53.86234784215946
2023-07-06,76.23593848428723
2023-07-07,67.12077192638333
2023-07-08,82.86515052639916
2023-07-09,66.29212042111934
2023-07-10,52.205044831631476
2023-07-11,58.005605368479415
2023-07-12,76.23593848428723
2023-07-13,58.834256873743406
2023-07-14,68.77807493691131
2023-07-15,58.834256873743406
2023-07-16,54.69099934742345
2023-07-17,61.32021138953538
2023-07-18,60.49155988427139
2023-07-19,58.005605368479415
2023-07-20,47.23313580004753
2023-07-21,58.834256873743406
2023-07-22,47.23313580004753
2023-07-23,70.43537794743929
2023-07-24,64.63481741059135
2023-07-25,48.06178730531152
2023-07-26,53.03369633689547
2023-07-27,51.376393326367484
2023-07-28,59.6629083790074
2023-07-29,62.14886289479938
2023-07-30,60.49155988427139
2023-07-31,51.376393326367484
2023-08-01,50.54774182110349
2023-08-02,48.06178730531152
2023-08-03,58.834256873743406
2023-08-04,56.34830235795143
2023-08-05,71.26402945270328
2023-08-06,61.32021138953538
2023-08-07,55.51965085268744
2023-08-08,58.834256873743406
2023-08-09,58.005605368479415
2023-08-10,56.34830235795143
2023-08-11,67.94942343164732
2023-08-12,62.97751440006337
2023-08-13,65.46346891585534
2023-08-14,50.54774182110349
2023-08-15,55.51965085268744
2023-08-16,49.7190903158395
2023-08-17,52.205044831631476
2023-08-18,59.6629083790074
2023-08-19,65.46346891585534
2023-08-20,54.69099934742345
2023-08-21,50.54774182110349
2023-08-22,58.005605368479415
2023-08-23,59.6629083790074
2023-08-24,53.03369633689547
2023-08-25,51.376393326367484
2023-08-26,65.46346891585534
2023-08-27,55.51965085268744
2023-08-28,52.205044831631476
2023-08-29,58.005605368479415
2023-08-30,50.54774182110349
2023-08-31,55.51965085268744
2023-09-01,51.376393326367484
2023-09-02,57.176953863215424
2023-09-03,53.86234784215946
2023-09-04,50.54774182110349
2023-09-05,58.834256873743406
2023-09-06,66.29212042111934
2023-09-07,52.205044831631476
2023-09-08,62.14886289479938
2023-09-09,67.94942343164732
2023-09-10,50.54774182110349
2023-09-11,53.03369633689547
2023-09-12,58.834256873743406
2023-09-13,60.49155988427139
2023-09-14,62.97751440006337
2023-09-15,53.03369633689547
2023-09-16,62.97751440006337
2023-09-17,59.6629083790074
2023-09-18,53.03369633689547
2023-09-19,61.32021138953538
2023-09-20,60.49155988427139
2023-09-21,53.86234784215946
2023-09-22,54.69099934742345
2023-09-23,59.6629083790074
2023-09-24,48.06178730531152
2023-09-25,56.34830235795143
2023-09-26,65.46346891585534
2023-09-27,59.6629083790074
2023-09-28,52.205044831631476
2023-09-29,58.005605368479415
2023-09-30,55.51965085268744
2023-10-01,54.69099934742345
2023-10-02,62.14886289479938
2023-10-03,62.14886289479938
2023-10-04,65.46346891585534
2023-10-05,62.97751440006337
2023-10-06,59.6629083790074
2023-10-07,57.176953863215424
2023-10-08,45.575832789519545
2023-10-09,51.376393326367484
2023-10-10,54.69099934742345
2023-10-11,66.29212042111934
2023-10-12,58.834256873743406
2023-10-13,58.834256873743406
2023-10-14,61.32021138953538
2023-10-15,58.834256873743406
2023-10-16,65.46346891585534
2023-10-17,62.14886289479938
2023-10-18,52.205044831631476
2023-10-19,67.12077192638333
2023-10-20,52.205044831631476
2023-10-21,54.69099934742345
2023-10-22,48.89043881057551
2023-10-23,58.834256873743406
2023-10-24,58.834256873743406
2023-10-25,60.49155988427139
2023-10-26,58.005605368479415
2023-10-27,53.03369633689547
2023-10-28,42.26122676846357
2023-10-29,40.60392375793559
2023-10-30,48.89043881057551
2023-10-31,62.14886289479938
2023-11-01,67.94942343164732
2023-11-02,67.94942343164732
2023-11-03,51.376393326367484
2023-11-04,52.205044831631476
2023-11-05,48.89043881057551
2023-11-06,58.005605368479415
2023-11-07,59.6629083790074
2023-11-08,62.14886289479938
2023-11-09,50.54774182110349
2023-11-10,53.86234784215946
2023-11-11,48.06178730531152
2023-11-12,54.69099934742345
2023-11-13,69.6067264421753
2023-11-14,70.43537794743929
2023-11-15,68.77807493691131
2023-11-16,59.6629083790074
2023-11-17,55.51965085268744
2023-11-18,54.69099934742345
2023-11-19,51.376393326367484
2023-11-20,56.34830235795143
2023-11-21,53.03369633689547
2023-11-22,45.575832789519545
2023-11-23,50.54774182110349
2023-11-24,54.69099934742345
2023-11-25,54.69099934742345
2023-11-26,53.03369633689547
2023-11-27,64.63481741059135
2023-11-28,73.74998396849526
2023-11-29,65.46346891585534
2023-11-30,54.69099934742345
2023-12-01,59.6629083790074
2023-12-02,53.86234784215946
2023-12-03,52.205044831631476
2023-12-04,63.80616590532736
2023-12-05,61.32021138953538
2023-12-06,58.005605368479415
2023-12-07,68.77807493691131
2023-12-08,61.32021138953538
2023-12-09,43.089878273727564
2023-12-10,52.205044831631476
2023-12-11,62.14886289479938
2023-12-12,65.46346891585534
2023-12-13,59.6629083790074
2023-12-14,60.49155988427139
2023-12-15,47.23313580004753
2023-12-16,50.54774182110349
2023-12-17,49.7190903158395
2023-12-18,53.86234784215946
2023-12-19,52.205044831631476
2023-12-20,51.376393326367484
2023-12-21,45.575832789519545
2023-12-22,46.6214966921091
2023-12-23,45.64956964079336
2023-12-24,43.70571553816187
2023-12-25,38.98935582763491
2023-12-26,48.00774949605683
2023-12-27,48.00774949605683
2023-12-28,46.6214966921091
2023-12-29,46.6214966921091
2023-12-30,57.9980702157945
2023-12-31,53.696036257899536
2024-01-01,44.677642589477614
2024-01-02,51.337856402636056
2024-01-03,49.95160359868832
2024-01-04,55.63989036053102
2024-01-05,61.32817712237372
2024-01-06,59.38432301974224
2024-01-07,52.309783453951795
2024-01-08,61.32817712237372
2024-01-09,51.337856402636056
2024-01-10,50.36592935132032
2024-01-11,77.00678460395409
2024-01-12,54.66796330921528
2024-01-13,52.309783453951795
2024-01-14,46.063895393425355
2024-01-15,43.29138978552987
2024-01-16,50.36592935132032
2024-01-17,65.07260978158493
2024-01-18,63.27203122500521
2024-01-19,55.63989036053102
2024-01-20,46.063895393425355
2024-01-21,50.184116881537136
2024-01-22,60.22094025784457
2024-01-23,63.56654804994704
2024-01-24,73.60337142625447
2024-01-25,73.60337142625447
2024-01-26,59.105737660477075
2024-01-27,56.87533246574209
2024-01-28,50.184116881537136
2024-01-29,64.68175064731453
2024-01-30,61.33614285521206
2024-01-31,62.451345452579545
2024-02-01,69.1425610367845
2024-02-02,68.02735843941701
2024-02-03,62.451345452579545
2024-02-04,57.99053506310958
2024-02-05,63.56654804994704
2024-02-06,78.06418181572444
2024-02-07,65.79695324468203
2024-02-08,65.79695324468203
2024-02-09,55.7601298683746
2024-02-10,57.99053506310958
2024-02-11,63.56654804994704
2024-02-12,49.068914284169644
2024-02-13,64.68175064731453
2024-02-14,73.60337142625447
2024-02-15,60.22094025784457
2024-02-16,57.99053506310958
2024-02-17,61.33614285521206
2024-02-18,56.87533246574209
2024-02-19,57.99053506310958
2024-02-20,63.56654804994704
2024-02-21,66.91215584204951
2024-02-22,68.02735843941701
2024-02-23,63.56654804994704
2024-02-24,56.87533246574209
2024-02-25,65.79695324468203
2024-02-26,66.91215584204951
2024-02-27,63.56654804994704
2024-02-28,69.1425610367845
2024-02-29,72.48816882888697
2024-03-01,68.02735843941701
2024-03-02,52.41452207627212
2024-03-03,60.22094025784457
2024-03-04,63.56654804994704
2024-03-05,60.22094025784457
2024-03-06,71.37296623151948
2024-03-07,70.257763634152
2024-03-08,64.68175064731453
2024-03-09,59.105737660477075
2024-03-10,65.79695324468203
2024-03-11,68.02735843941701
2024-03-12,66.91215584204951
2024-03-13,70.257763634152
2024-03-14,66.91215584204951
2024-03-15,69.1425610367845
2024-03-16,59.105737660477075
2024-03-17,59.105737660477075
2024-03-18,71.37296623151948
2024-03-19,74.71857402362195
2024-03-20,76.94897921835694
2024-03-21,68.02735843941701
2024-03-22,70.257763634152
2024-03-23,60.22094025784457
2024-03-24,52.41452207627212
2024-03-25,62.451345452579545
2024-03-26,70.257763634152
2024-03-27,70.257763634152
2024-03-28,66.91215584204951
2024-03-29,49.068914284169644
2024-03-30,46.83850908943466
2024-03-31,50.184116881537136
2024-04-01,55.7601298683746
2024-04-02,65.79695324468203
2024-04-03,64.68175064731453
2024-04-04,69.1425610367845
2024-04-05,60.22094025784457
2024-04-06,54.644927271007106
2024-04-07,62.451345452579545
2024-04-08,63.56654804994704
2024-04-09,111.5202597367492
2024-04-10,84.7553973999294
2024-04-11,71.37296623151948
2024-04-12,74.71857402362195
2024-04-13,60.22094025784457
2024-04-14,62.451345452579545
2024-04-15,65.79695324468203
2024-04-16,59.105737660477075
2024-04-17,71.37296623151948
2024-04-18,68.02735843941701
2024-04-19,60.22094025784457
2024-04-20,56.87533246574209
2024-04-21,55.7601298683746
2024-04-22,72.48816882888697
2024-04-23,69.1425610367845
2024-04-24,72.48816882888697
2024-04-25,66.91215584204951
2024-04-26,59.105737660477075
2024-04-27,60.22094025784457
2024-04-28,61.33614285521206
2024-04-29,69.1425610367845
2024-04-30,71.37296623151948
2024-05-01,61.33614285521206
2024-05-02,74.71857402362195
2024-05-03,65.79695324468203
2024-05-04,57.99053506310958
2024-05-05,61.33614285521206
2024-05-06,69.1425610367845
2024-05-07,64.68175064731453
2024-05-08,63.56654804994704
2024-05-09,72.48816882888697
2024-05-10,62.451345452579545
2024-05-11,41.262496102597204
2024-05-12,44.60810389469968
2024-05-13,71.37296623151948
2024-05-14,70.257763634152
2024-05-15,71.37296623151948
2024-05-16,74.71857402362195
2024-05-17,71.37296623151948
2024-05-18,54.644927271007106
2024-05-19,59.105737660477075
2024-05-20,62.451345452579545
2024-05-21,61.33614285521206
2024-05-22,80.29458701045942
2024-05-23,83.6401948025619
2024-05-24,74.71857402362195
2024-05-25,63.56654804994704
2024-05-26,69.1425610367845
2024-05-27,46.83850908943466
2024-05-28,63.56654804994704
2024-05-29,61.33614285521206
2024-05-30,53.52972467363961
2024-05-31,59.105737660477075
2024-06-01,54.644927271007106
2024-06-02,54.644927271007106
2024-06-03,52.41452207627212
2024-06-04,56.87533246574209
2024-06-05,56.87533246574209
2024-06-06,54.644927271007106
2024-06-07,62.451345452579545
2024-06-08,45.72330649206717
2024-06-09,45.72330649206717
2024-06-10,47.95371168680215
2024-06-11,47.95371168680215
2024-06-12,50.184116881537136
2024-06-13,52.41452207627212
2024-06-14,47.95371168680215
2024-06-15,46.83850908943466
2024-06-16,53.52972467363961
2024-06-17,51.29931947890463
2024-06-18,45.72330649206717
2024-06-19,51.29931947890463
2024-06-20,47.95371168680215
2024-06-21,41.262496102597204
2024-06-22,40.14729350522971
2024-06-23,53.52972467363961
2024-06-24,49.068914284169644
2024-06-25,60.22094025784457
2024-06-26,46.83850908943466
2024-06-27,44.60810389469968
2024-06-28,45.72330649206717
2024-06-29,49.068914284169644
2024-06-30,47.95371168680215
2024-07-01,51.29931947890463
2024-07-02,47.95371168680215
2024-07-03,50.184116881537136
2024-07-04,45.72330649206717
2024-07-05,50.184116881537136
2024-07-06,53.52972467363961
2024-07-07,47.95371168680215
2024-07-08,45.72330649206717
2024-07-09,52.41452207627212
2024-07-10,47.95371168680215
2024-07-11,45.72330649206717
2024-07-12,44.60810389469968
2024-07-13,34.57128051839225
2024-07-14,39.03209090786222
2024-07-15,43.49290129733219
2024-07-16,43.49290129733219
2024-07-17,41.262496102597204
2024-07-18,43.49290129733219
2024-07-19,43.49290129733219
2024-07-20,42.3776986999647
2024-07-21,35.68648311575974
2024-07-22,46.83850908943466
2024-07-23,47.95371168680215
2024-07-24,53.52972467363961
2024-07-25,47.95371168680215
2024-07-26,44.60810389469968
2024-07-27,46.83850908943466
2024-07-28,33.45607792102476
2024-07-29,40.14729350522971
2024-07-30,53.52972467363961
2024-07-31,44.60810389469968
2024-08-01,42.3776986999647
2024-08-02,42.3776986999647
2024-08-03,45.72330649206717
2024-08-04,47.95371168680215
2024-08-05,42.3776986999647
2024-08-06,44.60810389469968
2024-08-07,53.52972467363961
2024-08-08,37.91688831049473
2024-08-09,40.14729350522971
2024-08-10,49.068914284169644
2024-08-11,49.068914284169644
2024-08-12,40.14729350522971
2024-08-13,54.644927271007106
2024-08-14,42.3776986999647
2024-08-15,44.60810389469968
2024-08-16,44.60810389469968
2024-08-17,45.72330649206717
2024-08-18,51.8457687516147
2024-08-19,35.123305804089156
2024-08-20,54.076173946349684
2024-08-21,54.63377524503343
2024-08-22,36.238508401456656
2024-08-23,51.8457687516147
2024-08-24,52.40337005029845
2024-08-25,36.238508401456656
2024-08-26,55.191376543717176
2024-08-27,59.65218693318714
2024-08-28,56.30657914108467
2024-08-29,62.44019342660587
2024-08-30,56.30657914108467
2024-08-31,53.518572647665934
2024-09-01,57.979383037135904
2024-09-02,57.42178173845216
2024-09-03,54.63377524503343
2024-09-04,35.680907102772906
2024-09-05,51.28816745293095
2024-09-06,36.238508401456656
2024-09-07,51.28816745293095
2024-09-08,57.979383037135904
2024-09-09,53.518572647665934
2024-09-10,56.86418043976842
2024-09-11,56.30657914108467
2024-09-12,54.076173946349684
2024-09-13,52.40337005029845
2024-09-14,60.20978823187089
2024-09-15,51.28816745293095
2024-09-16,59.65218693318714
2024-09-17,55.73782581642725
2024-09-18,55.73782581642725
2024-09-19,55.73782581642725
2024-09-20,55.73782581642725
2024-09-21,55.73782581642725
2024-09-22,27.868912908213623
