Time,cleveland_browns
2025-04-01,4.444444444444445
2025-04-02,4.444444444444445
2025-04-03,4.444444444444445
2025-04-04,4.444444444444445
2025-04-05,4.444444444444445
2025-04-06,4.444444444444445
2025-04-07,4.444444444444445
2025-04-08,3.3333333333333335
2025-04-09,3.3333333333333335
2025-04-10,4.444444444444445
2025-04-11,6.666666666666667
2025-04-12,4.444444444444445
2025-04-13,3.3333333333333335
2025-04-14,4.444444444444445
2025-04-15,4.100156494522691
2025-04-16,4.100156494522691
2025-04-17,4.100156494522691
2025-04-18,4.100156494522691
2025-04-19,4.100156494522691
2025-04-20,4.100156494522691
2025-04-21,4.100156494522691
2025-04-22,4.569640062597809
2025-04-23,4.569640062597809
2025-04-24,7.644757433489828
2025-04-25,29.55399061032864
2025-04-26,95.28169014084507
2025-04-27,34.123630672926446
2025-04-28,16.784037558685448
2025-04-29,10.719874804381845
2025-04-30,7.644757433489828
2025-05-01,6.619718309859155
2025-05-02,5.594679186228482
2025-05-03,5.594679186228482
2025-05-04,5.594679186228482
2025-05-05,4.569640062597809
2025-05-06,5.594679186228482
2025-05-07,4.569640062597809
2025-05-08,4.569640062597809
2025-05-09,5.125195618153365
2025-05-10,5.594679186228482
2025-05-11,5.594679186228482
2025-05-12,5.594679186228482
2025-05-13,4.569640062597809
2025-05-14,5.125195618153365
2025-05-15,8.450704225352112
2025-05-16,4.694835680751174
2025-05-17,3.755868544600939
2025-05-18,3.755868544600939
2025-05-19,3.755868544600939
2025-05-20,3.755868544600939
2025-05-21,3.755868544600939
2025-05-22,3.755868544600939
2025-05-23,3.755868544600939
2025-05-24,3.755868544600939
2025-05-25,2.816901408450704
2025-05-26,2.816901408450704
2025-05-27,3.755868544600939
2025-05-28,3.755868544600939
2025-05-29,3.755868544600939
2025-05-30,2.816901408450704
2025-05-31,2.816901408450704
2025-06-01,2.816901408450704
2025-06-02,2.816901408450704
2025-06-03,3.755868544600939
2025-06-04,2.816901408450704
2025-06-05,2.816901408450704
2025-06-06,3.755868544600939
2025-06-07,2.816901408450704
2025-06-08,2.816901408450704
2025-06-09,3.755868544600939
2025-06-10,3.755868544600939
2025-06-11,3.755868544600939
2025-06-12,3.755868544600939
2025-06-13,3.755868544600939
2025-06-14,3.755868544600939
2025-06-15,3.755868544600939
2025-06-16,2.816901408450704
2025-06-17,2.816901408450704
2025-06-18,2.816901408450704
2025-06-19,2.816901408450704
2025-06-20,2.816901408450704
2025-06-21,2.816901408450704
2025-06-22,2.816901408450704
2025-06-23,2.816901408450704
2025-06-24,2.816901408450704
2025-06-25,2.816901408450704
2025-06-26,2.816901408450704
2025-06-27,3.755868544600939
2025-06-28,2.816901408450704
2025-06-29,2.816901408450704
2025-06-30,2.816901408450704
2025-07-01,3.755868544600939
2025-07-02,3.755868544600939
2025-07-03,3.755868544600939
2025-07-04,2.816901408450704
2025-07-05,2.816901408450704
2025-07-06,2.816901408450704
2025-07-07,2.816901408450704
2025-07-08,2.816901408450704
2025-07-09,2.816901408450704
2025-07-10,2.816901408450704
2025-07-11,2.816901408450704
2025-07-12,2.816901408450704
2025-07-13,4.694835680751174
2025-07-14,3.755868544600939
2025-07-15,3.755868544600939
2025-07-16,3.755868544600939
2025-07-17,3.755868544600939
2025-07-18,2.816901408450704
2025-07-19,3.755868544600939
2025-07-20,3.755868544600939
2025-07-21,4.694835680751174
2025-07-22,4.694835680751174
2025-07-23,5.633802816901408
2025-07-24,6.572769953051643
2025-07-25,4.694835680751174
2025-07-26,4.694835680751174
2025-07-27,4.694835680751174
2025-07-28,5.633802816901408
2025-07-29,5.633802816901408
2025-07-30,5.633802816901408
2025-07-31,4.694835680751174
2025-08-01,5.633802816901408
2025-08-02,4.694835680751174
2025-08-03,4.694835680751174
2025-08-04,5.633802816901408
2025-08-05,9.389671361502348
2025-08-06,8.450704225352112
2025-08-07,8.450704225352112
2025-08-08,30.985915492957748
2025-08-09,65.72769953051643
2025-08-10,11.267605633802816
2025-08-11,9.389671361502348
2025-08-12,7.511737089201878
2025-08-13,7.511737089201878
2025-08-14,7.511737089201878
2025-08-15,11.267605633802816
2025-08-16,30.046948356807512
2025-08-17,15.023474178403756
2025-08-18,10.328638497652582
2025-08-19,9.389671361502348
2025-08-20,7.511737089201878
2025-08-21,7.511737089201878
2025-08-22,8.450704225352112
2025-08-23,32.863849765258216
2025-08-24,18.779342723004696
2025-08-25,14.084507042253522
2025-08-26,15.023474178403756
2025-08-27,11.267605633802816
2025-08-28,9.389671361502348
2025-08-29,7.511737089201878
2025-08-30,8.450704225352112
2025-08-31,11.267605633802816
2025-09-01,9.389671361502348
2025-09-02,8.450704225352112
2025-09-03,7.511737089201878
2025-09-04,8.450704225352112
2025-09-05,8.450704225352112
2025-09-06,9.389671361502348
2025-09-07,66.66666666666667
2025-09-08,15.023474178403756
2025-09-09,9.389671361502348
2025-09-10,7.511737089201878
2025-09-11,5.633802816901408
2025-09-12,6.572769953051643
2025-09-13,7.511737089201878
2025-09-14,46.009389671361504
2025-09-15,11.267605633802816
2025-09-16,7.511737089201878
2025-09-17,6.572769953051643
2025-09-18,6.572769953051643
2025-09-19,6.572769953051643
2025-09-20,7.511737089201878
2025-09-21,56.33802816901409
2025-09-22,16.901408450704224
2025-09-23,8.450704225352112
2025-09-24,7.511737089201878
2025-09-25,6.572769953051643
2025-09-26,5.633802816901408
2025-09-27,6.572769953051643
2025-09-28,43.1924882629108
2025-09-29,11.267605633802816
2025-09-30,8.450704225352112
2025-10-01,9.389671361502348
2025-10-02,6.572769953051643
2025-10-03,6.572769953051643
2025-10-04,7.511737089201878
2025-10-05,84.50704225352112
2025-10-06,10.328638497652582
2025-10-07,10.328638497652582
2025-10-08,9.389671361502348
2025-10-09,9.389671361502348
2025-10-10,8.450704225352112
2025-10-11,6.572769953051643
2025-10-12,43.1924882629108
2025-10-13,14.084507042253522
2025-10-14,8.450704225352112
2025-10-15,6.572769953051643
2025-10-16,6.572769953051643
2025-10-17,9.389671361502348
2025-10-18,7.511737089201878
2025-10-19,46.009389671361504
2025-10-20,14.084507042253522
2025-10-21,7.511737089201878
2025-10-22,5.633802816901408
2025-10-23,5.633802816901408
2025-10-24,5.633802816901408
2025-10-25,5.633802816901408
2025-10-26,39.436619718309856
2025-10-27,11.267605633802816
2025-10-28,4.694835680751174
2025-10-29,4.694835680751174
2025-10-30,4.694835680751174
2025-10-31,5.633802816901408
2025-11-01,6.572769953051643
2025-11-02,16.901408450704224
2025-11-03,8.450704225352112
2025-11-04,8.450704225352112
2025-11-05,5.633802816901408
2025-11-06,5.633802816901408
2025-11-07,5.633802816901408
2025-11-08,5.633802816901408
2025-11-09,31.92488262910798
2025-11-10,11.267605633802816
2025-11-11,7.511737089201878
2025-11-12,5.633802816901408
2025-11-13,5.633802816901408
2025-11-14,5.633802816901408
2025-11-15,5.633802816901408
2025-11-16,43.1924882629108
2025-11-17,32.863849765258216
2025-11-18,7.511737089201878
2025-11-19,7.511737089201878
2025-11-20,6.572769953051643
2025-11-21,5.633802816901408
2025-11-22,6.572769953051643
2025-11-23,92.95774647887325
2025-11-24,59.15492957746479
2025-11-25,10.328638497652582
2025-11-26,7.511737089201878
2025-11-27,8.450704225352112
2025-11-28,9.389671361502348
2025-11-29,9.389671361502348
2025-11-30,92.01877934272301
2025-12-01,18.779342723004696
2025-12-02,5.633802816901408
2025-12-03,5.633802816901408
2025-12-04,5.633802816901408
2025-12-05,4.694835680751174
2025-12-06,5.633802816901408
2025-12-07,70.4225352112676
2025-12-08,23.474178403755868
2025-12-09,9.389671361502348
2025-12-10,6.572769953051643
2025-12-11,6.701604978709466
2025-12-12,6.32213608957795
2025-12-13,7.550557435916099
2025-12-14,49.92757579066128
2025-12-15,13.87269352549405
2025-12-16,6.701604978709466
2025-12-17,5.852652521502833
2025-12-18,5.473183632371317
2025-12-19,5.473183632371317
2025-12-20,5.852652521502833
2025-12-21,47.8502019871165
2025-12-22,15.950067329038832
2025-12-23,6.32213608957795
2025-12-24,5.473183632371317
2025-12-25,6.32213608957795
2025-12-26,6.32213608957795
2025-12-27,6.701604978709466
2025-12-28,75.50557435916099
2025-12-29,17.6479722434521
2025-12-30,5.852652521502833
2025-12-31,4.624231175164683
2026-01-01,5.003700064296199
2026-01-02,4.624231175164683
2026-01-03,5.852652521502833
2026-01-04,43.22597081195181
2026-01-05,22.6516723077483
2026-01-06,10.476883696667516
2026-01-07,8.399509893122733
2026-01-08,6.701604978709466
2026-01-09,5.852652521502833
2026-01-10,6.071502226104257
2026-01-11,6.830440004367289
2026-01-12,6.071502226104257
2026-01-13,7.589377782630321
2026-01-14,6.071502226104257
2026-01-15,6.071502226104257
2026-01-16,5.312564447841225
2026-01-17,5.312564447841225
2026-01-18,9.107253339156385
2026-01-19,7.589377782630321
2026-01-20,6.071502226104257
2026-01-21,6.830440004367289
2026-01-22,6.071502226104257
2026-01-23,6.071502226104257
2026-01-24,6.830440004367289
2026-01-25,6.830440004367289
2026-01-26,8.348315560893353
2026-01-27,9.866191117419417
2026-01-28,13.660880008734578
2026-01-29,8.348315560893353
2026-01-30,6.830440004367289
2026-01-31,5.312564447841225
2026-02-01,5.312564447841225
2026-02-02,4.553626669578192
2026-02-03,5.312564447841225
2026-02-04,4.553626669578192
2026-02-05,3.7946888913151606
2026-02-06,5.312564447841225
2026-02-07,4.553626669578192
2026-02-08,4.553626669578192
2026-02-09,5.312564447841225
2026-02-10,4.553626669578192
2026-02-11,3.7946888913151606
2026-02-12,3.7946888913151606
2026-02-13,3.7946888913151606
2026-02-14,3.7946888913151606
2026-02-15,3.7946888913151606
2026-02-16,4.553626669578192
2026-02-17,3.7946888913151606
2026-02-18,3.7946888913151606
2026-02-19,3.7946888913151606
2026-02-20,3.0357511130521284
2026-02-21,3.0357511130521284
2026-02-22,3.0357511130521284
2026-02-23,3.0357511130521284
2026-02-24,3.0357511130521284
2026-02-25,3.0357511130521284
2026-02-26,3.0357511130521284
2026-02-27,3.0357511130521284
2026-02-28,3.0357511130521284
2026-03-01,2.276813334789096
2026-03-02,4.553626669578192
2026-03-03,4.553626669578192
2026-03-04,3.0357511130521284
2026-03-05,3.7946888913151606
2026-03-06,3.7946888913151606
2026-03-07,3.7946888913151606
2026-03-08,3.7946888913151606
2026-03-09,6.830440004367289
2026-03-10,7.589377782630321
2026-03-11,6.830440004367289
2026-03-12,5.312564447841225
2026-03-13,5.312564447841225
2026-03-14,4.553626669578192
2026-03-15,3.7946888913151606
2026-03-16,3.7946888913151606
2026-03-17,3.7946888913151606
2026-03-18,3.7946888913151606
2026-03-19,3.7946888913151606
2026-03-20,3.0357511130521284
2026-03-21,3.0357511130521284
2026-03-22,3.7946888913151606
2026-03-23,3.0357511130521284
2026-03-24,3.0357511130521284
2026-03-25,3.0357511130521284
2026-03-26,3.0357511130521284
2026-03-27,3.0357511130521284
2026-03-28,3.0357511130521284
2026-03-29,3.0357511130521284
2026-03-30,3.7946888913151606
2026-03-31,3.0357511130521284
2026-04-01,3.0357511130521284
2026-04-02,3.0357511130521284
2026-04-03,3.0357511130521284
2026-04-04,2.276813334789096
2026-04-05,2.276813334789096
2026-04-06,3.0357511130521284
2026-04-07,3.0357511130521284
2026-04-08,3.0357511130521284
2026-04-09,3.0357511130521284
2026-04-10,3.0357511130521284
2026-04-11,3.0357511130521284
2026-04-12,3.0357511130521284
2026-04-13,3.0357511130521284
2026-04-14,3.0357511130521284
2026-04-15,3.7946888913151606
2026-04-16,3.0357511130521284
2026-04-17,3.0357511130521284
2026-04-18,3.7946888913151606
2026-04-19,3.7946888913151606
2026-04-20,3.0357511130521284
2026-04-21,3.7946888913151606
2026-04-22,4.553626669578192
2026-04-23,6.071502226104257
2026-04-24,18.21450667831277
2026-04-25,22.00919556962793
2026-04-26,9.866191117419417
2026-04-27,6.071502226104257
2026-04-28,4.553626669578192
2026-04-29,5.312564447841225
2026-04-30,4.553626669578192
2026-05-01,4.553626669578192
2026-05-02,3.7946888913151606
2026-05-03,3.7946888913151606
2026-05-04,3.0357511130521284
2026-05-05,3.0357511130521284
2026-05-06,3.7946888913151606
2026-05-07,3.7946888913151606
2026-05-08,3.7946888913151606
2026-05-09,4.553626669578192
2026-05-10,3.7946888913151606
2026-05-11,3.7946888913151606
2026-05-12,3.7946888913151606
2026-05-13,3.7946888913151606
2026-05-14,4.553626669578192
2026-05-15,6.071502226104257
2026-05-16,3.7946888913151606
2026-05-17,3.0357511130521284
2026-05-18,3.0357511130521284
2026-05-19,3.7946888913151606
2026-05-20,3.0357511130521284
2026-05-21,3.0357511130521284
2026-05-22,3.7946888913151606
2026-05-23,3.0357511130521284
2026-05-24,3.0357511130521284
2026-05-25,3.0357511130521284
2026-05-26,3.0357511130521284
2026-05-27,3.0357511130521284
2026-05-28,3.0357511130521284
2026-05-29,3.0357511130521284
2026-05-30,3.0357511130521284
2026-05-31,3.0357511130521284
