Time,apple_stock
2022-05-07,16.0
2022-05-08,12.0
2022-05-09,63.0
2022-05-10,62.0
2022-05-11,68.0
2022-05-12,76.0
2022-05-13,65.0
2022-05-14,20.0
2022-05-15,13.0
2022-05-16,49.0
2022-05-17,50.0
2022-05-18,64.0
2022-05-19,66.0
2022-05-20,61.0
2022-05-21,23.0
2022-05-22,14.0
2022-05-23,53.0
2022-05-24,57.0
2022-05-25,48.0
2022-05-26,48.0
2022-05-27,49.0
2022-05-28,17.0
2022-05-29,10.0
2022-05-30,13.0
2022-05-31,47.0
2022-06-01,44.0
2022-06-02,42.0
2022-06-03,45.0
2022-06-04,15.0
2022-06-05,12.0
2022-06-06,52.0
2022-06-07,50.0
2022-06-08,41.0
2022-06-09,39.0
2022-06-10,46.0
2022-06-11,16.0
2022-06-12,12.0
2022-06-13,58.0
2022-06-14,55.0
2022-06-15,51.0
2022-06-16,52.0
2022-06-17,47.0
2022-06-18,18.0
2022-06-19,13.0
2022-06-20,22.0
2022-06-21,49.0
2022-06-22,45.0
2022-06-23,42.0
2022-06-24,44.0
2022-06-25,15.0
2022-06-26,11.0
2022-06-27,41.0
2022-06-28,39.0
2022-06-29,39.0
2022-06-30,40.0
2022-07-01,38.0
2022-07-02,13.0
2022-07-03,9.0
2022-07-04,11.0
2022-07-05,39.0
2022-07-06,38.0
2022-07-07,40.0
2022-07-08,41.0
2022-07-09,15.0
2022-07-10,10.0
2022-07-11,38.0
2022-07-12,38.0
2022-07-13,39.0
2022-07-14,38.0
2022-07-15,40.0
2022-07-16,15.0
2022-07-17,10.0
2022-07-18,44.0
2022-07-19,48.0
2022-07-20,47.0
2022-07-21,48.0
2022-07-22,43.0
2022-07-23,15.0
2022-07-24,10.0
2022-07-25,41.0
2022-07-26,40.0
2022-07-27,50.0
2022-07-28,72.0
2022-07-29,73.0
2022-07-30,18.0
2022-07-31,12.0
2022-08-01,47.0
2022-08-02,43.0
2022-08-03,49.0
2022-08-04,51.0
2022-08-05,45.0
2022-08-06,14.0
2022-08-07,12.0
2022-08-08,43.0
2022-08-09,41.0
2022-08-10,49.0
2022-08-11,46.0
2022-08-12,49.0
2022-08-13,17.0
2022-08-14,12.0
2022-08-15,50.0
2022-08-16,51.0
2022-08-17,50.0
2022-08-18,45.0
2022-08-19,45.0
2022-08-20,14.0
2022-08-21,10.0
2022-08-22,37.0
2022-08-23,43.0
2022-08-24,38.0
2022-08-25,40.0
2022-08-26,41.0
2022-08-27,16.0
2022-08-28,9.0
2022-08-29,40.83099824868651
2022-08-30,38.03327495621716
2022-08-31,36.16812609457093
2022-09-01,38.96584938704028
2022-09-02,34.80297723292469
2022-09-03,12.98861646234676
2022-09-04,9.25831873905429
2022-09-05,11.123467600700526
2022-09-06,39.3984238178634
2022-09-07,58.41506129597198
2022-09-08,48.72416812609457
2022-09-09,41.263572679509636
2022-09-10,13.921190893169879
2022-09-11,10.190893169877409
2022-09-12,43.12872154115587
2022-09-13,51.021891418563925
2022-09-14,48.22416812609457
2022-09-15,44.061295971978986
2022-09-16,45.92644483362522
2022-09-17,14.353765323992995
2022-09-18,10.690893169877409
2022-09-19,38.03327495621716
2022-09-20,41.763572679509636
2022-09-21,42.696147110332745
2022-09-22,42.696147110332745
2022-09-23,42.196147110332745
2022-09-24,15.786339754816112
2022-09-25,12.056042031523642
2022-09-26,39.8984238178634
2022-09-27,39.8984238178634
2022-09-28,50.17863397548162
2022-09-29,59.695271453590195
2022-09-30,51.04378283712785
2022-10-01,17.302977232924693
2022-10-02,12.112084063047286
2022-10-03,44.987740805604204
2022-10-04,46.71803852889668
2022-10-05,39.7968476357268
2022-10-06,38.931698774080566
2022-10-07,38.931698774080566
2022-10-08,13.842381786339756
2022-10-09,9.516637478108581
2022-10-10,36.33625218914186
2022-10-11,36.33625218914186
2022-10-12,36.33625218914186
2022-10-13,44.987740805604204
2022-10-14,38.066549912434326
2022-10-15,13.842381786339756
2022-10-16,9.516637478108581
2022-10-17,38.066549912434326
2022-10-18,43.25744308231174
2022-10-19,38.931698774080566
2022-10-20,38.931698774080566
2022-10-21,37.20140105078809
2022-10-22,12.112084063047286
2022-10-23,10.381786339754816
2022-10-24,38.066549912434326
2022-10-25,45.85288966725044
2022-10-26,49.31348511383538
2022-10-27,80.45884413309983
2022-10-28,81.32399299474606
2022-10-29,19.8984238178634
2022-10-30,10.381786339754816
2022-10-31,41.527145359019265
2022-11-01,42.3922942206655
2022-11-02,43.25744308231174
2022-11-03,47.58318739054291
2022-11-04,51.90893169877408
2022-11-05,14.70753064798599
2022-11-06,10.381786339754816
2022-11-07,44.12259194395797
2022-11-08,39.7968476357268
2022-11-09,38.931698774080566
2022-11-10,53.639229422066556
2022-11-11,46.71803852889668
2022-11-12,15.572679509632225
2022-11-13,9.516637478108581
2022-11-14,37.20140105078809
2022-11-15,40.66199649737303
2022-11-16,38.066549912434326
2022-11-17,38.066549912434326
2022-11-18,37.20140105078809
2022-11-19,12.97723292469352
2022-11-20,8.651488616462347
2022-11-21,32.87565674255692
2022-11-22,32.87565674255692
2022-11-23,32.87565674255692
2022-11-24,13.842381786339756
2022-11-25,26.819614711033278
2022-11-26,11.246935201401051
2022-11-27,8.651488616462347
2022-11-28,37.20140105078809
2022-11-29,38.931698774080566
2022-11-30,43.25744308231174
2022-12-01,41.527145359019265
2022-12-02,32.87565674255692
2022-12-03,12.112084063047286
2022-12-04,8.651488616462347
2022-12-05,32.01050788091069
2022-12-06,32.01050788091069
2022-12-07,32.87565674255692
2022-12-08,31.14535901926445
2022-12-09,28.549912434325744
2022-12-10,10.381786339754816
2022-12-11,6.921190893169878
2022-12-12,29.41506129597198
2022-12-13,37.20140105078809
2022-12-14,35.471103327495626
2022-12-15,36.33625218914186
2022-12-16,38.066549912434326
2022-12-17,12.97723292469352
2022-12-18,8.651488616462347
2022-12-19,32.01050788091069
2022-12-20,38.931698774080566
2022-12-21,40.66199649737303
2022-12-22,38.066549912434326
2022-12-23,34.605954465849386
2022-12-24,14.70753064798599
2022-12-25,10.381786339754816
2022-12-26,15.572679509632225
2022-12-27,38.931698774080566
2022-12-28,49.31348511383538
2022-12-29,53.639229422066556
2022-12-30,41.527145359019265
2022-12-31,19.8984238178634
2023-01-01,15.572679509632225
2023-01-02,21.62872154115587
2023-01-03,54.50437828371279
2023-01-04,55.36952714535902
2023-01-05,46.71803852889668
2023-01-06,47.58318739054291
2023-01-07,20.763572679509632
2023-01-08,17.302977232924693
2023-01-09,43.25744308231174
2023-01-10,44.12259194395797
2023-01-11,45.85288966725044
2023-01-12,45.85288966725044
2023-01-13,44.987740805604204
2023-01-14,21.62872154115587
2023-01-15,16.43782837127846
2023-01-16,20.763572679509632
2023-01-17,41.527145359019265
2023-01-18,44.987740805604204
2023-01-19,39.7968476357268
2023-01-20,44.12259194395797
2023-01-21,21.62872154115587
2023-01-22,16.43782837127846
2023-01-23,45.85288966725044
2023-01-24,48.448336252189144
2023-01-25,44.987740805604204
2023-01-26,46.71803852889668
2023-01-27,48.448336252189144
2023-01-28,21.62872154115587
2023-01-29,18.16812609457093
2023-01-30,41.527145359019265
2023-01-31,45.85288966725044
2023-02-01,51.90893169877408
2023-02-02,83.91943957968476
2023-02-03,86.51488616462348
2023-02-04,26.819614711033278
2023-02-05,15.572679509632225
2023-02-06,45.85288966725044
2023-02-07,49.31348511383538
2023-02-08,44.987740805604204
2023-02-09,46.71803852889668
2023-02-10,45.85288966725044
2023-02-11,21.62872154115587
2023-02-12,18.16812609457093
2023-02-13,41.527145359019265
2023-02-14,45.85288966725044
2023-02-15,50.17863397548162
2023-02-16,44.12259194395797
2023-02-17,40.66199649737303
2023-02-18,12.97723292469352
2023-02-19,9.516637478108581
2023-02-20,15.572679509632225
2023-02-21,34.605954465849386
2023-02-22,35.471103327495626
2023-02-23,34.605954465849386
2023-02-24,32.01050788091069
2023-02-25,12.112084063047286
2023-02-26,9.516637478108581
2023-02-27,33.74080560420315
2023-02-28,33.74080560420315
2023-03-01,29.41506129597198
2023-03-02,32.87565674255692
2023-03-03,32.01050788091069
2023-03-04,12.112084063047286
2023-03-05,9.516637478108581
2023-03-06,42.3922942206655
2023-03-07,35.471103327495626
2023-03-08,33.74080560420315
2023-03-09,33.74080560420315
2023-03-10,35.471103327495626
2023-03-11,14.70753064798599
2023-03-12,10.381786339754816
2023-03-13,40.66199649737303
2023-03-14,38.066549912434326
2023-03-15,38.066549912434326
2023-03-16,38.066549912434326
2023-03-17,35.471103327495626
2023-03-18,12.112084063047286
2023-03-19,10.381786339754816
2023-03-20,36.33625218914186
2023-03-21,39.7968476357268
2023-03-22,38.931698774080566
2023-03-23,38.931698774080566
2023-03-24,36.33625218914186
2023-03-25,13.842381786339756
2023-03-26,9.516637478108581
2023-03-27,31.14535901926445
2023-03-28,32.87565674255692
2023-03-29,36.33625218914186
2023-03-30,36.33625218914186
2023-03-31,38.066549912434326
2023-04-01,13.842381786339756
2023-04-02,10.381786339754816
2023-04-03,37.20140105078809
2023-04-04,37.20140105078809
2023-04-05,34.605954465849386
2023-04-06,35.471103327495626
2023-04-07,21.62872154115587
2023-04-08,11.246935201401051
2023-04-09,8.651488616462347
2023-04-10,38.066549912434326
2023-04-11,38.066549912434326
2023-04-12,36.33625218914186
2023-04-13,38.931698774080566
2023-04-14,38.931698774080566
2023-04-15,11.246935201401051
2023-04-16,9.516637478108581
2023-04-17,37.20140105078809
2023-04-18,43.25744308231174
2023-04-19,38.931698774080566
2023-04-20,38.931698774080566
2023-04-21,36.33625218914186
2023-04-22,12.97723292469352
2023-04-23,11.246935201401051
2023-04-24,34.605954465849386
2023-04-25,34.605954465849386
2023-04-26,37.03918563922942
2023-04-27,42.60858143607706
2023-04-28,37.63397548161121
2023-04-29,14.491243432574432
2023-04-30,10.544001751313484
2023-05-01,38.066549912434326
2023-05-02,38.066549912434326
2023-05-03,40.553852889667255
2023-05-04,67.64382661996498
2023-05-05,72.1858581436077
2023-05-06,21.088003502626968
2023-05-07,14.491243432574432
2023-05-08,43.63594570928196
2023-05-09,39.093914185639235
2023-05-10,41.58121716287215
2023-05-11,38.066549912434326
2023-05-12,37.03918563922942
2023-05-13,12.003940455341507
2023-05-14,9.516637478108581
2023-05-15,38.066549912434326
2023-05-16,38.066549912434326
2023-05-17,37.63397548161121
2023-05-18,40.12127845884413
2023-05-19,39.526488616462345
2023-05-20,14.058669001751314
2023-05-21,9.949211908931698
2023-05-22,35.579246935201404
2023-05-23,37.63397548161121
2023-05-24,37.03918563922942
2023-05-25,40.12127845884413
2023-05-26,40.44570928196147
2023-05-27,15.464535901926444
2023-05-28,10.706217162872154
2023-05-29,11.895796847635726
2023-05-30,41.63528896672504
2023-05-31,41.63528896672504
2023-06-01,46.39360770577933
2023-06-02,52.3415061295972
2023-06-03,17.84369527145359
2023-06-04,14.274956217162872
2023-06-05,118.95796847635727
2023-06-06,85.64973730297723
2023-06-07,59.47898423817863
2023-06-08,49.962346760070055
2023-06-09,48.77276707530648
2023-06-10,17.84369527145359
2023-06-11,11.895796847635726
2023-06-12,49.962346760070055
2023-06-13,55.910245183887916
2023-06-14,51.15192644483363
2023-06-15,52.3415061295972
2023-06-16,44.01444833625219
2023-06-17,14.274956217162872
2023-06-18,11.895796847635726
2023-06-19,19.033274956217163
2023-06-20,41.63528896672504
2023-06-21,39.2561295971979
2023-06-22,41.63528896672504
2023-06-23,41.63528896672504
2023-06-24,14.274956217162872
2023-06-25,11.895796847635726
2023-06-26,36.87697022767075
2023-06-27,44.01444833625219
2023-06-28,44.01444833625219
2023-06-29,47.5831873905429
2023-06-30,64.23730297723293
2023-07-01,27.360332749562172
2023-07-02,16.65411558669002
2023-07-03,44.01444833625219
2023-07-04,17.84369527145359
2023-07-05,46.39360770577933
2023-07-06,45.20402802101576
2023-07-07,42.824868651488615
2023-07-08,15.464535901926444
2023-07-09,11.895796847635726
2023-07-10,41.63528896672504
2023-07-11,41.63528896672504
2023-07-12,44.01444833625219
2023-07-13,41.63528896672504
2023-07-14,41.63528896672504
2023-07-15,15.464535901926444
2023-07-16,10.706217162872154
2023-07-17,44.01444833625219
2023-07-18,46.39360770577933
2023-07-19,52.3415061295972
2023-07-20,45.20402802101576
2023-07-21,42.824868651488615
2023-07-22,15.464535901926444
2023-07-23,11.895796847635726
2023-07-24,44.01444833625219
2023-07-25,44.01444833625219
2023-07-26,41.63528896672504
2023-07-27,41.63528896672504
2023-07-28,42.824868651488615
2023-07-29,17.84369527145359
2023-07-30,13.0853765323993
2023-07-31,42.824868651488615
2023-08-01,44.01444833625219
2023-08-02,41.63528896672504
2023-08-03,67.80604203152365
2023-08-04,82.08099824868651
2023-08-05,20.222854640980735
2023-08-06,13.0853765323993
2023-08-07,60.668563922942205
2023-08-08,51.15192644483363
2023-08-09,45.20402802101576
2023-08-10,41.63528896672504
2023-08-11,38.066549912434326
2023-08-12,14.274956217162872
2023-08-13,11.895796847635726
2023-08-14,39.2561295971979
2023-08-15,35.68739054290718
2023-08-16,38.066549912434326
2023-08-17,40.44570928196147
2023-08-18,39.2561295971979
2023-08-19,14.274956217162872
2023-08-20,10.706217162872154
2023-08-21,38.066549912434326
2023-08-22,35.68739054290718
2023-08-23,40.44570928196147
2023-08-24,35.68739054290718
2023-08-25,35.68739054290718
2023-08-26,13.0853765323993
2023-08-27,10.706217162872154
2023-08-28,34.49781085814361
2023-08-29,41.63528896672504
2023-08-30,41.63528896672504
2023-08-31,40.44570928196147
2023-09-01,38.066549912434326
2023-09-02,11.895796847635726
2023-09-03,9.516637478108581
2023-09-04,13.0853765323993
2023-09-05,35.68739054290718
2023-09-06,40.44570928196147
2023-09-07,59.47898423817863
2023-09-08,58.28940455341506
2023-09-09,20.222854640980735
2023-09-10,14.274956217162872
2023-09-11,46.39360770577933
2023-09-12,67.80604203152365
2023-09-13,57.09982486865149
2023-09-14,47.5831873905429
2023-09-15,40.44570928196147
2023-09-16,15.464535901926444
2023-09-17,11.895796847635726
2023-09-18,39.2561295971979
2023-09-19,36.87697022767075
2023-09-20,36.87697022767075
2023-09-21,36.87697022767075
2023-09-22,38.066549912434326
2023-09-23,15.464535901926444
2023-09-24,10.706217162872154
2023-09-25,33.30823117338004
2023-09-26,34.49781085814361
2023-09-27,38.066549912434326
2023-09-28,35.68739054290718
2023-09-29,33.30823117338004
2023-09-30,10.706217162872154
2023-10-01,10.706217162872154
2023-10-02,35.68739054290718
2023-10-03,34.49781085814361
2023-10-04,35.68739054290718
2023-10-05,34.49781085814361
2023-10-06,34.49781085814361
2023-10-07,13.0853765323993
2023-10-08,10.706217162872154
2023-10-09,32.118651488616464
2023-10-10,34.49781085814361
2023-10-11,32.118651488616464
2023-10-12,34.49781085814361
2023-10-13,29.739492119089316
2023-10-14,10.706217162872154
2023-10-15,8.32705779334501
2023-10-16,34.49781085814361
2023-10-17,30.92907180385289
2023-10-18,28.549912434325744
2023-10-19,28.549912434325744
2023-10-20,28.549912434325744
2023-10-21,9.516637478108581
2023-10-22,8.32705779334501
2023-10-23,28.549912434325744
2023-10-24,32.118651488616464
2023-10-25,30.92907180385289
2023-10-26,36.87697022767075
2023-10-27,33.30823117338004
2023-10-28,9.516637478108581
2023-10-29,8.32705779334501
2023-10-30,34.49781085814361
2023-10-31,36.87697022767075
2023-11-01,36.87697022767075
2023-11-02,60.668563922942205
2023-11-03,53.53108581436077
2023-11-04,14.274956217162872
2023-11-05,10.706217162872154
2023-11-06,34.49781085814361
2023-11-07,36.87697022767075
2023-11-08,35.68739054290718
2023-11-09,35.68739054290718
2023-11-10,38.066549912434326
2023-11-11,13.0853765323993
2023-11-12,10.706217162872154
2023-11-13,34.49781085814361
2023-11-14,41.63528896672504
2023-11-15,41.63528896672504
2023-11-16,38.066549912434326
2023-11-17,38.066549912434326
2023-11-18,13.0853765323993
2023-11-19,10.706217162872154
2023-11-20,40.44570928196147
2023-11-21,38.066549912434326
2023-11-22,35.68739054290718
2023-11-23,13.0853765323993
2023-11-24,23.79159369527145
2023-11-25,11.895796847635726
2023-11-26,10.706217162872154
2023-11-27,34.49781085814361
2023-11-28,36.87697022767075
2023-11-29,36.87697022767075
2023-11-30,35.68739054290718
2023-12-01,33.30823117338004
2023-12-02,14.274956217162872
2023-12-03,9.516637478108581
2023-12-04,32.118651488616464
2023-12-05,38.066549912434326
2023-12-06,38.066549912434326
2023-12-07,35.68739054290718
2023-12-08,40.44570928196147
2023-12-09,14.274956217162872
2023-12-10,10.706217162872154
2023-12-11,35.68739054290718
2023-12-12,40.44570928196147
2023-12-13,42.824868651488615
2023-12-14,49.962346760070055
2023-12-15,40.44570928196147
2023-12-16,16.65411558669002
2023-12-17,10.706217162872154
2023-12-18,39.2561295971979
2023-12-19,44.01444833625219
2023-12-20,42.824868651488615
2023-12-21,42.824868651488615
2023-12-22,36.87697022767075
2023-12-23,14.274956217162872
2023-12-24,9.516637478108581
2023-12-25,11.895796847635726
2023-12-26,36.87697022767075
2023-12-27,36.87697022767075
2023-12-28,34.49781085814361
2023-12-29,32.118651488616464
2023-12-30,13.0853765323993
2023-12-31,10.706217162872154
2024-01-01,10.111427320490368
2024-01-02,46.39360770577933
2024-01-03,45.798817863397545
2024-01-04,42.824868651488615
2024-01-05,40.44570928196147
2024-01-06,14.274956217162872
2024-01-07,13.0853765323993
2024-01-08,39.2561295971979
2024-01-09,37.47176007005254
2024-01-10,37.47176007005254
2024-01-11,38.066549912434326
2024-01-12,36.87697022767075
2024-01-13,13.680166374781086
2024-01-14,10.706217162872154
2024-01-15,13.0853765323993
2024-01-16,35.68739054290718
2024-01-17,33.30823117338004
2024-01-18,42.23007880910683
2024-01-19,46.98839754816112
2024-01-20,17.84369527145359
2024-01-21,10.706217162872154
2024-01-22,41.63528896672504
2024-01-23,41.63528896672504
2024-01-24,42.824868651488615
2024-01-25,40.44570928196147
2024-01-26,35.68739054290718
2024-01-27,13.0853765323993
2024-01-28,10.706217162872154
2024-01-29,32.118651488616464
2024-01-30,39.2561295971979
2024-01-31,38.066549912434326
2024-02-01,60.668563922942205
2024-02-02,65.4268826619965
2024-02-03,20.222854640980735
2024-02-04,16.65411558669002
2024-02-05,40.44570928196147
2024-02-06,40.44570928196147
2024-02-07,38.066549912434326
2024-02-08,36.87697022767075
2024-02-09,36.87697022767075
2024-02-10,15.464535901926444
2024-02-11,10.706217162872154
2024-02-12,29.739492119089316
2024-02-13,33.30823117338004
2024-02-14,34.49781085814361
2024-02-15,35.68739054290718
2024-02-16,38.066549912434326
2024-02-17,13.0853765323993
2024-02-18,10.706217162872154
2024-02-19,15.464535901926444
2024-02-20,30.92907180385289
2024-02-21,29.739492119089316
2024-02-22,38.066549912434326
2024-02-23,36.87697022767075
2024-02-24,14.274956217162872
2024-02-25,11.895796847635726
2024-02-26,30.92907180385289
2024-02-27,34.49781085814361
2024-02-28,36.87697022767075
2024-02-29,34.49781085814361
2024-03-01,39.2561295971979
2024-03-02,14.274956217162872
2024-03-03,11.895796847635726
2024-03-04,49.962346760070055
2024-03-05,54.720665499124344
2024-03-06,51.15192644483363
2024-03-07,51.15192644483363
2024-03-08,45.20402802101576
2024-03-09,14.274956217162872
2024-03-10,13.0853765323993
2024-03-11,36.87697022767075
2024-03-12,39.2561295971979
2024-03-13,36.87697022767075
2024-03-14,34.49781085814361
2024-03-15,32.118651488616464
2024-03-16,11.895796847635726
2024-03-17,9.516637478108581
2024-03-18,42.824868651488615
2024-03-19,36.87697022767075
2024-03-20,38.066549912434326
2024-03-21,71.37478108581436
2024-03-22,57.09982486865149
2024-03-23,16.65411558669002
2024-03-24,13.0853765323993
2024-03-25,39.2561295971979
2024-03-26,38.066549912434326
2024-03-27,34.49781085814361
2024-03-28,33.30823117338004
2024-03-29,19.033274956217163
2024-03-30,9.516637478108581
2024-03-31,9.516637478108581
2024-04-01,33.30823117338004
2024-04-02,32.118651488616464
2024-04-03,32.118651488616464
2024-04-04,33.30823117338004
2024-04-05,30.92907180385289
2024-04-06,11.895796847635726
2024-04-07,9.516637478108581
2024-04-08,28.549912434325744
2024-04-09,29.739492119089316
2024-04-10,29.739492119089316
2024-04-11,38.066549912434326
2024-04-12,38.066549912434326
2024-04-13,14.274956217162872
2024-04-14,9.516637478108581
2024-04-15,33.30823117338004
2024-04-16,33.30823117338004
2024-04-17,30.92907180385289
2024-04-18,30.92907180385289
2024-04-19,32.118651488616464
2024-04-20,13.0853765323993
2024-04-21,8.32705779334501
2024-04-22,32.118651488616464
2024-04-23,32.118651488616464
2024-04-24,33.30823117338004
2024-04-25,33.30823117338004
2024-04-26,34.49781085814361
2024-04-27,11.895796847635726
2024-04-28,9.516637478108581
2024-04-29,40.44570928196147
2024-04-30,34.49781085814361
2024-05-01,34.49781085814361
2024-05-02,65.4268826619965
2024-05-03,83.27057793345008
2024-05-04,20.222854640980735
2024-05-05,13.0853765323993
2024-05-06,42.824868651488615
2024-05-07,44.01444833625219
2024-05-08,34.49781085814361
2024-05-09,36.87697022767075
2024-05-10,32.118651488616464
2024-05-11,10.706217162872154
2024-05-12,9.516637478108581
2024-05-13,38.066549912434326
2024-05-14,35.68739054290718
2024-05-15,38.066549912434326
2024-05-16,36.87697022767075
2024-05-17,30.92907180385289
2024-05-18,14.274956217162872
2024-05-19,9.516637478108581
2024-05-20,30.92907180385289
2024-05-21,34.49781085814361
2024-05-22,33.30823117338004
2024-05-23,35.68739054290718
2024-05-24,32.118651488616464
2024-05-25,11.895796847635726
2024-05-26,8.32705779334501
2024-05-27,9.516637478108581
2024-05-28,35.68739054290718
2024-05-29,33.30823117338004
2024-05-30,29.739492119089316
2024-05-31,30.92907180385289
2024-06-01,11.895796847635726
2024-06-02,9.516637478108581
2024-06-03,34.49781085814361
2024-06-04,33.30823117338004
2024-06-05,41.63528896672504
2024-06-06,38.066549912434326
2024-06-07,35.68739054290718
2024-06-08,14.274956217162872
2024-06-09,13.0853765323993
2024-06-10,76.13309982486865
2024-06-11,107.06217162872154
2024-06-12,115.38922942206655
2024-06-13,76.13309982486865
2024-06-14,58.28940455341506
2024-06-15,19.033274956217163
2024-06-16,13.0853765323993
2024-06-17,58.28940455341506
2024-06-18,54.720665499124344
2024-06-19,28.549912434325744
2024-06-20,44.01444833625219
2024-06-21,41.63528896672504
2024-06-22,13.0853765323993
2024-06-23,10.706217162872154
2024-06-24,41.63528896672504
2024-06-25,42.824868651488615
2024-06-26,41.63528896672504
2024-06-27,40.44570928196147
2024-06-28,36.87697022767075
2024-06-29,13.0853765323993
2024-06-30,8.32705779334501
2024-07-01,40.44570928196147
2024-07-02,42.824868651488615
2024-07-03,42.824868651488615
2024-07-04,14.274956217162872
2024-07-05,42.824868651488615
2024-07-06,15.464535901926444
2024-07-07,11.895796847635726
2024-07-08,44.01444833625219
2024-07-09,45.20402802101576
2024-07-10,49.962346760070055
2024-07-11,48.77276707530648
2024-07-12,45.20402802101576
2024-07-13,14.274956217162872
2024-07-14,9.516637478108581
2024-07-15,46.39360770577933
2024-07-16,46.39360770577933
2024-07-17,45.20402802101576
2024-07-18,44.01444833625219
2024-07-19,42.824868651488615
2024-07-20,14.274956217162872
2024-07-21,8.32705779334501
2024-07-22,39.2561295971979
2024-07-23,36.87697022767075
2024-07-24,38.066549912434326
2024-07-25,40.44570928196147
2024-07-26,35.68739054290718
2024-07-27,10.706217162872154
2024-07-28,8.32705779334501
2024-07-29,33.30823117338004
2024-07-30,33.30823117338004
2024-07-31,38.066549912434326
2024-08-01,58.28940455341506
2024-08-02,53.53108581436077
2024-08-03,23.79159369527145
2024-08-04,19.033274956217163
2024-08-05,118.95796847635727
2024-08-06,73.7539404553415
2024-08-07,47.5831873905429
2024-08-08,40.44570928196147
2024-08-09,38.066549912434326
2024-08-10,13.0853765323993
2024-08-11,10.706217162872154
2024-08-12,36.87697022767075
2024-08-13,35.68739054290718
2024-08-14,36.87697022767075
2024-08-15,38.066549912434326
2024-08-16,35.68739054290718
2024-08-17,13.0853765323993
2024-08-18,10.388600465535008
2024-08-19,35.108238874078495
2024-08-20,33.19930320587222
2024-08-21,31.88515738004773
2024-08-22,29.976221711841454
2024-08-23,32.60451336349043
2024-08-24,11.107956448977713
2024-08-25,8.47966479732873
2024-08-26,31.88515738004773
2024-08-27,33.19930320587222
2024-08-28,32.60451336349043
2024-08-29,37.736530525727474
2024-08-30,34.51344903169671
2024-08-31,11.107956448977713
2024-09-01,8.47966479732873
2024-09-02,9.793810623153222
2024-09-03,33.19930320587222
2024-09-04,31.88515738004773
2024-09-05,27.34793006019247
2024-09-06,28.66207588601696
2024-09-07,10.388600465535008
2024-09-08,8.47966479732873
2024-09-09,59.2330874402402
2024-09-10,45.621405480674426
2024-09-11,31.88515738004773
2024-09-12,34.51344903169671
2024-09-13,31.88515738004773
2024-09-14,11.7027462913595
2024-09-15,8.47966479732873
2024-09-16,38.455886509170185
2024-09-17,34.529087205249816
2024-09-18,41.72264703967686
2024-09-19,40.28393507279145
2024-09-20,41.72264703967686
2024-09-21,12.94840770196868
2024-09-22,10.070983768197863
