Time,khan_academy
2023-11-27,61.673723301723385
2023-11-28,70.87875663033881
2023-11-29,73.64026662892344
2023-11-30,69.95825329747727
2023-12-01,65.35573663316956
2023-12-02,22.092079988677035
2023-12-03,21.17157665581549
2023-12-04,62.59422663458493
2023-12-05,68.11724663175418
2023-12-06,67.19674329889264
2023-12-07,65.35573663316956
2023-12-08,57.07120663741567
2023-12-09,18.41006665723086
2023-12-10,24.853589987261664
2023-12-11,60.75321996886184
2023-12-12,64.43523330030801
2023-12-13,61.673723301723385
2023-12-14,59.8327166360003
2023-12-15,49.70717997452333
2023-12-16,18.41006665723086
2023-12-17,21.17157665581549
2023-12-18,48.786676641661785
2023-12-19,46.9456699759387
2023-12-20,40.50214664590789
2023-12-21,31.297113317292464
2023-12-22,17.393614220409688
2023-12-23,10.252067865673503
2023-12-24,10.252067865673503
2023-12-25,11.144761160015527
2023-12-26,13.822841043041596
2023-12-27,15.60822763172564
2023-12-28,16.500920926067664
2023-12-29,13.390399415130343
2023-12-30,12.037454454357551
2023-12-31,12.930147748699572
2024-01-01,15.60822763172564
2024-01-02,27.64568208608319
2024-01-03,40.575829834782766
2024-01-04,47.717376189518944
2024-01-05,41.46852312912479
2024-01-06,18.286307514751712
2024-01-07,20.071694103435753
2024-01-08,62.86535215481382
2024-01-09,64.21829711558661
2024-01-10,71.79228509823405
2024-01-11,73.57767168691808
2024-01-12,57.07675076085043
2024-01-13,18.286307514751712
2024-01-14,17.393614220409688
2024-01-15,26.752988791741167
2024-01-16,58.86213734953448
2024-01-17,65.54343203783989
2024-01-18,80.25896637522351
2024-01-19,59.294578977445724
2024-01-20,20.071694103435753
2024-01-21,22.486964651385073
2024-01-22,70.05554372162273
2024-01-23,73.51507674491273
2024-01-24,75.24484325655774
2024-01-25,73.51507674491273
2024-01-26,64.86624418668771
2024-01-27,21.62208139556257
2024-01-28,23.351847907207574
2024-01-29,76.10972651238025
2024-01-30,80.43414279149276
2024-01-31,79.56925953567026
2024-02-01,78.70437627984775
2024-02-02,67.46089395415522
2024-02-03,23.351847907207574
2024-02-04,26.811380930497588
2024-02-05,74.37996000073524
2024-02-06,77.83949302402526
2024-02-07,80.43414279149276
2024-02-08,76.97460976820275
2024-02-09,67.46089395415522
2024-02-10,20.75719813974007
2024-02-11,22.486964651385073
2024-02-12,64.0013609308652
2024-02-13,72.65019348909024
2024-02-14,70.92042697744523
2024-02-15,73.51507674491273
2024-02-16,56.217411628462685
2024-02-17,19.892314883917564
2024-02-18,23.351847907207574
2024-02-19,34.59533023290011
2024-02-20,70.05554372162273
2024-02-21,70.92042697744523
2024-02-22,70.05554372162273
2024-02-23,63.136477675042705
2024-02-24,24.21673116303008
2024-02-25,23.351847907207574
2024-02-26,76.10972651238025
2024-02-27,78.70437627984775
2024-02-28,78.70437627984775
2024-02-29,76.97460976820275
2024-03-01,69.19066046580022
2024-03-02,25.08161441885258
2024-03-03,27.67626418632009
2024-03-04,80.43414279149276
2024-03-05,77.83949302402526
2024-03-06,83.02879255896028
2024-03-07,74.37996000073524
2024-03-08,60.5418279075752
2024-03-09,21.62208139556257
2024-03-10,22.486964651385073
2024-03-11,63.136477675042705
2024-03-12,65.73112744251021
2024-03-13,64.0013609308652
2024-03-14,61.4067111633977
2024-03-15,51.892995349350166
2024-03-16,19.027431628095062
2024-03-17,23.351847907207574
2024-03-18,63.136477675042705
2024-03-19,68.32577720997772
2024-03-20,70.92042697744523
2024-03-21,64.86624418668771
2024-03-22,52.75787860517267
2024-03-23,19.892314883917564
2024-03-24,19.892314883917564
2024-03-25,57.08229488428518
2024-03-26,54.487645116817674
2024-03-27,54.487645116817674
2024-03-28,48.43346232606016
2024-03-29,25.08161441885258
2024-03-30,16.432781860627554
2024-03-31,18.16254837227256
2024-04-01,43.24416279112514
2024-04-02,55.35252837264018
2024-04-03,57.94717814010769
2024-04-04,51.892995349350166
2024-04-05,49.29834558188266
2024-04-06,17.297665116450055
2024-04-07,21.62208139556257
2024-04-08,52.75787860517267
2024-04-09,67.46089395415522
2024-04-10,60.5418279075752
2024-04-11,62.2715944192202
2024-04-12,57.08229488428518
2024-04-13,19.027431628095062
2024-04-14,21.62208139556257
2024-04-15,65.73112744251021
2024-04-16,66.59601069833272
2024-04-17,63.136477675042705
2024-04-18,62.2715944192202
2024-04-19,51.892995349350166
2024-04-20,19.892314883917564
2024-04-21,22.486964651385073
2024-04-22,62.2715944192202
2024-04-23,61.4067111633977
2024-04-24,62.2715944192202
2024-04-25,57.08229488428518
2024-04-26,50.16322883770516
2024-04-27,18.16254837227256
2024-04-28,20.75719813974007
2024-04-29,63.136477675042705
2024-04-30,66.59601069833272
2024-05-01,57.94717814010769
2024-05-02,59.67694465175269
2024-05-03,53.622761860995176
2024-05-04,20.75719813974007
2024-05-05,24.21673116303008
2024-05-06,64.86624418668771
2024-05-07,57.08229488428518
2024-05-08,53.622761860995176
2024-05-09,55.35252837264018
2024-05-10,46.70369581441515
2024-05-11,19.892314883917564
2024-05-12,22.486964651385073
2024-05-13,55.35252837264018
2024-05-14,57.94717814010769
2024-05-15,55.35252837264018
2024-05-16,51.892995349350166
2024-05-17,41.51439627948014
2024-05-18,18.16254837227256
2024-05-19,19.892314883917564
2024-05-20,48.43346232606016
2024-05-21,49.29834558188266
2024-05-22,44.10904604694764
2024-05-23,40.64951302365763
2024-05-24,30.2709139537876
2024-05-25,17.297665116450055
2024-05-26,19.027431628095062
2024-05-27,24.21673116303008
2024-05-28,40.64951302365763
2024-05-29,40.64951302365763
2024-05-30,39.78462976783513
2024-05-31,35.460213488722616
2024-06-01,19.892314883917564
2024-06-02,19.027431628095062
2024-06-03,38.91974651201263
2024-06-04,36.32509674454512
2024-06-05,36.32509674454512
2024-06-06,32.86556372125511
2024-06-07,25.946497674675083
2024-06-08,16.432781860627554
2024-06-09,18.16254837227256
2024-06-10,34.59533023290011
2024-06-11,29.406030697965097
2024-06-12,28.54114744214259
2024-06-13,27.67626418632009
2024-06-14,21.62208139556257
2024-06-15,17.297665116450055
2024-06-16,15.56789860480505
2024-06-17,28.54114744214259
2024-06-18,26.811380930497588
2024-06-19,25.08161441885258
2024-06-20,25.946497674675083
2024-06-21,22.486964651385073
2024-06-22,18.16254837227256
2024-06-23,17.297665116450055
2024-06-24,28.54114744214259
2024-06-25,26.811380930497588
2024-06-26,25.946497674675083
2024-06-27,24.21673116303008
2024-06-28,20.75719813974007
2024-06-29,14.703015348982548
2024-06-30,14.703015348982548
2024-07-01,26.811380930497588
2024-07-02,27.67626418632009
2024-07-03,24.21673116303008
2024-07-04,16.432781860627554
2024-07-05,20.75719813974007
2024-07-06,16.432781860627554
2024-07-07,19.027431628095062
2024-07-08,26.811380930497588
2024-07-09,26.811380930497588
2024-07-10,25.946497674675083
2024-07-11,25.08161441885258
2024-07-12,22.486964651385073
2024-07-13,17.297665116450055
2024-07-14,13.838132093160045
2024-07-15,23.351847907207574
2024-07-16,25.08161441885258
2024-07-17,25.946497674675083
2024-07-18,25.08161441885258
2024-07-19,19.892314883917564
2024-07-20,16.432781860627554
2024-07-21,18.16254837227256
2024-07-22,25.946497674675083
2024-07-23,25.946497674675083
2024-07-24,25.946497674675083
2024-07-25,25.946497674675083
2024-07-26,21.62208139556257
2024-07-27,16.432781860627554
2024-07-28,16.432781860627554
2024-07-29,24.21673116303008
2024-07-30,24.21673116303008
2024-07-31,26.811380930497588
2024-08-01,25.08161441885258
2024-08-02,24.21673116303008
2024-08-03,19.027431628095062
2024-08-04,20.75719813974007
2024-08-05,29.406030697965097
2024-08-06,33.73044697707761
2024-08-07,29.406030697965097
2024-08-08,35.460213488722616
2024-08-09,32.86556372125511
2024-08-10,19.027431628095062
2024-08-11,21.62208139556257
2024-08-12,40.64951302365763
2024-08-13,43.24416279112514
2024-08-14,51.892995349350166
2024-08-15,56.217411628462685
2024-08-16,48.43346232606016
2024-08-17,21.62208139556257
2024-08-18,24.1252100730062
2024-08-19,60.53555933976534
2024-08-20,67.55563887905274
2024-08-21,67.55563887905274
2024-08-22,68.43314882146365
2024-08-23,61.41306928217627
2024-08-24,24.1252100730062
2024-08-25,26.757739900238974
2024-08-26,68.43314882146365
2024-08-27,71.94318859110736
2024-08-28,78.08575818798383
2024-08-29,78.96326813039474
2024-08-30,64.04559910940904
2024-08-31,19.30521873304033
2024-09-01,22.370190188184353
2024-09-02,29.390269727471747
2024-09-03,76.33073830316198
2024-09-04,84.66076941277154
2024-09-05,85.53827935518247
2024-09-06,72.82069853351828
2024-09-07,25.002720015417125
2024-09-08,29.390269727471747
2024-09-09,83.78325947036062
2024-09-10,82.9057495279497
2024-09-11,83.78325947036062
2024-09-12,86.41578929759339
2024-09-13,76.33073830316198
2024-09-14,25.002720015417125
2024-09-15,27.202808214738646
2024-09-16,80.7182880152166
2024-09-17,86.3432530129365
2024-09-18,89.01366289993454
2024-09-19,80.11229660994108
2024-09-20,74.77147683594501
2024-09-21,24.923825611981673
2024-09-22,28.484372127979054
2024-09-23,74.77147683594501
