Time,khan_academy
2024-09-24,75.5327469054579
2024-09-25,79.97584966460249
2024-09-26,71.08964414631332
2024-09-27,58.648956420708494
2024-09-28,22.215513795722913
2024-09-29,30.21309876218316
2024-09-30,73.75550580180007
2024-10-01,79.08722911277357
2024-10-02,87.08481407923382
2024-10-03,77.30998800911574
2024-10-04,72.86688524997116
2024-10-05,26.658616554867496
2024-10-06,24.881375451209664
2024-10-07,71.08964414631332
2024-10-08,71.97826469814224
2024-10-09,71.97826469814224
2024-10-10,66.64654138716874
2024-10-11,55.09447421339282
2024-10-12,20.43827269206508
2024-10-13,23.10413434755183
2024-10-14,53.31723310973499
2024-10-15,72.86688524997116
2024-10-16,71.97826469814224
2024-10-17,72.86688524997116
2024-10-18,62.20343862802416
2024-10-19,22.215513795722913
2024-10-20,24.881375451209664
2024-10-21,73.75550580180007
2024-10-22,79.08722911277357
2024-10-23,76.42136745728682
2024-10-24,73.75550580180007
2024-10-25,62.20343862802416
2024-10-26,20.43827269206508
2024-10-27,23.992754899380746
2024-10-28,70.20102359448441
2024-10-29,74.64412635362899
2024-10-30,72.86688524997116
2024-10-31,55.09447421339282
2024-11-01,56.87171531705066
2024-11-02,19.549652140236162
2024-11-03,23.10413434755183
2024-11-04,64.86930028351091
2024-11-05,50.65137145424824
2024-11-06,53.31723310973499
2024-11-07,69.31240304265549
2024-11-08,63.98067973168199
2024-11-09,20.43827269206508
2024-11-10,20.43827269206508
2024-11-11,50.65137145424824
2024-11-12,71.97826469814224
2024-11-13,71.97826469814224
2024-11-14,72.86688524997116
2024-11-15,65.75792083533982
2024-11-16,17.77241103657833
2024-11-17,23.10413434755183
2024-11-18,71.97826469814224
2024-11-19,75.5327469054579
2024-11-20,73.75550580180007
2024-11-21,73.75550580180007
2024-11-22,57.76033586887957
2024-11-23,16.883790484749415
2024-11-24,18.661031588407248
2024-11-25,42.653786487788
2024-11-26,35.54482207315666
2024-11-27,22.215513795722913
2024-11-28,14.217928829262664
2024-11-29,13.329308277433748
2024-11-30,16.883790484749415
2024-12-01,20.43827269206508
2024-12-02,63.092059179853074
2024-12-03,68.42378249082657
2024-12-04,70.20102359448441
2024-12-05,66.64654138716874
2024-12-06,64.86930028351091
2024-12-07,26.658616554867496
2024-12-08,26.658616554867496
2024-12-09,76.42136745728682
2024-12-10,75.5327469054579
2024-12-11,67.53516193899766
2024-12-12,74.64412635362899
2024-12-13,63.98067973168199
2024-12-14,21.326893243894
2024-12-15,23.992754899380746
2024-12-16,63.98067973168199
2024-12-17,67.53516193899766
2024-12-18,63.98067973168199
2024-12-19,53.31723310973499
2024-12-20,31.10171931401208
2024-12-21,15.10654938109158
2024-12-22,14.217928829262664
2024-12-23,16.883790484749415
2024-12-24,14.217928829262664
2024-12-25,11.552067173775916
2024-12-26,15.995169932920497
2024-12-27,15.995169932920497
2024-12-28,14.217928829262664
2024-12-29,16.883790484749415
2024-12-30,18.661031588407248
2024-12-31,16.883790484749415
2025-01-01,15.995169932920497
2025-01-02,26.658616554867496
2025-01-03,25.769996003038578
2025-01-04,19.549652140236162
2025-01-05,20.43827269206508
2025-01-06,50.65137145424824
2025-01-07,67.53516193899766
2025-01-08,74.64412635362899
2025-01-09,68.42378249082657
2025-01-10,59.53757697253741
2025-01-11,22.215513795722913
2025-01-12,23.992754899380746
2025-01-13,71.97826469814224
2025-01-14,78.19860856094465
2025-01-15,76.42136745728682
2025-01-16,75.5327469054579
2025-01-17,66.64654138716874
2025-01-18,19.549652140236162
2025-01-19,16.883790484749415
2025-01-20,26.658616554867496
2025-01-21,59.53757697253741
2025-01-22,65.75792083533982
2025-01-23,76.42136745728682
2025-01-24,69.31240304265549
2025-01-25,21.326893243894
2025-01-26,23.992754899380746
2025-01-27,71.97826469814224
2025-01-28,78.19860856094465
2025-01-29,77.30998800911574
2025-01-30,77.30998800911574
2025-01-31,68.42378249082657
2025-02-01,21.326893243894
2025-02-02,23.992754899380746
2025-02-03,67.53516193899766
2025-02-04,77.30998800911574
2025-02-05,78.19860856094465
2025-02-06,73.75550580180007
2025-02-07,69.31240304265549
2025-02-08,21.326893243894
2025-02-09,24.881375451209664
2025-02-10,65.75792083533982
2025-02-11,77.30998800911574
2025-02-12,71.97826469814224
2025-02-13,69.31240304265549
2025-02-14,51.539992006077156
2025-02-15,19.549652140236162
2025-02-16,20.43827269206508
2025-02-17,35.54482207315666
2025-02-18,65.75792083533982
2025-02-19,71.08964414631332
2025-02-20,69.31240304265549
2025-02-21,67.53516193899766
2025-02-22,21.326893243894
2025-02-23,25.769996003038578
2025-02-24,76.42136745728682
2025-02-25,80.8644702164314
2025-02-26,76.42136745728682
2025-02-27,75.5327469054579
2025-02-28,68.42378249082657
2025-03-01,23.10413434755183
2025-03-02,23.992754899380746
2025-03-03,77.30998800911574
2025-03-04,79.97584966460249
2025-03-05,76.42136745728682
2025-03-06,79.08722911277357
2025-03-07,61.31481807619524
2025-03-08,22.215513795722913
2025-03-09,23.992754899380746
2025-03-10,68.42378249082657
2025-03-11,69.31240304265549
2025-03-12,67.53516193899766
2025-03-13,64.86930028351091
2025-03-14,52.42861255790608
2025-03-15,17.77241103657833
2025-03-16,21.326893243894
2025-03-17,61.31481807619524
2025-03-18,63.98067973168199
2025-03-19,62.20343862802416
2025-03-20,60.42619752436632
2025-03-21,50.65137145424824
2025-03-22,18.661031588407248
2025-03-23,21.326893243894
2025-03-24,59.53757697253741
2025-03-25,60.42619752436632
2025-03-26,62.20343862802416
2025-03-27,58.648956420708494
2025-03-28,47.09688924693258
2025-03-29,17.77241103657833
2025-03-30,20.43827269206508
2025-03-31,58.648956420708494
2025-04-01,65.75792083533982
2025-04-02,64.86930028351091
2025-04-03,66.64654138716874
2025-04-04,55.09447421339282
2025-04-05,17.77241103657833
2025-04-06,22.215513795722913
2025-04-07,65.75792083533982
2025-04-08,69.31240304265549
2025-04-09,64.86930028351091
2025-04-10,63.092059179853074
2025-04-11,53.31723310973499
2025-04-12,18.661031588407248
2025-04-13,21.326893243894
2025-04-14,58.648956420708494
2025-04-15,61.953354605460945
2025-04-16,58.79469699621585
2025-04-17,53.366002329554576
2025-04-18,27.587783609220832
2025-04-19,16.730394275898284
2025-04-20,18.539959164785376
2025-04-21,51.55643744066748
2025-04-22,58.79469699621585
2025-04-23,59.23900727213031
2025-04-24,61.0485721610174
2025-04-25,49.74687255178039
2025-04-26,18.539959164785376
2025-04-27,23.96865383144665
2025-04-28,69.19161416100931
2025-04-29,65.12817410732067
2025-04-30,63.76291949434804
2025-05-01,66.03295655176422
2025-05-02,60.14378971657385
2025-05-03,23.063871387003104
2025-05-04,28.49256605366438
2025-05-05,66.93773899620777
2025-05-06,65.57248438323512
2025-05-07,61.509044329546484
2025-05-08,55.175567218441664
2025-05-09,48.842090107336844
2025-05-10,19.905213777758007
2025-05-11,21.714778666645103
2025-05-12,59.699479440659395
2025-05-13,55.175567218441664
2025-05-14,57.42944238324321
2025-05-15,51.572882875257804
2025-05-16,40.521550830559704
2025-05-17,16.576998067047153
2025-05-18,20.260775415279852
2025-05-19,49.730994201141456
2025-05-20,69.07082527936313
2025-05-21,50.65193853819963
2025-05-22,42.36343950467606
2025-05-23,32.23305179703613
2025-05-24,18.418886741163504
2025-05-25,20.260775415279852
2025-05-26,23.944552763512554
2025-05-27,45.12627251585058
2025-05-28,43.28438384173423
2025-05-29,35.91682914526883
2025-05-30,31.312107459977955
2025-05-31,17.497942404105327
2025-06-01,22.102664089396203
2025-06-02,40.521550830559704
2025-06-03,40.521550830559704
2025-06-04,36.83777348232701
2025-06-05,34.995884808210654
2025-06-06,29.470218785861604
2025-06-07,18.418886741163504
2025-06-08,19.33983107822168
2025-06-09,33.15399613409431
2025-06-10,34.07494047115248
2025-06-11,28.54927444880343
2025-06-12,42.36343950467606
2025-06-13,23.023608426454377
2025-06-14,17.497942404105327
2025-06-15,16.576998067047153
2025-06-16,29.470218785861604
2025-06-17,28.54927444880343
2025-06-18,26.70738577468708
2025-06-19,22.102664089396203
2025-06-20,22.102664089396203
2025-06-21,14.735109392930802
2025-06-22,18.418886741163504
2025-06-23,28.54927444880343
2025-06-24,28.54927444880343
2025-06-25,24.865497100570728
2025-06-26,24.865497100570728
2025-06-27,22.102664089396203
2025-06-28,17.497942404105327
2025-06-29,15.656053729988978
2025-06-30,25.786441437628902
2025-07-01,27.628330111745253
2025-07-02,24.865497100570728
2025-07-03,22.102664089396203
2025-07-04,15.656053729988978
2025-07-05,15.656053729988978
2025-07-06,24.865497100570728
2025-07-07,30.391163122919778
2025-07-08,30.391163122919778
2025-07-09,26.70738577468708
2025-07-10,25.786441437628902
2025-07-11,21.18171975233803
2025-07-12,18.418886741163504
2025-07-13,18.418886741163504
2025-07-14,25.786441437628902
2025-07-15,27.628330111745253
2025-07-16,27.628330111745253
2025-07-17,26.70738577468708
2025-07-18,21.18171975233803
2025-07-19,19.33983107822168
2025-07-20,23.944552763512554
2025-07-21,29.470218785861604
2025-07-22,27.628330111745253
2025-07-23,24.865497100570728
2025-07-24,25.786441437628902
2025-07-25,22.102664089396203
2025-07-26,18.418886741163504
2025-07-27,20.260775415279852
2025-07-28,28.54927444880343
2025-07-29,27.628330111745253
2025-07-30,30.391163122919778
2025-07-31,28.54927444880343
2025-08-01,25.786441437628902
2025-08-02,18.418886741163504
2025-08-03,17.497942404105327
2025-08-04,27.628330111745253
2025-08-05,41.44249516761788
2025-08-06,36.83777348232701
2025-08-07,34.07494047115248
2025-08-08,29.470218785861604
2025-08-09,21.18171975233803
2025-08-10,23.944552763512554
2025-08-11,39.60060649350153
2025-08-12,42.36343950467606
2025-08-13,44.205328178792406
2025-08-14,49.730994201141456
2025-08-15,47.88910552702511
2025-08-16,25.786441437628902
2025-08-17,24.865497100570728
2025-08-18,64.46610359407227
2025-08-19,58.94043757172321
2025-08-20,65.38704793113044
2025-08-21,64.46610359407227
2025-08-22,57.09854889760686
2025-08-23,24.865497100570728
2025-08-24,27.628330111745253
2025-08-25,66.30799226818861
2025-08-26,70.91271395347948
2025-08-27,76.43837997582854
2025-08-28,75.51743563877037
2025-08-29,58.019493234665035
2025-08-30,21.18171975233803
2025-08-31,23.023608426454377
2025-09-01,29.470218785861604
2025-09-02,92.09443370581751
2025-09-03,84.72687900935212
2025-09-04,78.28026864994489
2025-09-05,74.59649130171219
2025-09-06,24.865497100570728
2025-09-07,30.391163122919778
2025-09-08,81.04310166111941
2025-09-09,83.80593467229394
2025-09-10,83.80593467229394
2025-09-11,76.43837997582854
2025-09-12,71.83365829053766
2025-09-13,23.944552763512554
2025-09-14,27.628330111745253
2025-09-15,78.28026864994489
2025-09-16,78.28026864994489
2025-09-17,79.20121298700306
2025-09-18,76.43837997582854
2025-09-19,67.22893660524679
2025-09-20,20.260775415279852
2025-09-21,26.70738577468708
2025-09-22,74.59649130171219
2025-09-23,75.51743563877037
2025-09-24,76.43837997582854
2025-09-25,74.59649130171219
2025-09-26,66.30799226818861
2025-09-27,23.023608426454377
2025-09-28,27.628330111745253
2025-09-29,74.59649130171219
2025-09-30,79.20121298700306
2025-10-01,73.67554696465402
2025-10-02,69.07082527936313
2025-10-03,68.14988094230496
2025-10-04,22.102664089396203
2025-10-05,24.865497100570728
2025-10-06,69.99176961642131
2025-10-07,73.67554696465402
2025-10-08,73.67554696465402
2025-10-09,70.91271395347948
2025-10-10,55.256660223490506
2025-10-11,22.102664089396203
2025-10-12,22.102664089396203
2025-10-13,54.33571588643233
2025-10-14,69.99176961642131
2025-10-15,69.99176961642131
2025-10-16,68.14988094230496
2025-10-17,58.94043757172321
2025-10-18,20.260775415279852
2025-10-19,23.944552763512554
2025-10-20,75.51743563877037
2025-10-21,70.91271395347948
2025-10-22,65.38704793113044
2025-10-23,70.91271395347948
2025-10-24,59.86138190878138
2025-10-25,16.576998067047153
2025-10-26,23.023608426454377
2025-10-27,63.545159257014085
2025-10-28,68.14988094230496
2025-10-29,67.22893660524679
2025-10-30,63.545159257014085
2025-10-31,42.36343950467606
2025-11-01,18.418886741163504
2025-11-02,22.102664089396203
2025-11-03,63.545159257014085
2025-11-04,60.782326245839556
2025-11-05,69.07082527936313
2025-11-06,66.30799226818861
2025-11-07,62.62421491995591
2025-11-08,20.260775415279852
2025-11-09,23.023608426454377
2025-11-10,54.33571588643233
2025-11-11,49.730994201141456
2025-11-12,64.46610359407227
2025-11-13,65.38704793113044
2025-11-14,57.09854889760686
2025-11-15,18.418886741163504
2025-11-16,23.023608426454377
2025-11-17,64.46610359407227
2025-11-18,60.782326245839556
2025-11-19,62.62421491995591
2025-11-20,58.94043757172321
2025-11-21,50.65193853819963
2025-11-22,15.656053729988978
2025-11-23,20.260775415279852
2025-11-24,36.83777348232701
2025-11-25,33.15399613409431
2025-11-26,21.18171975233803
2025-11-27,12.893220718814451
2025-11-28,13.814165055872627
2025-11-29,14.735109392930802
2025-11-30,20.260775415279852
2025-12-01,56.17760456054868
2025-12-02,59.86138190878138
2025-12-03,60.782326245839556
2025-12-04,61.70327058289774
2025-12-05,52.493827212315985
2025-12-06,21.18171975233803
2025-12-07,21.18171975233803
2025-12-08,58.019493234665035
2025-12-09,57.09854889760686
2025-12-10,58.94043757172321
2025-12-11,57.82181797636578
2025-12-12,50.576998100612116
2025-12-13,19.058118566211565
2025-12-14,22.05819076612654
2025-12-15,52.469135854266916
2025-12-16,55.14547691531635
2025-12-17,53.57707030052708
2025-12-18,48.22438817842823
2025-12-19,27.410872888225402
2025-12-20,14.029167582978243
2025-12-21,14.029167582978243
2025-12-22,20.166053012471735
2025-12-23,14.813370890372873
2025-12-24,11.813298690457898
2025-12-25,9.46068876827401
2025-12-26,11.813298690457898
2025-12-27,14.029167582978243
2025-12-28,13.705436444112701
2025-12-29,15.597574197767504
2025-12-30,14.813370890372873
2025-12-31,12.137029829323442
2026-01-01,12.92123313671807
2026-01-02,18.597646397682478
2026-01-03,15.597574197767504
2026-01-04,17.489711951422304
2026-01-05,38.76369941015422
2026-01-06,55.14547691531635
2026-01-07,56.25341136157652
2026-01-08,57.36134580783669
2026-01-09,54.36127360792172
2026-01-10,17.48148149873928
2026-01-11,19.423868331932535
2026-01-12,58.9190672735287
2026-01-13,64.74622777310846
2026-01-14,60.86145410672195
2026-01-15,59.56652955125978
2026-01-16,53.091906773948935
2026-01-17,17.48148149873928
2026-01-18,17.48148149873928
2026-01-19,22.66117972058796
2026-01-20,57.62414271806652
2026-01-21,64.74622777310846
2026-01-22,60.213991828990864
2026-01-23,51.14951994075568
2026-01-24,20.071330609663622
2026-01-25,22.66117972058796
2026-01-26,47.91220855210026
2026-01-27,53.739369051680015
2026-01-28,60.213991828990864
2026-01-29,59.56652955125978
2026-01-30,52.44444449621785
2026-01-31,20.718792887394706
2026-02-01,22.66117972058796
2026-02-02,52.44444449621785
2026-02-03,58.9190672735287
2026-02-04,60.213991828990864
2026-02-05,60.213991828990864
2026-02-06,52.44444449621785
2026-02-07,18.776406054201452
2026-02-08,20.071330609663622
2026-02-09,51.14951994075568
2026-02-10,60.213991828990864
2026-02-11,56.329218162604356
2026-02-12,56.329218162604356
2026-02-13,42.0850480525205
2026-02-14,17.48148149873928
2026-02-15,17.48148149873928
2026-02-16,29.135802497898805
2026-02-17,48.55967082983134
2026-02-18,52.44444449621785
2026-02-19,56.329218162604356
2026-02-20,48.55967082983134
2026-02-21,19.423868331932535
2026-02-22,20.071330609663622
2026-02-23,55.68175588487327
2026-02-24,60.86145410672195
2026-02-25,57.62414271806652
2026-02-26,60.86145410672195
2026-02-27,51.14951994075568
2026-02-28,18.776406054201452
2026-03-01,20.718792887394706
2026-03-02,60.213991828990864
2026-03-03,60.86145410672195
2026-03-04,59.56652955125978
2026-03-05,60.86145410672195
2026-03-06,53.739369051680015
2026-03-07,20.718792887394706
2026-03-08,21.36625516512579
2026-03-09,56.329218162604356
2026-03-10,59.56652955125978
2026-03-11,55.03429360714219
2026-03-12,55.03429360714219
2026-03-13,41.43758577478941
2026-03-14,20.071330609663622
2026-03-15,21.36625516512579
2026-03-16,45.32235944117592
2026-03-17,52.44444449621785
2026-03-18,49.20713310756243
2026-03-19,46.617283996638086
2026-03-20,36.90534983067182
2026-03-21,16.186556943277115
2026-03-22,20.071330609663622
2026-03-23,50.502057663024594
2026-03-24,51.14951994075568
2026-03-25,52.44444449621785
2026-03-26,49.20713310756243
2026-03-27,42.0850480525205
2026-03-28,20.071330609663622
2026-03-29,21.36625516512579
2026-03-30,45.32235944117592
2026-03-31,47.26474627436917
2026-04-01,42.73251033025158
2026-04-02,38.84773666386507
2026-04-03,23.95610427605013
2026-04-04,15.53909466554603
2026-04-05,17.48148149873928
2026-04-06,40.790123497058325
2026-04-07,46.617283996638086
2026-04-08,46.617283996638086
2026-04-09,45.969821718907006
2026-04-10,40.142661219327245
2026-04-11,16.186556943277115
2026-04-12,20.071330609663622
2026-04-13,53.739369051680015
2026-04-14,55.03429360714219
2026-04-15,53.091906773948935
2026-04-16,51.14951994075568
2026-04-17,47.26474627436917
2026-04-18,17.48148149873928
2026-04-19,21.36625516512579
2026-04-20,54.3868313294111
2026-04-21,56.97668044033544
2026-04-22,49.854595385293514
2026-04-23,53.091906773948935
2026-04-24,45.969821718907006
2026-04-25,19.423868331932535
2026-04-26,22.66117972058796
2026-04-27,56.329218162604356
2026-04-28,55.03429360714219
2026-04-29,52.44444449621785
2026-04-30,51.14951994075568
2026-05-01,47.26474627436917
2026-05-02,23.95610427605013
2026-05-03,27.19341566470555
2026-05-04,55.03429360714219
2026-05-05,53.091906773948935
2026-05-06,47.91220855210026
2026-05-07,50.502057663024594
2026-05-08,46.617283996638086
2026-05-09,20.071330609663622
2026-05-10,20.718792887394706
2026-05-11,49.20713310756243
2026-05-12,46.617283996638086
2026-05-13,46.617283996638086
2026-05-14,41.43758577478941
2026-05-15,37.552812108402904
2026-05-16,19.423868331932535
2026-05-17,20.718792887394706
2026-05-18,40.142661219327245
2026-05-19,38.84773666386507
2026-05-20,38.20027438613399
2026-05-21,36.25788755294074
2026-05-22,28.48834022016772
2026-05-23,22.013717442856876
2026-05-24,23.308641998319043
2026-05-25,24.603566553781214
2026-05-26,39.49519894159616
2026-05-27,36.25788755294074
2026-05-28,36.90534983067182
2026-05-29,33.668038442016396
2026-05-30,23.308641998319043
2026-05-31,29.78326477562989
