Time,uefa_champions_league
2024-11-03,1.5405405405405406
2024-11-04,3.081081081081081
2024-11-05,32.351351351351354
2024-11-06,26.95945945945946
2024-11-07,8.472972972972974
2024-11-08,3.081081081081081
2024-11-09,1.5405405405405406
2024-11-10,1.5405405405405406
2024-11-11,1.5405405405405406
2024-11-12,2.310810810810811
2024-11-13,2.310810810810811
2024-11-14,1.5405405405405406
2024-11-15,0.7702702702702703
2024-11-16,1.5405405405405406
2024-11-17,0.7702702702702703
2024-11-18,1.5405405405405406
2024-11-19,1.5405405405405406
2024-11-20,1.5405405405405406
2024-11-21,1.5405405405405406
2024-11-22,0.7702702702702703
2024-11-23,1.5405405405405406
2024-11-24,1.5405405405405406
2024-11-25,3.8513513513513513
2024-11-26,37.74324324324324
2024-11-27,40.82432432432432
2024-11-28,11.554054054054054
2024-11-29,3.081081081081081
2024-11-30,1.5405405405405406
2024-12-01,2.310810810810811
2024-12-02,2.310810810810811
2024-12-03,2.310810810810811
2024-12-04,1.5405405405405406
2024-12-05,1.5405405405405406
2024-12-06,1.5405405405405406
2024-12-07,1.5405405405405406
2024-12-08,1.5405405405405406
2024-12-09,3.081081081081081
2024-12-10,33.891891891891895
2024-12-11,35.432432432432435
2024-12-12,10.783783783783784
2024-12-13,3.081081081081081
2024-12-14,2.310810810810811
2024-12-15,1.5405405405405406
2024-12-16,1.5405405405405406
2024-12-17,2.310810810810811
2024-12-18,2.310810810810811
2024-12-19,1.5405405405405406
2024-12-20,0.7702702702702703
2024-12-21,0.7702702702702703
2024-12-22,1.5405405405405406
2024-12-23,0.7702702702702703
2024-12-24,0.7702702702702703
2024-12-25,0.7702702702702703
2024-12-26,0.7702702702702703
2024-12-27,0.7702702702702703
2024-12-28,0.7702702702702703
2024-12-29,0.7702702702702703
2024-12-30,0.7702702702702703
2024-12-31,0.7702702702702703
2025-01-01,0.7702702702702703
2025-01-02,0.7702702702702703
2025-01-03,0.7702702702702703
2025-01-04,0.7702702702702703
2025-01-05,0.7702702702702703
2025-01-06,0.7702702702702703
2025-01-07,1.5405405405405406
2025-01-08,1.5405405405405406
2025-01-09,0.7702702702702703
2025-01-10,0.7702702702702703
2025-01-11,0.7702702702702703
2025-01-12,0.7702702702702703
2025-01-13,0.7702702702702703
2025-01-14,1.5405405405405406
2025-01-15,0.7702702702702703
2025-01-16,0.7702702702702703
2025-01-17,0.7702702702702703
2025-01-18,1.5405405405405406
2025-01-19,1.5405405405405406
2025-01-20,3.8513513513513513
2025-01-21,36.972972972972975
2025-01-22,53.91891891891892
2025-01-23,13.864864864864865
2025-01-24,4.621621621621622
2025-01-25,3.081081081081081
2025-01-26,3.081081081081081
2025-01-27,4.621621621621622
2025-01-28,10.013513513513514
2025-01-29,61.62162162162162
2025-01-30,17.716216216216218
2025-01-31,11.554054054054054
2025-02-01,4.621621621621622
2025-02-02,2.310810810810811
2025-02-03,2.310810810810811
2025-02-04,3.081081081081081
2025-02-05,2.310810810810811
2025-02-06,1.5405405405405406
2025-02-07,2.310810810810811
2025-02-08,2.310810810810811
2025-02-09,2.310810810810811
2025-02-10,4.621621621621622
2025-02-11,36.2027027027027
2025-02-12,32.351351351351354
2025-02-13,7.702702702702703
2025-02-14,2.310810810810811
2025-02-15,2.310810810810811
2025-02-16,1.5405405405405406
2025-02-17,3.8513513513513513
2025-02-18,37.74324324324324
2025-02-19,53.91891891891892
2025-02-20,15.405405405405405
2025-02-21,11.554054054054054
2025-02-22,4.621621621621622
2025-02-23,3.081081081081081
2025-02-24,3.081081081081081
2025-02-25,3.8513513513513513
2025-02-26,3.081081081081081
2025-02-27,2.310810810810811
2025-02-28,2.310810810810811
2025-03-01,2.310810810810811
2025-03-02,3.081081081081081
2025-03-03,5.391891891891892
2025-03-04,42.36486486486486
2025-03-05,53.91891891891892
2025-03-06,10.783783783783784
2025-03-07,3.081081081081081
2025-03-08,2.310810810810811
2025-03-09,3.081081081081081
2025-03-10,5.391891891891892
2025-03-11,67.78378378378379
2025-03-12,77.02702702702703
2025-03-13,16.945945945945947
2025-03-14,4.621621621621622
2025-03-15,3.081081081081081
2025-03-16,3.081081081081081
2025-03-17,3.081081081081081
2025-03-18,4.621621621621622
2025-03-19,3.8513513513513513
2025-03-20,3.081081081081081
2025-03-21,1.5405405405405406
2025-03-22,1.5405405405405406
2025-03-23,3.081081081081081
2025-03-24,2.310810810810811
2025-03-25,2.310810810810811
2025-03-26,3.8513513513513513
2025-03-27,3.8513513513513513
2025-03-28,2.310810810810811
2025-03-29,2.310810810810811
2025-03-30,2.310810810810811
2025-03-31,2.310810810810811
2025-04-01,3.081081081081081
2025-04-02,2.310810810810811
2025-04-03,2.310810810810811
2025-04-04,1.5405405405405406
2025-04-05,2.310810810810811
2025-04-06,2.310810810810811
2025-04-07,5.391891891891892
2025-04-08,44.67567567567568
2025-04-09,43.9054054054054
2025-04-10,10.013513513513514
2025-04-11,3.8513513513513513
2025-04-12,3.8513513513513513
2025-04-13,3.8513513513513513
2025-04-14,5.391891891891892
2025-04-15,57.770270270270274
2025-04-16,64.44594594594595
2025-04-17,14.378378378378379
2025-04-18,4.5574324324324325
2025-04-19,3.8513513513513513
2025-04-20,3.8513513513513513
2025-04-21,3.8513513513513513
2025-04-22,3.8513513513513513
2025-04-23,3.14527027027027
2025-04-24,2.1182432432432434
2025-04-25,1.7331081081081081
2025-04-26,3.14527027027027
2025-04-27,4.5574324324324325
2025-04-28,5.58445945945946
2025-04-29,29.39864864864865
2025-04-30,26.95945945945946
2025-05-01,8.408783783783784
2025-05-02,3.8513513513513513
2025-05-03,3.14527027027027
2025-05-04,3.14527027027027
2025-05-05,4.878378378378379
2025-05-06,38.513513513513516
2025-05-07,31.51689189189189
2025-05-08,9.43581081081081
2025-05-09,3.8513513513513513
2025-05-10,3.14527027027027
2025-05-11,3.14527027027027
2025-05-12,2.1182432432432434
2025-05-13,2.1182432432432434
2025-05-14,2.1182432432432434
2025-05-15,1.9256756756756757
2025-05-16,1.9256756756756757
2025-05-17,1.9256756756756757
2025-05-18,2.5675675675675675
2025-05-19,1.9256756756756757
2025-05-20,1.9256756756756757
2025-05-21,3.8513513513513513
2025-05-22,3.2094594594594597
2025-05-23,2.5675675675675675
2025-05-24,5.777027027027027
2025-05-25,3.8513513513513513
2025-05-26,2.5675675675675675
2025-05-27,2.5675675675675675
2025-05-28,3.2094594594594597
2025-05-29,3.2094594594594597
2025-05-30,5.135135135135135
2025-05-31,38.513513513513516
2025-06-01,7.0608108108108105
2025-06-02,2.5675675675675675
2025-06-03,1.2837837837837838
2025-06-04,1.2837837837837838
2025-06-05,1.9256756756756757
2025-06-06,1.2837837837837838
2025-06-07,1.2837837837837838
2025-06-08,3.2094594594594597
2025-06-09,1.9256756756756757
2025-06-10,0.6418918918918919
2025-06-11,0.6418918918918919
2025-06-12,0.6418918918918919
2025-06-13,0.6418918918918919
2025-06-14,0.6418918918918919
2025-06-15,0.6418918918918919
2025-06-16,0.6418918918918919
2025-06-17,0.6418918918918919
2025-06-18,0.6418918918918919
2025-06-19,0.6418918918918919
2025-06-20,0.6418918918918919
2025-06-21,0.6418918918918919
2025-06-22,0.6418918918918919
2025-06-23,0.6418918918918919
2025-06-24,0.6418918918918919
2025-06-25,0.6418918918918919
2025-06-26,0.6418918918918919
2025-06-27,0.6418918918918919
2025-06-28,1.2837837837837838
2025-06-29,1.2837837837837838
2025-06-30,1.2837837837837838
2025-07-01,0.6418918918918919
2025-07-02,0.6418918918918919
2025-07-03,0.6418918918918919
2025-07-04,0.6418918918918919
2025-07-05,1.2837837837837838
2025-07-06,0.6418918918918919
2025-07-07,0.6418918918918919
2025-07-08,1.2837837837837838
2025-07-09,1.2837837837837838
2025-07-10,1.2837837837837838
2025-07-11,0.6418918918918919
2025-07-12,0.6418918918918919
2025-07-13,1.9256756756756757
2025-07-14,1.2837837837837838
2025-07-15,1.9256756756756757
2025-07-16,1.2837837837837838
2025-07-17,2.5675675675675675
2025-07-18,0.6418918918918919
2025-07-19,3.2094594594594597
2025-07-20,3.2094594594594597
2025-07-21,3.8513513513513513
2025-07-22,3.8513513513513513
2025-07-23,1.9256756756756757
2025-07-24,1.9256756756756757
2025-07-25,1.9256756756756757
2025-07-26,3.8513513513513513
2025-07-27,5.135135135135135
2025-07-28,1.9256756756756757
2025-07-29,5.777027027027027
2025-07-30,10.27027027027027
2025-07-31,6.418918918918919
2025-08-01,3.2094594594594597
2025-08-02,0.6418918918918919
2025-08-03,0.6418918918918919
2025-08-04,0.6418918918918919
2025-08-05,1.9256756756756757
2025-08-06,3.2094594594594597
2025-08-07,1.9256756756756757
2025-08-08,1.2837837837837838
2025-08-09,1.2837837837837838
2025-08-10,1.2837837837837838
2025-08-11,1.2837837837837838
2025-08-12,2.5675675675675675
2025-08-13,1.2837837837837838
2025-08-14,1.2837837837837838
2025-08-15,0.6418918918918919
2025-08-16,0.6418918918918919
2025-08-17,0.6418918918918919
2025-08-18,0.6418918918918919
2025-08-19,1.2837837837837838
2025-08-20,2.5675675675675675
2025-08-21,1.2837837837837838
2025-08-22,0.6418918918918919
2025-08-23,0.6418918918918919
2025-08-24,0.6418918918918919
2025-08-25,0.6418918918918919
2025-08-26,2.5675675675675675
2025-08-27,4.493243243243243
2025-08-28,10.27027027027027
2025-08-29,3.8513513513513513
2025-08-30,2.5675675675675675
2025-08-31,1.2837837837837838
2025-09-01,1.2837837837837838
2025-09-02,1.2837837837837838
2025-09-03,1.2837837837837838
2025-09-04,0.6418918918918919
2025-09-05,0.6418918918918919
2025-09-06,0.6418918918918919
2025-09-07,0.6418918918918919
2025-09-08,0.6418918918918919
2025-09-09,0.6418918918918919
2025-09-10,0.6418918918918919
2025-09-11,0.6418918918918919
2025-09-12,0.6418918918918919
2025-09-13,1.2837837837837838
2025-09-14,1.2837837837837838
2025-09-15,3.8513513513513513
2025-09-16,39.7972972972973
2025-09-17,42.36486486486486
2025-09-18,37.229729729729726
2025-09-19,6.418918918918919
2025-09-20,2.5675675675675675
2025-09-21,1.9256756756756757
2025-09-22,1.9256756756756757
2025-09-23,2.5675675675675675
2025-09-24,1.9256756756756757
2025-09-25,1.9256756756756757
2025-09-26,1.2837837837837838
2025-09-27,1.2837837837837838
2025-09-28,1.9256756756756757
2025-09-29,3.8513513513513513
2025-09-30,40.439189189189186
2025-10-01,43.648648648648646
2025-10-02,8.986486486486486
2025-10-03,2.5675675675675675
2025-10-04,1.9256756756756757
2025-10-05,1.2837837837837838
2025-10-06,1.9256756756756757
2025-10-07,3.2094594594594597
2025-10-08,2.5675675675675675
2025-10-09,1.2837837837837838
2025-10-10,1.2837837837837838
2025-10-11,1.2837837837837838
2025-10-12,0.6418918918918919
2025-10-13,1.2837837837837838
2025-10-14,1.2837837837837838
2025-10-15,1.9256756756756757
2025-10-16,1.9256756756756757
2025-10-17,1.2837837837837838
2025-10-18,0.6418918918918919
2025-10-19,1.2837837837837838
2025-10-20,2.5675675675675675
2025-10-21,35.304054054054056
2025-10-22,42.36486486486486
2025-10-23,8.344594594594595
2025-10-24,1.9256756756756757
2025-10-25,1.9256756756756757
2025-10-26,1.2837837837837838
2025-10-27,1.2837837837837838
2025-10-28,2.5675675675675675
2025-10-29,1.9256756756756757
2025-10-30,1.9256756756756757
2025-10-31,1.2837837837837838
2025-11-01,1.9256756756756757
2025-11-02,1.9256756756756757
2025-11-03,4.493243243243243
2025-11-04,44.932432432432435
2025-11-05,41.722972972972975
2025-11-06,9.628378378378379
2025-11-07,3.2094594594594597
2025-11-08,2.5675675675675675
2025-11-09,1.9256756756756757
2025-11-10,2.5675675675675675
2025-11-11,3.2094594594594597
2025-11-12,3.8513513513513513
2025-11-13,1.9256756756756757
2025-11-14,1.2837837837837838
2025-11-15,1.9256756756756757
2025-11-16,1.2837837837837838
2025-11-17,1.2837837837837838
2025-11-18,1.9256756756756757
2025-11-19,2.5675675675675675
2025-11-20,3.2094594594594597
2025-11-21,1.9256756756756757
2025-11-22,1.9256756756756757
2025-11-23,2.5675675675675675
2025-11-24,3.8513513513513513
2025-11-25,36.58783783783784
2025-11-26,58.41216216216216
2025-11-27,14.763513513513514
2025-11-28,4.493243243243243
2025-11-29,2.5675675675675675
2025-11-30,2.5675675675675675
2025-12-01,2.5675675675675675
2025-12-02,3.2094594594594597
2025-12-03,2.5675675675675675
2025-12-04,2.5675675675675675
2025-12-05,1.9256756756756757
2025-12-06,2.5675675675675675
2025-12-07,3.2094594594594597
2025-12-08,5.777027027027027
2025-12-09,52.63513513513514
2025-12-10,54.56081081081081
2025-12-11,13.961148648648647
2025-12-12,4.653716216216216
2025-12-13,3.5304054054054053
2025-12-14,2.7280405405405403
2025-12-15,2.7280405405405403
2025-12-16,3.5304054054054053
2025-12-17,3.5304054054054053
2025-12-18,3.0489864864864864
2025-12-19,1.9256756756756754
2025-12-20,1.9256756756756754
2025-12-21,1.6047297297297296
2025-12-22,1.1233108108108107
2025-12-23,1.9256756756756754
2025-12-24,1.1233108108108107
2025-12-25,1.6047297297297296
2025-12-26,1.6047297297297296
2025-12-27,1.6047297297297296
2025-12-28,1.6047297297297296
2025-12-29,1.1233108108108107
2025-12-30,1.6047297297297296
2025-12-31,1.1233108108108107
2026-01-01,1.1233108108108107
2026-01-02,1.1233108108108107
2026-01-03,1.1233108108108107
2026-01-04,1.6047297297297296
2026-01-05,1.1233108108108107
2026-01-06,1.9256756756756754
2026-01-07,1.9256756756756754
2026-01-08,1.9256756756756754
2026-01-09,1.9256756756756754
2026-01-10,0.9628378378378377
2026-01-11,1.9256756756756754
2026-01-12,2.888513513513513
2026-01-13,2.888513513513513
2026-01-14,1.9256756756756754
2026-01-15,1.9256756756756754
2026-01-16,1.9256756756756754
2026-01-17,1.9256756756756754
2026-01-18,2.888513513513513
2026-01-19,4.814189189189189
2026-01-20,49.104729729729726
2026-01-21,54.88175675675675
2026-01-22,13.479729729729728
2026-01-23,4.814189189189189
2026-01-24,3.851351351351351
2026-01-25,3.851351351351351
2026-01-26,5.777027027027026
2026-01-27,14.442567567567565
2026-01-28,85.69256756756755
2026-01-29,27.922297297297295
2026-01-30,14.442567567567565
2026-01-31,7.702702702702702
2026-02-01,5.777027027027026
2026-02-02,3.851351351351351
2026-02-03,3.851351351351351
2026-02-04,4.814189189189189
2026-02-05,3.851351351351351
2026-02-06,2.888513513513513
2026-02-07,2.888513513513513
2026-02-08,3.851351351351351
2026-02-09,2.888513513513513
2026-02-10,3.851351351351351
2026-02-11,2.888513513513513
2026-02-12,2.888513513513513
2026-02-13,3.851351351351351
2026-02-14,2.888513513513513
2026-02-15,3.851351351351351
2026-02-16,6.739864864864864
2026-02-17,38.51351351351351
2026-02-18,30.810810810810807
2026-02-19,9.628378378378377
2026-02-20,3.851351351351351
2026-02-21,3.851351351351351
2026-02-22,2.888513513513513
2026-02-23,4.814189189189189
2026-02-24,35.62499999999999
2026-02-25,63.54729729729729
2026-02-26,18.293918918918916
2026-02-27,19.256756756756754
2026-02-28,6.739864864864864
2026-03-01,4.814189189189189
2026-03-02,4.814189189189189
2026-03-03,6.739864864864864
2026-03-04,3.851351351351351
2026-03-05,3.851351351351351
2026-03-06,3.851351351351351
2026-03-07,3.851351351351351
2026-03-08,3.851351351351351
2026-03-09,7.702702702702702
2026-03-10,64.51013513513513
2026-03-11,71.24999999999999
2026-03-12,14.442567567567565
2026-03-13,4.814189189189189
2026-03-14,4.814189189189189
2026-03-15,4.814189189189189
2026-03-16,6.739864864864864
2026-03-17,80.87837837837837
2026-03-18,89.5439189189189
2026-03-19,19.256756756756754
2026-03-20,6.739864864864864
2026-03-21,4.814189189189189
2026-03-22,4.814189189189189
2026-03-23,4.814189189189189
2026-03-24,5.777027027027026
2026-03-25,4.814189189189189
2026-03-26,3.851351351351351
2026-03-27,2.888513513513513
2026-03-28,2.888513513513513
2026-03-29,2.888513513513513
2026-03-30,2.888513513513513
2026-03-31,3.851351351351351
2026-04-01,4.814189189189189
2026-04-02,4.814189189189189
2026-04-03,3.851351351351351
2026-04-04,3.851351351351351
2026-04-05,3.851351351351351
2026-04-06,6.739864864864864
2026-04-07,45.25337837837837
2026-04-08,43.327702702702695
2026-04-09,11.554054054054053
2026-04-10,5.777027027027026
2026-04-11,3.851351351351351
2026-04-12,3.851351351351351
2026-04-13,6.739864864864864
2026-04-14,56.80743243243243
2026-04-15,59.69594594594594
2026-04-16,15.405405405405403
2026-04-17,8.66554054054054
2026-04-18,4.814189189189189
2026-04-19,4.814189189189189
2026-04-20,3.851351351351351
2026-04-21,6.739864864864864
2026-04-22,4.814189189189189
2026-04-23,4.814189189189189
2026-04-24,4.814189189189189
2026-04-25,5.777027027027026
2026-04-26,6.739864864864864
2026-04-27,6.739864864864864
2026-04-28,34.66216216216216
2026-04-29,30.810810810810807
2026-04-30,8.66554054054054
2026-05-01,4.814189189189189
2026-05-02,5.777027027027026
2026-05-03,7.702702702702702
2026-05-04,6.739864864864864
2026-05-05,29.84797297297297
2026-05-06,32.736486486486484
2026-05-07,12.516891891891891
2026-05-08,5.777027027027026
2026-05-09,3.851351351351351
2026-05-10,4.814189189189189
2026-05-11,3.851351351351351
2026-05-12,3.851351351351351
2026-05-13,3.851351351351351
2026-05-14,3.851351351351351
2026-05-15,2.888513513513513
2026-05-16,3.851351351351351
2026-05-17,3.851351351351351
2026-05-18,3.851351351351351
2026-05-19,3.851351351351351
2026-05-20,5.777027027027026
2026-05-21,4.814189189189189
2026-05-22,4.814189189189189
2026-05-23,9.628378378378377
2026-05-24,6.739864864864864
2026-05-25,5.777027027027026
2026-05-26,5.777027027027026
2026-05-27,6.739864864864864
2026-05-28,7.702702702702702
2026-05-29,11.554054054054053
2026-05-30,96.28378378378378
2026-05-31,13.479729729729728
