Time,bank_of_america
2024-09-23,49.07596248169523
2024-09-24,45.39526529556809
2024-09-25,45.39526529556809
2024-09-26,44.16836623352571
2024-09-27,47.84906341965285
2024-09-28,42.941467171483325
2024-09-29,28.21867842697476
2024-09-30,50.30286154373761
2024-10-01,53.983558729864754
2024-10-02,122.68990620423807
2024-10-03,77.29464090866999
2024-10-04,57.664255915991895
2024-10-05,47.84906341965285
2024-10-06,26.991779364932377
2024-10-07,52.75665966782237
2024-10-08,46.622164357610465
2024-10-09,44.16836623352571
2024-10-10,49.07596248169523
2024-10-11,50.30286154373761
2024-10-12,39.260769985356184
2024-10-13,28.21867842697476
2024-10-14,49.07596248169523
2024-10-15,52.75665966782237
2024-10-16,49.07596248169523
2024-10-17,46.622164357610465
2024-10-18,50.30286154373761
2024-10-19,40.48766904739856
2024-10-20,24.537981240847614
2024-10-21,47.84906341965285
2024-10-22,45.39526529556809
2024-10-23,41.71456810944095
2024-10-24,44.16836623352571
2024-10-25,49.07596248169523
2024-10-26,40.48766904739856
2024-10-27,26.991779364932377
2024-10-28,44.16836623352571
2024-10-29,42.941467171483325
2024-10-30,41.71456810944095
2024-10-31,45.39526529556809
2024-11-01,57.664255915991895
2024-11-02,42.941467171483325
2024-11-03,29.44557748901714
2024-11-04,49.07596248169523
2024-11-05,44.16836623352571
2024-11-06,31.8993756131019
2024-11-07,42.941467171483325
2024-11-08,49.07596248169523
2024-11-09,39.260769985356184
2024-11-10,24.537981240847614
2024-11-11,40.48766904739856
2024-11-12,45.39526529556809
2024-11-13,46.622164357610465
2024-11-14,44.16836623352571
2024-11-15,46.622164357610465
2024-11-16,38.033870923313806
2024-11-17,25.764880302889996
2024-11-18,45.39526529556809
2024-11-19,41.71456810944095
2024-11-20,44.16836623352571
2024-11-21,41.71456810944095
2024-11-22,45.39526529556809
2024-11-23,38.033870923313806
2024-11-24,24.537981240847614
2024-11-25,45.39526529556809
2024-11-26,45.39526529556809
2024-11-27,47.84906341965285
2024-11-28,25.764880302889996
2024-11-29,44.16836623352571
2024-11-30,38.033870923313806
2024-12-01,30.672476551059518
2024-12-02,51.52976060577999
2024-12-03,51.52976060577999
2024-12-04,45.39526529556809
2024-12-05,44.16836623352571
2024-12-06,47.84906341965285
2024-12-07,41.71456810944095
2024-12-08,25.764880302889996
2024-12-09,41.71456810944095
2024-12-10,45.39526529556809
2024-12-11,41.71456810944095
2024-12-12,45.39526529556809
2024-12-13,49.07596248169523
2024-12-14,39.260769985356184
2024-12-15,25.764880302889996
2024-12-16,45.39526529556809
2024-12-17,46.622164357610465
2024-12-18,46.622164357610465
2024-12-19,46.622164357610465
2024-12-20,53.983558729864754
2024-12-21,41.71456810944095
2024-12-22,24.537981240847614
2024-12-23,51.52976060577999
2024-12-24,46.622164357610465
2024-12-25,23.311082178805233
2024-12-26,45.39526529556809
2024-12-27,51.52976060577999
2024-12-28,39.260769985356184
2024-12-29,26.991779364932377
2024-12-30,53.983558729864754
2024-12-31,52.75665966782237
2025-01-01,31.8993756131019
2025-01-02,52.75665966782237
2025-01-03,60.11805404007666
2025-01-04,46.622164357610465
2025-01-05,28.21867842697476
2025-01-06,49.07596248169523
2025-01-07,49.07596248169523
2025-01-08,46.622164357610465
2025-01-09,42.941467171483325
2025-01-10,49.07596248169523
2025-01-11,38.033870923313806
2025-01-12,26.991779364932377
2025-01-13,47.84906341965285
2025-01-14,45.39526529556809
2025-01-15,49.07596248169523
2025-01-16,49.07596248169523
2025-01-17,49.07596248169523
2025-01-18,41.71456810944095
2025-01-19,23.311082178805233
2025-01-20,36.80697186127142
2025-01-21,46.622164357610465
2025-01-22,46.622164357610465
2025-01-23,46.622164357610465
2025-01-24,50.30286154373761
2025-01-25,39.260769985356184
2025-01-26,26.991779364932377
2025-01-27,42.941467171483325
2025-01-28,46.622164357610465
2025-01-29,44.16836623352571
2025-01-30,44.16836623352571
2025-01-31,53.983558729864754
2025-02-01,47.84906341965285
2025-02-02,31.8993756131019
2025-02-03,49.07596248169523
2025-02-04,49.07596248169523
2025-02-05,46.622164357610465
2025-02-06,45.39526529556809
2025-02-07,47.84906341965285
2025-02-08,40.48766904739856
2025-02-09,25.764880302889996
2025-02-10,42.941467171483325
2025-02-11,45.39526529556809
2025-02-12,44.16836623352571
2025-02-13,44.16836623352571
2025-02-14,46.622164357610465
2025-02-15,40.48766904739856
2025-02-16,25.764880302889996
2025-02-17,39.260769985356184
2025-02-18,46.622164357610465
2025-02-19,47.84906341965285
2025-02-20,45.39526529556809
2025-02-21,49.07596248169523
2025-02-22,41.71456810944095
2025-02-23,26.991779364932377
2025-02-24,47.84906341965285
2025-02-25,46.622164357610465
2025-02-26,46.622164357610465
2025-02-27,46.622164357610465
2025-02-28,53.983558729864754
2025-03-01,49.07596248169523
2025-03-02,33.12627467514428
2025-03-03,52.75665966782237
2025-03-04,50.30286154373761
2025-03-05,49.07596248169523
2025-03-06,45.39526529556809
2025-03-07,46.622164357610465
2025-03-08,42.941467171483325
2025-03-09,26.991779364932377
2025-03-10,47.84906341965285
2025-03-11,49.07596248169523
2025-03-12,47.84906341965285
2025-03-13,45.39526529556809
2025-03-14,49.07596248169523
2025-03-15,40.48766904739856
2025-03-16,26.991779364932377
2025-03-17,46.622164357610465
2025-03-18,44.16836623352571
2025-03-19,45.39526529556809
2025-03-20,41.71456810944095
2025-03-21,49.07596248169523
2025-03-22,49.07596248169523
2025-03-23,26.991779364932377
2025-03-24,41.71456810944095
2025-03-25,44.16836623352571
2025-03-26,44.16836623352571
2025-03-27,42.941467171483325
2025-03-28,55.21045779190713
2025-03-29,44.16836623352571
2025-03-30,26.991779364932377
2025-03-31,49.07596248169523
2025-04-01,53.983558729864754
2025-04-02,46.622164357610465
2025-04-03,47.84906341965285
2025-04-04,47.84906341965285
2025-04-05,40.48766904739856
2025-04-06,26.991779364932377
2025-04-07,46.622164357610465
2025-04-08,46.622164357610465
2025-04-09,46.622164357610465
2025-04-10,44.16836623352571
2025-04-11,49.07596248169523
2025-04-12,42.941467171483325
2025-04-13,28.21867842697476
2025-04-14,49.07596248169523
2025-04-15,53.81833483433948
2025-04-16,46.82199596098225
2025-04-17,44.08798704110801
2025-04-18,47.43544549200344
2025-04-19,33.1413457737226
2025-04-20,23.10957600892475
2025-04-21,44.08798704110801
2025-04-22,43.17311553852044
2025-04-23,40.43910661864621
2025-04-24,40.43910661864621
2025-04-25,42.87169356695407
2025-04-26,31.925052299568662
2025-04-27,24.627291454645057
2025-04-28,44.08798704110801
2025-04-29,42.87169356695407
2025-04-30,44.38940901267438
2025-05-01,49.254582909290114
2025-05-02,54.11975680590585
2025-05-03,43.17311553852044
2025-05-04,27.3613003745193
2025-05-05,44.38940901267438
2025-05-06,43.17311553852044
2025-05-07,42.87169356695407
2025-05-08,39.52423511605864
2025-05-09,45.605702486828314
2025-05-10,36.7902261961844
2025-05-11,23.10957600892475
2025-05-12,45.30428051526194
2025-05-13,45.605702486828314
2025-05-14,42.87169356695407
2025-05-15,44.61045179182305
2025-05-16,45.21329573495579
2025-05-17,35.56779264483189
2025-05-18,25.319445611575244
2025-05-19,45.81613967808854
2025-05-20,47.02182756435403
2025-05-21,44.61045179182305
2025-05-22,42.19907601929207
2025-05-23,45.21329573495579
2025-05-24,36.17063658796464
2025-05-25,23.510913782177013
2025-05-26,25.922289554707987
2025-05-27,47.62467150748677
2025-05-28,48.83035939375226
2025-05-29,46.41898362122128
2025-05-30,53.05026699568147
2025-05-31,44.61045179182305
2025-06-01,31.347885042902682
2025-06-02,52.44742305254872
2025-06-03,51.844579109415974
2025-06-04,47.02182756435403
2025-06-05,45.21329573495579
2025-06-06,51.844579109415974
2025-06-07,39.7877002467611
2025-06-08,25.922289554707987
2025-06-09,47.02182756435403
2025-06-10,46.41898362122128
2025-06-11,44.61045179182305
2025-06-12,44.007607848690306
2025-06-13,46.41898362122128
2025-06-14,36.77348053109738
2025-06-15,25.319445611575244
2025-06-16,50.03604728001775
2025-06-17,43.40476390555756
2025-06-18,45.81613967808854
2025-06-19,40.390544189893845
2025-06-20,49.433203336885
2025-06-21,33.75926081543366
2025-06-22,25.922289554707987
2025-06-23,46.41898362122128
2025-06-24,48.83035939375226
2025-06-25,44.007607848690306
2025-06-26,46.41898362122128
2025-06-27,50.03604728001775
2025-06-28,39.7877002467611
2025-06-29,27.127977440973478
2025-06-30,49.433203336885
2025-07-01,56.06448671134518
2025-07-02,52.44742305254872
2025-07-03,53.05026699568147
2025-07-04,30.74504109976994
2025-07-05,34.3621047585664
2025-07-06,26.525133497840734
2025-07-07,53.65311093881421
2025-07-08,46.41898362122128
2025-07-09,46.41898362122128
2025-07-10,47.02182756435403
2025-07-11,50.63889122315049
2025-07-12,37.979168417362864
2025-07-13,24.7166016684425
2025-07-14,50.63889122315049
2025-07-15,53.05026699568147
2025-07-16,50.03604728001775
2025-07-17,48.83035939375226
2025-07-18,50.03604728001775
2025-07-19,40.993388133026585
2025-07-20,28.936509270371708
2025-07-21,51.241735166283235
2025-07-22,45.81613967808854
2025-07-23,47.02182756435403
2025-07-24,47.02182756435403
2025-07-25,49.433203336885
2025-07-26,36.17063658796464
2025-07-27,24.7166016684425
2025-07-28,47.62467150748677
2025-07-29,47.02182756435403
2025-07-30,47.62467150748677
2025-07-31,50.63889122315049
2025-08-01,60.28439431327439
2025-08-02,44.007607848690306
2025-08-03,29.53935321350445
2025-08-04,51.241735166283235
2025-08-05,49.433203336885
2025-08-06,47.02182756435403
2025-08-07,47.62467150748677
2025-08-08,51.241735166283235
2025-08-09,36.17063658796464
2025-08-10,27.73082138410622
2025-08-11,48.83035939375226
2025-08-12,45.21329573495579
2025-08-13,46.41898362122128
2025-08-14,47.02182756435403
2025-08-15,51.241735166283235
2025-08-16,36.17063658796464
2025-08-17,28.333665327238965
2025-08-18,50.63889122315049
2025-08-19,44.007607848690306
2025-08-20,45.81613967808854
2025-08-21,44.61045179182305
2025-08-22,48.83035939375226
2025-08-23,37.376324474230124
2025-08-24,24.113757725309757
2025-08-25,45.81613967808854
2025-08-26,42.80191996242482
2025-08-27,44.61045179182305
2025-08-28,42.80191996242482
2025-08-29,50.03604728001775
2025-08-30,39.18485630362836
2025-08-31,24.113757725309757
2025-09-01,34.3621047585664
2025-09-02,50.03604728001775
2025-09-03,49.433203336885
2025-09-04,45.21329573495579
2025-09-05,48.83035939375226
2025-09-06,39.18485630362836
2025-09-07,25.319445611575244
2025-09-08,47.62467150748677
2025-09-09,45.81613967808854
2025-09-10,42.19907601929207
2025-09-11,39.18485630362836
2025-09-12,44.61045179182305
2025-09-13,37.376324474230124
2025-09-14,22.90806983904427
2025-09-15,46.41898362122128
2025-09-16,44.007607848690306
2025-09-17,42.80191996242482
2025-09-18,40.993388133026585
2025-09-19,45.81613967808854
2025-09-20,35.56779264483189
2025-09-21,23.510913782177013
2025-09-22,42.19907601929207
2025-09-23,43.40476390555756
2025-09-24,42.80191996242482
2025-09-25,40.993388133026585
2025-09-26,44.61045179182305
2025-09-27,38.58201236049561
2025-09-28,24.7166016684425
2025-09-29,45.21329573495579
2025-09-30,50.63889122315049
2025-10-01,53.05026699568147
2025-10-02,50.03604728001775
2025-10-03,49.433203336885
2025-10-04,38.58201236049561
2025-10-05,27.127977440973478
2025-10-06,46.41898362122128
2025-10-07,45.21329573495579
2025-10-08,47.02182756435403
2025-10-09,45.21329573495579
2025-10-10,46.41898362122128
2025-10-11,35.56779264483189
2025-10-12,27.127977440973478
2025-10-13,44.007607848690306
2025-10-14,47.02182756435403
2025-10-15,48.227515450619514
2025-10-16,45.81613967808854
2025-10-17,47.62467150748677
2025-10-18,33.75926081543366
2025-10-19,22.90806983904427
2025-10-20,43.40476390555756
2025-10-21,44.61045179182305
2025-10-22,43.40476390555756
2025-10-23,41.59623207615933
2025-10-24,45.81613967808854
2025-10-25,39.7877002467611
2025-10-26,24.7166016684425
2025-10-27,40.390544189893845
2025-10-28,40.993388133026585
2025-10-29,40.993388133026585
2025-10-30,41.59623207615933
2025-10-31,50.03604728001775
2025-11-01,43.40476390555756
2025-11-02,28.333665327238965
2025-11-03,51.241735166283235
2025-11-04,50.63889122315049
2025-11-05,45.81613967808854
2025-11-06,45.21329573495579
2025-11-07,49.433203336885
2025-11-08,53.05026699568147
2025-11-09,26.525133497840734
2025-11-10,44.007607848690306
2025-11-11,48.227515450619514
2025-11-12,44.61045179182305
2025-11-13,44.007607848690306
2025-11-14,48.83035939375226
2025-11-15,36.77348053109738
2025-11-16,25.319445611575244
2025-11-17,44.61045179182305
2025-11-18,42.19907601929207
2025-11-19,44.61045179182305
2025-11-20,40.993388133026585
2025-11-21,44.007607848690306
2025-11-22,31.347885042902682
2025-11-23,22.305225895911526
2025-11-24,41.59623207615933
2025-11-25,41.59623207615933
2025-11-26,43.40476390555756
2025-11-27,24.113757725309757
2025-11-28,39.18485630362836
2025-11-29,33.75926081543366
2025-11-30,25.922289554707987
2025-12-01,48.83035939375226
2025-12-02,49.433203336885
2025-12-03,45.81613967808854
2025-12-04,45.21329573495579
2025-12-05,47.02182756435403
2025-12-06,41.59623207615933
2025-12-07,24.7166016684425
2025-12-08,42.80191996242482
2025-12-09,45.21329573495579
2025-12-10,43.40476390555756
2025-12-11,45.50249789686407
2025-12-12,47.001461214923864
2025-12-13,39.21744246271662
2025-12-14,23.649404958302107
2025-12-15,44.00760784869031
2025-12-16,44.60637852193702
2025-12-17,44.00760784869031
2025-12-18,43.706185877123936
2025-12-19,48.19900256141729
2025-12-20,36.822359769729765
2025-12-21,27.242028997782377
2025-12-22,47.001461214923864
2025-12-23,44.60637852193702
2025-12-24,47.001461214923864
2025-12-25,20.056780918821833
2025-12-26,42.21129582895017
2025-12-27,35.02604774998963
2025-12-28,25.445716978042242
2025-12-29,47.001461214923864
2025-12-30,49.39654390791071
2025-12-31,50.292663282837765
2026-01-01,30.537304335582306
2026-01-02,51.192855927650854
2026-01-03,45.205149195183736
2026-01-04,26.643258324535665
2026-01-05,47.60023188817058
2026-01-06,46.700039243357494
2026-01-07,44.60637852193702
2026-01-08,42.21129582895017
2026-01-09,45.205149195183736
2026-01-10,40.43942342852623
2026-01-11,23.193198731066516
2026-01-12,41.62881823524759
2026-01-13,44.00760784869031
2026-01-14,44.60230525205099
2026-01-15,45.19700265541167
2026-01-16,46.38639746213303
2026-01-17,37.465936411722836
2026-01-18,26.166685747869916
2026-01-19,36.276541605001476
2026-01-20,42.81821304196895
2026-01-21,45.19700265541167
2026-01-22,42.22351563860827
2026-01-23,44.60230525205099
2026-01-24,33.897751991558756
2026-01-25,21.409106520984476
2026-01-26,39.25002862180487
2026-01-27,42.22351563860827
2026-01-28,42.81821304196895
2026-01-29,42.81821304196895
2026-01-30,49.95458188229711
2026-01-31,42.22351563860827
2026-02-01,32.11365978147671
2026-02-02,47.57579226885439
2026-02-03,46.98109486549371
2026-02-04,43.41291044532963
2026-02-05,41.62881823524759
2026-02-06,46.38639746213303
2026-02-07,38.06063381508351
2026-02-08,24.382593537787876
2026-02-09,37.465936411722836
2026-02-10,43.41291044532963
2026-02-11,42.22351563860827
2026-02-12,41.62881823524759
2026-02-13,45.19700265541167
2026-02-14,37.465936411722836
2026-02-15,26.761383151230596
2026-02-16,41.62881823524759
2026-02-17,42.81821304196895
2026-02-18,42.22351563860827
2026-02-19,43.41291044532963
2026-02-20,45.79170005877235
2026-02-21,40.43942342852623
2026-02-22,25.571988344509236
2026-02-23,41.03412083188691
2026-02-24,45.19700265541167
2026-02-25,43.41291044532963
2026-02-26,44.00760784869031
2026-02-27,51.14397668901847
2026-02-28,42.81821304196895
2026-03-01,32.11365978147671
2026-03-02,53.52276630246119
2026-03-03,49.95458188229711
2026-03-04,48.17048967221507
2026-03-05,45.79170005877235
2026-03-06,45.79170005877235
2026-03-07,42.22351563860827
2026-03-08,27.950777957951956
2026-03-09,45.79170005877235
2026-03-10,49.35988447893643
2026-03-11,42.81821304196895
2026-03-12,42.81821304196895
2026-03-13,46.98109486549371
2026-03-14,38.65533121844419
2026-03-15,27.356080554591276
2026-03-16,45.19700265541167
2026-03-17,45.19700265541167
2026-03-18,45.19700265541167
2026-03-19,43.41291044532963
2026-03-20,45.19700265541167
2026-03-21,39.84472602516555
2026-03-22,26.166685747869916
2026-03-23,42.81821304196895
2026-03-24,44.00760784869031
2026-03-25,41.62881823524759
2026-03-26,41.03412083188691
2026-03-27,44.60230525205099
2026-03-28,39.84472602516555
2026-03-29,27.950777957951956
2026-03-30,42.22351563860827
2026-03-31,48.76518707557575
2026-04-01,48.17048967221507
2026-04-02,49.35988447893643
2026-04-03,51.73867409237915
2026-04-04,40.43942342852623
2026-04-05,24.977290941148556
2026-04-06,47.57579226885439
2026-04-07,44.00760784869031
2026-04-08,45.19700265541167
2026-04-09,45.79170005877235
2026-04-10,49.95458188229711
2026-04-11,41.62881823524759
2026-04-12,30.329567571394673
2026-04-13,48.17048967221507
2026-04-14,50.54927928565779
2026-04-15,46.98109486549371
2026-04-16,45.79170005877235
2026-04-17,46.38639746213303
2026-04-18,38.65533121844419
2026-04-19,26.761383151230596
2026-04-20,43.41291044532963
2026-04-21,42.22351563860827
2026-04-22,44.00760784869031
2026-04-23,40.43942342852623
2026-04-24,44.00760784869031
2026-04-25,35.087146798280116
2026-04-26,24.382593537787876
2026-04-27,41.03412083188691
2026-04-28,43.41291044532963
2026-04-29,41.62881823524759
2026-04-30,42.81821304196895
2026-05-01,52.92806889910051
2026-05-02,42.81821304196895
2026-05-03,26.166685747869916
2026-05-04,44.60230525205099
2026-05-05,45.79170005877235
2026-05-06,44.60230525205099
2026-05-07,41.03412083188691
2026-05-08,41.62881823524759
2026-05-09,36.276541605001476
2026-05-10,24.382593537787876
2026-05-11,43.41291044532963
2026-05-12,42.81821304196895
2026-05-13,43.41291044532963
2026-05-14,41.62881823524759
2026-05-15,47.57579226885439
2026-05-16,59.469740336067986
2026-05-17,36.276541605001476
2026-05-18,44.00760784869031
2026-05-19,49.95458188229711
2026-05-20,45.79170005877235
2026-05-21,42.81821304196895
2026-05-22,45.19700265541167
2026-05-23,45.79170005877235
2026-05-24,26.166685747869916
2026-05-25,26.761383151230596
2026-05-26,44.00760784869031
2026-05-27,45.19700265541167
2026-05-28,45.19700265541167
2026-05-29,49.35988447893643
2026-05-30,49.35988447893643
2026-05-31,30.329567571394673
