Time,john_fetterman
2024-09-24,4.888888888888889
2024-09-25,1.8333333333333335
2024-09-26,1.8333333333333335
2024-09-27,1.2222222222222223
2024-09-28,1.2222222222222223
2024-09-29,1.2222222222222223
2024-09-30,1.8333333333333335
2024-10-01,3.055555555555556
2024-10-02,1.8333333333333335
2024-10-03,1.2222222222222223
2024-10-04,1.2222222222222223
2024-10-05,0.6111111111111112
2024-10-06,1.8333333333333335
2024-10-07,1.2222222222222223
2024-10-08,0.6111111111111112
2024-10-09,1.2222222222222223
2024-10-10,1.2222222222222223
2024-10-11,1.2222222222222223
2024-10-12,0.0
2024-10-13,0.6111111111111112
2024-10-14,1.2222222222222223
2024-10-15,1.2222222222222223
2024-10-16,1.2222222222222223
2024-10-17,1.2222222222222223
2024-10-18,1.2222222222222223
2024-10-19,1.2222222222222223
2024-10-20,1.2222222222222223
2024-10-21,0.6111111111111112
2024-10-22,1.2222222222222223
2024-10-23,6.722222222222223
2024-10-24,2.4444444444444446
2024-10-25,1.8333333333333335
2024-10-26,4.888888888888889
2024-10-27,6.111111111111112
2024-10-28,3.666666666666667
2024-10-29,2.4444444444444446
2024-10-30,2.4444444444444446
2024-10-31,1.2222222222222223
2024-11-01,1.8333333333333335
2024-11-02,23.833333333333336
2024-11-03,26.888888888888893
2024-11-04,20.77777777777778
2024-11-05,13.444444444444446
2024-11-06,9.166666666666668
2024-11-07,6.722222222222223
2024-11-08,10.38888888888889
2024-11-09,6.722222222222223
2024-11-10,3.055555555555556
2024-11-11,3.055555555555556
2024-11-12,4.277777777777779
2024-11-13,4.277777777777779
2024-11-14,6.111111111111112
2024-11-15,4.888888888888889
2024-11-16,6.111111111111112
2024-11-17,3.666666666666667
2024-11-18,3.666666666666667
2024-11-19,3.666666666666667
2024-11-20,4.277777777777779
2024-11-21,4.277777777777779
2024-11-22,3.666666666666667
2024-11-23,1.8333333333333335
2024-11-24,2.4444444444444446
2024-11-25,1.8333333333333335
2024-11-26,2.4444444444444446
2024-11-27,1.2222222222222223
2024-11-28,2.4444444444444446
2024-11-29,2.4444444444444446
2024-11-30,1.2222222222222223
2024-12-01,1.8333333333333335
2024-12-02,0.6111111111111112
2024-12-03,1.2222222222222223
2024-12-04,1.2222222222222223
2024-12-05,3.055555555555556
2024-12-06,4.888888888888889
2024-12-07,2.4444444444444446
2024-12-08,4.277777777777779
2024-12-09,1.2222222222222223
2024-12-10,1.2222222222222223
2024-12-11,3.055555555555556
2024-12-12,6.722222222222223
2024-12-13,7.944444444444445
2024-12-14,3.055555555555556
2024-12-15,3.055555555555556
2024-12-16,4.888888888888889
2024-12-17,2.4444444444444446
2024-12-18,2.4444444444444446
2024-12-19,1.8333333333333335
2024-12-20,1.8333333333333335
2024-12-21,1.2222222222222223
2024-12-22,3.666666666666667
2024-12-23,7.333333333333334
2024-12-24,5.5
2024-12-25,5.5
2024-12-26,3.666666666666667
2024-12-27,1.8333333333333335
2024-12-28,0.6111111111111112
2024-12-29,1.8333333333333335
2024-12-30,1.2222222222222223
2024-12-31,1.2222222222222223
2025-01-01,0.0
2025-01-02,1.2222222222222223
2025-01-03,0.6111111111111112
2025-01-04,0.0
2025-01-05,1.2222222222222223
2025-01-06,0.0
2025-01-07,1.8333333333333335
2025-01-08,4.277777777777779
2025-01-09,6.111111111111112
2025-01-10,6.722222222222223
2025-01-11,4.888888888888889
2025-01-12,3.666666666666667
2025-01-13,9.777777777777779
2025-01-14,6.111111111111112
2025-01-15,2.4444444444444446
2025-01-16,3.055555555555556
2025-01-17,2.4444444444444446
2025-01-18,2.4444444444444446
2025-01-19,1.8333333333333335
2025-01-20,42.16666666666667
2025-01-21,61.111111111111114
2025-01-22,19.555555555555557
2025-01-23,10.38888888888889
2025-01-24,13.444444444444446
2025-01-25,10.38888888888889
2025-01-26,4.277777777777779
2025-01-27,7.944444444444445
2025-01-28,10.38888888888889
2025-01-29,7.333333333333334
2025-01-30,4.888888888888889
2025-01-31,3.055555555555556
2025-02-01,4.277777777777779
2025-02-02,4.277777777777779
2025-02-03,4.888888888888889
2025-02-04,4.277777777777779
2025-02-05,14.666666666666668
2025-02-06,8.555555555555557
2025-02-07,10.38888888888889
2025-02-08,7.333333333333334
2025-02-09,3.666666666666667
2025-02-10,3.055555555555556
2025-02-11,2.4444444444444446
2025-02-12,3.055555555555556
2025-02-13,3.055555555555556
2025-02-14,3.055555555555556
2025-02-15,2.4444444444444446
2025-02-16,1.2222222222222223
2025-02-17,1.2222222222222223
2025-02-18,3.055555555555556
2025-02-19,2.4444444444444446
2025-02-20,4.277777777777779
2025-02-21,3.055555555555556
2025-02-22,1.8333333333333335
2025-02-23,1.8333333333333335
2025-02-24,1.8333333333333335
2025-02-25,2.4444444444444446
2025-02-26,1.8333333333333335
2025-02-27,1.8333333333333335
2025-02-28,2.4444444444444446
2025-03-01,8.555555555555557
2025-03-02,7.333333333333334
2025-03-03,3.666666666666667
2025-03-04,4.888888888888889
2025-03-05,6.722222222222223
2025-03-06,7.333333333333334
2025-03-07,6.722222222222223
2025-03-08,4.888888888888889
2025-03-09,3.666666666666667
2025-03-10,3.055555555555556
2025-03-11,2.4444444444444446
2025-03-12,6.722222222222223
2025-03-13,8.555555555555557
2025-03-14,9.166666666666668
2025-03-15,6.111111111111112
2025-03-16,4.277777777777779
2025-03-17,2.4444444444444446
2025-03-18,2.4444444444444446
2025-03-19,2.4444444444444446
2025-03-20,4.277777777777779
2025-03-21,3.055555555555556
2025-03-22,3.055555555555556
2025-03-23,3.055555555555556
2025-03-24,1.8333333333333335
2025-03-25,2.4444444444444446
2025-03-26,2.4444444444444446
2025-03-27,2.4444444444444446
2025-03-28,1.2222222222222223
2025-03-29,1.2222222222222223
2025-03-30,1.2222222222222223
2025-03-31,1.2222222222222223
2025-04-01,1.8333333333333335
2025-04-02,1.8333333333333335
2025-04-03,1.8333333333333335
2025-04-04,1.8333333333333335
2025-04-05,1.8333333333333335
2025-04-06,1.2222222222222223
2025-04-07,1.2222222222222223
2025-04-08,1.2222222222222223
2025-04-09,1.8333333333333335
2025-04-10,1.8333333333333335
2025-04-11,1.2222222222222223
2025-04-12,1.2222222222222223
2025-04-13,1.8333333333333335
2025-04-14,1.2222222222222223
2025-04-15,1.4444444444444446
2025-04-16,1.75
2025-04-17,1.1666666666666667
2025-04-18,0.5833333333333334
2025-04-19,0.0
2025-04-20,1.1666666666666667
2025-04-21,1.4444444444444446
2025-04-22,1.1666666666666667
2025-04-23,1.1666666666666667
2025-04-24,1.75
2025-04-25,1.4444444444444446
2025-04-26,0.0
2025-04-27,0.0
2025-04-28,0.8611111111111112
2025-04-29,1.1666666666666667
2025-04-30,0.5833333333333334
2025-05-01,1.1666666666666667
2025-05-02,26.47222222222222
2025-05-03,47.41666666666667
2025-05-04,14.833333333333334
2025-05-05,9.88888888888889
2025-05-06,12.222222222222223
2025-05-07,11.055555555555555
2025-05-08,12.5
2025-05-09,24.72222222222222
2025-05-10,20.361111111111114
2025-05-11,6.111111111111112
2025-05-12,4.944444444444445
2025-05-13,3.1944444444444446
2025-05-14,2.916666666666667
2025-05-15,1.1111111111111112
2025-05-16,1.6666666666666667
2025-05-17,1.6666666666666667
2025-05-18,1.1111111111111112
2025-05-19,1.1111111111111112
2025-05-20,1.6666666666666667
2025-05-21,2.2222222222222223
2025-05-22,1.6666666666666667
2025-05-23,1.1111111111111112
2025-05-24,2.7777777777777777
2025-05-25,3.3333333333333335
2025-05-26,0.5555555555555556
2025-05-27,1.6666666666666667
2025-05-28,2.2222222222222223
2025-05-29,1.1111111111111112
2025-05-30,2.7777777777777777
2025-05-31,1.1111111111111112
2025-06-01,0.5555555555555556
2025-06-02,3.3333333333333335
2025-06-03,2.2222222222222223
2025-06-04,2.2222222222222223
2025-06-05,1.1111111111111112
2025-06-06,1.1111111111111112
2025-06-07,1.1111111111111112
2025-06-08,0.0
2025-06-09,1.1111111111111112
2025-06-10,8.333333333333334
2025-06-11,6.111111111111112
2025-06-12,3.3333333333333335
2025-06-13,5.555555555555555
2025-06-14,8.88888888888889
2025-06-15,7.222222222222222
2025-06-16,5.0
2025-06-17,6.666666666666667
2025-06-18,3.3333333333333335
2025-06-19,2.7777777777777777
2025-06-20,2.2222222222222223
2025-06-21,1.6666666666666667
2025-06-22,12.222222222222223
2025-06-23,5.0
2025-06-24,3.3333333333333335
2025-06-25,2.2222222222222223
2025-06-26,2.2222222222222223
2025-06-27,3.3333333333333335
2025-06-28,4.444444444444445
2025-06-29,2.2222222222222223
2025-06-30,5.555555555555555
2025-07-01,8.88888888888889
2025-07-02,6.666666666666667
2025-07-03,2.7777777777777777
2025-07-04,2.7777777777777777
2025-07-05,2.7777777777777777
2025-07-06,1.6666666666666667
2025-07-07,1.1111111111111112
2025-07-08,0.5555555555555556
2025-07-09,1.1111111111111112
2025-07-10,4.444444444444445
2025-07-11,8.333333333333334
2025-07-12,3.3333333333333335
2025-07-13,2.2222222222222223
2025-07-14,1.6666666666666667
2025-07-15,1.1111111111111112
2025-07-16,3.3333333333333335
2025-07-17,1.1111111111111112
2025-07-18,1.1111111111111112
2025-07-19,1.1111111111111112
2025-07-20,1.1111111111111112
2025-07-21,1.1111111111111112
2025-07-22,1.1111111111111112
2025-07-23,1.1111111111111112
2025-07-24,1.1111111111111112
2025-07-25,1.1111111111111112
2025-07-26,0.5555555555555556
2025-07-27,1.1111111111111112
2025-07-28,0.5555555555555556
2025-07-29,1.1111111111111112
2025-07-30,2.2222222222222223
2025-07-31,1.6666666666666667
2025-08-01,1.1111111111111112
2025-08-02,1.1111111111111112
2025-08-03,1.6666666666666667
2025-08-04,1.6666666666666667
2025-08-05,1.6666666666666667
2025-08-06,1.1111111111111112
2025-08-07,0.5555555555555556
2025-08-08,1.1111111111111112
2025-08-09,2.2222222222222223
2025-08-10,1.1111111111111112
2025-08-11,0.5555555555555556
2025-08-12,0.5555555555555556
2025-08-13,0.5555555555555556
2025-08-14,1.1111111111111112
2025-08-15,1.1111111111111112
2025-08-16,1.1111111111111112
2025-08-17,0.5555555555555556
2025-08-18,0.0
2025-08-19,0.5555555555555556
2025-08-20,0.0
2025-08-21,1.1111111111111112
2025-08-22,0.5555555555555556
2025-08-23,0.5555555555555556
2025-08-24,0.5555555555555556
2025-08-25,1.1111111111111112
2025-08-26,0.5555555555555556
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,1.1111111111111112
2025-08-31,0.5555555555555556
2025-09-01,1.1111111111111112
2025-09-02,1.1111111111111112
2025-09-03,1.1111111111111112
2025-09-04,0.5555555555555556
2025-09-05,1.1111111111111112
2025-09-06,1.1111111111111112
2025-09-07,0.5555555555555556
2025-09-08,0.0
2025-09-09,1.1111111111111112
2025-09-10,1.6666666666666667
2025-09-11,1.1111111111111112
2025-09-12,1.1111111111111112
2025-09-13,1.6666666666666667
2025-09-14,2.7777777777777777
2025-09-15,3.3333333333333335
2025-09-16,4.444444444444445
2025-09-17,2.2222222222222223
2025-09-18,2.2222222222222223
2025-09-19,2.7777777777777777
2025-09-20,2.2222222222222223
2025-09-21,2.7777777777777777
2025-09-22,1.6666666666666667
2025-09-23,1.1111111111111112
2025-09-24,1.1111111111111112
2025-09-25,0.5555555555555556
2025-09-26,1.1111111111111112
2025-09-27,0.5555555555555556
2025-09-28,2.7777777777777777
2025-09-29,3.8888888888888893
2025-09-30,3.3333333333333335
2025-10-01,7.777777777777779
2025-10-02,4.444444444444445
2025-10-03,3.3333333333333335
2025-10-04,1.6666666666666667
2025-10-05,1.6666666666666667
2025-10-06,1.6666666666666667
2025-10-07,1.6666666666666667
2025-10-08,1.6666666666666667
2025-10-09,5.0
2025-10-10,3.8888888888888893
2025-10-11,1.6666666666666667
2025-10-12,3.8888888888888893
2025-10-13,2.7777777777777777
2025-10-14,2.2222222222222223
2025-10-15,1.6666666666666667
2025-10-16,7.222222222222222
2025-10-17,11.666666666666668
2025-10-18,6.666666666666667
2025-10-19,2.2222222222222223
2025-10-20,2.7777777777777777
2025-10-21,3.3333333333333335
2025-10-22,5.555555555555555
2025-10-23,11.11111111111111
2025-10-24,5.555555555555555
2025-10-25,6.111111111111112
2025-10-26,3.8888888888888893
2025-10-27,3.3333333333333335
2025-10-28,1.6666666666666667
2025-10-29,2.7777777777777777
2025-10-30,2.7777777777777777
2025-10-31,5.555555555555555
2025-11-01,3.3333333333333335
2025-11-02,5.0
2025-11-03,3.8888888888888893
2025-11-04,5.0
2025-11-05,3.3333333333333335
2025-11-06,2.7777777777777777
2025-11-07,2.7777777777777777
2025-11-08,2.7777777777777777
2025-11-09,2.2222222222222223
2025-11-10,23.88888888888889
2025-11-11,26.11111111111111
2025-11-12,13.88888888888889
2025-11-13,55.55555555555556
2025-11-14,46.66666666666667
2025-11-15,28.88888888888889
2025-11-16,28.88888888888889
2025-11-17,10.555555555555555
2025-11-18,4.444444444444445
2025-11-19,3.3333333333333335
2025-11-20,4.444444444444445
2025-11-21,5.0
2025-11-22,3.8888888888888893
2025-11-23,2.7777777777777777
2025-11-24,2.7777777777777777
2025-11-25,1.1111111111111112
2025-11-26,1.1111111111111112
2025-11-27,0.0
2025-11-28,1.1111111111111112
2025-11-29,0.0
2025-11-30,1.1111111111111112
2025-12-01,1.1111111111111112
2025-12-02,0.5555555555555556
2025-12-03,0.0
2025-12-04,1.6666666666666667
2025-12-05,1.1111111111111112
2025-12-06,1.1111111111111112
2025-12-07,4.444444444444445
2025-12-08,2.2222222222222223
2025-12-09,1.6666666666666667
2025-12-10,2.2222222222222223
2025-12-11,2.037037037037037
2025-12-12,1.5277777777777777
2025-12-13,1.5277777777777777
2025-12-14,4.027777777777778
2025-12-15,2.5
2025-12-16,1.25
2025-12-17,3.7962962962962963
2025-12-18,1.759259259259259
2025-12-19,1.5277777777777777
2025-12-20,1.5277777777777777
2025-12-21,1.25
2025-12-22,0.7407407407407407
2025-12-23,0.0
2025-12-24,0.7407407407407407
2025-12-25,0.0
2025-12-26,1.5277777777777777
2025-12-27,0.0
2025-12-28,0.0
2025-12-29,0.0
2025-12-30,1.0185185185185186
2025-12-31,1.0185185185185186
2026-01-01,1.25
2026-01-02,1.0185185185185186
2026-01-03,1.759259259259259
2026-01-04,3.009259259259259
2026-01-05,2.7777777777777777
2026-01-06,2.7777777777777777
2026-01-07,1.759259259259259
2026-01-08,4.027777777777778
2026-01-09,1.759259259259259
2026-01-10,1.8518518518518516
2026-01-11,1.3888888888888888
2026-01-12,1.8518518518518516
2026-01-13,1.8518518518518516
2026-01-14,2.7777777777777777
2026-01-15,2.3148148148148144
2026-01-16,2.7777777777777777
2026-01-17,2.7777777777777777
2026-01-18,1.8518518518518516
2026-01-19,1.8518518518518516
2026-01-20,1.8518518518518516
2026-01-21,1.8518518518518516
2026-01-22,1.8518518518518516
2026-01-23,1.3888888888888888
2026-01-24,2.3148148148148144
2026-01-25,5.092592592592592
2026-01-26,8.333333333333332
2026-01-27,9.259259259259258
2026-01-28,5.555555555555555
2026-01-29,4.166666666666666
2026-01-30,2.3148148148148144
2026-01-31,1.8518518518518516
2026-02-01,2.7777777777777777
2026-02-02,1.8518518518518516
2026-02-03,2.3148148148148144
2026-02-04,2.3148148148148144
2026-02-05,3.7037037037037033
2026-02-06,5.092592592592592
2026-02-07,3.7037037037037033
2026-02-08,3.2407407407407405
2026-02-09,3.2407407407407405
2026-02-10,1.8518518518518516
2026-02-11,2.7777777777777777
2026-02-12,6.018518518518518
2026-02-13,6.481481481481481
2026-02-14,5.092592592592592
2026-02-15,4.629629629629629
2026-02-16,4.629629629629629
2026-02-17,3.2407407407407405
2026-02-18,4.166666666666666
2026-02-19,2.3148148148148144
2026-02-20,2.7777777777777777
2026-02-21,2.7777777777777777
2026-02-22,1.8518518518518516
2026-02-23,1.3888888888888888
2026-02-24,1.3888888888888888
2026-02-25,18.98148148148148
2026-02-26,12.962962962962962
2026-02-27,6.944444444444444
2026-02-28,13.425925925925924
2026-03-01,14.814814814814813
2026-03-02,5.555555555555555
2026-03-03,8.333333333333332
2026-03-04,8.796296296296296
2026-03-05,24.074074074074073
2026-03-06,9.259259259259258
2026-03-07,6.481481481481481
2026-03-08,4.166666666666666
2026-03-09,2.7777777777777777
2026-03-10,3.2407407407407405
2026-03-11,2.7777777777777777
2026-03-12,9.722222222222221
2026-03-13,5.092592592592592
2026-03-14,5.092592592592592
2026-03-15,6.481481481481481
2026-03-16,5.555555555555555
2026-03-17,4.166666666666666
2026-03-18,8.796296296296296
2026-03-19,22.22222222222222
2026-03-20,16.203703703703702
2026-03-21,13.888888888888888
2026-03-22,9.259259259259258
2026-03-23,6.481481481481481
2026-03-24,6.944444444444444
2026-03-25,6.018518518518518
2026-03-26,5.555555555555555
2026-03-27,4.166666666666666
2026-03-28,3.2407407407407405
2026-03-29,3.7037037037037033
2026-03-30,3.7037037037037033
2026-03-31,2.3148148148148144
2026-04-01,2.7777777777777777
2026-04-02,3.2407407407407405
2026-04-03,2.3148148148148144
2026-04-04,3.7037037037037033
2026-04-05,7.4074074074074066
2026-04-06,4.166666666666666
2026-04-07,3.7037037037037033
2026-04-08,3.2407407407407405
2026-04-09,46.29629629629629
2026-04-10,23.611111111111107
2026-04-11,5.092592592592592
2026-04-12,2.7777777777777777
2026-04-13,2.3148148148148144
2026-04-14,3.2407407407407405
2026-04-15,3.2407407407407405
2026-04-16,4.629629629629629
2026-04-17,4.166666666666666
2026-04-18,3.7037037037037033
2026-04-19,4.166666666666666
2026-04-20,4.166666666666666
2026-04-21,2.7777777777777777
2026-04-22,4.629629629629629
2026-04-23,5.555555555555555
2026-04-24,3.2407407407407405
2026-04-25,5.092592592592592
2026-04-26,5.092592592592592
2026-04-27,5.555555555555555
2026-04-28,4.166666666666666
2026-04-29,4.166666666666666
2026-04-30,3.7037037037037033
2026-05-01,3.7037037037037033
2026-05-02,3.7037037037037033
2026-05-03,3.7037037037037033
2026-05-04,7.4074074074074066
2026-05-05,6.481481481481481
2026-05-06,6.018518518518518
2026-05-07,6.944444444444444
2026-05-08,8.796296296296296
2026-05-09,12.499999999999998
2026-05-10,9.259259259259258
2026-05-11,5.092592592592592
2026-05-12,4.629629629629629
2026-05-13,6.944444444444444
2026-05-14,12.499999999999998
2026-05-15,6.018518518518518
2026-05-16,5.092592592592592
2026-05-17,5.092592592592592
2026-05-18,3.2407407407407405
2026-05-19,4.166666666666666
2026-05-20,4.629629629629629
2026-05-21,6.018518518518518
2026-05-22,5.555555555555555
2026-05-23,5.555555555555555
2026-05-24,3.7037037037037033
2026-05-25,2.3148148148148144
2026-05-26,1.8518518518518516
2026-05-27,2.3148148148148144
2026-05-28,1.8518518518518516
2026-05-29,1.3888888888888888
2026-05-30,2.3148148148148144
2026-05-31,2.3148148148148144
