Time,autozone
2023-06-18,72.49970850337303
2023-06-19,69.87923711168486
2023-06-20,62.89131340051637
2023-06-21,62.017822936620306
2023-06-22,61.144332472724244
2023-06-23,68.13225618389274
2023-06-24,76.86716082285334
2023-06-25,78.61414175064546
2023-06-26,65.51178479220455
2023-06-27,63.76480386441243
2023-06-28,60.27084200882818
2023-06-29,66.38527525610061
2023-06-30,70.75272757558092
2023-07-01,82.98159407012577
2023-07-02,77.7406512867494
2023-07-03,79.48763221454152
2023-07-04,82.98159407012577
2023-07-05,62.89131340051637
2023-07-06,71.62621803947698
2023-07-07,75.12017989506121
2023-07-08,87.34904638960607
2023-07-09,77.7406512867494
2023-07-10,62.017822936620306
2023-07-11,65.51178479220455
2023-07-12,63.76480386441243
2023-07-13,70.75272757558092
2023-07-14,73.37319896726909
2023-07-15,80.36112267843758
2023-07-16,73.37319896726909
2023-07-17,65.51178479220455
2023-07-18,61.144332472724244
2023-07-19,61.144332472724244
2023-07-20,68.13225618389274
2023-07-21,70.75272757558092
2023-07-22,82.1081036062297
2023-07-23,82.1081036062297
2023-07-24,66.38527525610061
2023-07-25,63.76480386441243
2023-07-26,65.51178479220455
2023-07-27,61.144332472724244
2023-07-28,69.0057466477888
2023-07-29,87.34904638960607
2023-07-30,79.48763221454152
2023-07-31,66.38527525610061
2023-08-01,62.89131340051637
2023-08-02,64.63829432830849
2023-08-03,64.63829432830849
2023-08-04,67.25876571999667
2023-08-05,81.23461314233364
2023-08-06,75.99367035895727
2023-08-07,62.017822936620306
2023-08-08,61.144332472724244
2023-08-09,62.017822936620306
2023-08-10,63.76480386441243
2023-08-11,69.87923711168486
2023-08-12,80.36112267843758
2023-08-13,77.7406512867494
2023-08-14,62.89131340051637
2023-08-15,60.27084200882818
2023-08-16,64.63829432830849
2023-08-17,66.38527525610061
2023-08-18,69.87923711168486
2023-08-19,82.1081036062297
2023-08-20,77.7406512867494
2023-08-21,60.27084200882818
2023-08-22,62.017822936620306
2023-08-23,59.39735154493213
2023-08-24,62.017822936620306
2023-08-25,65.51178479220455
2023-08-26,78.61414175064546
2023-08-27,75.99367035895727
2023-08-28,62.017822936620306
2023-08-29,58.52386108103607
2023-08-30,61.144332472724244
2023-08-31,64.63829432830849
2023-09-01,65.51178479220455
2023-09-02,80.36112267843758
2023-09-03,75.12017989506121
2023-09-04,79.48763221454152
2023-09-05,58.52386108103607
2023-09-06,58.52386108103607
2023-09-07,58.52386108103607
2023-09-08,57.650370617140005
2023-09-09,75.12017989506121
2023-09-10,63.76480386441243
2023-09-11,52.40942783376364
2023-09-12,57.650370617140005
2023-09-13,55.02989922545182
2023-09-14,55.02989922545182
2023-09-15,59.39735154493213
2023-09-16,80.36112267843758
2023-09-17,66.38527525610061
2023-09-18,57.650370617140005
2023-09-19,57.650370617140005
2023-09-20,54.15640876155576
2023-09-21,57.650370617140005
2023-09-22,61.144332472724244
2023-09-23,75.12017989506121
2023-09-24,67.25876571999667
2023-09-25,56.776880153243944
2023-09-26,55.02989922545182
2023-09-27,55.90338968934788
2023-09-28,58.52386108103607
2023-09-29,60.27084200882818
2023-09-30,73.37319896726909
2023-10-01,70.75272757558092
2023-10-02,56.776880153243944
2023-10-03,54.15640876155576
2023-10-04,55.02989922545182
2023-10-05,57.650370617140005
2023-10-06,59.39735154493213
2023-10-07,72.49970850337303
2023-10-08,69.0057466477888
2023-10-09,60.27084200882818
2023-10-10,53.2829182976597
2023-10-11,55.02989922545182
2023-10-12,54.15640876155576
2023-10-13,62.017822936620306
2023-10-14,69.0057466477888
2023-10-15,65.51178479220455
2023-10-16,55.90338968934788
2023-10-17,54.15640876155576
2023-10-18,55.90338968934788
2023-10-19,60.27084200882818
2023-10-20,64.63829432830849
2023-10-21,70.75272757558092
2023-10-22,69.0057466477888
2023-10-23,56.776880153243944
2023-10-24,53.2829182976597
2023-10-25,54.15640876155576
2023-10-26,55.02989922545182
2023-10-27,56.776880153243944
2023-10-28,67.25876571999667
2023-10-29,57.650370617140005
2023-10-30,51.53593736986758
2023-10-31,52.40942783376364
2023-11-01,56.776880153243944
2023-11-02,55.02989922545182
2023-11-03,61.144332472724244
2023-11-04,75.99367035895727
2023-11-05,68.13225618389274
2023-11-06,52.40942783376364
2023-11-07,50.66244690597152
2023-11-08,50.66244690597152
2023-11-09,51.53593736986758
2023-11-10,60.27084200882818
2023-11-11,71.62621803947698
2023-11-12,65.51178479220455
2023-11-13,51.53593736986758
2023-11-14,50.66244690597152
2023-11-15,48.04197551428334
2023-11-16,52.40942783376364
2023-11-17,55.02989922545182
2023-11-18,69.87923711168486
2023-11-19,62.017822936620306
2023-11-20,52.40942783376364
2023-11-21,48.9154659781794
2023-11-22,58.52386108103607
2023-11-23,63.76480386441243
2023-11-24,66.38527525610061
2023-11-25,69.87923711168486
2023-11-26,65.51178479220455
2023-11-27,55.90338968934788
2023-11-28,55.90338968934788
2023-11-29,52.40942783376364
2023-11-30,53.2829182976597
2023-12-01,52.40942783376364
2023-12-02,69.0057466477888
2023-12-03,60.27084200882818
2023-12-04,48.04197551428334
2023-12-05,51.53593736986758
2023-12-06,47.168485050387275
2023-12-07,45.42150412259515
2023-12-08,55.02989922545182
2023-12-09,68.13225618389274
2023-12-10,59.39735154493213
2023-12-11,48.9154659781794
2023-12-12,50.66244690597152
2023-12-13,49.78895644207546
2023-12-14,48.04197551428334
2023-12-15,48.9154659781794
2023-12-16,66.38527525610061
2023-12-17,54.15640876155576
2023-12-18,48.9154659781794
2023-12-19,48.9154659781794
2023-12-20,51.53593736986758
2023-12-21,52.40942783376364
2023-12-22,57.86874323311402
2023-12-23,66.38527525610061
2023-12-24,62.127009244607315
2023-12-25,44.679037228283505
2023-12-26,57.01709003081536
2023-12-27,55.75052885816607
2023-12-28,63.830315649204636
2023-12-29,67.23692845839926
2023-12-30,65.53362205380195
2023-12-31,58.72039643541268
2024-01-01,56.165436828516704
2024-01-02,50.64060964437412
2024-01-03,51.49226284667277
2024-01-04,51.49226284667277
2024-01-05,55.75052885816607
2024-01-06,63.830315649204636
2024-01-07,55.75052885816607
2024-01-08,45.53069043058216
2024-01-09,43.412476055634215
2024-01-10,47.23399683517948
2024-01-11,48.08565003747814
2024-01-12,53.19556925127009
2024-01-13,63.41540767885401
2024-01-14,62.127009244607315
2024-01-15,60.00879486965937
2024-01-16,52.34391604897144
2024-01-17,56.60218206046473
2024-01-18,54.46213042391938
2024-01-19,51.49226284667277
2024-01-20,66.38527525610061
2024-01-21,55.59766802698426
2024-01-22,47.29950861997168
2024-01-23,46.46969267927043
2024-01-24,43.98024485716665
2024-01-25,48.12932456067294
2024-01-26,51.44858832347797
2024-01-27,68.87472307820438
2024-01-28,53.10822020488049
2024-01-29,44.81006079786791
2024-01-30,45.63987673856917
2024-01-31,46.46969267927043
2024-02-01,48.9591405013742
2024-02-02,54.76785208628301
2024-02-03,78.00269842591821
2024-02-04,63.895827433996836
2024-02-05,43.98024485716665
2024-02-06,45.63987673856917
2024-02-07,43.98024485716665
2024-02-08,45.63987673856917
2024-02-09,52.27840426417923
2024-02-10,73.02380278171067
2024-02-11,48.12932456067294
2024-02-12,39.831165153660365
2024-02-13,44.81006079786791
2024-02-14,43.150428916465394
2024-02-15,45.63987673856917
2024-02-16,51.44858832347797
2024-02-17,58.916931789789295
2024-02-18,61.406379611893065
2024-02-19,52.27840426417923
2024-02-20,45.63987673856917
2024-02-21,48.12932456067294
2024-02-22,51.44858832347797
2024-02-23,57.25729990838678
2024-02-24,72.19398684100942
2024-02-25,77.17288248521696
2024-02-26,53.93803614558175
2024-02-27,50.61877238277672
2024-02-28,47.29950861997168
2024-02-29,48.12932456067294
2024-03-01,53.10822020488049
2024-03-02,74.68343466311319
2024-03-03,72.19398684100942
2024-03-04,55.59766802698426
2024-03-05,48.9591405013742
2024-03-06,49.78895644207546
2024-03-07,51.44858832347797
2024-03-08,56.42748396768552
2024-03-09,68.04490713750313
2024-03-10,64.7256433746981
2024-03-11,53.10822020488049
2024-03-12,51.44858832347797
2024-03-13,53.93803614558175
2024-03-14,48.9591405013742
2024-03-15,55.59766802698426
2024-03-16,75.51325060381444
2024-03-17,68.04490713750313
2024-03-18,47.29950861997168
2024-03-19,45.63987673856917
2024-03-20,53.93803614558175
2024-03-21,51.44858832347797
2024-03-22,50.61877238277672
2024-03-23,63.06601149329558
2024-03-24,67.21509119680186
2024-03-25,48.9591405013742
2024-03-26,46.46969267927043
2024-03-27,50.61877238277672
2024-03-28,51.44858832347797
2024-03-29,62.236195552594324
2024-03-30,74.68343466311319
2024-03-31,60.576563671191806
2024-04-01,50.61877238277672
2024-04-02,45.63987673856917
2024-04-03,45.63987673856917
2024-04-04,48.9591405013742
2024-04-05,53.10822020488049
2024-04-06,68.87472307820438
2024-04-07,64.7256433746981
2024-04-08,45.63987673856917
2024-04-09,49.78895644207546
2024-04-10,48.12932456067294
2024-04-11,48.9591405013742
2024-04-12,56.42748396768552
2024-04-13,73.02380278171067
2024-04-14,69.70453901890563
2024-04-15,51.44858832347797
2024-04-16,52.27840426417923
2024-04-17,45.63987673856917
2024-04-18,48.12932456067294
2024-04-19,55.59766802698426
2024-04-20,70.5343549596069
2024-04-21,62.236195552594324
2024-04-22,53.10822020488049
2024-04-23,48.12932456067294
2024-04-24,48.12932456067294
2024-04-25,49.78895644207546
2024-04-26,52.27840426417923
2024-04-27,73.85361872241192
2024-04-28,65.55545931539935
2024-04-29,54.76785208628301
2024-04-30,49.78895644207546
2024-05-01,49.78895644207546
2024-05-02,53.93803614558175
2024-05-03,57.25729990838678
2024-05-04,66.38527525610061
2024-05-05,57.25729990838678
2024-05-06,48.9591405013742
2024-05-07,47.29950861997168
2024-05-08,51.44858832347797
2024-05-09,50.61877238277672
2024-05-10,57.25729990838678
2024-05-11,72.19398684100942
2024-05-12,60.576563671191806
2024-05-13,50.61877238277672
2024-05-14,46.46969267927043
2024-05-15,48.9591405013742
2024-05-16,52.27840426417923
2024-05-17,58.087115849088036
2024-05-18,73.85361872241192
2024-05-19,71.36417090030815
2024-05-20,61.406379611893065
2024-05-21,58.087115849088036
2024-05-22,54.76785208628301
2024-05-23,58.087115849088036
2024-05-24,64.7256433746981
2024-05-25,78.00269842591821
2024-05-26,66.38527525610061
2024-05-27,75.51325060381444
2024-05-28,52.27840426417923
2024-05-29,53.93803614558175
2024-05-30,55.59766802698426
2024-05-31,63.06601149329558
2024-06-01,73.02380278171067
2024-06-02,68.87472307820438
2024-06-03,59.74674773049055
2024-06-04,56.42748396768552
2024-06-05,55.59766802698426
2024-06-06,59.74674773049055
2024-06-07,64.7256433746981
2024-06-08,80.492146248022
2024-06-09,70.5343549596069
2024-06-10,62.236195552594324
2024-06-11,58.916931789789295
2024-06-12,62.236195552594324
2024-06-13,60.576563671191806
2024-06-14,63.06601149329558
2024-06-15,79.66233030732073
2024-06-16,63.895827433996836
2024-06-17,58.916931789789295
2024-06-18,55.59766802698426
2024-06-19,66.38527525610061
2024-06-20,58.916931789789295
2024-06-21,69.70453901890563
2024-06-22,80.492146248022
2024-06-23,70.5343549596069
2024-06-24,63.06601149329558
2024-06-25,58.087115849088036
2024-06-26,55.59766802698426
2024-06-27,61.406379611893065
2024-06-28,67.21509119680186
2024-06-29,76.34306654451571
2024-06-30,73.02380278171067
2024-07-01,63.895827433996836
2024-07-02,62.236195552594324
2024-07-03,67.21509119680186
2024-07-04,82.98159407012577
2024-07-05,64.7256433746981
2024-07-06,73.02380278171067
2024-07-07,66.38527525610061
2024-07-08,61.406379611893065
2024-07-09,58.916931789789295
2024-07-10,59.74674773049055
2024-07-11,59.74674773049055
2024-07-12,65.55545931539935
2024-07-13,77.17288248521696
2024-07-14,65.55545931539935
2024-07-15,58.087115849088036
2024-07-16,58.087115849088036
2024-07-17,65.55545931539935
2024-07-18,61.406379611893065
2024-07-19,67.21509119680186
2024-07-20,77.17288248521696
2024-07-21,67.21509119680186
2024-07-22,57.25729990838678
2024-07-23,53.93803614558175
2024-07-24,53.10822020488049
2024-07-25,58.916931789789295
2024-07-26,63.895827433996836
2024-07-27,73.02380278171067
2024-07-28,66.38527525610061
2024-07-29,55.59766802698426
2024-07-30,52.27840426417923
2024-07-31,54.76785208628301
2024-08-01,53.10822020488049
2024-08-02,63.06601149329558
2024-08-03,73.02380278171067
2024-08-04,70.5343549596069
2024-08-05,56.42748396768552
2024-08-06,55.59766802698426
2024-08-07,57.25729990838678
2024-08-08,53.93803614558175
2024-08-09,62.236195552594324
2024-08-10,73.02380278171067
2024-08-11,73.85361872241192
2024-08-12,59.74674773049055
2024-08-13,57.25729990838678
2024-08-14,59.74674773049055
2024-08-15,58.916931789789295
2024-08-16,62.236195552594324
2024-08-17,76.34306654451571
2024-08-18,65.61335345079712
2024-08-19,52.98278291151867
2024-08-20,55.829244568575305
2024-08-21,55.829244568575305
2024-08-22,56.644586975427124
2024-08-23,60.72129900968621
2024-08-24,80.28951677412982
2024-08-25,73.76677751931528
2024-08-26,57.45992938227894
2024-08-27,49.30650531376077
2024-08-28,52.16744050466686
2024-08-29,54.61346772522231
2024-08-30,66.42869585764893
2024-08-31,73.76677751931528
2024-09-01,68.87472307820438
2024-09-02,74.58211992616711
2024-09-03,51.752532534316224
2024-09-04,53.79812531837049
2024-09-05,50.12184772061259
2024-09-06,53.79812531837049
2024-09-07,66.42869585764893
2024-09-08,59.09061419598258
2024-09-09,51.35209809781503
2024-09-10,52.98278291151867
2024-09-11,44.8293588430005
2024-09-12,52.98278291151867
2024-09-13,57.05949494577776
2024-09-14,68.87472307820438
2024-09-15,55.42881013207412
2024-09-16,48.09072847040777
2024-09-17,47.251263507140216
2024-09-18,49.653870126147346
2024-09-19,52.05647674515448
2024-09-20,49.653870126147346
2024-09-21,64.06950984019012
2024-09-22,57.66255885617111
