Time,signature bank
2025-06-25,33.0
2025-06-26,26.0
2025-06-27,26.0
2025-06-28,28.0
2025-06-29,22.0
2025-06-30,31.0
2025-07-01,39.0
2025-07-02,33.0
2025-07-03,27.0
2025-07-04,0.0
2025-07-05,16.0
2025-07-06,19.0
2025-07-07,34.0
2025-07-08,40.0
2025-07-09,43.0
2025-07-10,35.0
2025-07-11,29.0
2025-07-12,29.0
2025-07-13,23.0
2025-07-14,37.0
2025-07-15,24.0
2025-07-16,37.0
2025-07-17,50.0
2025-07-18,31.0
2025-07-19,46.0
2025-07-20,45.0
2025-07-21,61.0
2025-07-22,64.0
2025-07-23,46.0
2025-07-24,41.0
2025-07-25,45.0
2025-07-26,36.0
2025-07-27,22.0
2025-07-28,45.0
2025-07-29,65.0
2025-07-30,88.0
2025-07-31,100.0
2025-08-01,68.0
2025-08-02,17.0
2025-08-03,16.0
2025-08-04,35.0
2025-08-05,44.0
2025-08-06,43.0
2025-08-07,40.0
2025-08-08,42.0
2025-08-09,18.0
2025-08-10,26.0
2025-08-11,38.0
2025-08-12,31.0
2025-08-13,31.0
2025-08-14,32.0
2025-08-15,39.0
2025-08-16,19.0
2025-08-17,15.0
2025-08-18,18.0
2025-08-19,27.0
2025-08-20,37.0
2025-08-21,36.0
2025-08-22,26.0
2025-08-23,21.0
2025-08-24,13.0
2025-08-25,31.0
2025-08-26,45.0
2025-08-27,38.0
2025-08-28,30.0
2025-08-29,30.0
2025-08-30,16.0
2025-08-31,14.0
2025-09-01,20.0
2025-09-02,32.0
2025-09-03,35.0
2025-09-04,28.0
2025-09-05,28.0
2025-09-06,17.0
2025-09-07,16.0
2025-09-08,29.0
2025-09-09,29.0
2025-09-10,43.0
2025-09-11,23.0
2025-09-12,24.0
2025-09-13,18.0
2025-09-14,0.0
2025-09-15,29.0
2025-09-16,36.0
2025-09-17,34.0
2025-09-18,43.0
2025-09-19,39.0
2025-09-20,20.0
2025-09-21,28.0
2025-09-22,36.0
2025-09-23,39.0
2025-09-24,38.0
2025-09-25,33.0
2025-09-26,41.0
2025-09-27,23.0
2025-09-28,20.0
2025-09-29,49.0
2025-09-30,37.0
2025-10-01,41.0
2025-10-02,33.0
2025-10-03,33.0
2025-10-04,19.0
2025-10-05,14.0
2025-10-06,29.0
2025-10-07,37.0
2025-10-08,38.0
2025-10-09,35.0
2025-10-10,34.0
2025-10-11,20.0
2025-10-12,15.0
2025-10-13,31.0
2025-10-14,37.0
2025-10-15,26.0
2025-10-16,40.0
2025-10-17,38.0
2025-10-18,16.0
2025-10-19,15.0
2025-10-20,30.0
2025-10-21,31.0
2025-10-22,35.0
2025-10-23,22.0
2025-10-24,35.0
2025-10-25,15.0
2025-10-26,23.0
2025-10-27,25.0
2025-10-28,32.0
2025-10-29,43.0
2025-10-30,54.0
2025-10-31,48.0
2025-11-01,38.0
2025-11-02,39.0
2025-11-03,57.0
2025-11-04,50.0
2025-11-05,41.0
2025-11-06,53.0
2025-11-07,53.0
2025-11-08,32.0
2025-11-09,21.0
2025-11-10,49.0
2025-11-11,39.0
2025-11-12,49.0
2025-11-13,49.0
2025-11-14,48.0
2025-11-15,34.0
2025-11-16,21.0
2025-11-17,41.0
2025-11-18,48.0
2025-11-19,51.0
2025-11-20,45.0
2025-11-21,38.0
2025-11-22,40.0
2025-11-23,31.0
2025-11-24,51.0
2025-11-25,42.0
2025-11-26,40.0
2025-11-27,35.0
2025-11-28,36.0
2025-11-29,50.0
2025-11-30,33.0
2025-12-01,54.0
2025-12-02,62.0
2025-12-03,48.0
2025-12-04,55.0
2025-12-05,52.0
2025-12-06,36.0
2025-12-07,29.0
2025-12-08,49.0
2025-12-09,53.0
2025-12-10,50.0
2025-12-11,41.0
2025-12-12,49.0
2025-12-13,36.0
2025-12-14,19.5
2025-12-15,35.5
2025-12-16,47.0
2025-12-17,47.5
2025-12-18,42.5
2025-12-19,40.0
2025-12-20,29.0
2025-12-21,25.5
2025-12-22,44.5
2025-12-23,44.0
2025-12-24,41.5
2025-12-25,20.0
2025-12-26,27.0
2025-12-27,28.5
2025-12-28,23.0
2025-12-29,44.5
2025-12-30,44.5
2025-12-31,40.0
2026-01-01,17.0
2026-01-02,39.0
2026-01-03,28.5
2026-01-04,28.0
2026-01-05,38.0
2026-01-06,46.0
2026-01-07,43.5
2026-01-08,49.0
2026-01-09,45.0
2026-01-10,25.0
2026-01-11,27.0
2026-01-12,36.0
2026-01-13,44.0
2026-01-14,35.0
2026-01-15,51.0
2026-01-16,39.0
2026-01-17,30.0
2026-01-18,26.0
2026-01-19,38.0
2026-01-20,38.0
2026-01-21,50.0
2026-01-22,35.0
2026-01-23,36.0
2026-01-24,29.0
2026-01-25,25.0
2026-01-26,34.0
2026-01-27,33.0
2026-01-28,38.0
2026-01-29,47.0
2026-01-30,44.0
2026-01-31,39.0
2026-02-01,39.0
2026-02-02,52.0
2026-02-03,41.0
2026-02-04,43.0
2026-02-05,45.0
2026-02-06,38.0
2026-02-07,32.0
2026-02-08,33.0
2026-02-09,34.0
2026-02-10,36.0
2026-02-11,38.0
2026-02-12,41.0
2026-02-13,43.0
2026-02-14,29.0
2026-02-15,39.0
2026-02-16,41.0
2026-02-17,51.0
2026-02-18,48.0
2026-02-19,38.0
2026-02-20,41.0
2026-02-21,33.0
2026-02-22,28.0
2026-02-23,44.0
2026-02-24,50.0
2026-02-25,48.0
2026-02-26,58.0
2026-02-27,56.0
2026-02-28,26.0
2026-03-01,21.0
2026-03-02,47.0
2026-03-03,53.0
2026-03-04,54.0
2026-03-05,44.0
2026-03-06,42.0
2026-03-07,33.0
2026-03-08,33.0
2026-03-09,44.0
2026-03-10,51.0
2026-03-11,45.0
2026-03-12,36.0
2026-03-13,43.0
2026-03-14,39.0
2026-03-15,40.0
2026-03-16,48.0
2026-03-17,45.0
2026-03-18,47.0
2026-03-19,54.0
2026-03-20,52.0
2026-03-21,48.0
2026-03-22,41.0
2026-03-23,47.0
2026-03-24,50.0
2026-03-25,52.0
2026-03-26,53.0
2026-03-27,62.0
2026-03-28,66.0
2026-03-29,74.0
2026-03-30,60.0
2026-03-31,67.0
2026-04-01,80.0
2026-04-02,72.0
2026-04-03,70.0
2026-04-04,62.0
2026-04-05,64.0
2026-04-06,78.0
2026-04-07,74.0
2026-04-08,92.0
2026-04-09,95.0
2026-04-10,85.0
2026-04-11,79.0
2026-04-12,73.0
2026-04-13,79.0
2026-04-14,89.0
2026-04-15,89.0
2026-04-16,98.0
2026-04-17,100.0
2026-04-18,81.0
2026-04-19,61.0
2026-04-20,79.0
2026-04-21,68.0
2026-04-22,82.0
2026-04-23,75.0
2026-04-24,72.0
2026-04-25,64.0
2026-04-26,72.0
2026-04-27,66.0
2026-04-28,63.0
2026-04-29,69.0
2026-04-30,72.0
2026-05-01,67.0
2026-05-02,54.0
2026-05-03,50.0
2026-05-04,59.0
2026-05-05,67.0
2026-05-06,72.0
2026-05-07,83.0
2026-05-08,68.0
2026-05-09,53.0
2026-05-10,62.0
2026-05-11,61.0
2026-05-12,58.0
2026-05-13,79.0
2026-05-14,85.0
2026-05-15,68.0
2026-05-16,73.0
2026-05-17,71.0
2026-05-18,70.0
2026-05-19,72.0
2026-05-20,66.0
2026-05-21,56.0
2026-05-22,70.0
2026-05-23,65.0
2026-05-24,61.0
2026-05-25,50.0
2026-05-26,71.0
2026-05-27,68.0
2026-05-28,75.0
2026-05-29,72.0
2026-05-30,63.0
2026-05-31,72.0
