Time,herschel_walker
2022-11-03,55.0
2022-11-04,44.0
2022-11-05,44.0
2022-11-06,44.0
2022-11-07,66.0
2022-11-08,99.0
2022-11-09,1100.0
2022-11-10,253.0
2022-11-11,110.0
2022-11-12,99.0
2022-11-13,132.0
2022-11-14,77.0
2022-11-15,77.0
2022-11-16,77.0
2022-11-17,99.0
2022-11-18,66.0
2022-11-19,55.0
2022-11-20,33.0
2022-11-21,22.0
2022-11-22,55.0
2022-11-23,66.0
2022-11-24,77.0
2022-11-25,55.0
2022-11-26,55.0
2022-11-27,44.0
2022-11-28,55.0
2022-11-29,66.0
2022-11-30,77.0
2022-12-01,66.0
2022-12-02,66.0
2022-12-03,66.0
2022-12-04,88.0
2022-12-05,88.0
2022-12-06,154.0
2022-12-07,605.0
2022-12-08,110.0
2022-12-09,44.0
2022-12-10,33.0
2022-12-11,33.0
2022-12-12,22.0
2022-12-13,11.0
2022-12-14,11.0
2022-12-15,11.0
2022-12-16,11.0
2022-12-17,11.0
2022-12-18,11.0
2022-12-19,11.0
2022-12-20,11.0
2022-12-21,11.0
2022-12-22,0.0
2022-12-23,11.0
2022-12-24,0.0
2022-12-25,11.0
2022-12-26,11.0
2022-12-27,11.0
2022-12-28,11.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,11.0
2023-01-01,11.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,11.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,11.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,0.0
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,9.0
2023-04-27,10.0
2023-04-28,6.5
2023-04-29,7.5
2023-04-30,7.5
2023-05-01,6.0
2023-05-02,6.0
2023-05-03,7.0
2023-05-04,55.5
2023-05-05,45.0
2023-05-06,21.5
2023-05-07,12.0
2023-05-08,5.5
2023-05-09,8.5
2023-05-10,5.5
2023-05-11,4.0
2023-05-12,6.0
2023-05-13,6.0
2023-05-14,8.0
2023-05-15,6.0
2023-05-16,6.5
2023-05-17,7.0
2023-05-18,0.0
2023-05-19,6.5
2023-05-20,8.0
2023-05-21,7.5
2023-05-22,5.5
2023-05-23,5.5
2023-05-24,5.0
2023-05-25,5.0
2023-05-26,11.0
2023-05-27,13.0
2023-05-28,8.0
2023-05-29,0.0
2023-05-30,0.0
2023-05-31,8.0
2023-06-01,15.0
2023-06-02,11.0
2023-06-03,14.0
2023-06-04,19.0
2023-06-05,10.0
2023-06-06,12.0
2023-06-07,8.0
2023-06-08,14.0
2023-06-09,22.0
2023-06-10,13.0
2023-06-11,19.0
2023-06-12,9.0
2023-06-13,0.0
2023-06-14,13.0
2023-06-15,13.0
2023-06-16,12.0
2023-06-17,15.0
2023-06-18,13.0
2023-06-19,12.0
2023-06-20,19.0
2023-06-21,11.0
2023-06-22,8.0
2023-06-23,16.0
2023-06-24,10.0
2023-06-25,13.0
2023-06-26,11.0
2023-06-27,15.0
2023-06-28,13.0
2023-06-29,17.0
2023-06-30,14.0
2023-07-01,10.0
2023-07-02,17.0
2023-07-03,14.0
2023-07-04,13.0
2023-07-05,12.0
2023-07-06,13.0
2023-07-07,13.0
2023-07-08,14.0
2023-07-09,9.0
2023-07-10,14.0
2023-07-11,10.0
2023-07-12,10.0
2023-07-13,12.0
2023-07-14,9.0
2023-07-15,10.0
2023-07-16,11.0
2023-07-17,14.0
2023-07-18,12.0
2023-07-19,11.0
2023-07-20,12.0
2023-07-21,0.0
2023-07-22,13.0
2023-07-23,13.0
2023-07-24,12.0
2023-07-25,13.0
2023-07-26,16.0
2023-07-27,17.0
2023-07-28,13.0
2023-07-29,13.0
2023-07-30,13.0
2023-07-31,16.0
2023-08-01,9.0
2023-08-02,21.0
2023-08-03,11.0
2023-08-04,13.0
2023-08-05,0.0
2023-08-06,12.0
2023-08-07,12.0
2023-08-08,15.0
2023-08-09,7.0
2023-08-10,10.0
2023-08-11,12.0
2023-08-12,8.0
2023-08-13,15.0
2023-08-14,13.0
2023-08-15,26.0
2023-08-16,17.0
2023-08-17,12.0
2023-08-18,23.0
2023-08-19,26.0
2023-08-20,19.0
2023-08-21,0.0
2023-08-22,10.0
2023-08-23,21.0
2023-08-24,20.0
2023-08-25,18.0
2023-08-26,35.0
2023-08-27,24.0
2023-08-28,20.0
2023-08-29,18.0
2023-08-30,18.0
2023-08-31,17.0
2023-09-01,16.0
2023-09-02,14.0
2023-09-03,20.0
2023-09-04,23.0
2023-09-05,12.0
2023-09-06,14.0
2023-09-07,19.0
2023-09-08,14.0
2023-09-09,12.0
2023-09-10,48.0
2023-09-11,18.0
2023-09-12,23.0
2023-09-13,13.0
2023-09-14,17.0
2023-09-15,15.0
2023-09-16,16.0
2023-09-17,15.0
2023-09-18,13.0
2023-09-19,14.0
2023-09-20,12.0
2023-09-21,17.0
2023-09-22,21.0
2023-09-23,21.0
2023-09-24,22.0
2023-09-25,15.0
2023-09-26,14.0
2023-09-27,18.0
2023-09-28,13.0
2023-09-29,16.0
2023-09-30,24.0
2023-10-01,13.0
2023-10-02,9.0
2023-10-03,14.0
2023-10-04,10.0
2023-10-05,14.0
2023-10-06,18.0
2023-10-07,24.0
2023-10-08,17.0
2023-10-09,22.0
2023-10-10,13.0
2023-10-11,9.0
2023-10-12,16.0
2023-10-13,14.0
2023-10-14,25.0
2023-10-15,23.0
2023-10-16,11.0
2023-10-17,9.0
2023-10-18,0.0
2023-10-19,12.0
2023-10-20,10.0
2023-10-21,11.0
2023-10-22,20.0
2023-10-23,13.0
2023-10-24,13.0
2023-10-25,12.0
2023-10-26,18.0
2023-10-27,11.0
2023-10-28,19.0
2023-10-29,16.0
2023-10-30,13.0
2023-10-31,15.0
2023-11-01,11.0
2023-11-02,14.0
2023-11-03,10.0
2023-11-04,13.0
2023-11-05,11.0
2023-11-06,0.0
2023-11-07,12.0
2023-11-08,0.0
2023-11-09,12.0
2023-11-10,8.0
2023-11-11,10.0
2023-11-12,35.0
2023-11-13,14.0
2023-11-14,10.0
2023-11-15,16.0
2023-11-16,17.0
2023-11-17,8.0
2023-11-18,24.0
2023-11-19,14.0
2023-11-20,16.0
2023-11-21,22.0
2023-11-22,15.0
2023-11-23,16.0
2023-11-24,30.0
2023-11-25,21.0
2023-11-26,15.0
2023-11-27,12.0
2023-11-28,17.0
2023-11-29,18.0
2023-11-30,13.0
2023-12-01,9.0
2023-12-02,25.0
2023-12-03,26.0
2023-12-04,13.0
2023-12-05,15.0
2023-12-06,10.0
2023-12-07,26.0
2023-12-08,16.0
2023-12-09,13.0
2023-12-10,22.0
2023-12-11,17.0
2023-12-12,13.0
2023-12-13,9.0
2023-12-14,9.0
2023-12-15,15.0
2023-12-16,13.0
2023-12-17,12.0
2023-12-18,13.0
2023-12-19,10.0
2023-12-20,12.0
2023-12-21,10.0
2023-12-22,0.0
2023-12-23,12.0
2023-12-24,15.0
2023-12-25,15.0
2023-12-26,14.0
2023-12-27,22.0
2023-12-28,39.5
2023-12-29,17.5
2023-12-30,19.0
2023-12-31,51.5
2024-01-01,15.5
2024-01-02,14.0
2024-01-03,0.0
2024-01-04,10.0
2024-01-05,11.0
2024-01-06,13.0
2024-01-07,18.0
2024-01-08,12.0
2024-01-09,17.5
2024-01-10,13.0
2024-01-11,14.0
2024-01-12,19.5
2024-01-13,13.0
2024-01-14,19.0
2024-01-15,18.0
2024-01-16,18.0
2024-01-17,12.5
2024-01-18,14.5
2024-01-19,8.0
2024-01-20,14.0
2024-01-21,12.0
2024-01-22,11.0
2024-01-23,11.0
2024-01-24,15.0
2024-01-25,15.0
2024-01-26,9.0
2024-01-27,14.0
2024-01-28,11.0
2024-01-29,19.0
2024-01-30,0.0
2024-01-31,16.0
2024-02-01,7.0
2024-02-02,8.0
2024-02-03,16.0
2024-02-04,8.0
2024-02-05,10.0
2024-02-06,12.0
2024-02-07,8.0
2024-02-08,14.0
2024-02-09,12.0
2024-02-10,13.0
2024-02-11,26.0
2024-02-12,13.0
2024-02-13,10.0
2024-02-14,13.0
2024-02-15,9.0
2024-02-16,0.0
2024-02-17,9.0
2024-02-18,11.0
2024-02-19,11.0
2024-02-20,7.0
2024-02-21,13.0
2024-02-22,20.0
2024-02-23,15.0
2024-02-24,12.0
2024-02-25,14.0
2024-02-26,9.0
2024-02-27,13.0
2024-02-28,14.0
2024-02-29,13.0
2024-03-01,12.0
2024-03-02,0.0
2024-03-03,11.0
2024-03-04,19.0
2024-03-05,31.0
2024-03-06,33.0
2024-03-07,15.0
2024-03-08,16.0
2024-03-09,13.0
2024-03-10,8.0
2024-03-11,13.0
2024-03-12,20.0
2024-03-13,13.0
2024-03-14,12.0
2024-03-15,16.0
2024-03-16,15.0
2024-03-17,9.0
2024-03-18,11.0
2024-03-19,11.0
2024-03-20,13.0
2024-03-21,13.0
2024-03-22,100.0
2024-03-23,59.0
2024-03-24,34.0
2024-03-25,41.0
2024-03-26,27.0
2024-03-27,36.0
2024-03-28,31.0
2024-03-29,17.0
2024-03-30,14.0
2024-03-31,0.0
2024-04-01,12.0
2024-04-02,10.0
2024-04-03,17.0
2024-04-04,13.0
2024-04-05,10.0
2024-04-06,13.0
2024-04-07,14.0
2024-04-08,10.0
2024-04-09,10.0
2024-04-10,13.0
2024-04-11,24.0
2024-04-12,41.0
2024-04-13,14.0
2024-04-14,10.0
2024-04-15,9.0
2024-04-16,9.0
2024-04-17,12.0
2024-04-18,17.0
2024-04-19,13.0
2024-04-20,11.0
2024-04-21,13.0
2024-04-22,12.0
2024-04-23,19.0
2024-04-24,15.0
2024-04-25,18.0
2024-04-26,15.0
2024-04-27,15.0
2024-04-28,0.0
2024-04-29,21.0
2024-04-30,9.0
2024-05-01,11.0
2024-05-02,10.0
2024-05-03,12.0
2024-05-04,10.0
2024-05-05,11.0
2024-05-06,0.0
2024-05-07,14.0
2024-05-08,22.0
2024-05-09,11.0
2024-05-10,15.0
2024-05-11,9.0
2024-05-12,13.0
2024-05-13,14.0
2024-05-14,9.0
2024-05-15,10.0
2024-05-16,0.0
2024-05-17,13.0
2024-05-18,14.0
2024-05-19,0.0
2024-05-20,8.0
2024-05-21,9.0
2024-05-22,12.0
2024-05-23,8.0
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,13.0
2024-05-28,10.0
2024-05-29,11.0
2024-05-30,16.0
2024-05-31,18.0
2024-06-01,14.0
2024-06-02,13.0
2024-06-03,11.0
2024-06-04,12.0
2024-06-05,14.0
2024-06-06,8.0
2024-06-07,0.0
2024-06-08,0.0
2024-06-09,15.0
2024-06-10,9.0
2024-06-11,8.0
2024-06-12,11.0
2024-06-13,0.0
2024-06-14,16.0
2024-06-15,0.0
2024-06-16,20.0
2024-06-17,10.0
2024-06-18,7.0
2024-06-19,0.0
2024-06-20,10.0
2024-06-21,0.0
2024-06-22,10.0
2024-06-23,9.0
2024-06-24,12.0
2024-06-25,0.0
2024-06-26,8.0
2024-06-27,14.0
2024-06-28,11.0
2024-06-29,12.0
2024-06-30,0.0
2024-07-01,10.0
2024-07-02,8.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,26.0
2024-07-06,30.0
2024-07-07,15.0
2024-07-08,12.0
2024-07-09,13.0
2024-07-10,9.0
2024-07-11,0.0
2024-07-12,11.0
2024-07-13,13.0
2024-07-14,10.0
2024-07-15,9.0
2024-07-16,11.0
2024-07-17,15.0
2024-07-18,14.0
2024-07-19,8.0
2024-07-20,9.0
2024-07-21,14.0
2024-07-22,0.0
2024-07-23,13.0
2024-07-24,9.0
2024-07-25,12.0
2024-07-26,12.0
2024-07-27,0.0
2024-07-28,9.0
2024-07-29,15.0
2024-07-30,19.0
2024-07-31,12.0
2024-08-01,11.0
2024-08-02,10.0
2024-08-03,12.0
2024-08-04,13.0
2024-08-05,7.0
2024-08-06,11.0
2024-08-07,0.0
2024-08-08,10.0
2024-08-09,8.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,11.0
2024-08-13,0.0
2024-08-14,18.0
2024-08-15,11.0
2024-08-16,13.0
2024-08-17,13.0
2024-08-18,9.0
2024-08-19,7.5
2024-08-20,15.5
2024-08-21,13.0
2024-08-22,16.0
2024-08-23,20.0
2024-08-24,24.0
2024-08-25,12.0
2024-08-26,16.0
2024-08-27,16.0
2024-08-28,8.5
2024-08-29,8.5
2024-08-30,12.0
2024-08-31,17.0
2024-09-01,12.5
2024-09-02,16.5
2024-09-03,16.5
2024-09-04,16.0
2024-09-05,12.0
2024-09-06,12.5
2024-09-07,9.0
2024-09-08,12.0
2024-09-09,11.5
2024-09-10,11.5
2024-09-11,12.0
2024-09-12,12.0
2024-09-13,12.0
2024-09-14,11.5
2024-09-15,21.5
2024-09-16,15.5
2024-09-17,12.0
2024-09-18,12.0
2024-09-19,12.0
2024-09-20,32.0
2024-09-21,20.0
2024-09-22,24.0
2024-09-23,16.0
2024-09-24,16.0
2024-09-25,16.0
2024-09-26,12.0
2024-09-27,24.0
2024-09-28,24.0
2024-09-29,44.0
2024-09-30,16.0
2024-10-01,24.0
2024-10-02,8.0
2024-10-03,16.0
2024-10-04,12.0
2024-10-05,24.0
2024-10-06,12.0
2024-10-07,16.0
2024-10-08,12.0
2024-10-09,16.0
2024-10-10,8.0
2024-10-11,24.0
2024-10-12,28.0
2024-10-13,24.0
2024-10-14,16.0
2024-10-15,20.0
2024-10-16,16.0
2024-10-17,12.0
2024-10-18,12.0
2024-10-19,20.0
2024-10-20,48.0
2024-10-21,12.0
2024-10-22,12.0
2024-10-23,20.0
2024-10-24,16.0
2024-10-25,16.0
2024-10-26,8.0
2024-10-27,20.0
2024-10-28,12.0
2024-10-29,12.0
2024-10-30,12.0
2024-10-31,16.0
2024-11-01,12.0
2024-11-02,12.0
2024-11-03,24.0
2024-11-04,164.0
2024-11-05,100.0
2024-11-06,84.0
2024-11-07,44.0
2024-11-08,60.0
2024-11-09,44.0
2024-11-10,24.0
2024-11-11,24.0
2024-11-12,24.0
2024-11-13,24.0
2024-11-14,20.0
2024-11-15,20.0
2024-11-16,16.0
2024-11-17,16.0
2024-11-18,12.0
2024-11-19,24.0
2024-11-20,16.0
2024-11-21,12.0
2024-11-22,16.0
2024-11-23,12.0
2024-11-24,16.0
2024-11-25,16.0
2024-11-26,8.0
2024-11-27,0.0
2024-11-28,16.0
2024-11-29,20.0
2024-11-30,16.0
2024-12-01,20.0
2024-12-02,12.0
2024-12-03,12.0
2024-12-04,8.0
2024-12-05,12.0
2024-12-06,12.0
2024-12-07,16.0
2024-12-08,20.0
2024-12-09,12.0
2024-12-10,8.0
2024-12-11,12.0
2024-12-12,16.0
2024-12-13,20.0
2024-12-14,24.0
2024-12-15,20.0
2024-12-16,36.0
2024-12-17,16.0
2024-12-18,400.0
2024-12-19,148.0
2024-12-20,56.0
2024-12-21,60.0
2024-12-22,64.0
2024-12-23,32.0
2024-12-24,28.0
2024-12-25,28.0
2024-12-26,24.0
2024-12-27,20.0
2024-12-28,20.0
2024-12-29,20.0
2024-12-30,20.0
2024-12-31,24.0
2025-01-01,20.0
2025-01-02,40.0
2025-01-03,12.0
2025-01-04,24.0
2025-01-05,12.0
2025-01-06,12.0
2025-01-07,16.0
2025-01-08,8.0
2025-01-09,8.0
2025-01-10,12.0
2025-01-11,16.0
2025-01-12,16.0
2025-01-13,12.0
2025-01-14,16.0
2025-01-15,12.0
2025-01-16,12.0
2025-01-17,12.0
2025-01-18,16.0
2025-01-19,16.0
2025-01-20,20.0
2025-01-21,12.0
2025-01-22,12.0
2025-01-23,12.0
2025-01-24,16.0
2025-01-25,12.0
2025-01-26,8.0
2025-01-27,8.0
2025-01-28,8.0
2025-01-29,12.0
2025-01-30,16.0
2025-01-31,8.0
2025-02-01,8.0
2025-02-02,32.0
2025-02-03,16.0
2025-02-04,20.0
2025-02-05,16.0
2025-02-06,12.0
2025-02-07,16.0
2025-02-08,12.0
2025-02-09,24.0
2025-02-10,16.0
2025-02-11,12.0
2025-02-12,12.0
2025-02-13,12.0
2025-02-14,12.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,12.0
2025-02-18,8.0
2025-02-19,8.0
2025-02-20,12.0
2025-02-21,8.0
2025-02-22,8.0
2025-02-23,12.0
2025-02-24,12.0
2025-02-25,0.0
2025-02-26,12.0
2025-02-27,16.0
2025-02-28,12.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,8.0
2025-03-04,12.0
2025-03-05,8.0
2025-03-06,8.0
2025-03-07,0.0
2025-03-08,0.0
2025-03-09,12.0
2025-03-10,8.0
2025-03-11,12.0
2025-03-12,12.0
2025-03-13,8.0
2025-03-14,8.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,8.0
2025-03-18,0.0
2025-03-19,8.0
2025-03-20,8.0
2025-03-21,8.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,8.0
2025-03-27,12.0
2025-03-28,0.0
2025-03-29,0.0
2025-03-30,8.0
2025-03-31,8.0
2025-04-01,0.0
2025-04-02,8.0
2025-04-03,8.0
2025-04-04,8.0
2025-04-05,8.0
2025-04-06,8.0
2025-04-07,12.0
2025-04-08,0.0
2025-04-09,0.0
2025-04-10,8.0
2025-04-11,8.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,8.0
2025-04-15,7.428571428571429
2025-04-16,8.285714285714285
2025-04-17,0.0
2025-04-18,7.428571428571429
2025-04-19,11.142857142857142
2025-04-20,8.285714285714285
2025-04-21,0.0
2025-04-22,7.428571428571429
2025-04-23,7.428571428571429
2025-04-24,11.142857142857142
2025-04-25,15.714285714285714
2025-04-26,15.714285714285714
2025-04-27,11.142857142857142
2025-04-28,0.0
2025-04-29,12.0
2025-04-30,0.0
2025-05-01,8.285714285714285
2025-05-02,12.0
2025-05-03,8.285714285714285
2025-05-04,14.857142857142858
2025-05-05,8.285714285714285
2025-05-06,12.0
2025-05-07,8.285714285714285
2025-05-08,0.0
2025-05-09,12.0
2025-05-10,0.0
2025-05-11,8.285714285714285
2025-05-12,0.0
2025-05-13,8.285714285714285
2025-05-14,7.428571428571429
2025-05-15,8.571428571428571
2025-05-16,0.0
2025-05-17,10.285714285714285
2025-05-18,6.857142857142857
2025-05-19,6.857142857142857
2025-05-20,8.571428571428571
2025-05-21,8.571428571428571
2025-05-22,0.0
2025-05-23,6.857142857142857
2025-05-24,8.571428571428571
2025-05-25,10.285714285714285
2025-05-26,0.0
2025-05-27,13.714285714285714
2025-05-28,10.285714285714285
2025-05-29,0.0
2025-05-30,8.571428571428571
2025-05-31,6.857142857142857
2025-06-01,10.285714285714285
2025-06-02,8.571428571428571
2025-06-03,0.0
2025-06-04,10.285714285714285
2025-06-05,6.857142857142857
2025-06-06,13.714285714285714
2025-06-07,0.0
2025-06-08,0.0
2025-06-09,8.571428571428571
