Time,wells fargo
2025-06-25,74.0
2025-06-26,80.0
2025-06-27,84.0
2025-06-28,62.0
2025-06-29,41.0
2025-06-30,85.0
2025-07-01,91.0
2025-07-02,93.0
2025-07-03,91.0
2025-07-04,54.0
2025-07-05,63.0
2025-07-06,44.0
2025-07-07,86.0
2025-07-08,80.0
2025-07-09,84.0
2025-07-10,75.0
2025-07-11,82.0
2025-07-12,64.0
2025-07-13,46.0
2025-07-14,88.0
2025-07-15,89.0
2025-07-16,87.0
2025-07-17,90.0
2025-07-18,91.0
2025-07-19,69.0
2025-07-20,49.0
2025-07-21,85.0
2025-07-22,82.0
2025-07-23,84.0
2025-07-24,83.0
2025-07-25,84.0
2025-07-26,67.0
2025-07-27,46.0
2025-07-28,86.0
2025-07-29,86.0
2025-07-30,86.0
2025-07-31,91.0
2025-08-01,100.0
2025-08-02,77.0
2025-08-03,51.0
2025-08-04,88.0
2025-08-05,88.0
2025-08-06,81.0
2025-08-07,82.0
2025-08-08,83.0
2025-08-09,65.0
2025-08-10,46.0
2025-08-11,75.0
2025-08-12,80.0
2025-08-13,81.0
2025-08-14,82.0
2025-08-15,79.0
2025-08-16,67.0
2025-08-17,53.0
2025-08-18,85.0
2025-08-19,76.0
2025-08-20,75.0
2025-08-21,78.0
2025-08-22,80.0
2025-08-23,67.0
2025-08-24,42.0
2025-08-25,74.0
2025-08-26,77.0
2025-08-27,78.0
2025-08-28,84.0
2025-08-29,87.0
2025-08-30,64.0
2025-08-31,43.0
2025-09-01,59.0
2025-09-02,86.0
2025-09-03,86.0
2025-09-04,81.0
2025-09-05,83.0
2025-09-06,64.0
2025-09-07,45.0
2025-09-08,78.0
2025-09-09,76.0
2025-09-10,71.0
2025-09-11,76.0
2025-09-12,75.0
2025-09-13,62.0
2025-09-14,40.0
2025-09-15,74.0
2025-09-16,78.0
2025-09-17,73.0
2025-09-18,77.0
2025-09-19,79.0
2025-09-20,63.0
2025-09-21,36.0
2025-09-22,75.0
2025-09-23,73.0
2025-09-24,71.0
2025-09-25,73.0
2025-09-26,75.0
2025-09-27,65.0
2025-09-28,40.0
2025-09-29,78.0
2025-09-30,84.0
2025-10-01,96.0
2025-10-02,85.0
2025-10-03,86.0
2025-10-04,68.0
2025-10-05,44.0
2025-10-06,82.0
2025-10-07,82.0
2025-10-08,76.0
2025-10-09,79.0
2025-10-10,80.0
2025-10-11,61.0
2025-10-12,40.0
2025-10-13,79.0
2025-10-14,83.0
2025-10-15,85.0
2025-10-16,81.0
2025-10-17,85.0
2025-10-18,59.0
2025-10-19,39.0
2025-10-20,73.0
2025-10-21,75.0
2025-10-22,72.0
2025-10-23,76.0
2025-10-24,77.0
2025-10-25,56.0
2025-10-26,39.0
2025-10-27,71.0
2025-10-28,75.0
2025-10-29,74.0
2025-10-30,78.0
2025-10-31,82.0
2025-11-01,74.0
2025-11-02,47.0
2025-11-03,81.0
2025-11-04,76.0
2025-11-05,73.0
2025-11-06,74.0
2025-11-07,75.0
2025-11-08,64.0
2025-11-09,40.0
2025-11-10,72.0
2025-11-11,73.0
2025-11-12,74.0
2025-11-13,78.0
2025-11-14,75.0
2025-11-15,64.0
2025-11-16,41.0
2025-11-17,71.0
2025-11-18,71.0
2025-11-19,71.0
2025-11-20,73.0
2025-11-21,74.0
2025-11-22,58.0
2025-11-23,38.0
2025-11-24,72.0
2025-11-25,71.0
2025-11-26,77.0
2025-11-27,41.0
2025-11-28,70.0
2025-11-29,58.0
2025-11-30,42.0
2025-12-01,80.0
2025-12-02,84.0
2025-12-03,73.0
2025-12-04,80.0
2025-12-05,74.0
2025-12-06,65.0
2025-12-07,39.0
2025-12-08,71.0
2025-12-09,72.0
2025-12-10,74.0
2025-12-11,76.5
2025-12-12,79.5
2025-12-13,67.5
2025-12-14,41.5
2025-12-15,77.0
2025-12-16,76.0
2025-12-17,77.0
2025-12-18,78.5
2025-12-19,80.5
2025-12-20,69.0
2025-12-21,42.5
2025-12-22,84.0
2025-12-23,83.5
2025-12-24,87.0
2025-12-25,36.0
2025-12-26,77.0
2025-12-27,63.5
2025-12-28,41.5
2025-12-29,85.0
2025-12-30,90.0
2025-12-31,95.0
2026-01-01,58.5
2026-01-02,87.5
2026-01-03,74.0
2026-01-04,46.5
2026-01-05,83.5
2026-01-06,83.5
2026-01-07,76.5
2026-01-08,74.5
2026-01-09,79.0
2026-01-10,69.0
2026-01-11,45.0
2026-01-12,79.0
2026-01-13,80.0
2026-01-14,80.0
2026-01-15,83.0
2026-01-16,88.0
2026-01-17,70.0
2026-01-18,43.0
2026-01-19,67.0
2026-01-20,79.0
2026-01-21,86.0
2026-01-22,82.0
2026-01-23,78.0
2026-01-24,64.0
2026-01-25,41.0
2026-01-26,76.0
2026-01-27,79.0
2026-01-28,80.0
2026-01-29,84.0
2026-01-30,90.0
2026-01-31,77.0
2026-02-01,56.0
2026-02-02,88.0
2026-02-03,86.0
2026-02-04,80.0
2026-02-05,78.0
2026-02-06,80.0
2026-02-07,73.0
2026-02-08,42.0
2026-02-09,68.0
2026-02-10,77.0
2026-02-11,77.0
2026-02-12,81.0
2026-02-13,85.0
2026-02-14,67.0
2026-02-15,47.0
2026-02-16,68.0
2026-02-17,78.0
2026-02-18,86.0
2026-02-19,84.0
2026-02-20,86.0
2026-02-21,78.0
2026-02-22,46.0
2026-02-23,76.0
2026-02-24,84.0
2026-02-25,79.0
2026-02-26,85.0
2026-02-27,90.0
2026-02-28,76.0
2026-03-01,64.0
2026-03-02,92.0
2026-03-03,90.0
2026-03-04,84.0
2026-03-05,85.0
2026-03-06,86.0
2026-03-07,80.0
2026-03-08,49.0
2026-03-09,85.0
2026-03-10,85.0
2026-03-11,81.0
2026-03-12,84.0
2026-03-13,85.0
2026-03-14,77.0
2026-03-15,50.0
2026-03-16,80.0
2026-03-17,83.0
2026-03-18,78.0
2026-03-19,79.0
2026-03-20,81.0
2026-03-21,70.0
2026-03-22,45.0
2026-03-23,80.0
2026-03-24,79.0
2026-03-25,79.0
2026-03-26,78.0
2026-03-27,79.0
2026-03-28,66.0
2026-03-29,49.0
2026-03-30,90.0
2026-03-31,86.0
2026-04-01,92.0
2026-04-02,87.0
2026-04-03,90.0
2026-04-04,72.0
2026-04-05,44.0
2026-04-06,84.0
2026-04-07,82.0
2026-04-08,85.0
2026-04-09,81.0
2026-04-10,84.0
2026-04-11,68.0
2026-04-12,48.0
2026-04-13,80.0
2026-04-14,88.0
2026-04-15,88.0
2026-04-16,80.0
2026-04-17,82.0
2026-04-18,67.0
2026-04-19,42.0
2026-04-20,75.0
2026-04-21,80.0
2026-04-22,75.0
2026-04-23,77.0
2026-04-24,78.0
2026-04-25,62.0
2026-04-26,43.0
2026-04-27,73.0
2026-04-28,78.0
2026-04-29,77.0
2026-04-30,85.0
2026-05-01,97.0
2026-05-02,80.0
2026-05-03,50.0
2026-05-04,79.0
2026-05-05,83.0
2026-05-06,80.0
2026-05-07,79.0
2026-05-08,83.0
2026-05-09,69.0
2026-05-10,41.0
2026-05-11,79.0
2026-05-12,86.0
2026-05-13,74.0
2026-05-14,79.0
2026-05-15,80.0
2026-05-16,69.0
2026-05-17,41.0
2026-05-18,73.0
2026-05-19,81.0
2026-05-20,78.0
2026-05-21,82.0
2026-05-22,85.0
2026-05-23,62.0
2026-05-24,50.0
2026-05-25,47.0
2026-05-26,80.0
2026-05-27,83.0
2026-05-28,88.0
2026-05-29,89.0
2026-05-30,71.0
2026-05-31,47.0
