Time,s_and_p_500
2024-09-25,47.75756831385456
2024-09-26,47.75756831385456
2024-09-27,47.75756831385456
2024-09-28,12.735351550361216
2024-09-29,9.551513662770912
2024-09-30,41.38989253867395
2024-10-01,47.75756831385456
2024-10-02,44.573730426264255
2024-10-03,44.573730426264255
2024-10-04,50.94140620144486
2024-10-05,12.735351550361216
2024-10-06,9.551513662770912
2024-10-07,41.38989253867395
2024-10-08,44.573730426264255
2024-10-09,47.75756831385456
2024-10-10,41.38989253867395
2024-10-11,47.75756831385456
2024-10-12,15.91918943795152
2024-10-13,9.551513662770912
2024-10-14,44.573730426264255
2024-10-15,47.75756831385456
2024-10-16,41.38989253867395
2024-10-17,44.573730426264255
2024-10-18,44.573730426264255
2024-10-19,12.735351550361216
2024-10-20,9.551513662770912
2024-10-21,41.38989253867395
2024-10-22,44.573730426264255
2024-10-23,44.573730426264255
2024-10-24,44.573730426264255
2024-10-25,41.38989253867395
2024-10-26,12.735351550361216
2024-10-27,9.551513662770912
2024-10-28,38.20605465108365
2024-10-29,44.573730426264255
2024-10-30,47.75756831385456
2024-10-31,47.75756831385456
2024-11-01,54.125244089035164
2024-11-02,12.735351550361216
2024-11-03,9.551513662770912
2024-11-04,38.20605465108365
2024-11-05,41.38989253867395
2024-11-06,82.7797850773479
2024-11-07,79.5959471897576
2024-11-08,66.86059563939638
2024-11-09,19.103027325541824
2024-11-10,15.91918943795152
2024-11-11,47.75756831385456
2024-11-12,57.30908197662547
2024-11-13,50.94140620144486
2024-11-14,47.75756831385456
2024-11-15,47.75756831385456
2024-11-16,15.91918943795152
2024-11-17,12.735351550361216
2024-11-18,44.573730426264255
2024-11-19,47.75756831385456
2024-11-20,44.573730426264255
2024-11-21,47.75756831385456
2024-11-22,47.75756831385456
2024-11-23,19.103027325541824
2024-11-24,12.735351550361216
2024-11-25,47.75756831385456
2024-11-26,50.94140620144486
2024-11-27,47.75756831385456
2024-11-28,15.91918943795152
2024-11-29,38.20605465108365
2024-11-30,12.735351550361216
2024-12-01,9.551513662770912
2024-12-02,44.573730426264255
2024-12-03,47.75756831385456
2024-12-04,47.75756831385456
2024-12-05,47.75756831385456
2024-12-06,44.573730426264255
2024-12-07,15.91918943795152
2024-12-08,9.551513662770912
2024-12-09,41.38989253867395
2024-12-10,44.573730426264255
2024-12-11,50.94140620144486
2024-12-12,47.75756831385456
2024-12-13,41.38989253867395
2024-12-14,19.103027325541824
2024-12-15,9.551513662770912
2024-12-16,44.573730426264255
2024-12-17,44.573730426264255
2024-12-18,57.30908197662547
2024-12-19,70.0444335269867
2024-12-20,57.30908197662547
2024-12-21,19.103027325541824
2024-12-22,12.735351550361216
2024-12-23,47.75756831385456
2024-12-24,44.573730426264255
2024-12-25,15.91918943795152
2024-12-26,44.573730426264255
2024-12-27,47.75756831385456
2024-12-28,15.91918943795152
2024-12-29,9.551513662770912
2024-12-30,47.75756831385456
2024-12-31,50.94140620144486
2025-01-01,22.286865213132128
2025-01-02,50.94140620144486
2025-01-03,47.75756831385456
2025-01-04,15.91918943795152
2025-01-05,12.735351550361216
2025-01-06,47.75756831385456
2025-01-07,47.75756831385456
2025-01-08,47.75756831385456
2025-01-09,35.02221676349335
2025-01-10,44.573730426264255
2025-01-11,15.91918943795152
2025-01-12,9.551513662770912
2025-01-13,47.75756831385456
2025-01-14,47.75756831385456
2025-01-15,50.94140620144486
2025-01-16,54.125244089035164
2025-01-17,50.94140620144486
2025-01-18,12.735351550361216
2025-01-19,9.551513662770912
2025-01-20,25.47070310072243
2025-01-21,57.30908197662547
2025-01-22,57.30908197662547
2025-01-23,57.30908197662547
2025-01-24,50.94140620144486
2025-01-25,15.91918943795152
2025-01-26,12.735351550361216
2025-01-27,73.228271414577
2025-01-28,73.228271414577
2025-01-29,57.30908197662547
2025-01-30,50.94140620144486
2025-01-31,54.125244089035164
2025-02-01,22.286865213132128
2025-02-02,19.103027325541824
2025-02-03,98.69897451529943
2025-02-04,60.49291986421578
2025-02-05,50.94140620144486
2025-02-06,50.94140620144486
2025-02-07,50.94140620144486
2025-02-08,15.91918943795152
2025-02-09,12.735351550361216
2025-02-10,44.573730426264255
2025-02-11,50.94140620144486
2025-02-12,50.94140620144486
2025-02-13,47.75756831385456
2025-02-14,54.125244089035164
2025-02-15,15.91918943795152
2025-02-16,12.735351550361216
2025-02-17,22.286865213132128
2025-02-18,50.94140620144486
2025-02-19,54.125244089035164
2025-02-20,50.94140620144486
2025-02-21,57.30908197662547
2025-02-22,22.286865213132128
2025-02-23,12.735351550361216
2025-02-24,57.30908197662547
2025-02-25,63.67675775180608
2025-02-26,57.30908197662547
2025-02-27,60.49291986421578
2025-02-28,66.86059563939638
2025-03-01,22.286865213132128
2025-03-02,12.735351550361216
2025-03-03,73.228271414577
2025-03-04,124.16967761602186
2025-03-05,92.33129874011881
2025-03-06,89.14746085252851
2025-03-07,92.33129874011881
2025-03-08,22.286865213132128
2025-03-09,19.103027325541824
2025-03-10,120.98583972843156
2025-03-11,140.0888670539734
2025-03-12,114.61816395325094
2025-03-13,98.69897451529943
2025-03-14,101.88281240288973
2025-03-15,25.47070310072243
2025-03-16,19.103027325541824
2025-03-17,76.4121093021673
2025-03-18,82.7797850773479
2025-03-19,76.4121093021673
2025-03-20,70.0444335269867
2025-03-21,60.49291986421578
2025-03-22,19.103027325541824
2025-03-23,15.91918943795152
2025-03-24,63.67675775180608
2025-03-25,60.49291986421578
2025-03-26,60.49291986421578
2025-03-27,66.86059563939638
2025-03-28,66.86059563939638
2025-03-29,22.286865213132128
2025-03-30,12.735351550361216
2025-03-31,79.5959471897576
2025-04-01,73.228271414577
2025-04-02,98.69897451529943
2025-04-03,229.23632790650188
2025-04-04,229.23632790650188
2025-04-05,70.0444335269867
2025-04-06,54.125244089035164
2025-04-07,318.3837887590304
2025-04-08,222.86865213132128
2025-04-09,296.0969235458983
2025-04-10,222.86865213132128
2025-04-11,162.3757322671055
2025-04-12,44.573730426264255
2025-04-13,25.47070310072243
2025-04-14,117.80200184084124
2025-04-15,105.1891055938489
2025-04-16,116.45499350378381
2025-04-17,98.94388512203714
2025-04-18,57.43153727999433
2025-04-19,18.735661415435253
2025-04-20,15.91918943795152
2025-04-21,107.39330105448833
2025-04-22,105.1891055938489
2025-04-23,97.71933208834857
2025-04-24,86.45344417841365
2025-04-25,85.22889114472507
2025-04-26,24.980881887247
2025-04-27,15.91918943795152
2025-04-28,80.2082237066019
2025-04-29,79.5959471897576
2025-04-30,79.5959471897576
2025-05-01,79.5959471897576
2025-05-02,83.02469568408563
2025-05-03,27.79735386473073
2025-05-04,15.306912921107232
2025-05-05,73.35072671794586
2025-05-06,63.67675775180608
2025-05-07,72.12617368425728
2025-05-08,76.16719869542959
2025-05-09,67.1055062461341
2025-05-10,18.123384898590963
2025-05-11,19.347937932279542
2025-05-12,123.31249049243985
2025-05-13,94.29058359402055
2025-05-14,81.80014265039705
2025-05-15,75.92228808869187
2025-05-16,75.92228808869187
2025-05-17,19.592848539017258
2025-05-18,15.919189437951522
2025-05-19,72.24862898762613
2025-05-20,63.676757751806086
2025-05-21,66.12586381918324
2025-05-22,62.45220471811751
2025-05-23,64.90131078549467
2025-05-24,14.694636404262944
2025-05-25,8.57187123582005
2025-05-26,19.592848539017258
2025-05-27,67.35041685287182
2025-05-28,69.79952292024898
2025-05-29,78.37139415606903
2025-05-30,63.676757751806086
2025-05-31,17.1437424716401
2025-06-01,12.245530336885786
2025-06-02,60.00309865074035
2025-06-03,62.45220471811751
2025-06-04,64.90131078549467
2025-06-05,64.90131078549467
2025-06-06,78.37139415606903
2025-06-07,17.1437424716401
2025-06-08,11.020977303197208
2025-06-09,60.00309865074035
2025-06-10,64.90131078549467
2025-06-11,69.79952292024898
2025-06-12,53.88033348229746
2025-06-13,71.02407595393755
2025-06-14,17.1437424716401
2025-06-15,8.57187123582005
2025-06-16,60.00309865074035
2025-06-17,53.88033348229746
2025-06-18,60.00309865074035
2025-06-19,37.961144044345936
2025-06-20,51.4312274149203
2025-06-21,12.245530336885786
2025-06-22,18.36829550532868
2025-06-23,66.12586381918324
2025-06-24,74.69773505500329
2025-06-25,58.778545617051776
2025-06-26,64.90131078549467
2025-06-27,82.04505325713477
2025-06-28,20.817401572705837
2025-06-29,14.694636404262944
2025-06-30,66.12586381918324
2025-07-01,71.02407595393755
2025-07-02,66.12586381918324
2025-07-03,75.92228808869187
2025-07-04,22.041954606394416
2025-07-05,14.694636404262944
2025-07-06,15.919189437951522
2025-07-07,69.79952292024898
2025-07-08,66.12586381918324
2025-07-09,63.676757751806086
2025-07-10,58.778545617051776
2025-07-11,64.90131078549467
2025-07-12,18.36829550532868
2025-07-13,12.245530336885786
2025-07-14,57.5539925833632
2025-07-15,62.45220471811751
2025-07-16,64.90131078549467
2025-07-17,62.45220471811751
2025-07-18,58.778545617051776
2025-07-19,15.919189437951522
2025-07-20,12.245530336885786
2025-07-21,61.22765168442893
2025-07-22,60.00309865074035
2025-07-23,64.90131078549467
2025-07-24,63.676757751806086
2025-07-25,56.32943954967462
2025-07-26,15.919189437951522
2025-07-27,15.919189437951522
2025-07-28,67.35041685287182
2025-07-29,56.32943954967462
2025-07-30,61.22765168442893
2025-07-31,67.35041685287182
2025-08-01,83.26960629082335
2025-08-02,19.592848539017258
2025-08-03,14.694636404262944
2025-08-04,78.37139415606903
2025-08-05,64.90131078549467
2025-08-06,63.676757751806086
2025-08-07,69.79952292024898
2025-08-08,66.12586381918324
2025-08-09,15.919189437951522
2025-08-10,13.470083370574365
2025-08-11,66.12586381918324
2025-08-12,66.12586381918324
2025-08-13,68.5749698865604
2025-08-14,64.90131078549467
2025-08-15,62.45220471811751
2025-08-16,18.36829550532868
2025-08-17,11.020977303197208
2025-08-18,57.5539925833632
2025-08-19,60.00309865074035
2025-08-20,61.22765168442893
2025-08-21,55.10488651598604
2025-08-22,69.79952292024898
2025-08-23,19.592848539017258
2025-08-24,13.470083370574365
2025-08-25,56.32943954967462
2025-08-26,62.45220471811751
2025-08-27,58.778545617051776
2025-08-28,57.5539925833632
2025-08-29,55.10488651598604
2025-08-30,13.470083370574365
2025-08-31,11.020977303197208
2025-09-01,12.245530336885786
2025-09-02,53.88033348229746
2025-09-03,57.5539925833632
2025-09-04,58.778545617051776
2025-09-05,61.22765168442893
2025-09-06,15.919189437951522
2025-09-07,12.245530336885786
2025-09-08,53.88033348229746
2025-09-09,57.5539925833632
2025-09-10,56.32943954967462
2025-09-11,61.22765168442893
2025-09-12,57.5539925833632
2025-09-13,14.694636404262944
2025-09-14,7.347318202131472
2025-09-15,55.10488651598604
2025-09-16,58.778545617051776
2025-09-17,69.79952292024898
2025-09-18,69.79952292024898
2025-09-19,62.45220471811751
2025-09-20,14.694636404262944
2025-09-21,12.245530336885786
2025-09-22,58.778545617051776
2025-09-23,57.5539925833632
2025-09-24,53.88033348229746
2025-09-25,57.5539925833632
2025-09-26,52.65578044860888
2025-09-27,14.694636404262944
2025-09-28,9.796424269508629
2025-09-29,52.65578044860888
2025-09-30,58.778545617051776
2025-10-01,67.35041685287182
2025-10-02,52.65578044860888
2025-10-03,60.00309865074035
2025-10-04,14.694636404262944
2025-10-05,9.796424269508629
2025-10-06,52.65578044860888
2025-10-07,58.778545617051776
2025-10-08,55.10488651598604
2025-10-09,51.4312274149203
2025-10-10,68.5749698865604
2025-10-11,29.389272808525888
2025-10-12,17.1437424716401
2025-10-13,77.14684112238045
2025-10-14,74.69773505500329
2025-10-15,63.676757751806086
2025-10-16,61.22765168442893
2025-10-17,63.676757751806086
2025-10-18,14.694636404262944
2025-10-19,12.245530336885786
2025-10-20,62.45220471811751
2025-10-21,61.22765168442893
2025-10-22,62.45220471811751
2025-10-23,60.00309865074035
2025-10-24,67.35041685287182
2025-10-25,15.919189437951522
2025-10-26,12.245530336885786
2025-10-27,71.02407595393755
2025-10-28,66.12586381918324
2025-10-29,71.02407595393755
2025-10-30,71.02407595393755
2025-10-31,58.778545617051776
2025-11-01,17.1437424716401
2025-11-02,13.470083370574365
2025-11-03,57.5539925833632
2025-11-04,57.5539925833632
2025-11-05,62.45220471811751
2025-11-06,61.22765168442893
2025-11-07,64.90131078549467
2025-11-08,19.592848539017258
2025-11-09,12.245530336885786
2025-11-10,58.778545617051776
2025-11-11,56.32943954967462
2025-11-12,57.5539925833632
2025-11-13,64.90131078549467
2025-11-14,69.79952292024898
2025-11-15,18.36829550532868
2025-11-16,12.245530336885786
2025-11-17,56.32943954967462
2025-11-18,67.35041685287182
2025-11-19,64.90131078549467
2025-11-20,83.26960629082335
2025-11-21,72.24862898762613
2025-11-22,17.1437424716401
2025-11-23,12.245530336885786
2025-11-24,56.32943954967462
2025-11-25,58.778545617051776
2025-11-26,60.00309865074035
2025-11-27,19.592848539017258
2025-11-28,40.410250111723094
2025-11-29,15.919189437951522
2025-11-30,11.020977303197208
2025-12-01,52.65578044860888
2025-12-02,53.88033348229746
2025-12-03,56.32943954967462
2025-12-04,53.88033348229746
2025-12-05,51.4312274149203
2025-12-06,14.694636404262944
2025-12-07,11.020977303197208
2025-12-08,50.20667438123172
2025-12-09,48.98212134754314
2025-12-10,57.5539925833632
2025-12-11,57.209920963077224
2025-12-12,52.833158985774936
2025-12-13,16.76440885300184
2025-12-14,9.717351909567132
2025-12-15,48.58675954783566
2025-12-16,51.257054513968086
2025-12-17,47.97448303099137
2025-12-18,52.833158985774936
2025-12-19,53.92734948010051
2025-12-20,12.999923392543845
2025-12-21,9.717351909567132
2025-12-22,53.92734948010051
2025-12-23,56.11573046875165
2025-12-24,51.73896849144937
2025-12-25,16.15213233615755
2025-12-26,47.49256905351009
2025-12-27,16.15213233615755
2025-12-28,8.623161415241562
2025-12-29,50.16286401964251
2025-12-30,49.06867352531694
2025-12-31,49.06867352531694
2026-01-01,17.246322830483123
2026-01-02,46.8802925366658
2026-01-03,18.340513324808693
2026-01-04,13.481837370025127
2026-01-05,53.92734948010051
2026-01-06,59.88021592920964
2026-01-07,55.02153997442608
2026-01-08,50.16286401964251
2026-01-09,53.445435502619226
2026-01-10,17.348903189326144
2026-01-11,11.565935459550763
2026-01-12,54.93819343286612
2026-01-13,53.01053752294099
2026-01-14,47.227569793165614
2026-01-15,52.04670956797843
2026-01-16,48.19139774812818
2026-01-17,15.421247279401017
2026-01-18,10.602107504588199
2026-01-19,25.05952682902665
2026-01-20,64.57647298249177
2026-01-21,76.14240844204252
2026-01-22,56.86584934279125
2026-01-23,52.04670956797843
2026-01-24,15.421247279401017
2026-01-25,11.565935459550763
2026-01-26,47.227569793165614
2026-01-27,53.01053752294099
2026-01-28,58.79350525271638
2026-01-29,57.82967729775381
2026-01-30,58.79350525271638
2026-01-31,18.31273114428871
2026-02-01,11.565935459550763
2026-02-02,56.86584934279125
2026-02-03,55.90202138782869
2026-02-04,55.90202138782869
2026-02-05,67.46795684737945
2026-02-06,75.17858048707996
2026-02-07,22.168042964138962
2026-02-08,9.638279549625636
2026-02-09,47.227569793165614
2026-02-10,53.97436547790356
2026-02-11,53.97436547790356
2026-02-12,53.01053752294099
2026-02-13,52.04670956797843
2026-02-14,16.38507523436358
2026-02-15,9.638279549625636
2026-02-16,24.09569887406409
2026-02-17,49.15522570309074
2026-02-18,48.19139774812818
2026-02-19,48.19139774812818
2026-02-20,57.82967729775381
2026-02-21,18.31273114428871
2026-02-22,9.638279549625636
2026-02-23,52.04670956797843
2026-02-24,55.90202138782869
2026-02-25,53.97436547790356
2026-02-26,54.93819343286612
2026-02-27,44.336085928277924
2026-02-28,15.421247279401017
2026-03-01,16.38507523436358
2026-03-02,77.10623639700509
2026-03-03,75.17858048707996
2026-03-04,63.6126450275292
2026-03-05,58.79350525271638
2026-03-06,63.6126450275292
2026-03-07,18.31273114428871
2026-03-08,12.529763414513326
2026-03-09,90.59982776648097
2026-03-10,71.3232686672297
2026-03-11,55.90202138782869
2026-03-12,61.68498911760407
2026-03-13,69.39561275730458
2026-03-14,19.276559099251273
2026-03-15,12.529763414513326
2026-03-16,59.75733320767894
2026-03-17,57.82967729775381
2026-03-18,62.64881707256663
2026-03-19,64.57647298249177
2026-03-20,62.64881707256663
2026-03-21,20.240387054213834
2026-03-22,15.421247279401017
2026-03-23,82.88920412678047
2026-03-24,67.46795684737945
2026-03-25,65.54030093745432
2026-03-26,62.64881707256663
2026-03-27,78.07006435196764
2026-03-28,24.09569887406409
2026-03-29,18.31273114428871
2026-03-30,77.10623639700509
2026-03-31,83.85303208174302
2026-04-01,79.99772026189278
2026-04-02,83.85303208174302
2026-04-03,43.372257973315364
2026-04-04,13.49359136947589
2026-04-05,14.457419324438453
2026-04-06,67.46795684737945
2026-04-07,71.3232686672297
2026-04-08,96.38279549625636
2026-04-09,78.07006435196764
2026-04-10,65.54030093745432
2026-04-11,14.457419324438453
2026-04-12,18.31273114428871
2026-04-13,74.2147525321174
2026-04-14,73.25092457715483
2026-04-15,74.2147525321174
2026-04-16,75.17858048707996
2026-04-17,83.85303208174302
2026-04-18,22.168042964138962
2026-04-19,18.31273114428871
2026-04-20,74.2147525321174
2026-04-21,65.54030093745432
2026-04-22,64.57647298249177
2026-04-23,63.6126450275292
2026-04-24,58.79350525271638
2026-04-25,15.421247279401017
2026-04-26,15.421247279401017
2026-04-27,62.64881707256663
2026-04-28,59.75733320767894
2026-04-29,54.93819343286612
2026-04-30,64.57647298249177
2026-05-01,59.75733320767894
2026-05-02,13.49359136947589
2026-05-03,11.565935459550763
2026-05-04,59.75733320767894
2026-05-05,63.6126450275292
2026-05-06,72.28709662219227
2026-05-07,64.57647298249177
2026-05-08,67.46795684737945
2026-05-09,19.276559099251273
2026-05-10,14.457419324438453
2026-05-11,72.28709662219227
2026-05-12,66.50412889241689
2026-05-13,61.68498911760407
2026-05-14,64.57647298249177
2026-05-15,62.64881707256663
2026-05-16,16.38507523436358
2026-05-17,15.421247279401017
2026-05-18,64.57647298249177
2026-05-19,59.75733320767894
2026-05-20,55.90202138782869
2026-05-21,59.75733320767894
2026-05-22,59.75733320767894
2026-05-23,16.38507523436358
2026-05-24,12.529763414513326
2026-05-25,19.276559099251273
2026-05-26,64.57647298249177
2026-05-27,63.6126450275292
2026-05-28,63.6126450275292
2026-05-29,64.57647298249177
2026-05-30,13.49359136947589
2026-05-31,15.421247279401017
