Time,mortgage_rates
2024-10-27,16.579064684241963
2024-10-28,22.955628024335024
2024-10-29,22.955628024335024
2024-10-30,21.680315356316413
2024-10-31,20.4050026882978
2024-11-01,22.955628024335024
2024-11-02,19.129690020279185
2024-11-03,17.854377352260574
2024-11-04,22.955628024335024
2024-11-05,20.4050026882978
2024-11-06,31.882816700465312
2024-11-07,58.66438272885617
2024-11-08,57.38907006083756
2024-11-09,33.15812936848393
2024-11-10,24.230940692353634
2024-11-11,31.882816700465312
2024-11-12,31.882816700465312
2024-11-13,33.15812936848393
2024-11-14,26.781566028390863
2024-11-15,22.955628024335024
2024-11-16,17.854377352260574
2024-11-17,17.854377352260574
2024-11-18,22.955628024335024
2024-11-19,22.955628024335024
2024-11-20,22.955628024335024
2024-11-21,21.680315356316413
2024-11-22,20.4050026882978
2024-11-23,17.854377352260574
2024-11-24,14.028439348204737
2024-11-25,21.680315356316413
2024-11-26,21.680315356316413
2024-11-27,20.4050026882978
2024-11-28,14.028439348204737
2024-11-29,16.579064684241963
2024-11-30,15.30375201622335
2024-12-01,15.30375201622335
2024-12-02,22.955628024335024
2024-12-03,24.230940692353634
2024-12-04,22.955628024335024
2024-12-05,20.4050026882978
2024-12-06,20.4050026882978
2024-12-07,19.129690020279185
2024-12-08,14.028439348204737
2024-12-09,20.4050026882978
2024-12-10,20.4050026882978
2024-12-11,21.680315356316413
2024-12-12,21.680315356316413
2024-12-13,19.129690020279185
2024-12-14,17.854377352260574
2024-12-15,14.028439348204737
2024-12-16,20.4050026882978
2024-12-17,20.4050026882978
2024-12-18,40.8100053765956
2024-12-19,40.8100053765956
2024-12-20,25.50625336037225
2024-12-21,19.129690020279185
2024-12-22,15.30375201622335
2024-12-23,17.854377352260574
2024-12-24,15.30375201622335
2024-12-25,11.477814012167512
2024-12-26,19.129690020279185
2024-12-27,21.680315356316413
2024-12-28,20.4050026882978
2024-12-29,16.579064684241963
2024-12-30,22.955628024335024
2024-12-31,19.129690020279185
2025-01-01,15.30375201622335
2025-01-02,22.955628024335024
2025-01-03,22.955628024335024
2025-01-04,20.4050026882978
2025-01-05,16.579064684241963
2025-01-06,20.4050026882978
2025-01-07,22.955628024335024
2025-01-08,20.4050026882978
2025-01-09,19.129690020279185
2025-01-10,20.4050026882978
2025-01-11,17.854377352260574
2025-01-12,15.30375201622335
2025-01-13,21.680315356316413
2025-01-14,21.680315356316413
2025-01-15,21.680315356316413
2025-01-16,28.056878696409473
2025-01-17,26.781566028390863
2025-01-18,24.230940692353634
2025-01-19,20.4050026882978
2025-01-20,22.955628024335024
2025-01-21,22.955628024335024
2025-01-22,21.680315356316413
2025-01-23,22.955628024335024
2025-01-24,22.955628024335024
2025-01-25,20.4050026882978
2025-01-26,16.579064684241963
2025-01-27,21.680315356316413
2025-01-28,22.955628024335024
2025-01-29,25.50625336037225
2025-01-30,21.680315356316413
2025-01-31,17.854377352260574
2025-02-01,19.129690020279185
2025-02-02,17.854377352260574
2025-02-03,21.680315356316413
2025-02-04,21.680315356316413
2025-02-05,24.230940692353634
2025-02-06,22.955628024335024
2025-02-07,20.4050026882978
2025-02-08,19.129690020279185
2025-02-09,15.30375201622335
2025-02-10,17.854377352260574
2025-02-11,20.4050026882978
2025-02-12,21.680315356316413
2025-02-13,20.4050026882978
2025-02-14,19.129690020279185
2025-02-15,21.680315356316413
2025-02-16,17.854377352260574
2025-02-17,21.680315356316413
2025-02-18,21.680315356316413
2025-02-19,21.680315356316413
2025-02-20,20.4050026882978
2025-02-21,21.680315356316413
2025-02-22,20.4050026882978
2025-02-23,19.129690020279185
2025-02-24,21.680315356316413
2025-02-25,24.230940692353634
2025-02-26,25.50625336037225
2025-02-27,22.955628024335024
2025-02-28,24.230940692353634
2025-03-01,21.680315356316413
2025-03-02,19.129690020279185
2025-03-03,26.781566028390863
2025-03-04,34.433442036502534
2025-03-05,49.73719405272588
2025-03-06,33.15812936848393
2025-03-07,31.882816700465312
2025-03-08,29.332191364428084
2025-03-09,25.50625336037225
2025-03-10,34.433442036502534
2025-03-11,33.15812936848393
2025-03-12,33.15812936848393
2025-03-13,35.70875470452115
2025-03-14,28.056878696409473
2025-03-15,22.955628024335024
2025-03-16,19.129690020279185
2025-03-17,26.781566028390863
2025-03-18,25.50625336037225
2025-03-19,30.6075040324467
2025-03-20,29.332191364428084
2025-03-21,19.129690020279185
2025-03-22,19.129690020279185
2025-03-23,17.854377352260574
2025-03-24,22.955628024335024
2025-03-25,22.955628024335024
2025-03-26,22.955628024335024
2025-03-27,20.4050026882978
2025-03-28,21.680315356316413
2025-03-29,20.4050026882978
2025-03-30,17.854377352260574
2025-03-31,22.955628024335024
2025-04-01,25.50625336037225
2025-04-02,24.230940692353634
2025-04-03,44.63594338065143
2025-04-04,73.96813474507952
2025-04-05,49.73719405272588
2025-04-06,36.98406737253976
2025-04-07,51.0125067207445
2025-04-08,43.360630712632826
2025-04-09,48.46188138470727
2025-04-10,34.433442036502534
2025-04-11,34.433442036502534
2025-04-12,30.6075040324467
2025-04-13,21.680315356316413
2025-04-14,31.882816700465312
2025-04-15,29.241097602426755
2025-04-16,27.99614952174192
2025-04-17,31.73099376379643
2025-04-18,25.50625336037225
2025-04-19,21.164117371642213
2025-04-20,15.546668714893562
2025-04-21,26.751201441057084
2025-04-22,26.143909694381556
2025-04-23,25.50625336037225
2025-04-24,23.654013533011884
2025-04-25,20.526461037632906
2025-04-26,17.429273129587706
2025-04-27,15.546668714893562
2025-04-28,22.40906545232705
2025-04-29,25.50625336037225
2025-04-30,24.89896161369672
2025-05-01,24.261305279687413
2025-05-02,23.016357199002577
2025-05-03,20.526461037632906
2025-05-04,19.28151295694807
2025-05-05,24.261305279687413
2025-05-06,22.40906545232705
2025-05-07,26.751201441057084
2025-05-08,24.261305279687413
2025-05-09,20.526461037632906
2025-05-10,18.036564876263235
2025-05-11,15.546668714893562
2025-05-12,23.654013533011884
2025-05-13,23.016357199002577
2025-05-14,22.40906545232705
2025-05-15,20.647919386968013
2025-05-16,18.218752400265892
2025-05-17,17.004168906914835
2025-05-18,13.360418426861655
2025-05-19,29.150003840425427
2025-05-20,24.29166986702119
2025-05-21,23.07708637367013
2025-05-22,21.86250288031907
2025-05-23,19.433335893616952
2025-05-24,17.004168906914835
2025-05-25,14.575001920212713
2025-05-26,14.575001920212713
2025-05-27,20.647919386968013
2025-05-28,21.86250288031907
2025-05-29,21.86250288031907
2025-05-30,19.433335893616952
2025-05-31,17.004168906914835
2025-06-01,15.789585413563774
2025-06-02,21.86250288031907
2025-06-03,20.647919386968013
2025-06-04,23.07708637367013
2025-06-05,21.86250288031907
2025-06-06,19.433335893616952
2025-06-07,18.218752400265892
2025-06-08,14.575001920212713
2025-06-09,19.433335893616952
2025-06-10,20.647919386968013
2025-06-11,21.86250288031907
2025-06-12,21.86250288031907
2025-06-13,18.218752400265892
2025-06-14,14.575001920212713
2025-06-15,13.360418426861655
2025-06-16,19.433335893616952
2025-06-17,18.218752400265892
2025-06-18,23.07708637367013
2025-06-19,18.218752400265892
2025-06-20,17.004168906914835
2025-06-21,17.004168906914835
2025-06-22,14.575001920212713
2025-06-23,20.647919386968013
2025-06-24,23.07708637367013
2025-06-25,21.86250288031907
2025-06-26,21.86250288031907
2025-06-27,20.647919386968013
2025-06-28,18.218752400265892
2025-06-29,15.789585413563774
2025-06-30,23.07708637367013
2025-07-01,25.50625336037225
2025-07-02,25.50625336037225
2025-07-03,21.86250288031907
2025-07-04,17.004168906914835
2025-07-05,18.218752400265892
2025-07-06,15.789585413563774
2025-07-07,23.07708637367013
2025-07-08,24.29166986702119
2025-07-09,23.07708637367013
2025-07-10,21.86250288031907
2025-07-11,19.433335893616952
2025-07-12,21.86250288031907
2025-07-13,20.647919386968013
2025-07-14,26.72083685372331
2025-07-15,26.72083685372331
2025-07-16,25.50625336037225
2025-07-17,26.72083685372331
2025-07-18,24.29166986702119
2025-07-19,25.50625336037225
2025-07-20,23.07708637367013
2025-07-21,27.93542034707437
2025-07-22,27.93542034707437
2025-07-23,24.29166986702119
2025-07-24,24.29166986702119
2025-07-25,23.07708637367013
2025-07-26,23.07708637367013
2025-07-27,20.647919386968013
2025-07-28,26.72083685372331
2025-07-29,27.93542034707437
2025-07-30,32.793754320478605
2025-07-31,27.93542034707437
2025-08-01,27.93542034707437
2025-08-02,24.29166986702119
2025-08-03,20.647919386968013
2025-08-04,24.29166986702119
2025-08-05,30.364587333776488
2025-08-06,29.150003840425427
2025-08-07,29.150003840425427
2025-08-08,29.150003840425427
2025-08-09,25.50625336037225
2025-08-10,20.647919386968013
2025-08-11,27.93542034707437
2025-08-12,27.93542034707437
2025-08-13,31.579170827127548
2025-08-14,31.579170827127548
2025-08-15,27.93542034707437
2025-08-16,20.647919386968013
2025-08-17,18.218752400265892
2025-08-18,23.07708637367013
2025-08-19,23.07708637367013
2025-08-20,21.86250288031907
2025-08-21,20.647919386968013
2025-08-22,27.93542034707437
2025-08-23,26.72083685372331
2025-08-24,21.86250288031907
2025-08-25,25.50625336037225
2025-08-26,25.50625336037225
2025-08-27,23.07708637367013
2025-08-28,21.86250288031907
2025-08-29,21.86250288031907
2025-08-30,17.004168906914835
2025-08-31,14.575001920212713
2025-09-01,17.004168906914835
2025-09-02,24.29166986702119
2025-09-03,25.50625336037225
2025-09-04,26.72083685372331
2025-09-05,36.437504800531784
2025-09-06,37.65208829388285
2025-09-07,25.50625336037225
2025-09-08,37.65208829388285
2025-09-09,37.65208829388285
2025-09-10,36.437504800531784
2025-09-11,37.65208829388285
2025-09-12,34.00833781382967
2025-09-13,25.50625336037225
2025-09-14,23.07708637367013
2025-09-15,34.00833781382967
2025-09-16,36.437504800531784
2025-09-17,121.45834933510595
2025-09-18,98.38126296143582
2025-09-19,43.72500576063814
2025-09-20,30.364587333776488
2025-09-21,25.50625336037225
2025-09-22,34.00833781382967
2025-09-23,34.00833781382967
2025-09-24,31.579170827127548
2025-09-25,29.150003840425427
2025-09-26,25.50625336037225
2025-09-27,20.647919386968013
2025-09-28,17.004168906914835
2025-09-29,26.72083685372331
2025-09-30,25.50625336037225
2025-10-01,26.72083685372331
2025-10-02,25.50625336037225
2025-10-03,21.86250288031907
2025-10-04,18.218752400265892
2025-10-05,13.360418426861655
2025-10-06,21.86250288031907
2025-10-07,23.07708637367013
2025-10-08,21.86250288031907
2025-10-09,23.07708637367013
2025-10-10,21.86250288031907
2025-10-11,18.218752400265892
2025-10-12,14.575001920212713
2025-10-13,23.07708637367013
2025-10-14,23.07708637367013
2025-10-15,25.50625336037225
2025-10-16,29.150003840425427
2025-10-17,25.50625336037225
2025-10-18,20.647919386968013
2025-10-19,15.789585413563774
2025-10-20,25.50625336037225
2025-10-21,27.93542034707437
2025-10-22,27.93542034707437
2025-10-23,36.437504800531784
2025-10-24,34.00833781382967
2025-10-25,21.86250288031907
2025-10-26,19.433335893616952
2025-10-27,26.72083685372331
2025-10-28,25.50625336037225
2025-10-29,75.3041765877657
2025-10-30,75.3041765877657
2025-10-31,37.65208829388285
2025-11-01,26.72083685372331
2025-11-02,24.29166986702119
2025-11-03,34.00833781382967
2025-11-04,29.150003840425427
2025-11-05,27.93542034707437
2025-11-06,29.150003840425427
2025-11-07,25.50625336037225
2025-11-08,20.647919386968013
2025-11-09,21.86250288031907
2025-11-10,27.93542034707437
2025-11-11,29.150003840425427
2025-11-12,29.150003840425427
2025-11-13,26.72083685372331
2025-11-14,23.07708637367013
2025-11-15,18.218752400265892
2025-11-16,18.218752400265892
2025-11-17,23.07708637367013
2025-11-18,24.29166986702119
2025-11-19,24.29166986702119
2025-11-20,21.86250288031907
2025-11-21,21.86250288031907
2025-11-22,18.218752400265892
2025-11-23,17.004168906914835
2025-11-24,27.93542034707437
2025-11-25,23.07708637367013
2025-11-26,27.93542034707437
2025-11-27,18.218752400265892
2025-11-28,18.218752400265892
2025-11-29,18.218752400265892
2025-11-30,17.004168906914835
2025-12-01,25.50625336037225
2025-12-02,25.50625336037225
2025-12-03,26.72083685372331
2025-12-04,25.50625336037225
2025-12-05,21.86250288031907
2025-12-06,19.433335893616952
2025-12-07,17.004168906914835
2025-12-08,25.50625336037225
2025-12-09,27.93542034707437
2025-12-10,61.94375816090404
2025-12-11,69.61626612320003
2025-12-12,34.50448718826225
2025-12-13,24.39605773045379
2025-12-14,19.166839818736083
2025-12-15,25.70336220838321
2025-12-16,23.088753252524363
2025-12-17,23.43875961815131
2025-12-18,26.660660320685693
2025-12-19,20.474144296665507
2025-12-20,16.902237228504177
2025-12-21,15.944939116201699
2025-12-22,19.516846184363033
2025-12-23,19.516846184363033
2025-12-24,15.59493275057475
2025-12-25,13.330330160342847
2025-12-26,19.516846184363033
2025-12-27,18.209541706433605
2025-12-28,17.252243594131127
2025-12-29,25.353355842756265
2025-12-30,24.04605136482684
2025-12-31,21.781448774594935
2026-01-01,16.902237228504177
2026-01-02,24.39605773045379
2026-01-03,21.781448774594935
2026-01-04,19.516846184363033
2026-01-05,25.70336220838321
2026-01-06,26.660660320685693
2026-01-07,26.660660320685693
2026-01-08,25.70336220838321
2026-01-09,42.95560580251434
2026-01-10,42.0007638752338
2026-01-11,29.400534712663664
2026-01-12,40.60073841272601
2026-01-13,38.50070021896432
2026-01-14,32.20058563767925
2026-01-15,37.10067475645653
2026-01-16,37.80068748771043
2026-01-17,27.300496518901973
2026-01-18,21.7003946688708
2026-01-19,26.600483787648077
2026-01-20,32.20058563767925
2026-01-21,30.10054744391756
2026-01-22,28.00050925015587
2026-01-23,21.0003819376169
2026-01-24,18.200331012601314
2026-01-25,17.50031828134742
2026-01-26,22.400407400124696
2026-01-27,25.200458325140282
2026-01-28,28.700521981409768
2026-01-29,26.600483787648077
2026-01-30,24.500445593886386
2026-01-31,20.300369206363005
2026-02-01,20.300369206363005
2026-02-02,25.200458325140282
2026-02-03,21.7003946688708
2026-02-04,22.400407400124696
2026-02-05,22.400407400124696
2026-02-06,21.7003946688708
2026-02-07,18.900343743855213
2026-02-08,18.200331012601314
2026-02-09,20.300369206363005
2026-02-10,27.300496518901973
2026-02-11,24.500445593886386
2026-02-12,24.500445593886386
2026-02-13,27.300496518901973
2026-02-14,24.500445593886386
2026-02-15,24.500445593886386
2026-02-16,30.10054744391756
2026-02-17,30.10054744391756
2026-02-18,28.700521981409768
2026-02-19,29.400534712663664
2026-02-20,30.10054744391756
2026-02-21,25.900471056394178
2026-02-22,23.10042013137859
2026-02-23,32.20058563767925
2026-02-24,33.600611100187045
2026-02-25,33.600611100187045
2026-02-26,39.90072568147212
2026-02-27,43.4007893377416
2026-02-28,29.400534712663664
2026-03-01,26.600483787648077
2026-03-02,37.10067475645653
2026-03-03,33.600611100187045
2026-03-04,30.800560175171455
2026-03-05,30.10054744391756
2026-03-06,32.900598368933146
2026-03-07,26.600483787648077
2026-03-08,25.200458325140282
2026-03-09,37.80068748771043
2026-03-10,30.800560175171455
2026-03-11,28.00050925015587
2026-03-12,30.800560175171455
2026-03-13,28.700521981409768
2026-03-14,25.200458325140282
2026-03-15,25.900471056394178
2026-03-16,28.700521981409768
2026-03-17,31.500572906425354
2026-03-18,35.00063656269484
2026-03-19,32.20058563767925
2026-03-20,31.500572906425354
2026-03-21,27.300496518901973
2026-03-22,25.200458325140282
2026-03-23,32.20058563767925
2026-03-24,26.600483787648077
2026-03-25,28.00050925015587
2026-03-26,30.800560175171455
2026-03-27,30.800560175171455
2026-03-28,23.10042013137859
2026-03-29,30.800560175171455
2026-03-30,28.00050925015587
2026-03-31,27.300496518901973
2026-04-01,26.600483787648077
2026-04-02,29.400534712663664
2026-04-03,32.900598368933146
2026-04-04,21.0003819376169
2026-04-05,21.0003819376169
2026-04-06,26.600483787648077
2026-04-07,29.400534712663664
2026-04-08,32.900598368933146
2026-04-09,35.00063656269484
2026-04-10,27.300496518901973
2026-04-11,23.10042013137859
2026-04-12,22.400407400124696
2026-04-13,28.00050925015587
2026-04-14,30.800560175171455
2026-04-15,31.500572906425354
2026-04-16,27.300496518901973
2026-04-17,31.500572906425354
2026-04-18,25.900471056394178
2026-04-19,24.500445593886386
2026-04-20,32.900598368933146
2026-04-21,27.300496518901973
2026-04-22,31.500572906425354
2026-04-23,32.900598368933146
2026-04-24,25.200458325140282
2026-04-25,23.10042013137859
2026-04-26,23.10042013137859
2026-04-27,26.600483787648077
2026-04-28,25.200458325140282
2026-04-29,28.00050925015587
2026-04-30,32.900598368933146
2026-05-01,25.900471056394178
2026-05-02,23.80043286263249
2026-05-03,24.500445593886386
2026-05-04,28.00050925015587
2026-05-05,26.600483787648077
2026-05-06,26.600483787648077
2026-05-07,31.500572906425354
2026-05-08,24.500445593886386
2026-05-09,20.300369206363005
2026-05-10,22.400407400124696
2026-05-11,25.200458325140282
2026-05-12,28.00050925015587
2026-05-13,26.600483787648077
2026-05-14,28.700521981409768
2026-05-15,26.600483787648077
2026-05-16,24.500445593886386
2026-05-17,23.80043286263249
2026-05-18,26.600483787648077
2026-05-19,32.20058563767925
2026-05-20,32.900598368933146
2026-05-21,36.40066202520263
2026-05-22,24.500445593886386
2026-05-23,25.900471056394178
2026-05-24,26.600483787648077
2026-05-25,33.600611100187045
2026-05-26,27.300496518901973
2026-05-27,26.600483787648077
2026-05-28,31.500572906425354
2026-05-29,23.10042013137859
2026-05-30,20.300369206363005
2026-05-31,23.10042013137859
