Time,urban_dictionary
2024-09-23,57.82083666051705
2024-09-24,53.91402337264428
2024-09-25,59.38356197566617
2024-09-26,58.602199318091614
2024-09-27,56.258111345367944
2024-09-28,64.85310057868804
2024-09-29,66.41582589383715
2024-09-30,54.695386030218835
2024-10-01,54.695386030218835
2024-10-02,57.0394740029425
2024-10-03,58.602199318091614
2024-10-04,62.50901260596439
2024-10-05,59.38356197566617
2024-10-06,60.94628729081528
2024-10-07,56.258111345367944
2024-10-08,57.82083666051705
2024-10-09,55.47674868779339
2024-10-10,57.82083666051705
2024-10-11,58.602199318091614
2024-10-12,74.22945246958271
2024-10-13,71.10400183928449
2024-10-14,57.0394740029425
2024-10-15,57.82083666051705
2024-10-16,57.82083666051705
2024-10-17,58.602199318091614
2024-10-18,61.72764994838983
2024-10-19,64.85310057868804
2024-10-20,66.41582589383715
2024-10-21,64.85310057868804
2024-10-22,62.50901260596439
2024-10-23,66.41582589383715
2024-10-24,60.16492463324072
2024-10-25,60.94628729081528
2024-10-26,60.16492463324072
2024-10-27,61.72764994838983
2024-10-28,50.78857274234606
2024-10-29,51.56993539992062
2024-10-30,55.47674868779339
2024-10-31,57.0394740029425
2024-11-01,59.38356197566617
2024-11-02,64.0717379211135
2024-11-03,70.32263918170993
2024-11-04,53.132660715069726
2024-11-05,50.78857274234606
2024-11-06,41.4122208514514
2024-11-07,57.0394740029425
2024-11-08,64.0717379211135
2024-11-09,64.0717379211135
2024-11-10,64.0717379211135
2024-11-11,60.16492463324072
2024-11-12,63.29037526353894
2024-11-13,67.97855120898627
2024-11-14,63.29037526353894
2024-11-15,64.85310057868804
2024-11-16,78.13626575745548
2024-11-17,71.88536449685904
2024-11-18,63.29037526353894
2024-11-19,56.258111345367944
2024-11-20,62.50901260596439
2024-11-21,64.85310057868804
2024-11-22,60.16492463324072
2024-11-23,70.32263918170993
2024-11-24,64.85310057868804
2024-11-25,67.19718855141171
2024-11-26,62.50901260596439
2024-11-27,66.41582589383715
2024-11-28,69.54127652413538
2024-11-29,64.0717379211135
2024-11-30,60.16492463324072
2024-12-01,67.19718855141171
2024-12-02,53.91402337264428
2024-12-03,57.0394740029425
2024-12-04,56.258111345367944
2024-12-05,55.47674868779339
2024-12-06,65.6344632362626
2024-12-07,62.50901260596439
2024-12-08,64.0717379211135
2024-12-09,52.35129805749517
2024-12-10,65.6344632362626
2024-12-11,54.695386030218835
2024-12-12,55.47674868779339
2024-12-13,58.602199318091614
2024-12-14,60.94628729081528
2024-12-15,65.6344632362626
2024-12-16,59.38356197566617
2024-12-17,60.94628729081528
2024-12-18,64.85310057868804
2024-12-19,61.72764994838983
2024-12-20,57.0394740029425
2024-12-21,61.72764994838983
2024-12-22,69.54127652413538
2024-12-23,60.94628729081528
2024-12-24,71.10400183928449
2024-12-25,67.97855120898627
2024-12-26,60.16492463324072
2024-12-27,62.50901260596439
2024-12-28,65.6344632362626
2024-12-29,64.0717379211135
2024-12-30,60.94628729081528
2024-12-31,64.0717379211135
2025-01-01,69.54127652413538
2025-01-02,55.47674868779339
2025-01-03,64.0717379211135
2025-01-04,61.72764994838983
2025-01-05,63.29037526353894
2025-01-06,53.91402337264428
2025-01-07,54.695386030218835
2025-01-08,53.132660715069726
2025-01-09,58.602199318091614
2025-01-10,65.6344632362626
2025-01-11,63.29037526353894
2025-01-12,69.54127652413538
2025-01-13,65.6344632362626
2025-01-14,55.47674868779339
2025-01-15,55.47674868779339
2025-01-16,64.85310057868804
2025-01-17,57.82083666051705
2025-01-18,60.94628729081528
2025-01-19,55.47674868779339
2025-01-20,64.0717379211135
2025-01-21,52.35129805749517
2025-01-22,51.56993539992062
2025-01-23,53.91402337264428
2025-01-24,54.695386030218835
2025-01-25,58.602199318091614
2025-01-26,61.72764994838983
2025-01-27,50.00721008477151
2025-01-28,53.132660715069726
2025-01-29,52.35129805749517
2025-01-30,54.695386030218835
2025-01-31,56.258111345367944
2025-02-01,58.602199318091614
2025-02-02,64.0717379211135
2025-02-03,49.22584742719695
2025-02-04,51.56993539992062
2025-02-05,56.258111345367944
2025-02-06,54.695386030218835
2025-02-07,58.602199318091614
2025-02-08,59.38356197566617
2025-02-09,59.38356197566617
2025-02-10,52.35129805749517
2025-02-11,52.35129805749517
2025-02-12,57.0394740029425
2025-02-13,57.82083666051705
2025-02-14,57.0394740029425
2025-02-15,66.41582589383715
2025-02-16,62.50901260596439
2025-02-17,56.258111345367944
2025-02-18,54.695386030218835
2025-02-19,53.91402337264428
2025-02-20,55.47674868779339
2025-02-21,54.695386030218835
2025-02-22,57.82083666051705
2025-02-23,61.72764994838983
2025-02-24,52.35129805749517
2025-02-25,58.602199318091614
2025-02-26,56.258111345367944
2025-02-27,55.47674868779339
2025-02-28,54.695386030218835
2025-03-01,57.82083666051705
2025-03-02,63.29037526353894
2025-03-03,51.56993539992062
2025-03-04,53.91402337264428
2025-03-05,53.91402337264428
2025-03-06,51.56993539992062
2025-03-07,55.47674868779339
2025-03-08,67.19718855141171
2025-03-09,60.94628729081528
2025-03-10,53.132660715069726
2025-03-11,56.258111345367944
2025-03-12,56.258111345367944
2025-03-13,51.56993539992062
2025-03-14,54.695386030218835
2025-03-15,59.38356197566617
2025-03-16,58.602199318091614
2025-03-17,50.78857274234606
2025-03-18,53.132660715069726
2025-03-19,55.47674868779339
2025-03-20,57.0394740029425
2025-03-21,60.16492463324072
2025-03-22,69.54127652413538
2025-03-23,70.32263918170993
2025-03-24,57.0394740029425
2025-03-25,53.91402337264428
2025-03-26,52.35129805749517
2025-03-27,51.56993539992062
2025-03-28,54.695386030218835
2025-03-29,58.602199318091614
2025-03-30,62.50901260596439
2025-03-31,52.35129805749517
2025-04-01,47.663122112047844
2025-04-02,46.100396796898735
2025-04-03,51.56993539992062
2025-04-04,53.132660715069726
2025-04-05,57.0394740029425
2025-04-06,57.82083666051705
2025-04-07,48.4444847696224
2025-04-08,50.78857274234606
2025-04-09,49.22584742719695
2025-04-10,52.35129805749517
2025-04-11,53.91402337264428
2025-04-12,53.91402337264428
2025-04-13,53.132660715069726
2025-04-14,46.88175945447329
2025-04-15,54.81361595917804
2025-04-16,51.534270460024636
2025-04-17,51.534270460024636
2025-04-18,51.534270460024636
2025-04-19,53.345605228001766
2025-04-20,59.95165351829498
2025-04-21,48.254924960871236
2025-04-22,46.78691422969497
2025-04-23,47.520919595283104
2025-04-24,48.5982489976721
2025-04-25,52.268275825612776
2025-04-26,52.268275825612776
2025-04-27,53.73628655678904
2025-04-28,48.5982489976721
2025-04-29,49.33225436326023
2025-04-30,47.86424363208396
2025-05-01,48.5982489976721
2025-05-02,53.345605228001766
2025-05-03,54.47029192237717
2025-05-04,57.01563205594244
2025-05-05,46.05290886410683
2025-05-06,47.13023826649582
2025-05-07,48.254924960871236
2025-05-08,52.268275825612776
2025-05-09,56.2816266903543
2025-05-10,56.2816266903543
2025-05-11,59.56097218950771
2025-05-12,48.5982489976721
2025-05-13,49.33225436326023
2025-05-14,48.5982489976721
2025-05-15,54.245197814535516
2025-05-16,53.558549740933806
2025-05-17,61.79832662415439
2025-05-18,58.36508625614581
2025-05-19,50.12530937292522
2025-05-20,50.12530937292522
2025-05-21,50.12530937292522
2025-05-22,54.245197814535516
2025-05-23,56.99179010894238
2025-05-24,59.051734329747525
2025-05-25,63.858270844959534
2025-05-26,58.36508625614581
2025-05-27,52.87190166733209
2025-05-28,54.245197814535516
2025-05-29,56.305142035340666
2025-05-30,54.93184588813723
2025-05-31,56.99179010894238
2025-06-01,62.4849746977561
2025-06-02,52.87190166733209
2025-06-03,57.6784381825441
2025-06-04,54.245197814535516
2025-06-05,54.245197814535516
2025-06-06,56.305142035340666
2025-06-07,56.305142035340666
2025-06-08,66.6048631393664
2025-06-09,48.7520132257218
2025-06-10,53.558549740933806
2025-06-11,53.558549740933806
2025-06-12,62.4849746977561
2025-06-13,56.99179010894238
2025-06-14,55.61849396173895
2025-06-15,56.305142035340666
2025-06-16,48.7520132257218
2025-06-17,51.498605520128656
2025-06-18,53.558549740933806
2025-06-19,57.6784381825441
2025-06-20,50.81195744652694
2025-06-21,54.93184588813723
2025-06-22,52.87190166733209
2025-06-23,46.00542093131493
2025-06-24,49.43866129932351
2025-06-25,52.18525359373037
2025-06-26,50.81195744652694
2025-06-27,53.558549740933806
2025-06-28,54.93184588813723
2025-06-29,53.558549740933806
2025-06-30,46.69206900491665
2025-07-01,46.69206900491665
2025-07-02,52.18525359373037
2025-07-03,53.558549740933806
2025-07-04,57.6784381825441
2025-07-05,56.305142035340666
2025-07-06,56.305142035340666
2025-07-07,48.7520132257218
2025-07-08,52.87190166733209
2025-07-09,68.66480736017154
2025-07-10,54.245197814535516
2025-07-11,54.245197814535516
2025-07-12,61.111678550552675
2025-07-13,57.6784381825441
2025-07-14,50.81195744652694
2025-07-15,52.18525359373037
2025-07-16,50.81195744652694
2025-07-17,52.18525359373037
2025-07-18,52.87190166733209
2025-07-19,54.93184588813723
2025-07-20,62.4849746977561
2025-07-21,51.498605520128656
2025-07-22,48.06536515212008
2025-07-23,50.12530937292522
2025-07-24,48.06536515212008
2025-07-25,48.7520132257218
2025-07-26,54.93184588813723
2025-07-27,54.245197814535516
2025-07-28,46.69206900491665
2025-07-29,46.69206900491665
2025-07-30,43.94547671050979
2025-07-31,48.06536515212008
2025-08-01,50.12530937292522
2025-08-02,54.245197814535516
2025-08-03,52.87190166733209
2025-08-04,46.69206900491665
2025-08-05,46.69206900491665
2025-08-06,46.69206900491665
2025-08-07,48.06536515212008
2025-08-08,48.7520132257218
2025-08-09,49.43866129932351
2025-08-10,52.87190166733209
2025-08-11,46.00542093131493
2025-08-12,46.69206900491665
2025-08-13,48.06536515212008
2025-08-14,48.06536515212008
2025-08-15,47.37871707851836
2025-08-16,48.06536515212008
2025-08-17,53.558549740933806
2025-08-18,46.69206900491665
2025-08-19,45.31877285771322
2025-08-20,45.31877285771322
2025-08-21,47.37871707851836
2025-08-22,49.43866129932351
2025-08-23,52.18525359373037
2025-08-24,52.18525359373037
2025-08-25,46.69206900491665
2025-08-26,46.00542093131493
2025-08-27,47.37871707851836
2025-08-28,45.31877285771322
2025-08-29,48.06536515212008
2025-08-30,50.12530937292522
2025-08-31,54.93184588813723
2025-09-01,49.43866129932351
2025-09-02,41.885532489704644
2025-09-03,44.632124784111504
2025-09-04,45.31877285771322
2025-09-05,43.94547671050979
2025-09-06,48.06536515212008
2025-09-07,48.06536515212008
2025-09-08,41.19888441610293
2025-09-09,41.885532489704644
2025-09-10,39.825588268899494
2025-09-11,41.19888441610293
2025-09-12,46.69206900491665
2025-09-13,50.12530937292522
2025-09-14,49.43866129932351
2025-09-15,41.19888441610293
2025-09-16,41.19888441610293
2025-09-17,41.885532489704644
2025-09-18,42.572180563306354
2025-09-19,44.632124784111504
2025-09-20,50.12530937292522
2025-09-21,46.00542093131493
2025-09-22,40.51223634250121
2025-09-23,41.885532489704644
2025-09-24,41.19888441610293
2025-09-25,43.25882863690807
2025-09-26,42.572180563306354
2025-09-27,46.69206900491665
2025-09-28,45.31877285771322
2025-09-29,38.45229212169606
2025-09-30,39.825588268899494
2025-10-01,37.76564404809435
2025-10-02,40.51223634250121
2025-10-03,41.885532489704644
2025-10-04,46.00542093131493
2025-10-05,45.31877285771322
2025-10-06,37.76564404809435
2025-10-07,38.45229212169606
2025-10-08,41.885532489704644
2025-10-09,39.825588268899494
2025-10-10,43.94547671050979
2025-10-11,46.00542093131493
2025-10-12,43.25882863690807
2025-10-13,39.825588268899494
2025-10-14,41.885532489704644
2025-10-15,41.19888441610293
2025-10-16,43.94547671050979
2025-10-17,41.885532489704644
2025-10-18,43.25882863690807
2025-10-19,43.94547671050979
2025-10-20,38.45229212169606
2025-10-21,40.51223634250121
2025-10-22,40.51223634250121
2025-10-23,40.51223634250121
2025-10-24,41.885532489704644
2025-10-25,44.632124784111504
2025-10-26,45.31877285771322
2025-10-27,37.76564404809435
2025-10-28,37.078995974492635
2025-10-29,37.76564404809435
2025-10-30,41.19888441610293
2025-10-31,42.572180563306354
2025-11-01,46.00542093131493
2025-11-02,42.572180563306354
2025-11-03,39.13894019529778
2025-11-04,36.39234790089092
2025-11-05,35.019051753687485
2025-11-06,40.51223634250121
2025-11-07,41.885532489704644
2025-11-08,44.632124784111504
2025-11-09,43.25882863690807
2025-11-10,36.39234790089092
2025-11-11,37.76564404809435
2025-11-12,38.45229212169606
2025-11-13,39.13894019529778
2025-11-14,39.13894019529778
2025-11-15,41.885532489704644
2025-11-16,40.51223634250121
2025-11-17,37.078995974492635
2025-11-18,40.51223634250121
2025-11-19,37.76564404809435
2025-11-20,40.51223634250121
2025-11-21,38.45229212169606
2025-11-22,39.825588268899494
2025-11-23,43.25882863690807
2025-11-24,37.078995974492635
2025-11-25,39.13894019529778
2025-11-26,41.19888441610293
2025-11-27,44.632124784111504
2025-11-28,37.078995974492635
2025-11-29,39.825588268899494
2025-11-30,41.19888441610293
2025-12-01,32.95910753288234
2025-12-02,35.019051753687485
2025-12-03,38.45229212169606
2025-12-04,38.45229212169606
2025-12-05,37.078995974492635
2025-12-06,41.885532489704644
2025-12-07,40.51223634250121
2025-12-08,37.078995974492635
2025-12-09,37.76564404809435
2025-12-10,40.51223634250121
2025-12-11,36.380582626126625
2025-12-12,37.8578571638884
2025-12-13,42.02613862245368
2025-12-14,42.36946265925454
2025-12-15,38.20118120068925
2025-12-16,35.77371643460576
2025-12-17,37.8578571638884
2025-12-18,36.380582626126625
2025-12-19,36.987448817647504
2025-12-20,38.46472335540927
2025-12-21,41.76259646773366
2025-12-22,39.07158954693014
2025-12-23,36.987448817647504
2025-12-24,39.67845573845102
2025-12-25,39.33513170165016
2025-12-26,36.644124780846646
2025-12-27,44.71714554325719
2025-12-28,46.19442008101896
2025-12-29,39.67845573845102
2025-12-30,43.503413160215445
2025-12-31,42.02613862245368
2026-01-01,44.71714554325719
2026-01-02,37.59431500916838
2026-01-03,39.941997893171035
2026-01-04,39.07158954693014
2026-01-05,34.90330808836487
2026-01-06,36.380582626126625
2026-01-07,35.16685024308488
2026-01-08,36.380582626126625
2026-01-09,39.33513170165016
2026-01-10,47.96467215904309
2026-01-11,46.91050354016302
2026-01-12,37.95007027968244
2026-01-13,38.47715458912248
2026-01-14,39.00423889856251
2026-01-15,41.112576136322645
2026-01-16,45.85633492128295
2026-01-17,41.63966044576268
2026-01-18,37.95007027968244
2026-01-19,34.78756442304224
2026-01-20,33.73339580416217
2026-01-21,35.84173304192231
2026-01-22,36.36881735136234
2026-01-23,35.314648732482276
2026-01-24,39.00423889856251
2026-01-25,39.00423889856251
2026-01-26,35.314648732482276
2026-01-27,34.260480113602206
2026-01-28,33.20631149472214
2026-01-29,35.314648732482276
2026-01-30,36.36881735136234
2026-01-31,37.95007027968244
2026-02-01,39.53132320800255
2026-02-02,32.6792271852821
2026-02-03,36.36881735136234
2026-02-04,34.260480113602206
2026-02-05,33.73339580416217
2026-02-06,34.260480113602206
2026-02-07,38.47715458912248
2026-02-08,36.36881735136234
2026-02-09,31.097974256962
2026-02-10,32.15214287584207
2026-02-11,34.78756442304224
2026-02-12,32.15214287584207
2026-02-13,31.625058566402036
2026-02-14,37.42298597024241
2026-02-15,35.84173304192231
2026-02-16,31.097974256962
2026-02-17,30.043805638081935
2026-02-18,34.78756442304224
2026-02-19,36.36881735136234
2026-02-20,34.78756442304224
2026-02-21,38.47715458912248
2026-02-22,35.314648732482276
2026-02-23,31.625058566402036
2026-02-24,32.6792271852821
2026-02-25,34.260480113602206
2026-02-26,34.260480113602206
2026-02-27,33.20631149472214
2026-02-28,37.42298597024241
2026-03-01,36.36881735136234
2026-03-02,31.625058566402036
2026-03-03,33.20631149472214
2026-03-04,33.73339580416217
2026-03-05,33.20631149472214
2026-03-06,35.84173304192231
2026-03-07,38.47715458912248
2026-03-08,40.058407517442575
2026-03-09,32.6792271852821
2026-03-10,32.6792271852821
2026-03-11,33.73339580416217
2026-03-12,35.314648732482276
2026-03-13,38.47715458912248
2026-03-14,45.85633492128295
2026-03-15,42.166744755202714
2026-03-16,35.314648732482276
2026-03-17,33.73339580416217
2026-03-18,36.36881735136234
2026-03-19,34.260480113602206
2026-03-20,33.73339580416217
2026-03-21,38.47715458912248
2026-03-22,37.42298597024241
2026-03-23,33.20631149472214
2026-03-24,33.73339580416217
2026-03-25,35.314648732482276
2026-03-26,33.73339580416217
2026-03-27,38.47715458912248
2026-03-28,39.00423889856251
2026-03-29,35.314648732482276
2026-03-30,31.625058566402036
2026-03-31,31.625058566402036
2026-04-01,31.097974256962
2026-04-02,33.20631149472214
2026-04-03,34.78756442304224
2026-04-04,35.314648732482276
2026-04-05,37.95007027968244
2026-04-06,31.625058566402036
2026-04-07,33.73339580416217
2026-04-08,34.260480113602206
2026-04-09,33.20631149472214
2026-04-10,34.260480113602206
2026-04-11,33.20631149472214
2026-04-12,34.78756442304224
2026-04-13,30.043805638081935
2026-04-14,30.043805638081935
2026-04-15,30.57088994752197
2026-04-16,31.625058566402036
2026-04-17,32.15214287584207
2026-04-18,33.73339580416217
2026-04-19,36.36881735136234
2026-04-20,29.5167213286419
2026-04-21,31.097974256962
2026-04-22,29.5167213286419
2026-04-23,30.57088994752197
2026-04-24,32.15214287584207
2026-04-25,32.6792271852821
2026-04-26,33.73339580416217
2026-04-27,30.043805638081935
2026-04-28,30.043805638081935
2026-04-29,29.5167213286419
2026-04-30,31.097974256962
2026-05-01,30.043805638081935
2026-05-02,31.625058566402036
2026-05-03,33.20631149472214
2026-05-04,30.043805638081935
2026-05-05,28.989637019201865
2026-05-06,31.097974256962
2026-05-07,28.46255270976183
2026-05-08,31.097974256962
2026-05-09,32.15214287584207
2026-05-10,32.15214287584207
2026-05-11,27.408384090881764
2026-05-12,29.5167213286419
2026-05-13,29.5167213286419
2026-05-14,30.043805638081935
2026-05-15,34.260480113602206
2026-05-16,33.73339580416217
2026-05-17,33.73339580416217
2026-05-18,30.57088994752197
2026-05-19,28.989637019201865
2026-05-20,30.043805638081935
2026-05-21,31.097974256962
2026-05-22,30.043805638081935
2026-05-23,33.20631149472214
2026-05-24,35.314648732482276
2026-05-25,32.15214287584207
2026-05-26,30.57088994752197
2026-05-27,32.15214287584207
2026-05-28,45.329250611842916
2026-05-29,46.383419230722986
2026-05-30,49.54592508736319
2026-05-31,52.708430944003396
